rank,team,conference,power_rating,record,wins,losses,off_rating,def_rating,srs,epa_rating,games,blend_weight
1,Alabama,,35.4,11-0,11,0,40.7,0.5,28.2,40.3,10,1.0
2,Ohio State,,26.5,10-1,10,1,40.5,11.2,22.2,29.3,11,1.0
3,Michigan,,26.5,10-1,10,1,40.9,11.0,21.3,29.9,11,1.0
4,Washington,,22.8,10-1,10,1,43.5,19.6,21.3,23.9,10,1.0
5,Louisville,,22.6,9-2,9,2,46.6,19.1,15.2,27.5,11,1.0
6,LSU,,21.4,6-4,6,4,38.2,12.4,14.8,25.7,9,1.0
7,Colorado,,20.3,9-2,9,2,35.1,14.2,19.4,20.9,9,1.0
8,Clemson,,19.6,10-1,10,1,37.3,15.9,16.8,21.4,10,1.0
9,USC,,18.4,8-3,8,3,38.4,19.9,18.2,18.6,11,1.0
10,Washington State,,17.4,8-3,8,3,39.3,21.7,17.0,17.6,10,1.0
11,Wisconsin,,17.0,9-2,9,2,33.0,15.3,16.0,17.7,11,1.0
12,Auburn,,16.8,8-3,8,3,37.1,18.6,14.2,18.5,10,1.0
13,Florida State,,16.4,8-3,8,3,43.0,24.3,13.0,18.8,10,1.0
14,Oklahoma,,15.1,9-2,9,2,44.9,28.0,12.4,16.9,11,1.0
15,Western Michigan,,14.0,11-0,11,0,44.2,30.2,14.0,14.0,10,1.0
16,Penn State,,13.7,9-2,9,2,34.2,21.6,15.5,12.5,11,1.0
17,Florida,,13.3,8-2,8,2,26.3,10.7,9.7,15.6,10,1.0
18,Texas A&M,,13.0,8-3,8,3,34.3,20.1,11.3,14.2,10,1.0
19,Miami,,12.7,7-4,7,4,32.5,20.2,13.4,12.3,10,1.0
20,Boise State,,12.0,10-1,10,1,39.0,25.9,10.4,13.1,11,1.0
21,Pittsburgh,,11.1,7-4,7,4,42.4,29.3,8.2,13.1,10,1.0
22,North Carolina,,10.6,8-3,8,3,38.2,26.8,9.5,11.4,9,1.0
23,Stanford,,9.7,8-3,8,3,30.0,23.1,14.0,6.9,11,1.0
24,UCLA,,9.5,4-7,4,7,29.7,18.4,6.7,11.4,11,1.0
25,Houston,,9.4,9-2,9,2,29.0,19.2,8.8,9.8,10,1.0
26,San Diego State,,9.1,9-2,9,2,30.7,20.3,7.0,10.4,10,1.0
27,Oklahoma State,,9.0,9-2,9,2,38.6,29.5,8.8,9.1,10,1.0
28,Virginia Tech,,9.0,8-3,8,3,30.2,21.3,9.2,8.9,10,1.0
29,West Virginia,,8.7,8-2,8,2,33.5,23.9,7.4,9.6,9,1.0
30,Ole Miss,,8.3,5-6,5,6,38.3,29.4,7.4,8.9,10,1.0
31,Tennessee,,8.3,8-3,8,3,37.3,29.9,9.6,7.4,10,1.0
32,Northwestern,,8.2,5-6,5,6,29.8,22.1,9.0,7.7,10,1.0
33,BYU,,7.6,7-4,7,4,29.8,22.0,7.3,7.8,9,1.0
34,Michigan State,,7.4,3-8,3,8,36.6,25.0,1.1,11.7,10,1.0
35,Nebraska,,7.4,9-2,9,2,28.8,23.3,10.2,5.5,11,1.0
36,Western Kentucky,,7.4,8-3,8,3,42.3,34.4,6.5,8.0,10,1.0
37,Iowa,,7.3,7-4,7,4,30.3,24.6,9.8,5.7,10,1.0
38,Tulsa,,6.9,8-3,8,3,33.8,27.4,7.6,6.3,10,1.0
39,South Florida,,6.4,9-2,9,2,41.3,35.3,7.1,5.9,10,1.0
40,Toledo,,6.4,9-2,9,2,38.8,33.3,7.6,5.5,9,1.0
41,NC State,,5.8,5-6,5,6,28.7,21.0,2.9,7.8,10,1.0
42,Utah,,5.8,8-3,8,3,30.7,27.2,9.4,3.5,10,1.0
43,Temple,,5.6,8-3,8,3,29.7,25.2,7.5,4.4,10,1.0
44,TCU,,5.3,5-5,5,5,30.3,23.3,2.6,7.1,9,1.0
45,Notre Dame,,5.2,4-7,4,7,32.4,26.5,4.2,5.9,11,1.0
46,Minnesota,,4.9,8-3,8,3,26.4,23.9,8.4,2.5,10,1.0
47,Kansas State,,4.6,6-4,6,4,30.2,25.9,5.2,4.2,9,1.0
48,Indiana,,4.6,5-6,5,6,29.5,23.0,1.7,6.5,11,1.0
49,Louisiana Tech,,4.5,8-3,8,3,41.5,36.7,4.0,4.8,10,1.0
50,Arkansas,,4.3,7-4,7,4,36.0,31.3,3.8,4.6,10,1.0
51,Georgia,,4.1,7-4,7,4,27.2,22.4,3.1,4.9,10,1.0
52,Baylor,,3.6,6-4,6,4,33.4,28.2,1.3,5.1,9,1.0
53,Oregon State,,3.5,3-8,3,8,28.1,23.6,2.0,4.5,10,1.0
54,UCF,,3.5,6-5,6,5,23.4,19.2,2.5,4.2,10,1.0
55,Memphis,,3.4,7-4,7,4,31.5,28.5,4.1,2.9,10,1.0
56,App State,,3.2,8-3,8,3,26.9,25.3,5.6,1.7,10,1.0
57,Navy,,2.8,8-2,8,2,42.4,40.5,4.1,1.9,9,1.0
58,Texas,,2.4,5-6,5,6,29.4,26.5,1.6,2.9,11,1.0
59,Georgia Tech,,1.8,7-4,7,4,35.5,34.9,3.7,0.6,10,1.0
60,Vanderbilt,,1.8,5-6,5,6,23.3,21.3,1.6,2.0,10,1.0
61,Mississippi State,,1.8,4-7,4,7,34.7,31.8,0.1,2.9,10,1.0
62,Oregon,,1.6,4-7,4,7,38.6,38.4,3.7,0.1,10,1.0
63,Wyoming,,1.5,8-3,8,3,29.8,28.9,2.5,0.9,9,1.0
64,Colorado State,,0.9,6-5,6,5,31.9,30.9,0.7,1.1,9,1.0
65,Iowa State,,-0.2,3-8,3,8,33.8,32.6,-2.2,1.2,10,1.0
66,California,,-0.3,4-7,4,7,37.0,37.9,0.7,-0.9,11,1.0
67,Arkansas State,,-0.4,6-4,6,4,22.0,22.3,-0.4,-0.3,9,1.0
68,South Carolina,,-0.6,6-5,6,5,25.5,24.1,-3.7,1.5,10,1.0
69,Maryland,,-1.1,5-6,5,6,29.8,31.7,0.0,-1.9,10,1.0
70,SMU,,-1.5,5-6,5,6,27.1,26.5,-4.7,0.6,10,1.0
71,Air Force,,-1.6,8-3,8,3,26.2,28.6,-0.2,-2.5,9,1.0
72,Duke,,-1.9,4-7,4,7,28.1,29.7,-2.4,-1.6,9,1.0
73,Kentucky,,-2.5,6-5,6,5,31.8,34.5,-2.1,-2.8,10,1.0
74,Missouri,,-2.8,3-8,3,8,31.8,32.4,-6.2,-0.6,10,1.0
75,Arizona State,,-2.9,5-6,5,6,26.0,30.6,-0.3,-4.6,10,1.0
76,Texas Tech,,-3.5,4-7,4,7,36.5,40.9,-2.2,-4.4,10,1.0
77,Northern Illinois,,-3.5,4-7,4,7,27.0,31.6,-1.7,-4.6,10,1.0
78,Boston College,,-4.5,5-6,5,6,15.8,20.5,-4.2,-4.7,10,1.0
79,Central Michigan,,-4.5,6-5,6,5,24.5,28.8,-4.7,-4.3,10,1.0
80,Wake Forest,,-4.5,6-5,6,5,19.6,25.4,-2.6,-5.8,10,1.0
81,Virginia,,-4.8,2-9,2,9,22.9,27.9,-4.6,-4.9,10,1.0
82,Troy,,-4.9,8-2,8,2,20.3,29.6,1.8,-9.3,7,1.0
83,Miami (OH),,-5.2,5-6,5,6,23.8,28.8,-5.6,-4.9,10,1.0
84,Ohio,,-5.9,7-4,7,4,21.2,29.2,-2.9,-8.0,10,1.0
85,Middle Tennessee,,-5.9,7-4,7,4,34.5,39.5,-7.3,-5.0,10,1.0
86,Arizona,,-6.0,2-9,2,9,29.5,35.8,-5.4,-6.4,8,1.0
87,Utah State,,-6.3,3-8,3,8,25.2,30.5,-7.7,-5.3,10,1.0
88,UTSA,,-6.4,5-6,5,6,24.6,30.7,-7.0,-6.1,9,1.0
89,Illinois,,-6.4,3-8,3,8,22.4,27.1,-9.0,-4.7,10,1.0
90,New Mexico,,-7.0,7-4,7,4,31.8,38.9,-6.9,-7.1,10,1.0
91,Syracuse,,-7.7,4-7,4,7,25.0,32.2,-8.6,-7.2,10,1.0
92,Eastern Michigan,,-8.2,6-5,6,5,26.2,35.8,-6.1,-9.6,10,1.0
93,UAB,,-8.2,Preseason,0,0,26.2,34.5,-6.9,-7.9,0,0.0
94,Old Dominion,,-8.4,8-3,8,3,24.8,36.3,-3.8,-11.4,9,1.0
95,East Carolina,,-8.5,3-8,3,8,29.1,35.1,-12.1,-6.0,10,1.0
96,Kent State,,-8.9,3-8,3,8,20.9,31.2,-6.9,-10.3,9,1.0
97,UNLV,,-9.0,4-7,4,7,29.1,37.7,-9.5,-8.6,10,1.0
98,South Alabama,,-9.1,5-5,5,5,23.5,34.0,-6.9,-10.6,8,1.0
99,Tulane,,-9.3,3-8,3,8,18.1,26.5,-10.6,-8.4,10,1.0
