rank,team,conference,power_rating,record,wins,losses,off_rating,def_rating,srs,epa_rating,games,blend_weight
1,Alabama,,26.7,3-0,3,0,37.3,12.2,25.0,24.2,3,0.45
2,Oregon,,19.4,2-1,2,1,43.6,25.1,16.3,17.8,2,0.3
3,Georgia,,19.2,3-0,3,0,36.6,19.1,14.6,16.7,2,0.3
4,Louisville,,19.2,3-0,3,0,40.5,20.0,11.4,19.9,3,0.45
5,Ohio State,,19.1,3-0,3,0,38.8,19.3,20.0,19.2,3,0.45
6,Clemson,,18.9,3-0,3,0,34.6,17.0,15.4,16.8,2,0.3
7,LSU,,18.1,2-1,2,1,35.9,17.9,10.4,17.1,2,0.3
8,Michigan,,16.9,3-0,3,0,35.2,18.6,14.8,16.2,3,0.45
9,Baylor,,16.7,3-0,3,0,36.8,22.0,16.8,14.1,2,0.3
10,Ole Miss,,16.3,1-2,1,2,38.0,21.5,11.5,15.9,2,0.3
11,Oklahoma,,16.2,1-2,1,2,40.4,23.1,13.0,16.8,3,0.45
12,Florida State,,15.1,2-1,2,1,37.9,23.1,13.2,14.2,2,0.3
13,Stanford,,14.3,2-0,2,0,35.0,22.8,18.2,11.6,2,0.3
14,TCU,,14.0,2-1,2,1,34.7,20.8,10.9,13.3,2,0.3
15,Washington,,14.0,3-0,3,0,31.5,18.6,11.2,12.3,2,0.3
16,Arkansas,,13.4,3-0,3,0,34.6,21.4,11.7,12.8,3,0.45
17,West Virginia,,11.3,2-0,2,0,31.8,21.8,9.9,9.5,1,0.15
18,Michigan State,,11.0,2-0,2,0,30.4,20.8,15.2,9.2,1,0.15
19,UCLA,,10.7,2-1,2,1,34.9,24.9,9.4,9.5,3,0.45
20,Texas A&M,,10.4,3-0,3,0,32.7,23.8,12.8,8.5,2,0.3
21,Tennessee,,10.3,3-0,3,0,32.6,24.4,13.0,7.9,3,0.45
22,Boise State,,10.2,2-0,2,0,33.4,24.7,11.5,8.4,2,0.3
23,Florida,,10.2,3-0,3,0,26.8,16.1,8.3,10.5,3,0.45
24,Missouri,,9.8,1-2,1,2,30.2,21.2,12.2,8.9,3,0.45
25,Washington State,,9.2,1-2,1,2,33.2,25.2,7.5,7.7,2,0.3
26,Nebraska,,9.1,3-0,3,0,32.2,24.3,9.0,7.6,3,0.45
27,USC,,9.1,1-2,1,2,33.0,24.9,7.9,7.7,3,0.45
28,Auburn,,8.7,1-2,1,2,35.0,26.5,6.5,8.0,3,0.45
29,Georgia Tech,,8.2,3-0,3,0,37.0,30.5,8.9,6.1,2,0.3
30,Iowa,,8.1,2-1,2,1,32.8,25.4,8.4,7.1,2,0.3
31,Oklahoma State,,7.8,2-1,2,1,33.7,26.6,6.5,6.8,2,0.3
32,Miami,,7.8,3-0,3,0,33.5,27.9,11.2,5.4,2,0.3
33,Mississippi State,,6.9,1-2,1,2,33.0,27.1,7.5,5.5,3,0.45
34,BYU,,6.8,1-2,1,2,30.2,24.2,6.3,5.7,2,0.3
35,Wisconsin,,6.7,3-0,3,0,29.7,23.4,7.7,5.9,3,0.45
36,Virginia Tech,,6.7,2-1,2,1,26.8,20.3,6.6,6.3,2,0.3
37,Notre Dame,,6.3,1-2,1,2,35.9,32.1,11.5,3.5,3,0.45
38,Kansas State,,6.1,1-1,1,1,33.2,28.0,8.6,5.0,2,0.3
39,Pittsburgh,,5.5,2-1,2,1,33.5,28.4,3.9,4.9,2,0.3
40,Texas Tech,,5.5,2-1,2,1,41.3,35.8,3.2,5.3,2,0.3
41,North Carolina,,5.4,2-1,2,1,36.6,31.9,7.8,4.5,2,0.3
42,Texas,,5.4,2-1,2,1,27.5,23.6,5.1,3.7,3,0.45
43,Houston,,5.2,3-0,3,0,30.5,26.6,10.2,3.8,2,0.3
44,Colorado,,4.4,2-1,2,1,29.0,25.4,1.8,3.6,2,0.3
45,Utah,,4.1,3-0,3,0,25.8,21.8,5.9,3.9,2,0.3
46,Boston College,,4.1,1-2,1,2,23.3,19.6,1.7,3.6,3,0.45
47,Minnesota,,4.1,2-0,2,0,32.1,28.1,2.1,3.8,1,0.15
48,App State,,3.4,1-2,1,2,28.7,25.8,0.0,2.7,3,0.45
49,Arizona,,3.4,2-1,2,1,33.4,30.3,4.8,2.9,1,0.15
50,South Florida,,3.2,3-0,3,0,28.0,25.8,1.9,2.2,2,0.3
51,Arizona State,,3.2,3-0,3,0,30.5,27.6,8.7,2.8,2,0.3
52,California,,3.2,2-1,2,1,34.3,33.8,7.0,0.3,3,0.45
53,San Diego State,,3.0,3-0,3,0,24.3,22.4,3.4,1.8,2,0.3
54,NC State,,2.9,2-1,2,1,31.8,28.8,1.6,2.8,2,0.3
55,Indiana,,2.6,2-0,2,0,31.9,29.7,2.5,2.2,2,0.3
56,Western Kentucky,,2.4,2-1,2,1,34.0,32.2,3.7,1.7,3,0.45
57,Cincinnati,,1.6,2-1,2,1,31.9,30.1,-1.4,1.6,2,0.3
58,Navy,,1.6,3-0,3,0,35.5,34.4,6.1,1.0,2,0.3
59,Virginia,,1.5,0-3,0,3,27.6,25.7,-0.7,1.8,2,0.3
60,Maryland,,1.4,3-0,3,0,28.6,27.8,0.7,0.8,2,0.3
61,Central Michigan,,0.9,3-0,3,0,27.6,27.3,0.1,0.3,2,0.3
62,Western Michigan,,0.8,3-0,3,0,32.9,33.0,-0.1,-0.2,2,0.3
63,Toledo,,0.6,3-0,3,0,31.0,30.7,3.6,0.2,2,0.3
64,Louisiana Tech,,0.5,1-2,1,2,30.1,29.2,0.8,1.0,2,0.3
65,Memphis,,0.2,2-0,2,0,26.0,26.2,4.9,-0.1,1,0.15
66,Syracuse,,0.1,1-2,1,2,28.4,26.9,-4.5,1.4,2,0.3
67,Northwestern,,-0.1,1-2,1,2,23.9,24.8,1.7,-0.8,2,0.3
68,Georgia Southern,,-0.2,3-0,3,0,31.5,31.5,2.6,0.0,2,0.3
69,Penn State,,-0.4,2-1,2,1,25.7,26.6,0.0,-1.0,3,0.45
70,Marshall,,-0.4,1-1,1,1,29.8,28.1,-2.9,1.6,1,0.15
71,Air Force,,-1.0,2-0,2,0,26.8,29.0,1.1,-2.1,1,0.15
72,Southern Miss,,-1.2,2-1,2,1,27.8,29.0,-4.4,-1.2,2,0.3
73,Bowling Green,,-1.3,1-2,1,2,30.9,31.0,-3.5,-0.0,2,0.3
74,East Carolina,,-1.5,2-1,2,1,29.0,30.9,0.6,-1.9,2,0.3
75,South Carolina,,-1.7,2-1,2,1,29.8,32.0,1.1,-2.3,3,0.45
76,Vanderbilt,,-1.9,1-2,1,2,22.2,25.0,-2.3,-2.8,3,0.45
77,Rutgers,,-2.3,2-1,2,1,29.0,30.6,-6.3,-1.5,2,0.3
78,Oregon State,,-2.4,1-1,1,1,28.9,31.4,-3.9,-2.4,1,0.15
79,Temple,,-2.4,1-2,1,2,23.7,26.2,-0.5,-2.4,2,0.3
80,Duke,,-2.6,1-2,1,2,27.3,29.0,-0.2,-1.6,2,0.3
81,Northern Illinois,,-3.4,0-3,0,3,28.5,31.1,-4.0,-2.5,3,0.45
82,Iowa State,,-3.5,0-3,0,3,26.5,29.3,-5.4,-2.8,2,0.3
83,Wake Forest,,-3.7,3-0,3,0,22.1,25.9,-3.7,-3.6,2,0.3
84,Kentucky,,-4.4,1-2,1,2,31.5,34.3,-7.5,-2.7,3,0.45
85,UCF,,-4.4,1-2,1,2,23.9,27.7,-6.0,-3.5,2,0.3
86,Middle Tennessee,,-4.5,2-1,2,1,28.4,31.9,-6.6,-3.4,2,0.3
