rank,team,conference,power_rating,record,wins,losses,off_rating,def_rating,srs,epa_rating,games,blend_weight
1,Georgia,,29.0,6-0,6,0,38.3,7.5,26.0,30.8,6,0.9
2,Ohio State,,23.9,5-1,5,1,48.0,18.9,16.1,29.1,6,0.9
3,Alabama,,20.9,5-1,5,1,40.3,20.3,19.7,19.8,5,0.75
4,Michigan,,19.0,6-0,6,0,40.4,21.8,19.4,18.6,6,0.9
5,Cincinnati,,18.4,5-0,5,0,36.1,18.2,17.0,17.7,4,0.6
6,Iowa State,,17.3,3-2,3,2,37.8,19.3,11.6,18.3,4,0.6
7,Penn State,,15.9,5-1,5,1,35.2,19.5,15.7,15.7,5,0.75
8,Florida,,15.9,4-2,4,2,32.5,17.1,16.9,15.4,6,0.9
9,Arkansas,,15.5,4-2,4,2,36.1,17.8,10.4,18.3,6,0.9
10,Clemson,,14.7,3-2,3,2,28.0,15.0,14.5,12.7,4,0.6
11,Notre Dame,,14.3,5-1,5,1,31.9,17.1,13.4,14.7,6,0.9
12,Utah,,14.3,3-2,3,2,33.7,19.5,10.2,14.0,4,0.6
13,Iowa,,13.5,6-0,6,0,21.3,11.2,18.9,10.0,6,0.9
14,Texas,,12.4,4-2,4,2,41.6,27.6,9.9,14.0,6,0.9
15,Oregon,,12.4,4-1,4,1,34.6,22.9,9.4,11.6,4,0.6
16,Wisconsin,,12.4,2-3,2,3,24.4,10.4,7.6,14.0,5,0.75
17,Oklahoma,,12.3,6-0,6,0,35.4,23.8,11.0,11.5,5,0.75
18,Arizona State,,12.1,5-1,5,1,34.8,22.7,11.4,12.1,5,0.75
19,Ole Miss,,11.3,4-1,4,1,42.7,30.8,8.5,11.9,4,0.6
20,Oklahoma State,,10.8,5-0,5,0,30.0,19.6,10.4,10.3,4,0.6
21,BYU,,10.6,5-1,5,1,35.1,22.3,7.3,12.8,6,0.9
22,TCU,,9.8,3-2,3,2,34.3,23.3,5.0,11.0,4,0.6
