res_rank,team,conference,res,record,wins,losses,power_rating,power_rank,sor,sor_rank,avg_opp_rating,committee_rank,vs_committee
1,Ohio State,Big Ten,21.22,12-0,12,0,22.3,2,97.2,1,1.8,,
2,Florida,SEC,20.83,12-1,12,1,18.2,4,95.6,2,4.1,,
3,Michigan,Big Ten,18.07,11-1,11,1,17.7,6,91.2,3,2.8,,
4,Louisville,Big East,17.52,11-1,11,1,21.9,3,81.1,6,0.7,,
5,USC,Pac-10,16.66,10-2,10,2,17.8,5,82.4,5,6.1,,
6,Boise State,Western Athletic,14.92,12-0,12,0,12.7,14,87.3,4,-6.9,,
7,Oklahoma,Big 12,14.87,11-2,11,2,13.9,11,69.1,9,2.0,,
8,LSU,SEC,14.1,10-2,10,2,23.1,1,60.9,13,0.3,,
9,Wisconsin,Big Ten,13.55,11-1,11,1,16.5,7,69.2,8,-3.8,,
10,Auburn,SEC,12.68,10-2,10,2,7.9,32,79.8,7,2.5,,
11,Arkansas,SEC,12.33,10-3,10,3,11.7,18,66.2,10,2.2,,
12,Rutgers,Big East,11.03,10-2,10,2,9.5,27,65.6,11,0.2,,
13,West Virginia,Big East,10.62,10-2,10,2,14.7,10,50.0,16,-0.8,,
14,Tennessee,SEC,10.57,9-3,9,3,9.6,26,63.3,12,4.6,,
15,Notre Dame,FBS Independents,10.22,10-2,10,2,10.5,20,56.7,14,-0.6,,
16,California,Pac-10,9.55,9-3,9,3,11.8,17,52.1,15,2.9,,
17,Virginia Tech,ACC,9.32,10-2,10,2,12.3,15,44.1,18,-1.3,,
18,BYU,Mountain West,9.24,10-2,10,2,15.9,8,39.9,20,-3.1,,
19,Wake Forest,ACC,8.5,11-2,11,2,2.6,47,45.9,17,-2.2,,
20,Texas,Big 12,7.39,9-3,9,3,11.4,19,40.9,19,-0.2,,
21,Oregon State,Pac-10,7.37,9-4,9,4,9.7,25,33.9,21,2.8,,
22,TCU,Mountain West,6.4,10-2,10,2,15.1,9,21.1,25,-5.9,,
23,Boston College,ACC,5.83,9-3,9,3,12.1,16,26.0,23,-1.4,,
24,Nebraska,Big 12,5.32,9-4,9,4,8.2,30,23.7,24,0.6,,
25,Texas A&M,Big 12,4.83,9-3,9,3,8.1,31,28.1,22,-1.9,,
26,Oregon,Pac-10,2.68,7-5,7,5,13.8,12,10.6,33,2.6,,
27,Georgia,SEC,2.34,8-4,8,4,9.5,28,8.9,34,-0.0,,
28,Georgia Tech,ACC,2.27,9-4,9,4,3.8,43,8.9,35,-1.2,,
29,Missouri,Big 12,2.04,8-4,8,4,10.1,23,6.9,38,-0.8,,
30,Penn State,Big Ten,2.04,8-4,8,4,3.9,42,19.2,26,0.6,,
31,Clemson,ACC,1.59,8-4,8,4,10.2,22,7.3,37,-2.3,,
32,Arizona State,Pac-10,1.51,7-5,7,5,9.8,24,8.4,36,2.7,,
33,South Carolina,SEC,1.49,7-5,7,5,12.8,13,4.7,39,1.4,,
34,Houston,Conference USA,1.39,10-3,10,3,3.1,46,3.2,41,-7.0,,
35,South Florida,Big East,1.37,8-4,8,4,6.8,34,10.7,32,-1.3,,
36,UCLA,Pac-10,1.21,7-5,7,5,5.3,39,12.1,29,4.2,,
37,Cincinnati,Big East,1.13,7-5,7,5,6.9,33,11.3,30,3.0,,
38,Texas Tech,Big 12,-0.09,7-5,7,5,8.5,29,3.8,40,0.2,,
39,Washington State,Pac-10,-0.57,6-6,6,6,10.4,21,1.9,45,3.1,,
40,Kentucky,SEC,-0.88,7-5,7,5,-3.0,61,13.9,27,3.8,,
41,Maryland,ACC,-1.12,8-4,8,4,-5.2,69,12.3,28,-0.1,,
42,Arizona,Pac-10,-1.43,6-6,6,6,-0.7,54,10.8,31,6.5,,
43,Navy,FBS Independents,-1.61,9-3,9,3,0.8,52,2.8,43,-8.7,,
44,Kansas State,Big 12,-1.67,7-5,7,5,3.5,44,2.2,44,-0.3,,
45,Purdue,Big Ten,-1.92,8-5,8,5,-4.2,66,3.2,42,-0.8,,
46,Tulsa,Conference USA,-2.0,8-4,8,4,4.9,41,0.6,54,-7.1,,
47,Southern Miss,Conference USA,-2.14,8-5,8,5,-0.9,55,0.9,49,-3.3,,
48,Alabama,SEC,-2.25,6-6,6,6,5.8,37,1.2,48,1.8,,
49,Iowa,Big Ten,-2.91,6-6,6,6,6.4,35,0.2,57,-0.3,,
50,Central Michigan,Mid-American,-2.91,9-4,9,4,-4.9,68,0.6,53,-7.7,,
51,Oklahoma State,Big 12,-3.06,6-6,6,6,5.1,40,0.7,51,0.1,,
52,Florida State,ACC,-3.17,6-6,6,6,5.4,38,0.1,60,-0.3,,
53,Miami,ACC,-3.41,6-6,6,6,5.9,36,0.2,58,-1.4,,
54,Pittsburgh,Big East,-3.45,6-6,6,6,3.4,45,0.4,55,0.3,,
55,Ohio,Mid-American,-4.1,9-4,9,4,-9.9,87,0.7,50,-7.5,,
56,Utah,Mountain West,-4.39,7-5,7,5,-2.6,60,0.7,52,-3.3,,
57,Minnesota,Big Ten,-4.39,6-6,6,6,-1.9,56,1.5,46,1.2,,
58,Kansas,Big 12,-4.47,6-6,6,6,1.9,48,0.1,63,-1.5,,
59,East Carolina,Conference USA,-4.85,7-5,7,5,-1.9,57,0.1,64,-5.0,,
60,Western Michigan,Mid-American,-5.16,8-4,8,4,-3.7,64,0.1,62,-9.8,,
61,Washington,Pac-10,-5.34,5-7,5,7,-4.5,67,1.4,47,5.6,,
62,Wyoming,Mountain West,-5.96,6-6,6,6,-2.3,58,0.0,103,-2.7,,
63,New Mexico,Mountain West,-6.68,6-6,6,6,-3.5,63,0.0,97,-3.9,,
64,Rice,Conference USA,-7.29,7-5,7,5,-13.2,95,0.3,56,-3.8,,
65,Vanderbilt,SEC,-7.35,4-8,4,8,0.8,51,0.0,65,1.4,,
66,Virginia,ACC,-7.37,5-7,5,7,-3.5,62,0.0,74,-0.7,,
67,Indiana,Big Ten,-7.45,5-7,5,7,-6.4,72,0.0,87,1.2,,
68,Michigan State,Big Ten,-7.57,4-8,4,8,0.9,49,0.0,93,0.7,,
