res_rank,team,conference,res,record,wins,losses,power_rating,power_rank,sor,sor_rank,avg_opp_rating,committee_rank,vs_committee
105,Florida Atlantic,Conference USA,-10.9,5-7,5,7,-7.8,97,0.0,117,-9.8,,
106,Ball State,Mid-American,-11.72,5-7,5,7,-13.4,114,0.0,90,-8.5,,
107,Rice,Conference USA,-11.77,5-7,5,7,-15.9,119,0.0,120,-7.0,,
108,Virginia Tech,ACC,-11.84,3-8,3,8,-7.2,95,0.0,92,-2.5,,
109,Northwestern,Big Ten,-11.87,1-11,1,11,-5.0,85,0.0,108,6.4,,
110,UNLV,Mountain West,-11.96,5-7,5,7,-12.8,112,0.0,78,-9.6,,
111,UL Monroe,Sun Belt,-12.0,4-8,4,8,-14.6,117,0.0,84,-3.3,,
112,Western Michigan,Mid-American,-12.28,5-7,5,7,-16.5,120,0.0,97,-8.1,,
113,New Mexico State,FBS Independents,-12.63,6-6,6,6,-17.9,125,0.0,104,-13.4,,
114,Temple,American Athletic,-12.74,3-9,3,9,-8.9,100,0.0,100,-4.0,,
115,UTEP,Conference USA,-12.76,5-7,5,7,-13.0,113,0.0,87,-11.8,,
116,Central Michigan,Mid-American,-12.83,4-8,4,8,-11.9,108,0.0,77,-7.5,,
117,Old Dominion,Sun Belt,-13.15,3-9,3,9,-11.3,106,0.0,114,-3.6,,
118,Texas State,Sun Belt,-13.32,4-8,4,8,-12.4,111,0.0,82,-8.6,,
119,Colorado,Pac-12,-13.77,1-11,1,11,-16.9,121,0.0,81,8.7,,
120,South Florida,American Athletic,-15.0,1-11,1,11,-10.8,104,0.0,127,1.1,,
121,Arkansas State,Sun Belt,-15.22,3-9,3,9,-17.3,123,0.0,94,-5.7,,
122,Northern Illinois,Mid-American,-15.7,3-9,3,9,-13.8,116,0.0,107,-9.4,,
123,Colorado State,Mountain West,-15.88,3-9,3,9,-17.0,122,0.0,83,-7.8,,
124,Louisiana Tech,Conference USA,-16.8,3-9,3,9,-20.0,126,0.0,102,-8.5,,
125,Akron,Mid-American,-17.12,2-10,2,10,-15.8,118,0.0,109,-7.0,,
126,Hawai'i,Mountain West,-17.29,3-10,3,10,-22.8,128,0.0,122,-8.1,,
127,Charlotte,Conference USA,-17.31,3-9,3,9,-20.9,127,0.0,79,-9.4,,
128,Florida International,Conference USA,-18.1,4-8,4,8,-27.6,131,0.0,130,-12.5,,
129,Nevada,Mountain West,-18.18,2-10,2,10,-17.9,124,0.0,101,-8.7,,
130,New Mexico,Mountain West,-19.62,2-10,2,10,-25.6,130,0.0,103,-7.8,,
131,Massachusetts,FBS Independents,-21.32,1-11,1,11,-24.9,129,0.0,115,-8.0,,
