res_rank,team,conference,res,record,wins,losses,power_rating,power_rank,sor,sor_rank,avg_opp_rating,committee_rank,vs_committee
1,Georgia,SEC,27.55,13-0,13,0,30.8,1,99.3,1,4.7,1.0,0.0
2,Michigan,Big Ten,25.6,13-0,13,0,25.8,3,99.3,2,2.3,2.0,0.0
3,TCU,Big 12,23.31,12-1,12,1,19.1,9,96.9,3,6.0,3.0,0.0
4,Ohio State,Big Ten,22.02,11-1,11,1,26.7,2,90.9,4,4.3,4.0,0.0
5,Tennessee,SEC,18.73,10-2,10,2,22.7,5,84.9,5,4.4,6.0,1.0
6,Alabama,SEC,18.44,10-2,10,2,22.9,4,83.3,6,3.9,5.0,-1.0
7,Kansas State,Big 12,17.92,10-3,10,3,20.8,7,69.4,8,8.0,9.0,2.0
8,Penn State,Big Ten,17.05,10-2,10,2,20.1,8,73.1,7,4.8,11.0,3.0
9,USC,Pac-12,15.54,11-2,11,2,13.3,16,64.8,9,2.2,10.0,1.0
10,LSU,SEC,13.66,9-4,9,4,17.6,11,56.1,10,7.0,17.0,7.0
11,Clemson,ACC,12.92,11-2,11,2,14.1,14,45.9,11,-0.2,7.0,-4.0
12,Utah,Pac-12,11.52,10-3,10,3,18.2,10,35.6,16,1.4,8.0,-4.0
13,Texas,Big 12,11.31,8-4,8,4,21.3,6,37.2,14,8.7,20.0,7.0
14,Tulane,American Athletic,10.82,11-2,11,2,9.9,29,40.5,12,-1.9,16.0,2.0
15,Oregon,Pac-12,9.7,9-3,9,3,13.6,15,40.3,13,2.9,15.0,0.0
16,Washington,Pac-12,8.93,10-2,10,2,11.2,23,36.1,15,-1.7,12.0,-4.0
17,Mississippi State,SEC,8.22,8-4,8,4,13.3,17,33.5,17,6.1,22.0,5.0
18,Florida State,ACC,8.13,9-3,9,3,16.6,12,23.1,20,1.6,13.0,-5.0
19,Oregon State,Pac-12,7.08,9-3,9,3,12.4,18,24.1,19,1.0,14.0,-5.0
20,UCLA,Pac-12,5.08,9-3,9,3,10.1,27,15.6,21,-0.7,18.0,-2.0
21,South Carolina,SEC,4.95,8-4,8,4,5.4,47,26.2,18,4.0,19.0,-2.0
22,Ole Miss,SEC,4.86,8-4,8,4,11.2,22,13.8,26,3.7,,
23,Texas Tech,Big 12,4.5,7-5,7,5,11.9,19,13.8,25,7.4,,
24,Purdue,Big Ten,4.34,8-5,8,5,6.3,43,14.8,22,5.1,,
25,Troy,Sun Belt,4.34,11-2,11,2,1.6,59,12.0,27,-6.6,24.0,-1.0
26,Illinois,Big Ten,4.26,8-4,8,4,16.1,13,6.0,34,1.1,,
27,UTSA,Conference USA,3.83,11-2,11,2,1.4,61,14.1,24,-8.6,25.0,-2.0
28,Notre Dame,FBS Independents,3.27,8-4,8,4,9.2,31,6.9,32,2.5,21.0,-7.0
29,UCF,American Athletic,2.63,9-4,9,4,6.3,42,2.7,44,-1.4,,
30,Minnesota,Big Ten,2.63,8-4,8,4,11.3,21,7.0,31,-0.8,,
31,North Carolina,ACC,2.42,9-4,9,4,3.1,55,4.0,39,-0.3,,
32,Kentucky,SEC,2.34,7-5,7,5,8.8,34,9.7,28,4.4,,
33,Maryland,Big Ten,2.21,7-5,7,5,11.0,25,4.4,37,4.2,,
34,Louisville,ACC,2.17,7-5,7,5,11.3,20,3.0,43,4.3,,
35,Oklahoma State,Big 12,2.11,7-5,7,5,3.5,53,14.1,23,5.9,,
36,Cincinnati,American Athletic,2.11,9-3,9,3,6.3,44,4.6,36,-3.5,,
37,Iowa,Big Ten,2.07,7-5,7,5,9.1,33,8.2,30,3.9,,
38,Pittsburgh,ACC,2.01,8-4,8,4,11.1,24,2.5,45,-1.1,,
39,NC State,ACC,1.7,8-4,8,4,3.2,54,8.8,29,1.3,23.0,-16.0
40,Kansas,Big 12,1.65,6-6,6,6,10.3,26,6.2,33,7.7,,
41,Florida,SEC,1.47,6-6,6,6,10.0,28,5.8,35,7.5,,
42,Oklahoma,Big 12,0.87,6-6,6,6,8.6,35,3.7,40,7.3,,
43,South Alabama,Sun Belt,0.46,10-2,10,2,1.6,58,4.2,38,-10.3,,
44,Baylor,Big 12,0.38,6-6,6,6,9.1,32,3.6,41,5.6,,
45,Washington State,Pac-12,0.24,7-5,7,5,6.3,41,3.3,42,1.9,,
46,Duke,ACC,-0.1,8-4,8,4,5.6,46,0.8,56,-3.1,,
47,Wake Forest,ACC,-0.29,7-5,7,5,6.5,39,1.1,52,0.9,,
48,Syracuse,ACC,-0.29,7-5,7,5,3.7,52,2.5,46,2.3,,
49,Arkansas,SEC,-0.53,6-6,6,6,6.5,38,1.5,49,5.3,,
50,Wisconsin,Big Ten,-0.54,6-6,6,6,9.8,30,0.8,55,3.3,,
51,Houston,American Athletic,-0.66,7-5,7,5,7.0,36,0.4,60,-0.3,,
52,Boise State,Mountain West,-0.73,9-4,9,4,4.2,51,0.1,70,-9.0,,
53,Missouri,SEC,-1.13,6-6,6,6,6.0,45,2.4,47,3.6,,
54,SMU,American Athletic,-1.2,7-5,7,5,2.6,56,1.1,53,0.8,,
55,Auburn,SEC,-1.25,5-7,5,7,6.4,40,1.4,50,8.5,,
56,Fresno State,Mountain West,-1.37,9-4,9,4,-0.2,66,0.5,59,-8.1,,
57,James Madison,Sun Belt,-1.85,8-3,8,3,4.8,50,0.6,58,-7.6,,
58,West Virginia,Big 12,-1.93,5-7,5,7,5.1,49,1.4,51,7.4,,
59,Coastal Carolina,Sun Belt,-1.98,9-3,9,3,-5.4,86,1.0,54,-6.6,,
60,Air Force,Mountain West,-2.43,9-3,9,3,2.0,57,0.1,67,-12.5,,
61,Ohio,Mid-American,-2.43,9-4,9,4,-4.4,81,0.1,66,-8.3,,
62,Marshall,Sun Belt,-2.47,8-4,8,4,1.2,63,0.2,62,-6.9,,
63,Michigan State,Big Ten,-2.74,5-7,5,7,1.3,62,1.5,48,7.5,,
64,East Carolina,American Athletic,-2.89,7-5,7,5,0.3,65,0.1,68,-2.3,,
65,BYU,FBS Independents,-3.36,7-5,7,5,-1.8,70,0.2,65,-2.3,,
66,Iowa State,Big 12,-3.47,4-8,4,8,6.9,37,0.2,64,7.3,,
67,Texas A&M,SEC,-3.54,5-7,5,7,5.2,48,0.2,61,3.0,,
68,Western Kentucky,Conference USA,-4.22,8-5,8,5,-1.0,68,0.0,96,-10.5,,
69,Toledo,Mid-American,-4.33,8-5,8,5,-2.7,75,0.0,80,-9.7,,
70,Liberty,FBS Independents,-4.39,8-4,8,4,-3.1,76,0.0,118,-9.6,,
71,Memphis,American Athletic,-4.43,6-6,6,6,1.5,60,0.0,113,-2.3,,
72,Vanderbilt,SEC,-4.95,5-7,5,7,-4.4,83,0.6,57,5.1,,
73,Arizona,Pac-12,-5.02,5-7,5,7,-0.7,67,0.1,71,2.6,,
74,Georgia Tech,ACC,-5.04,5-7,5,7,-3.7,79,0.2,63,4.5,,
75,Indiana,Big Ten,-5.87,4-8,4,8,-2.6,74,0.1,69,6.6,,
76,San Diego State,Mountain West,-6.17,7-5,7,5,-6.4,91,0.0,123,-7.4,,
77,Nebraska,Big Ten,-6.29,4-8,4,8,0.6,64,0.0,85,3.3,,
78,App State,Sun Belt,-6.53,6-6,6,6,-1.6,69,0.0,98,-6.4,,
79,Eastern Michigan,Mid-American,-6.85,8-4,8,4,-9.6,102,0.0,86,-12.5,,
80,Miami,ACC,-7.07,5-7,5,7,-4.7,84,0.0,112,-0.7,,
81,North Texas,Conference USA,-7.22,7-6,7,6,-8.3,99,0.0,106,-9.2,,
82,Georgia Southern,Sun Belt,-7.23,6-6,6,6,-6.5,92,0.0,126,-5.2,,
83,UAB,Conference USA,-7.35,6-6,6,6,-2.0,71,0.0,76,-8.5,,
84,Wyoming,Mountain West,-7.37,7-5,7,5,-11.4,107,0.0,131,-7.6,,
85,San José State,Mountain West,-7.43,7-4,7,4,-4.2,80,0.0,124,-12.5,,
86,Rutgers,Big Ten,-7.44,4-8,4,8,-7.2,96,0.0,121,5.1,,
87,Tulsa,American Athletic,-7.6,5-7,5,7,-3.7,78,0.0,72,-2.9,,
88,California,Pac-12,-7.66,4-8,4,8,-2.1,72,0.0,75,1.1,,
89,Louisiana,Sun Belt,-7.96,6-6,6,6,-6.1,89,0.0,116,-7.6,,
90,Army,FBS Independents,-8.3,6-6,6,6,-5.9,87,0.0,93,-8.7,,
91,Navy,American Athletic,-8.38,4-8,4,8,-2.4,73,0.0,105,-0.8,,
92,Southern Miss,Sun Belt,-8.44,6-6,6,6,-9.4,101,0.0,128,-6.8,,
93,Middle Tennessee,Conference USA,-8.58,7-5,7,5,-11.3,105,0.0,110,-11.2,,
94,Bowling Green,Mid-American,-8.64,6-6,6,6,-10.3,103,0.0,99,-6.8,,
95,Buffalo,Mid-American,-8.98,6-6,6,6,-6.8,93,0.0,74,-10.1,,
96,Kent State,Mid-American,-9.03,5-7,5,7,-7.9,98,0.0,119,-4.3,,
97,Stanford,Pac-12,-9.06,3-9,3,9,-6.3,90,0.0,129,5.0,,
98,UConn,FBS Independents,-9.2,6-6,6,6,-12.0,109,0.0,73,-7.3,,
99,Arizona State,Pac-12,-9.7,3-9,3,9,-3.5,77,0.0,95,1.3,,
100,Utah State,Mountain West,-9.7,6-6,6,6,-12.1,110,0.0,89,-8.7,,
101,Miami (OH),Mid-American,-10.03,6-6,6,6,-13.4,115,0.0,111,-8.8,,
102,Georgia State,Sun Belt,-10.31,4-8,4,8,-4.4,82,0.0,125,-5.1,,
103,Boston College,ACC,-10.4,3-9,3,9,-6.9,94,0.0,88,1.5,,
104,Virginia,ACC,-10.54,3-7,3,7,-6.0,88,0.0,91,0.5,,
