res_rank,team,conference,res,record,wins,losses,power_rating,power_rank,sor,sor_rank,avg_opp_rating,committee_rank,vs_committee
1,Florida State,ACC,24.89,13-0,13,0,36.0,1,94.3,1,-1.0,,
2,Auburn,SEC,21.08,12-1,12,1,15.9,13,94.1,2,5.5,,
3,Stanford,Pac-12,20.76,11-2,11,2,18.1,10,90.4,3,9.5,,
4,Alabama,SEC,19.08,11-1,11,1,26.1,3,83.4,4,1.7,,
5,Ohio State,Big Ten,18.29,12-1,12,1,18.2,9,76.1,5,1.1,,
6,Baylor,Big 12,17.65,11-1,11,1,25.2,4,73.8,7,0.8,,
7,Oregon,Pac-12,17.43,10-2,10,2,27.0,2,71.3,10,5.0,,
8,Arizona State,Pac-12,17.06,10-3,10,3,16.0,12,75.0,6,9.6,,
9,Michigan State,Big Ten,16.68,12-1,12,1,15.1,18,73.7,8,-1.0,,
10,Missouri,SEC,14.03,11-2,11,2,11.4,25,61.6,12,2.2,,
11,UCLA,Pac-12,13.76,9-3,9,3,13.3,20,72.8,9,7.5,,
12,Clemson,ACC,13.72,10-2,10,2,19.9,6,60.2,13,1.7,,
13,South Carolina,SEC,12.67,10-2,10,2,12.6,22,58.5,14,3.6,,
14,Oklahoma,Big 12,12.6,10-2,10,2,10.8,26,62.0,11,3.5,,
15,Oklahoma State,Big 12,12.51,10-2,10,2,15.3,17,53.2,16,3.0,,
16,LSU,SEC,10.92,9-3,9,3,17.1,11,48.5,17,3.8,,
17,UCF,American Athletic,10.24,11-1,11,1,5.3,47,56.0,15,-3.5,,
18,Washington,Pac-12,9.16,8-4,8,4,20.6,5,31.1,18,6.7,,
19,USC,Pac-12,8.76,9-4,9,4,15.5,15,20.3,25,6.5,,
20,Wisconsin,Big Ten,7.93,9-3,9,3,19.5,7,24.0,21,0.6,,
21,Louisville,American Athletic,7.58,11-1,11,1,15.9,14,22.4,23,-8.2,,
22,Georgia,SEC,7.13,8-4,8,4,18.4,8,20.7,24,5.1,,
23,Duke,ACC,6.4,10-3,10,3,2.6,56,22.5,22,1.7,,
24,Miami,ACC,6.17,9-3,9,3,5.5,45,25.2,20,3.7,,
25,Fresno State,Mountain West,5.82,11-1,11,1,9.3,29,20.0,26,-8.6,,
26,Texas A&M,SEC,5.12,8-4,8,4,14.3,19,15.3,29,3.3,,
27,Northern Illinois,Mid-American,4.6,12-1,12,1,-0.5,62,26.8,19,-13.3,,
28,Notre Dame,FBS Independents,4.09,8-4,8,4,5.0,48,19.2,27,4.9,,
29,Texas,Big 12,3.99,8-4,8,4,3.7,54,19.2,28,5.4,,
30,Arizona,Pac-12,3.78,7-5,7,5,15.4,16,9.1,31,5.7,,
31,Virginia Tech,ACC,3.74,8-4,8,4,11.5,23,6.8,34,3.4,,
32,Iowa,Big Ten,2.84,8-4,8,4,9.5,28,9.0,32,1.4,,
33,BYU,FBS Independents,2.53,8-4,8,4,11.4,24,3.8,37,0.8,,
34,Washington State,Pac-12,1.79,6-6,6,6,7.9,35,12.3,30,8.8,,
35,Ole Miss,SEC,1.54,7-5,7,5,8.6,30,6.4,35,4.1,,
36,Vanderbilt,SEC,1.37,8-4,8,4,5.8,43,7.2,33,-0.1,,
