res_rank,team,conference,res,record,wins,losses,power_rating,power_rank,sor,sor_rank,avg_opp_rating,committee_rank,vs_committee
22,Michigan,Big Ten,7.99,9-3,9,3,16.1,11,27.8,26,2.2,14.0,-8.0
23,Bowling Green,Mid-American,7.23,10-3,10,3,16.9,8,12.8,37,-1.7,,
24,Georgia,SEC,7.12,9-3,9,3,13.2,17,31.2,25,0.6,,
25,Tennessee,SEC,6.85,8-4,8,4,13.1,20,34.5,24,4.2,23.0,-2.0
26,Western Kentucky,Conference USA,6.69,11-2,11,2,9.7,31,21.4,29,-6.2,,
27,Memphis,American Athletic,6.31,9-3,9,3,8.8,35,36.2,22,-0.3,,
28,USC,Pac-12,6.19,8-5,8,5,13.8,14,18.0,33,6.3,25.0,-3.0
29,Toledo,Mid-American,6.16,9-2,9,2,11.4,27,35.9,23,-2.3,,
30,Mississippi State,SEC,6.03,8-4,8,4,12.5,23,27.5,27,4.1,,
31,Temple,American Athletic,5.06,10-3,10,3,6.2,45,19.2,32,-2.9,24.0,-7.0
32,Texas A&M,SEC,4.95,8-4,8,4,8.7,36,27.0,28,3.5,,
33,Wisconsin,Big Ten,4.27,9-3,9,3,8.9,34,16.9,34,-1.1,,
34,Arkansas,SEC,4.1,7-5,7,5,12.6,21,19.8,30,5.7,,
35,UCLA,Pac-12,3.85,8-4,8,4,10.8,29,12.1,40,3.0,,
36,BYU,FBS Independents,3.09,9-3,9,3,5.8,48,15.3,35,-2.1,,
37,California,Pac-12,2.62,7-5,7,5,10.5,30,12.2,39,4.8,,
38,Miami,ACC,2.55,8-4,8,4,1.7,63,19.2,31,3.1,,
39,Pittsburgh,ACC,2.52,8-4,8,4,7.2,41,10.3,41,1.9,,
40,Washington State,Pac-12,2.27,8-4,8,4,8.1,38,12.5,38,0.0,,
41,West Virginia,Big 12,2.12,7-5,7,5,13.2,19,6.3,42,3.2,,
42,Texas Tech,Big 12,1.44,7-5,7,5,6.5,44,14.5,36,3.3,,
43,South Florida,American Athletic,0.82,8-4,8,4,8.4,37,3.9,47,-2.1,,
44,App State,Sun Belt,0.77,10-2,10,2,5.8,47,6.1,43,-11.6,,
45,Louisville,ACC,0.4,7-5,7,5,7.3,40,3.9,46,2.6,,
46,San Diego State,Mountain West,-0.06,10-3,10,3,3.2,58,1.1,55,-11.0,,
47,Penn State,Big Ten,-0.13,7-5,7,5,4.0,54,3.1,48,3.4,,
48,Auburn,SEC,-0.43,6-6,6,6,7.6,39,5.1,44,4.9,,
49,Washington,Pac-12,-0.57,6-6,6,6,11.7,25,0.9,57,3.0,,
50,Northern Illinois,Mid-American,-1.03,8-5,8,5,3.5,57,1.2,54,-3.6,,
51,Western Michigan,Mid-American,-1.42,7-5,7,5,5.9,46,2.1,51,-1.3,,
52,NC State,ACC,-1.42,7-5,7,5,6.7,43,1.3,53,-1.6,,
53,Southern Miss,Conference USA,-1.67,9-4,9,4,4.4,52,0.6,61,-11.1,,
54,Arizona State,Pac-12,-1.88,6-6,6,6,4.6,49,1.7,52,3.5,,
55,Cincinnati,American Athletic,-2.3,7-5,7,5,4.5,50,0.7,59,-2.6,,
56,Texas,Big 12,-2.48,5-7,5,7,4.0,55,2.3,49,7.2,,
57,Virginia Tech,ACC,-2.76,6-6,6,6,3.8,56,0.4,65,1.8,,
58,Marshall,Conference USA,-2.77,9-3,9,3,-1.0,75,1.1,56,-11.0,,
59,Arkansas State,Sun Belt,-2.81,9-3,9,3,-3.2,85,4.0,45,-10.5,,
60,Kansas State,Big 12,-2.89,6-6,6,6,0.3,69,2.2,50,3.2,,
61,Boise State,Mountain West,-3.16,8-4,8,4,1.7,62,0.2,68,-8.4,,
62,Indiana,Big Ten,-3.2,6-6,6,6,3.2,59,0.5,63,0.9,,
63,Ohio,Mid-American,-3.4,8-4,8,4,-3.1,84,0.8,58,-6.2,,
64,Air Force,Mountain West,-3.41,8-5,8,5,0.3,70,0.1,71,-8.2,,
65,Central Michigan,Mid-American,-3.46,7-5,7,5,1.4,65,0.4,66,-3.9,,
66,Duke,ACC,-3.6,7-5,7,5,-1.9,81,0.4,67,-2.2,,
67,Louisiana Tech,Conference USA,-3.79,8-4,8,4,0.3,68,0.4,64,-9.4,,
68,Nebraska,Big Ten,-3.91,5-7,5,7,6.9,42,0.0,108,1.8,,
69,Georgia Southern,Sun Belt,-4.19,8-4,8,4,-1.8,80,0.7,60,-9.3,,
70,Minnesota,Big Ten,-4.26,5-7,5,7,2.0,61,0.1,72,3.9,,
71,Arizona,Pac-12,-4.3,6-6,6,6,-1.4,77,0.6,62,0.6,,
72,Middle Tennessee,Conference USA,-4.76,7-5,7,5,0.6,67,0.1,76,-7.1,,
73,Akron,Mid-American,-5.22,7-5,7,5,-4.0,88,0.1,74,-5.5,,
74,Missouri,SEC,-5.43,5-7,5,7,-1.6,79,0.1,75,2.8,,
75,Illinois,Big Ten,-5.45,5-7,5,7,-0.3,72,0.1,73,1.9,,
76,UConn,American Athletic,-6.1,6-6,6,6,-3.9,86,0.1,70,-2.9,,
77,Vanderbilt,SEC,-6.18,4-8,4,8,0.3,71,0.1,69,4.6,,
78,East Carolina,American Athletic,-6.36,5-7,5,7,0.9,66,0.0,89,-1.5,,
79,Tulsa,American Athletic,-6.46,6-6,6,6,-4.9,89,0.0,85,-3.3,,
80,Kentucky,SEC,-6.48,5-7,5,7,-1.5,78,0.0,122,-0.3,,
81,Utah State,Mountain West,-6.82,6-6,6,6,-2.6,82,0.0,91,-5.8,,
82,Virginia,ACC,-6.9,4-8,4,8,-0.4,73,0.0,93,3.0,,
83,Iowa State,Big 12,-7.11,3-9,3,9,1.5,64,0.0,126,6.4,,
84,Syracuse,ACC,-7.22,4-8,4,8,-3.9,87,0.0,124,4.3,,
85,Georgia Tech,ACC,-7.36,3-9,3,9,4.1,53,0.0,92,4.0,,
86,Maryland,Big Ten,-7.57,3-9,3,9,-1.4,76,0.0,116,6.9,,
87,Colorado State,Mountain West,-7.99,7-5,7,5,-10.3,97,0.0,94,-9.5,,
88,South Carolina,SEC,-8.38,3-9,3,9,-0.7,74,0.0,120,4.1,,
89,New Mexico,Mountain West,-8.43,7-5,7,5,-11.7,101,0.0,106,-9.9,,
90,Rutgers,Big Ten,-8.44,4-8,4,8,-5.7,90,0.0,115,1.9,,
91,Colorado,Pac-12,-8.65,4-9,4,9,-2.9,83,0.0,96,-0.5,,
92,Boston College,ACC,-8.93,3-9,3,9,2.1,60,0.0,99,0.7,,
93,Buffalo,Mid-American,-9.47,5-7,5,7,-5.9,91,0.0,98,-6.2,,
94,Wake Forest,ACC,-9.85,3-9,3,9,-6.6,92,0.0,95,3.6,,
95,Georgia State,Sun Belt,-10.17,6-6,6,6,-8.0,95,0.0,102,-12.1,,
96,Nevada,Mountain West,-10.19,6-6,6,6,-10.6,98,0.0,107,-10.5,,
97,San José State,Mountain West,-10.64,5-7,5,7,-7.3,94,0.0,118,-8.7,,
98,Purdue,Big Ten,-11.7,2-10,2,10,-6.9,93,0.0,113,3.6,,
99,Oregon State,Pac-12,-12.03,2-10,2,10,-10.1,96,0.0,110,4.7,,
100,South Alabama,Sun Belt,-12.47,5-7,5,7,-17.7,112,0.0,119,-7.4,,
101,Rice,Conference USA,-13.03,5-7,5,7,-19.0,118,0.0,114,-8.2,,
102,Florida International,Conference USA,-13.1,5-7,5,7,-16.0,107,0.0,81,-10.3,,
103,Old Dominion,Conference USA,-13.25,5-7,5,7,-18.1,114,0.0,109,-9.4,,
104,Troy,Sun Belt,-13.33,4-8,4,8,-12.0,102,0.0,87,-8.3,,
105,Massachusetts,Mid-American,-13.4,3-9,3,9,-11.2,99,0.0,112,-3.8,,
106,Ball State,Mid-American,-13.55,3-9,3,9,-15.5,106,0.0,100,-1.5,,
107,SMU,American Athletic,-13.75,2-10,2,10,-11.7,100,0.0,105,0.7,,
108,Kent State,Mid-American,-14.34,3-9,3,9,-16.9,109,0.0,123,-2.9,,
109,Miami (OH),Mid-American,-14.39,3-9,3,9,-14.3,105,0.0,111,-4.7,,
110,UTEP,Conference USA,-14.43,5-7,5,7,-21.3,120,0.0,88,-10.8,,
111,Idaho,Sun Belt,-14.85,4-8,4,8,-18.3,116,0.0,103,-8.7,,
112,Tulane,American Athletic,-14.88,3-9,3,9,-18.1,115,0.0,86,-3.7,,
113,Florida Atlantic,Conference USA,-14.93,3-9,3,9,-13.0,104,0.0,78,-7.1,,
114,Louisiana,Sun Belt,-15.46,4-8,4,8,-17.2,111,0.0,121,-11.2,,
115,UNLV,Mountain West,-15.97,3-9,3,9,-17.9,113,0.0,79,-7.0,,
116,UTSA,Conference USA,-16.1,3-9,3,9,-16.8,108,0.0,84,-8.1,,
117,Fresno State,Mountain West,-16.46,3-9,3,9,-23.1,126,0.0,77,-5.1,,
118,Kansas,Big 12,-16.58,0-12,0,12,-17.0,110,0.0,125,6.3,,
119,Hawai'i,Mountain West,-16.84,3-10,3,10,-22.2,124,0.0,117,-6.8,,
120,Army,FBS Independents,-17.42,2-10,2,10,-12.3,103,0.0,101,-9.6,,
121,New Mexico State,Sun Belt,-17.44,3-9,3,9,-21.5,121,0.0,127,-9.0,,
122,Wyoming,Mountain West,-17.91,2-10,2,10,-18.9,117,0.0,128,-6.8,,
123,Texas State,Sun Belt,-18.01,3-9,3,9,-23.9,128,0.0,104,-9.1,,
124,UL Monroe,Sun Belt,-19.03,2-11,2,11,-21.5,122,0.0,80,-8.4,,
125,Eastern Michigan,Mid-American,-19.37,1-11,1,11,-20.5,119,0.0,90,-4.8,,
126,Charlotte,Conference USA,-19.71,2-10,2,10,-23.5,127,0.0,97,-9.1,,
127,North Texas,Conference USA,-19.81,1-11,1,11,-22.5,125,0.0,82,-4.8,,
128,UCF,American Athletic,-20.56,0-12,0,12,-22.0,123,0.0,83,-2.1,,
