res_rank,team,conference,res,record,wins,losses,power_rating,power_rank,sor,sor_rank,avg_opp_rating,committee_rank,vs_committee
1,LSU,SEC,24.57,13-0,13,0,22.6,4,99.8,1,3.5,,
2,Oklahoma State,Big 12,21.99,11-1,11,1,21.9,6,97.3,2,7.6,,
3,Stanford,Pac-12,19.65,11-1,11,1,23.5,2,86.2,4,2.8,,
4,Oregon,Pac-12,19.48,11-2,11,2,23.2,3,80.2,6,4.2,,
5,Alabama,SEC,18.27,11-1,11,1,25.0,1,79.6,7,-0.4,,
6,Oklahoma,Big 12,15.58,9-3,9,3,21.5,7,69.7,9,7.4,,
7,USC,Pac-12,15.43,10-2,10,2,12.8,15,78.6,8,5.2,,
8,Kansas State,Big 12,15.4,10-2,10,2,6.2,36,90.4,3,6.3,,
9,Arkansas,SEC,14.5,10-2,10,2,12.8,16,83.9,5,1.0,,
10,Baylor,Big 12,13.32,9-3,9,3,14.0,12,68.4,10,6.3,,
11,Wisconsin,Big Ten,13.07,11-2,11,2,21.9,5,40.3,16,-2.4,,
12,Boise State,Mountain West,12.38,11-1,11,1,10.8,22,68.1,11,-4.6,,
13,South Carolina,SEC,11.95,10-2,10,2,17.4,9,48.7,13,0.3,,
14,Houston,Conference USA,11.4,12-1,12,1,12.1,19,43.2,14,-6.6,,
15,Michigan State,Big Ten,10.57,10-3,10,3,11.7,20,49.3,12,-0.0,,
16,Georgia,SEC,10.5,10-3,10,3,13.3,13,39.7,17,1.4,,
17,Michigan,Big Ten,10.4,10-2,10,2,12.5,17,41.3,15,1.2,,
18,Virginia Tech,ACC,10.07,11-2,11,2,8.0,28,38.1,18,-1.0,,
19,Clemson,ACC,6.86,10-3,10,3,6.4,33,26.2,21,-0.7,,
20,Texas,Big 12,6.78,7-5,7,5,17.7,8,22.2,23,8.1,,
21,Southern Miss,Conference USA,6.77,11-2,11,2,9.0,27,19.5,25,-6.1,,
22,Nebraska,Big Ten,5.61,9-3,9,3,6.4,32,26.1,22,0.9,,
23,TCU,Mountain West,5.47,10-2,10,2,9.2,25,29.5,19,-7.6,,
24,Missouri,Big 12,5.06,7-5,7,5,14.4,11,19.6,24,6.1,,
25,Penn State,Big Ten,5.02,9-3,9,3,3.0,49,28.6,20,0.8,,
26,Notre Dame,FBS Independents,4.54,8-4,8,4,13.3,14,11.4,28,2.4,,
27,West Virginia,Big East,4.08,9-3,9,3,10.4,23,11.1,29,-2.1,,
28,BYU,FBS Independents,3.14,9-3,9,3,9.1,26,8.5,33,-3.2,,
29,Texas A&M,Big 12,3.09,6-6,6,6,16.9,10,7.0,34,7.4,,
30,Arkansas State,Sun Belt,2.02,10-2,10,2,6.2,35,9.9,31,-10.1,,
31,Florida State,ACC,1.74,8-4,8,4,10.8,21,2.7,39,-1.6,,
32,Tulsa,Conference USA,1.58,8-4,8,4,5.4,39,10.3,30,-0.5,,
33,Northern Illinois,Mid-American,1.51,10-3,10,3,3.1,48,2.2,42,-7.3,,
