res_rank,team,conference,res,record,wins,losses,power_rating,power_rank,sor,sor_rank,avg_opp_rating,committee_rank,vs_committee
34,Cincinnati,Big East,1.45,9-3,9,3,0.1,62,11.5,27,-2.8,,
35,California,Pac-12,1.32,7-5,7,5,10.0,24,3.9,36,2.6,,
36,Georgia Tech,ACC,0.56,8-4,8,4,7.6,30,2.5,40,-2.8,,
37,Iowa State,Big 12,0.14,6-6,6,6,3.9,43,9.8,32,6.9,,
38,Washington,Pac-12,-0.02,7-5,7,5,2.8,51,5.8,35,3.1,,
39,Rutgers,Big East,-0.25,8-4,8,4,2.7,53,1.8,45,-1.6,,
40,Auburn,SEC,-0.27,7-5,7,5,-4.2,79,17.1,26,4.0,,
41,Virginia,ACC,-0.34,8-4,8,4,2.8,52,3.8,37,-2.5,,
42,North Carolina,ACC,-0.65,7-5,7,5,7.6,29,0.7,49,-0.6,,
43,Nevada,Western Athletic,-0.87,7-5,7,5,12.3,18,0.2,63,-4.3,,
44,Iowa,Big Ten,-1.25,7-5,7,5,5.7,37,0.6,51,-1.0,,
45,UCLA,Pac-12,-1.29,6-7,6,7,1.4,59,1.8,43,6.7,,
46,Louisiana Tech,Western Athletic,-1.32,8-4,8,4,-0.1,64,2.9,38,-3.1,,
47,Utah,Pac-12,-1.63,7-5,7,5,0.8,61,1.8,44,0.9,,
48,Toledo,Mid-American,-1.65,8-4,8,4,3.2,47,0.3,57,-5.6,,
49,Vanderbilt,SEC,-2.01,6-6,6,6,6.3,34,0.6,50,1.6,,
50,Arizona State,Pac-12,-2.01,6-6,6,6,4.8,42,0.6,53,2.6,,
51,Louisville,Big East,-2.19,7-5,7,5,3.4,46,0.3,59,-2.1,,
52,Florida,SEC,-2.23,6-6,6,6,5.4,40,1.5,46,1.3,,
53,Miami,ACC,-2.65,6-6,6,6,6.7,31,0.1,66,-0.4,,
54,SMU,Conference USA,-2.93,7-5,7,5,0.0,63,1.3,47,-2.2,,
55,Pittsburgh,Big East,-2.98,6-6,6,6,5.0,41,0.1,67,-0.2,,
56,Ohio,Mid-American,-3.18,9-4,9,4,-4.1,78,0.0,106,-10.2,,
57,Texas Tech,Big 12,-3.21,5-7,5,7,2.3,54,2.2,41,5.6,,
58,Ohio State,Big Ten,-3.25,6-6,6,6,1.9,56,0.5,54,1.0,,
59,Illinois,Big Ten,-3.35,6-6,6,6,3.4,45,0.1,69,-0.2,,
60,Tennessee,SEC,-3.57,5-7,5,7,5.4,38,0.2,64,3.0,,
61,Mississippi State,SEC,-3.58,6-6,6,6,2.1,55,0.6,52,-0.1,,
62,Louisiana,Sun Belt,-3.73,8-4,8,4,-3.2,76,0.7,48,-7.4,,
63,Temple,Mid-American,-4.18,8-4,8,4,-1.0,67,0.0,119,-10.0,,
64,Utah State,Western Athletic,-4.26,7-5,7,5,1.6,58,0.0,84,-6.8,,
65,NC State,ACC,-4.33,7-5,7,5,-2.9,71,0.3,58,-4.0,,
66,San Diego State,Mountain West,-4.41,8-4,8,4,-4.8,82,0.4,56,-8.2,,
67,Northwestern,Big Ten,-4.83,6-6,6,6,-0.5,65,0.0,104,-1.8,,
68,Florida International,Sun Belt,-4.86,8-4,8,4,-5.3,84,0.2,61,-9.1,,
69,Western Michigan,Mid-American,-4.92,7-5,7,5,-0.5,66,0.1,70,-7.3,,
70,Wake Forest,ACC,-4.97,6-6,6,6,-2.9,73,0.1,68,-0.6,,
71,South Florida,Big East,-5.37,5-7,5,7,3.8,44,0.0,115,-1.1,,
72,Western Kentucky,Sun Belt,-5.56,7-5,7,5,-1.9,69,0.0,91,-8.2,,
73,Arizona,Pac-12,-5.68,4-8,4,8,1.8,57,0.0,92,4.6,,
74,Purdue,Big Ten,-5.92,6-6,6,6,-7.0,89,0.2,62,-0.6,,
75,Marshall,Conference USA,-6.01,6-6,6,6,-8.0,92,0.3,60,-0.2,,
76,Syracuse,Big East,-6.79,5-7,5,7,-3.1,74,0.0,118,-0.5,,
77,UConn,Big East,-6.89,5-7,5,7,-3.7,77,0.0,72,-0.4,,
78,East Carolina,Conference USA,-7.15,5-7,5,7,-2.3,70,0.0,83,-2.1,,
79,Oregon State,Pac-12,-7.19,3-9,3,9,1.1,60,0.0,109,5.9,,
80,Hawai'i,Western Athletic,-7.27,6-7,6,7,-4.3,80,0.0,116,-6.3,,
81,Wyoming,Mountain West,-7.28,8-4,8,4,-15.0,108,0.5,55,-9.6,,
82,UCF,Conference USA,-7.33,5-7,5,7,2.9,50,0.0,76,-6.2,,
83,Air Force,Mountain West,-7.36,7-5,7,5,-6.9,87,0.0,120,-10.0,,
84,Kentucky,SEC,-7.77,5-7,5,7,-11.0,101,0.1,65,2.0,,
85,San José State,Western Athletic,-7.82,5-7,5,7,-6.9,86,0.0,113,-0.9,,
86,Navy,FBS Independents,-8.05,5-7,5,7,-6.3,85,0.0,98,-2.0,,
87,Ball State,Mid-American,-8.46,6-6,6,6,-14.8,107,0.0,88,-2.6,,
88,Washington State,Pac-12,-8.58,4-8,4,8,-4.7,81,0.0,89,0.6,,
89,Rice,Conference USA,-9.0,4-8,4,8,-5.2,83,0.0,111,-0.3,,
90,Fresno State,Western Athletic,-9.04,4-9,4,9,-1.7,68,0.0,94,-2.8,,
91,Eastern Michigan,Mid-American,-9.15,6-6,6,6,-8.5,93,0.0,95,-8.9,,
92,UTEP,Conference USA,-9.23,5-7,5,7,-8.7,94,0.0,82,-3.8,,
93,Boston College,ACC,-9.44,4-8,4,8,-6.9,88,0.0,87,-0.4,,
94,Kent State,Mid-American,-10.11,5-7,5,7,-10.1,98,0.0,108,-5.4,,
95,Miami (OH),Mid-American,-10.21,4-8,4,8,-2.9,72,0.0,97,-5.4,,
96,Colorado,Pac-12,-10.22,3-10,3,10,-9.2,95,0.0,81,4.1,,
97,North Texas,Sun Belt,-10.23,5-7,5,7,-13.8,106,0.0,102,-3.2,,
98,Minnesota,Big Ten,-10.26,3-9,3,9,-7.0,90,0.0,80,2.5,,
99,Kansas,Big 12,-10.47,2-10,2,10,-9.5,96,0.0,110,8.8,,
100,UL Monroe,Sun Belt,-10.61,4-8,4,8,-3.1,75,0.0,71,-6.4,,
101,Bowling Green,Mid-American,-10.93,5-7,5,7,-13.0,104,0.0,86,-5.8,,
102,New Mexico State,Western Athletic,-11.03,4-9,4,9,-9.6,97,0.0,101,-3.2,,
103,Duke,ACC,-12.03,3-9,3,9,-12.2,103,0.0,78,0.9,,
104,Ole Miss,SEC,-12.31,2-10,2,10,-10.6,100,0.0,107,4.2,,
105,Maryland,ACC,-13.12,2-10,2,10,-10.4,99,0.0,105,1.7,,
106,Army,FBS Independents,-13.22,3-9,3,9,-7.9,91,0.0,90,-5.5,,
107,Buffalo,Mid-American,-14.79,3-9,3,9,-12.1,102,0.0,85,-7.2,,
108,Troy,Sun Belt,-15.47,3-9,3,9,-16.6,111,0.0,73,-6.1,,
109,Central Michigan,Mid-American,-15.53,3-9,3,9,-15.4,109,0.0,93,-7.1,,
110,Idaho,Western Athletic,-15.62,2-10,2,10,-16.5,110,0.0,114,-1.4,,
111,UAB,Conference USA,-16.09,3-9,3,9,-21.9,116,0.0,79,-4.3,,
112,Indiana,Big Ten,-16.41,1-11,1,11,-13.1,105,0.0,112,-0.8,,
113,Colorado State,Mountain West,-17.2,3-9,3,9,-20.2,114,0.0,75,-8.7,,
114,Tulane,Conference USA,-17.74,2-11,2,11,-17.2,112,0.0,74,-7.1,,
115,UNLV,Mountain West,-18.07,2-10,2,10,-22.4,117,0.0,77,-4.5,,
116,Middle Tennessee,Sun Belt,-18.08,2-10,2,10,-19.8,113,0.0,117,-6.3,,
117,Memphis,Conference USA,-18.34,2-10,2,10,-20.6,115,0.0,103,-6.5,,
118,Florida Atlantic,Sun Belt,-20.54,1-11,1,11,-23.8,118,0.0,96,-5.5,,
119,New Mexico,Mountain West,-21.26,1-11,1,11,-28.2,120,0.0,100,-4.6,,
120,Akron,Mid-American,-21.78,1-11,1,11,-27.2,119,0.0,99,-6.8,,
