res_rank,team,conference,res,record,wins,losses,power_rating,power_rank,sor,sor_rank,avg_opp_rating,committee_rank,vs_committee
54,Army,FBS Independents,-2.19,8-4,8,4,-0.6,72,2.2,51,-4.9,,
55,North Carolina,ACC,-2.34,6-6,6,6,6.0,48,0.6,60,1.2,,
56,Western Kentucky,Conference USA,-2.36,8-5,8,5,5.2,49,0.0,78,-8.6,,
57,South Carolina,SEC,-2.55,6-6,6,6,-0.3,69,2.6,47,4.2,,
58,West Virginia,Big 12,-2.92,6-6,6,6,2.3,58,0.8,58,1.9,,
59,Virginia,ACC,-3.13,6-6,6,6,2.6,56,0.8,57,1.1,,
60,East Carolina,American Athletic,-3.14,7-5,7,5,0.5,67,0.5,62,-2.7,,
61,Missouri,SEC,-3.31,6-6,6,6,-1.9,77,1.3,53,3.4,,
62,Texas,Big 12,-3.32,5-7,5,7,6.1,47,0.3,63,3.6,,
63,Florida State,ACC,-3.33,5-7,5,7,8.0,39,0.3,64,2.3,,
64,Maryland,Big Ten,-3.68,6-6,6,6,-1.0,75,0.6,61,1.9,,
65,Northern Illinois,Mid-American,-3.75,9-4,9,4,-9.7,102,0.2,66,-8.1,,
66,Liberty,FBS Independents,-3.95,7-5,7,5,2.4,57,0.1,70,-6.2,,
67,Texas Tech,Big 12,-4.13,6-6,6,6,-0.7,73,1.0,55,0.3,,
68,Virginia Tech,ACC,-4.41,6-6,6,6,1.0,65,0.1,76,-1.4,,
69,Tulsa,American Athletic,-4.73,6-6,6,6,-0.0,68,0.2,65,-1.7,,
70,Marshall,Conference USA,-4.8,7-5,7,5,0.5,66,0.0,129,-7.4,,
71,Georgia State,Sun Belt,-4.81,7-5,7,5,-2.5,80,0.2,67,-5.5,,
72,Central Michigan,Mid-American,-5.02,8-4,8,4,-5.4,88,0.1,73,-9.4,,
73,California,Pac-12,-5.15,5-7,5,7,3.6,53,0.0,106,0.0,,
74,Syracuse,ACC,-5.16,5-7,5,7,1.5,63,0.1,69,1.3,,
75,Hawai'i,Mountain West,-5.57,6-7,6,7,-1.8,76,0.0,97,-2.9,,
76,TCU,Big 12,-5.62,5-7,5,7,-2.7,82,0.2,68,2.7,,
77,Western Michigan,Mid-American,-5.67,7-5,7,5,-3.2,84,0.0,77,-7.5,,
78,USC,Pac-12,-5.68,4-8,4,8,1.1,64,0.0,81,5.3,,
79,Boston College,ACC,-5.69,6-6,6,6,-2.5,81,0.1,75,-2.8,,
80,Toledo,Mid-American,-5.92,7-5,7,5,1.8,62,0.0,93,-11.5,,
81,Illinois,Big Ten,-5.95,5-7,5,7,-3.2,85,0.1,71,2.1,,
82,Nebraska,Big Ten,-6.02,3-9,3,9,10.1,29,0.0,122,3.6,,
83,Memphis,American Athletic,-6.03,6-6,6,6,-2.0,78,0.0,127,-4.1,,
84,UTEP,Conference USA,-6.37,7-5,7,5,-3.4,86,0.0,91,-9.4,,
85,Wyoming,Mountain West,-6.69,6-6,6,6,-2.2,79,0.0,130,-5.9,,
86,Rutgers,Big Ten,-7.4,5-7,5,7,-7.6,97,0.1,74,0.8,,
87,Colorado,Pac-12,-7.53,4-8,4,8,-6.5,92,0.1,72,4.9,,
88,Washington,Pac-12,-7.69,4-8,4,8,-0.8,74,0.0,83,0.7,,
89,Navy,American Athletic,-7.77,4-8,4,8,-3.7,87,0.0,94,2.4,,
90,Kent State,Mid-American,-7.8,7-6,7,6,-10.3,105,0.0,114,-9.0,,
91,North Texas,Conference USA,-8.16,6-6,6,6,-5.8,90,0.0,120,-7.8,,
92,Stanford,Pac-12,-8.45,3-9,3,9,-6.1,91,0.0,79,7.2,,
93,San José State,Mountain West,-8.59,5-7,5,7,-6.9,93,0.0,96,-3.1,,
94,Miami (OH),Mid-American,-8.85,6-6,6,6,-5.8,89,0.0,126,-9.8,,
95,Old Dominion,Conference USA,-8.86,6-6,6,6,-7.4,95,0.0,117,-8.8,,
96,Eastern Michigan,Mid-American,-8.86,7-5,7,5,-13.2,110,0.0,102,-10.2,,
97,Ball State,Mid-American,-9.57,6-6,6,6,-12.2,109,0.0,109,-7.7,,
98,Middle Tennessee,Conference USA,-9.8,6-6,6,6,-9.7,101,0.0,125,-10.0,,
99,Florida Atlantic,Conference USA,-9.92,5-7,5,7,-7.5,96,0.0,101,-6.6,,
100,Colorado State,Mountain West,-10.62,3-9,3,9,-0.5,71,0.0,104,-2.8,,
101,Troy,Sun Belt,-10.65,5-7,5,7,-10.1,104,0.0,85,-7.0,,
102,Georgia Tech,ACC,-10.92,3-9,3,9,-9.7,103,0.0,98,2.4,,
103,South Alabama,Sun Belt,-11.12,5-7,5,7,-8.4,99,0.0,95,-9.5,,
104,Indiana,Big Ten,-11.17,2-10,2,10,-8.8,100,0.0,112,6.3,,
105,Tulane,American Athletic,-11.43,2-10,2,10,-3.0,83,0.0,87,1.7,,
106,Northwestern,Big Ten,-12.12,3-9,3,9,-12.0,108,0.0,119,0.4,,
107,UL Monroe,Sun Belt,-12.24,4-8,4,8,-13.9,112,0.0,90,-3.9,,
108,Rice,Conference USA,-12.76,4-8,4,8,-16.5,115,0.0,116,-3.7,,
109,UNLV,Mountain West,-13.0,2-10,2,10,-8.1,98,0.0,92,0.5,,
110,Vanderbilt,SEC,-13.42,2-10,2,10,-13.6,111,0.0,86,2.9,,
111,Arizona,Pac-12,-13.44,1-11,1,11,-7.3,94,0.0,111,3.9,,
112,South Florida,American Athletic,-13.55,2-10,2,10,-11.3,106,0.0,88,1.0,,
113,Louisiana Tech,Conference USA,-13.82,3-9,3,9,-11.3,107,0.0,123,-5.0,,
114,New Mexico,Mountain West,-14.07,3-9,3,9,-18.5,118,0.0,115,-1.0,,
115,Charlotte,Conference USA,-14.18,5-7,5,7,-20.4,124,0.0,105,-10.5,,
116,Georgia Southern,Sun Belt,-14.51,3-9,3,9,-15.1,113,0.0,99,-4.5,,
117,Kansas,Big 12,-14.54,2-10,2,10,-17.5,117,0.0,113,2.2,,
118,Buffalo,Mid-American,-15.01,4-8,4,8,-17.2,116,0.0,107,-9.8,,
119,Bowling Green,Mid-American,-15.1,4-8,4,8,-18.8,119,0.0,108,-9.0,,
120,Duke,ACC,-15.2,3-9,3,9,-20.3,123,0.0,103,-3.1,,
121,Texas State,Sun Belt,-15.46,4-8,4,8,-18.9,121,0.0,84,-10.0,,
122,Temple,American Athletic,-15.86,3-9,3,9,-21.4,125,0.0,82,-4.3,,
123,Southern Miss,Conference USA,-16.35,3-9,3,9,-19.3,122,0.0,80,-7.1,,
124,New Mexico State,FBS Independents,-16.58,2-10,2,10,-18.9,120,0.0,121,-2.8,,
125,Ohio,Mid-American,-16.68,3-9,3,9,-15.6,114,0.0,118,-10.5,,
126,Arkansas State,Sun Belt,-18.31,2-10,2,10,-22.0,126,0.0,110,-5.8,,
127,Akron,Mid-American,-19.72,2-10,2,10,-25.5,128,0.0,124,-7.6,,
128,UConn,FBS Independents,-20.51,1-11,1,11,-24.1,127,0.0,89,-5.6,,
129,Massachusetts,FBS Independents,-21.37,1-11,1,11,-26.7,129,0.0,128,-6.4,,
130,Florida International,Conference USA,-22.91,1-11,1,11,-28.8,130,0.0,100,-9.5,,
