res_rank,team,conference,res,record,wins,losses,power_rating,power_rank,sor,sor_rank,avg_opp_rating,committee_rank,vs_committee
70,Wake Forest,ACC,-5.38,5-7,5,7,0.3,59,0.0,86,1.4,,
71,Northern Illinois,Mid-American,-5.5,7-5,7,5,-0.7,62,0.0,98,-8.7,,
72,Arizona State,Pac-10,-5.59,4-8,4,8,6.3,37,0.0,92,1.9,,
73,Iowa State,Big 12,-5.95,6-6,6,6,-5.4,82,0.1,67,-1.6,,
74,SMU,Conference USA,-6.25,7-5,7,5,-6.7,89,0.1,68,-6.8,,
75,NC State,ACC,-6.49,5-7,5,7,-2.8,71,0.0,100,0.3,,
76,Michigan,Big Ten,-7.02,5-7,5,7,-2.6,70,0.0,101,-1.4,,
77,Wyoming,Mountain West,-7.32,6-6,6,6,-12.0,100,0.2,64,-1.1,,
78,Duke,ACC,-7.36,5-7,5,7,-4.2,79,0.0,70,-1.3,,
79,Baylor,Big 12,-7.67,4-8,4,8,-4.6,80,0.0,81,3.3,,
80,Marshall,Conference USA,-7.69,6-6,6,6,-6.5,88,0.0,105,-5.9,,
81,Hawai'i,Western Athletic,-8.03,6-7,6,7,-7.8,91,0.0,120,-6.0,,
82,UAB,Conference USA,-8.07,5-7,5,7,-1.8,67,0.0,73,-5.0,,
83,Louisiana Tech,Western Athletic,-8.38,4-8,4,8,1.3,56,0.0,107,-2.8,,
84,Virginia,ACC,-8.63,3-9,3,9,-1.8,68,0.0,84,3.8,,
85,Syracuse,Big East,-8.69,4-8,4,8,-1.5,65,0.0,117,-1.8,,
86,Tulsa,Conference USA,-8.78,5-7,5,7,-3.2,73,0.0,72,-6.1,,
87,Colorado,Big 12,-9.0,3-9,3,9,-1.3,64,0.0,75,2.4,,
88,Indiana,Big Ten,-9.42,4-8,4,8,-5.3,81,0.0,116,-1.3,,
89,Toledo,Mid-American,-9.47,5-7,5,7,-5.4,83,0.0,93,-6.6,,
90,UL Monroe,Sun Belt,-9.52,6-6,6,6,-11.2,98,0.0,77,-8.0,,
91,UNLV,Mountain West,-9.76,5-7,5,7,-15.7,110,0.0,78,-0.4,,
92,Illinois,Big Ten,-9.8,3-9,3,9,-3.7,76,0.0,118,1.7,,
93,Vanderbilt,SEC,-10.46,2-10,2,10,-3.7,77,0.0,83,5.0,,
94,San Diego State,Mountain West,-10.58,4-8,4,8,-6.0,85,0.0,112,-4.2,,
95,Louisiana,Sun Belt,-10.78,6-6,6,6,-15.4,108,0.0,108,-8.8,,
96,Louisville,Big East,-10.78,4-8,4,8,-10.5,97,0.0,106,-1.7,,
97,Utah State,Western Athletic,-10.84,4-8,4,8,-10.2,96,0.0,82,-2.1,,
98,Buffalo,Mid-American,-11.3,5-7,5,7,-10.0,95,0.0,76,-8.8,,
99,Florida Atlantic,Sun Belt,-11.97,5-7,5,7,-13.7,103,0.0,95,-8.2,,
100,Colorado State,Mountain West,-12.1,3-9,3,9,-8.5,93,0.0,74,-1.7,,
101,Maryland,ACC,-12.37,2-10,2,10,-3.8,78,0.0,104,-0.5,,
102,Western Michigan,Mid-American,-12.5,5-7,5,7,-15.8,111,0.0,91,-8.3,,
103,Kent State,Mid-American,-12.55,5-7,5,7,-12.1,101,0.0,111,-11.0,,
104,UTEP,Conference USA,-12.71,4-8,4,8,-12.3,102,0.0,79,-6.1,,
105,Army,FBS Independents,-13.02,5-7,5,7,-15.4,109,0.0,87,-10.1,,
106,Arkansas State,Sun Belt,-14.72,4-8,4,8,-14.7,104,0.0,89,-10.3,,
107,Florida International,Sun Belt,-15.6,3-9,3,9,-18.7,114,0.0,96,-4.9,,
108,Tulane,Conference USA,-15.63,3-9,3,9,-18.1,112,0.0,71,-5.4,,
109,Miami (OH),Mid-American,-15.66,1-11,1,11,-7.1,90,0.0,102,-2.6,,
110,Memphis,Conference USA,-15.68,2-10,2,10,-15.1,107,0.0,103,-2.4,,
111,New Mexico,Mountain West,-15.94,1-11,1,11,-11.5,99,0.0,119,-0.4,,
112,Akron,Mid-American,-16.21,3-9,3,9,-18.4,113,0.0,99,-6.9,,
113,Washington State,Pac-10,-16.54,1-11,1,11,-22.5,117,0.0,88,5.4,,
114,New Mexico State,Western Athletic,-16.6,3-10,3,10,-24.0,119,0.0,94,-4.2,,
115,San José State,Western Athletic,-16.96,2-10,2,10,-22.0,116,0.0,113,-1.4,,
116,Rice,Conference USA,-17.07,2-10,2,10,-21.7,115,0.0,110,-1.9,,
117,Ball State,Mid-American,-17.85,2-10,2,10,-14.8,105,0.0,85,-8.9,,
118,North Texas,Sun Belt,-18.12,2-10,2,10,-14.8,106,0.0,97,-9.7,,
119,Eastern Michigan,Mid-American,-22.74,0-12,0,12,-24.9,120,0.0,80,-5.8,,
120,Western Kentucky,Sun Belt,-23.35,0-12,0,12,-22.8,118,0.0,90,-9.0,,
