res_rank,team,conference,res,record,wins,losses,power_rating,power_rank,sor,sor_rank,avg_opp_rating,committee_rank,vs_committee
76,Florida State,ACC,-4.51,5-7,5,7,0.6,64,0.1,65,3.2,,
77,Louisiana,Sun Belt,-4.77,7-6,7,6,-5.7,92,0.0,114,-3.9,,
78,Nevada,Mountain West,-4.9,7-5,7,5,-3.2,82,0.0,122,-5.9,,
79,Wyoming,Mountain West,-5.04,6-6,6,6,-0.2,69,0.0,130,-3.0,,
80,Virginia Tech,ACC,-5.26,6-6,6,6,-4.3,90,0.0,88,-1.0,,
81,Nebraska,Big Ten,-5.41,4-8,4,8,5.3,42,0.0,123,2.8,,
82,Eastern Michigan,Mid-American,-5.5,7-5,7,5,-2.8,81,0.0,100,-7.9,,
83,Arizona,Pac-12,-5.61,5-7,5,7,0.8,61,0.0,110,-0.1,,
84,Toledo,Mid-American,-5.63,7-5,7,5,-4.0,86,0.0,78,-7.5,,
85,Florida International,Conference USA,-5.69,8-4,8,4,-7.1,94,0.0,98,-10.9,,
86,South Florida,American Athletic,-5.76,7-5,7,5,-7.4,95,0.1,74,-5.7,,
87,Tulane,American Athletic,-6.14,6-6,6,6,-4.1,87,0.0,79,-3.7,,
88,Colorado,Pac-12,-6.24,5-7,5,7,-2.5,80,0.0,102,0.2,,
89,Western Michigan,Mid-American,-6.25,7-5,7,5,-8.8,98,0.0,90,-6.2,,
90,UCLA,Pac-12,-6.59,3-9,3,9,0.8,62,0.0,81,7.5,,
91,Miami (OH),Mid-American,-6.7,6-6,6,6,-4.3,89,0.0,125,-5.2,,
92,Louisiana Tech,Conference USA,-6.97,7-5,7,5,-8.8,99,0.0,129,-8.3,,
93,Florida Atlantic,Conference USA,-7.7,5-7,5,7,-1.2,73,0.0,99,-4.9,,
94,Air Force,Mountain West,-7.88,5-7,5,7,-1.7,76,0.0,76,-5.1,,
95,SMU,American Athletic,-8.45,5-7,5,7,-9.2,100,0.0,103,-1.9,,
96,UL Monroe,Sun Belt,-8.55,6-6,6,6,-8.6,97,0.0,83,-7.8,,
97,Arkansas,SEC,-8.85,2-10,2,10,-2.1,78,0.0,109,8.0,,
98,Southern Miss,Conference USA,-8.86,6-5,6,5,-5.2,91,0.0,75,-10.9,,
99,Kansas,Big 12,-9.92,3-9,3,9,-4.0,85,0.0,111,0.9,,
100,Illinois,Big Ten,-10.29,4-8,4,8,-11.3,105,0.0,95,-0.7,,
101,Charlotte,Conference USA,-10.39,5-7,5,7,-10.2,103,0.0,105,-6.9,,
102,Liberty,FBS Independents,-11.28,6-6,6,6,-16.4,118,0.0,113,-10.7,,
103,Navy,American Athletic,-11.57,3-10,3,10,-9.9,102,0.0,92,-0.1,,
104,Coastal Carolina,Sun Belt,-12.03,5-7,5,7,-17.6,121,0.0,104,-6.9,,
105,Akron,Mid-American,-12.39,4-8,4,8,-13.8,108,0.0,124,-5.2,,
106,North Carolina,ACC,-12.68,2-9,2,9,-6.2,93,0.0,119,-0.5,,
107,UNLV,Mountain West,-12.76,4-8,4,8,-14.5,111,0.0,84,-5.8,,
108,Ball State,Mid-American,-12.77,4-8,4,8,-14.1,109,0.0,108,-6.1,,
109,Colorado State,Mountain West,-12.95,3-9,3,9,-11.3,106,0.0,94,-3.2,,
110,Louisville,ACC,-13.06,2-10,2,10,-16.6,119,0.0,128,5.1,,
111,Massachusetts,FBS Independents,-13.09,4-8,4,8,-14.6,112,0.0,126,-6.7,,
112,East Carolina,American Athletic,-13.26,3-9,3,9,-12.1,107,0.0,101,-3.6,,
113,Tulsa,American Athletic,-13.39,3-9,3,9,-9.9,101,0.0,80,-5.4,,
114,Oregon State,Pac-12,-13.75,2-10,2,10,-16.3,117,0.0,117,2.9,,
115,Rutgers,Big Ten,-14.14,1-11,1,11,-11.2,104,0.0,115,3.7,,
116,New Mexico,Mountain West,-14.36,3-9,3,9,-15.8,114,0.0,121,-4.4,,
117,Old Dominion,Conference USA,-15.15,4-8,4,8,-18.0,122,0.0,118,-10.5,,
118,Bowling Green,Mid-American,-15.78,3-9,3,9,-19.1,124,0.0,107,-6.4,,
119,South Alabama,Sun Belt,-15.87,3-9,3,9,-20.3,126,0.0,82,-5.9,,
120,Western Kentucky,Conference USA,-16.02,3-9,3,9,-14.3,110,0.0,89,-10.2,,
121,Texas State,Sun Belt,-16.55,3-9,3,9,-15.3,113,0.0,77,-11.1,,
122,New Mexico State,FBS Independents,-16.97,3-9,3,9,-20.3,125,0.0,120,-9.1,,
123,Kent State,Mid-American,-16.98,2-10,2,10,-16.9,120,0.0,112,-6.1,,
124,UTSA,Conference USA,-17.09,3-9,3,9,-24.1,128,0.0,87,-7.0,,
125,San José State,Mountain West,-17.11,1-11,1,11,-15.9,115,0.0,93,-1.9,,
126,Georgia State,Sun Belt,-17.12,2-10,2,10,-18.0,123,0.0,97,-5.8,,
127,Central Michigan,Mid-American,-18.64,1-11,1,11,-16.0,116,0.0,106,-6.3,,
128,Rice,Conference USA,-19.55,2-11,2,11,-25.4,129,0.0,116,-8.1,,
129,UConn,American Athletic,-19.78,1-11,1,11,-27.2,130,0.0,91,-2.4,,
130,UTEP,Conference USA,-21.89,1-11,1,11,-22.3,127,0.0,86,-11.7,,
