res_rank,team,conference,res,record,wins,losses,power_rating,power_rank,sor,sor_rank,avg_opp_rating,committee_rank,vs_committee
31,Louisiana,Sun Belt,3.04,10-3,10,3,7.3,31,2.3,36,-5.6,,
32,Florida Atlantic,Conference USA,2.94,10-3,10,3,4.7,42,3.1,33,-4.5,,
33,Iowa State,Big 12,2.26,7-5,7,5,13.2,19,2.4,34,4.1,,
34,Virginia,ACC,2.09,9-4,9,4,2.1,53,4.0,31,-0.4,24.0,-10.0
35,Indiana,Big Ten,1.56,8-4,8,4,6.3,35,6.3,30,0.0,,
36,Washington,Pac-12,1.29,7-5,7,5,11.5,24,0.8,41,2.8,,
37,Mississippi State,SEC,0.36,6-6,6,6,8.6,30,1.6,37,6.9,,
38,California,Pac-12,-0.04,7-5,7,5,3.4,50,2.4,35,3.5,,
39,Tennessee,SEC,-0.33,7-5,7,5,4.3,44,1.4,38,2.4,,
40,Arizona State,Pac-12,-0.41,7-5,7,5,4.1,47,1.0,40,2.4,,
41,Hawai'i,Mountain West,-0.46,9-5,9,5,-1.7,70,0.0,98,-4.3,,
42,Michigan State,Big Ten,-0.68,6-6,6,6,5.2,40,0.5,42,6.3,,
43,Virginia Tech,ACC,-0.87,8-4,8,4,5.1,41,0.4,43,-4.6,,
44,Temple,American Athletic,-0.95,8-4,8,4,1.5,55,1.1,39,-2.8,,
45,Wake Forest,ACC,-1.7,8-4,8,4,-1.7,71,0.4,44,-2.8,,
46,Kentucky,SEC,-1.77,7-5,7,5,4.2,45,0.2,47,-1.4,,
47,Pittsburgh,ACC,-1.77,7-5,7,5,2.8,52,0.1,50,-0.5,,
48,Louisville,ACC,-2.01,7-5,7,5,-0.2,61,0.3,45,0.6,,
49,TCU,Big 12,-2.33,5-7,5,7,8.8,29,0.1,52,4.6,,
50,Tulane,American Athletic,-2.35,6-6,6,6,6.2,37,0.2,46,0.9,,
51,Washington State,Pac-12,-2.62,6-6,6,6,4.5,43,0.1,54,1.2,,
52,North Carolina,ACC,-2.69,6-6,6,6,6.0,38,0.0,123,0.1,,
53,San Diego State,Mountain West,-2.7,9-3,9,3,-4.5,85,0.1,51,-9.1,,
54,Western Kentucky,Conference USA,-3.07,8-4,8,4,0.1,60,0.0,74,-7.8,,
55,Nebraska,Big Ten,-3.34,5-7,5,7,4.1,46,0.0,127,4.6,,
56,Missouri,SEC,-3.37,6-6,6,6,3.6,48,0.0,121,-0.4,,
57,Marshall,Conference USA,-3.55,8-4,8,4,-5.1,88,0.1,58,-6.0,,
58,Florida State,ACC,-3.59,6-6,6,6,1.6,54,0.0,104,0.2,,
59,Georgia Southern,Sun Belt,-3.6,7-5,7,5,-2.2,72,0.1,55,-2.7,,
60,Miami,ACC,-3.72,6-6,6,6,3.1,51,0.0,108,-1.1,,
61,BYU,FBS Independents,-3.79,7-5,7,5,-1.0,68,0.1,49,-4.0,,
62,Illinois,Big Ten,-3.84,6-6,6,6,1.2,57,0.1,57,-0.3,,
63,Colorado,Pac-12,-3.87,5-7,5,7,-0.8,67,0.0,102,6.1,,
64,Oregon State,Pac-12,-3.88,5-7,5,7,3.5,49,0.0,113,3.4,,
65,Miami (OH),Mid-American,-4.27,8-5,8,5,-9.4,107,0.1,56,-5.4,,
66,UAB,Conference USA,-4.3,9-4,9,4,-6.8,92,0.0,82,-12.3,,
67,Louisiana Tech,Conference USA,-4.31,9-3,9,3,-3.5,76,0.1,60,-14.4,,
68,Central Michigan,Mid-American,-4.41,8-5,8,5,-2.3,73,0.0,90,-10.2,,
69,Boston College,ACC,-4.54,6-6,6,6,-0.6,66,0.0,117,-1.2,,
70,South Carolina,SEC,-4.57,4-8,4,8,1.2,56,0.1,48,8.0,,
71,Utah State,Mountain West,-4.64,7-5,7,5,-7.6,96,0.1,59,-2.4,,
72,Ole Miss,SEC,-4.71,4-8,4,8,5.6,39,0.0,114,4.9,,
73,West Virginia,Big 12,-4.76,5-7,5,7,-2.3,74,0.1,53,4.4,,
74,Wyoming,Mountain West,-4.87,7-5,7,5,-0.4,64,0.0,130,-7.5,,
75,Southern Miss,Conference USA,-5.05,7-5,7,5,-3.8,79,0.0,63,-5.9,,
76,Arkansas State,Sun Belt,-5.42,7-5,7,5,-4.9,86,0.0,86,-6.3,,
77,Stanford,Pac-12,-5.58,4-8,4,8,-0.4,63,0.0,61,6.1,,
78,Buffalo,Mid-American,-5.88,7-5,7,5,-0.3,62,0.0,109,-10.5,,
79,Tulsa,American Athletic,-6.02,4-8,4,8,0.6,59,0.0,83,4.2,,
80,Purdue,Big Ten,-6.18,4-8,4,8,-0.5,65,0.0,110,4.4,,
81,Georgia State,Sun Belt,-6.38,7-5,7,5,-8.3,100,0.0,101,-7.0,,
82,UCLA,Pac-12,-6.44,4-8,4,8,-4.1,82,0.0,81,5.9,,
83,Duke,ACC,-6.49,5-7,5,7,-5.2,89,0.0,68,1.2,,
84,Western Michigan,Mid-American,-6.5,7-5,7,5,-3.7,78,0.0,73,-10.2,,
85,Texas Tech,Big 12,-6.59,4-8,4,8,0.8,58,0.0,79,2.4,,
86,Charlotte,Conference USA,-6.9,7-5,7,5,-8.8,103,0.0,94,-8.2,,
87,Arizona,Pac-12,-7.14,4-8,4,8,-3.7,77,0.0,72,3.6,,
88,Houston,American Athletic,-7.19,4-8,4,8,-2.5,75,0.0,89,2.7,,
89,Nevada,Mountain West,-7.86,7-5,7,5,-14.4,114,0.0,126,-7.5,,
90,South Florida,American Athletic,-8.19,4-8,4,8,-4.1,81,0.0,64,0.8,,
91,Kent State,Mid-American,-8.23,6-6,6,6,-9.2,106,0.0,95,-6.6,,
92,UL Monroe,Sun Belt,-8.3,5-7,5,7,-6.9,94,0.0,78,-3.0,,
93,Ohio,Mid-American,-8.35,6-6,6,6,-4.3,83,0.0,118,-10.0,,
94,Northwestern,Big Ten,-8.39,3-9,3,9,-1.5,69,0.0,111,3.8,,
95,Syracuse,ACC,-8.5,5-7,5,7,-8.5,102,0.0,65,-2.6,,
96,Liberty,FBS Independents,-8.71,7-5,7,5,-8.9,104,0.0,93,-13.4,,
97,Kansas,Big 12,-8.88,3-9,3,9,-4.4,84,0.0,96,4.2,,
98,Eastern Michigan,Mid-American,-9.16,6-6,6,6,-9.2,105,0.0,107,-9.3,,
99,Florida International,Conference USA,-9.17,6-6,6,6,-8.3,99,0.0,105,-9.9,,
100,Army,FBS Independents,-9.27,5-8,5,8,-5.2,90,0.0,112,-6.9,,
101,Maryland,Big Ten,-9.37,3-9,3,9,-6.9,93,0.0,92,4.3,,
102,Ball State,Mid-American,-9.47,5-7,5,7,-5.0,87,0.0,87,-7.6,,
103,San José State,Mountain West,-9.91,5-7,5,7,-8.5,101,0.0,66,-6.7,,
104,Toledo,Mid-American,-10.07,6-6,6,6,-15.1,117,0.0,85,-8.3,,
105,Troy,Sun Belt,-10.17,5-7,5,7,-7.3,95,0.0,84,-8.2,,
106,Fresno State,Mountain West,-10.34,4-8,4,8,-3.9,80,0.0,103,-5.6,,
107,Georgia Tech,ACC,-10.4,3-9,3,9,-7.7,97,0.0,100,1.8,,
108,Middle Tennessee,Conference USA,-10.74,4-8,4,8,-6.1,91,0.0,99,-5.4,,
109,NC State,ACC,-10.89,4-8,4,8,-11.3,109,0.0,129,-2.6,,
110,Northern Illinois,Mid-American,-11.05,5-7,5,7,-12.4,111,0.0,120,-7.6,,
111,Arkansas,SEC,-11.07,2-10,2,10,-9.5,108,0.0,62,6.2,,
112,Vanderbilt,SEC,-11.13,3-9,3,9,-12.7,113,0.0,75,2.8,,
113,Coastal Carolina,Sun Belt,-11.3,5-7,5,7,-11.5,110,0.0,97,-8.9,,
114,Colorado State,Mountain West,-11.74,4-8,4,8,-8.2,98,0.0,106,-7.0,,
115,East Carolina,American Athletic,-12.76,4-8,4,8,-15.7,118,0.0,116,-5.3,,
116,Rutgers,Big Ten,-13.1,2-10,2,10,-16.1,120,0.0,80,4.4,,
117,North Texas,Conference USA,-13.21,4-8,4,8,-12.5,112,0.0,122,-8.6,,
118,UNLV,Mountain West,-13.22,4-8,4,8,-15.8,119,0.0,71,-6.6,,
119,UTSA,Conference USA,-13.55,4-8,4,8,-16.7,121,0.0,76,-7.0,,
120,Rice,Conference USA,-14.26,3-9,3,9,-15.0,115,0.0,88,-4.9,,
121,Texas State,Sun Belt,-14.29,3-9,3,9,-17.4,123,0.0,70,-3.5,,
122,South Alabama,Sun Belt,-15.54,2-10,2,10,-15.0,116,0.0,67,-3.4,,
123,New Mexico,Mountain West,-16.61,2-10,2,10,-17.1,122,0.0,125,-5.2,,
124,New Mexico State,FBS Independents,-16.92,2-10,2,10,-18.9,124,0.0,124,-5.0,,
125,UConn,American Athletic,-17.02,2-10,2,10,-22.4,126,0.0,69,-3.1,,
126,Bowling Green,Mid-American,-17.64,3-9,3,9,-27.6,128,0.0,119,-6.9,,
127,Old Dominion,Conference USA,-19.41,1-11,1,11,-19.4,125,0.0,115,-6.7,,
128,UTEP,Conference USA,-22.17,1-11,1,11,-25.3,127,0.0,77,-11.1,,
129,Akron,Mid-American,-25.31,0-12,0,12,-32.4,129,0.0,128,-10.6,,
130,Massachusetts,FBS Independents,-25.47,1-11,1,11,-39.3,130,0.0,91,-12.0,,
