rank,team,power_rating,record,wins,losses,off_rating,def_rating,adj_off_ppa,adj_def_ppa,adj_off_sr,adj_def_sr,srs,epa_rating,games
1,USC,24.3,11-2,11,2,38.3,10.3,0.074,-0.134,0.476,0.313,18.6,28.0,13
2,Florida,21.8,9-4,9,4,53.5,29.8,0.203,0.017,0.528,0.413,19.0,23.7,13
3,Oregon,21.5,9-4,9,4,38.0,14.4,0.069,-0.103,0.481,0.335,18.3,23.6,13
4,LSU,21.0,12-2,12,2,38.1,15.7,0.08,-0.095,0.457,0.347,18.9,22.4,14
5,Missouri,20.4,12-2,12,2,42.7,21.8,0.106,-0.05,0.503,0.384,19.7,20.9,13
6,BYU,18.9,11-2,11,2,44.9,20.2,0.138,-0.059,0.48,0.367,10.1,24.7,11
7,Oklahoma,18.1,11-3,11,3,35.9,17.9,0.07,-0.071,0.433,0.343,18.1,18.0,14
8,West Virginia,17.7,11-2,11,2,39.4,24.1,0.098,-0.037,0.445,0.406,21.2,15.3,13
9,Kansas,17.2,12-1,12,1,34.6,16.6,0.049,-0.088,0.449,0.353,16.0,17.9,12
10,Oregon State,16.9,9-4,9,4,25.2,3.4,-0.027,-0.192,0.411,0.291,9.5,21.8,11
11,Texas Tech,16.2,9-4,9,4,44.8,24.2,0.125,-0.035,0.509,0.404,9.5,20.6,11
12,Ohio State,16.1,11-2,11,2,28.9,13.0,0.004,-0.102,0.425,0.302,16.3,15.9,12
13,UCLA,14.3,6-7,6,7,25.7,7.2,-0.017,-0.16,0.399,0.304,8.0,18.5,13
14,South Florida,14.0,9-4,9,4,28.9,15.6,0.017,-0.104,0.394,0.366,15.0,13.4,12
15,Georgia,14.0,11-2,11,2,31.2,19.7,0.031,-0.063,0.414,0.365,17.8,11.5,12
16,Auburn,14.0,9-4,9,4,32.5,17.0,0.028,-0.087,0.451,0.359,11.6,15.5,12
17,Hawai'i,13.9,12-1,12,1,43.7,22.9,0.124,-0.055,0.485,0.42,3.6,20.8,11
18,California,13.2,7-6,7,6,42.3,25.4,0.11,-0.017,0.485,0.39,7.7,16.9,13
19,Arizona State,13.2,10-3,10,3,31.1,16.8,0.032,-0.084,0.408,0.348,11.6,14.3,11
20,Texas,11.7,10-3,10,3,36.6,23.7,0.066,-0.034,0.456,0.389,10.0,12.9,13
21,South Carolina,10.8,6-6,6,6,35.6,22.6,0.066,-0.042,0.435,0.385,7.5,13.0,10
22,Tulsa,10.4,10-4,10,4,40.1,22.6,0.108,-0.048,0.44,0.397,-0.1,17.5,9
23,Arizona,10.4,5-7,5,7,32.3,19.7,0.04,-0.064,0.418,0.368,7.1,12.6,11
24,Clemson,10.3,9-4,9,4,33.8,25.1,0.044,-0.02,0.442,0.391,12.8,8.6,11
25,Virginia Tech,9.9,11-3,11,3,24.3,18.1,-0.022,-0.067,0.379,0.338,15.4,6.2,13
26,Oklahoma State,9.3,7-6,7,6,45.2,34.8,0.136,0.06,0.491,0.425,7.7,10.4,10
27,TCU,8.8,8-5,8,5,25.8,13.7,-0.025,-0.108,0.42,0.332,3.8,12.1,11
28,Boise State,8.6,10-3,10,3,31.9,20.6,0.031,-0.049,0.431,0.354,4.7,11.3,12
29,Illinois,8.5,9-4,9,4,36.9,28.7,0.062,0.009,0.473,0.405,9.0,8.2,12
30,Boston College,8.5,11-3,11,3,32.3,24.9,0.03,-0.025,0.441,0.395,10.0,7.5,13
31,Utah,8.4,9-4,9,4,29.3,19.6,0.007,-0.05,0.426,0.333,6.3,9.8,13
32,Arkansas,8.0,8-5,8,5,29.1,22.2,0.008,-0.049,0.42,0.389,9.7,6.9,11
33,Penn State,7.9,9-4,9,4,34.2,27.7,0.039,0.005,0.464,0.393,10.0,6.5,13
34,UCF,7.5,10-4,10,4,31.3,22.5,0.028,-0.055,0.423,0.41,5.5,8.9,12
35,Kentucky,6.9,8-5,8,5,35.3,30.2,0.058,0.025,0.445,0.403,9.6,5.1,12
36,Cincinnati,6.6,10-3,10,3,31.2,30.6,0.045,0.013,0.381,0.437,15.3,0.7,12
37,Michigan State,6.4,7-6,7,6,30.8,24.8,0.026,-0.017,0.417,0.374,6.9,6.0,13
38,Washington State,6.1,5-7,5,7,39.0,29.1,0.094,0.009,0.447,0.415,0.4,9.9,11
39,Michigan,6.0,9-4,9,4,22.1,18.8,-0.043,-0.07,0.377,0.363,10.0,3.2,12
40,Troy,5.9,8-4,8,4,25.9,19.8,-0.017,-0.077,0.402,0.401,5.8,6.1,11
41,Wisconsin,5.6,9-4,9,4,33.3,28.2,0.035,0.015,0.453,0.38,6.4,5.1,12
42,Tennessee,5.4,10-4,10,4,28.4,26.2,0.002,-0.006,0.416,0.382,10.2,2.2,13
43,Alabama,5.2,7-6,7,6,29.3,25.4,0.006,-0.02,0.43,0.398,7.2,3.9,11
44,Air Force,5.2,9-4,9,4,36.7,31.1,0.082,0.033,0.422,0.404,4.5,5.6,11
45,Louisville,4.9,6-6,6,6,40.2,35.5,0.105,0.061,0.449,0.439,5.0,4.7,11
46,Nebraska,4.7,5-7,5,7,40.3,32.6,0.095,0.038,0.475,0.427,0.4,7.7,12
47,Purdue,4.6,8-5,8,5,31.8,27.2,0.032,-0.004,0.423,0.401,4.6,4.5,12
48,Colorado,4.5,6-7,6,7,29.6,23.5,0.022,-0.035,0.397,0.386,2.0,6.1,13
49,New Mexico,4.3,9-4,9,4,21.5,13.7,-0.046,-0.119,0.371,0.357,-0.9,7.9,9
