rank,team,power_rating,record,wins,losses,off_rating,def_rating,adj_off_ppa,adj_def_ppa,adj_off_sr,adj_def_sr,srs,epa_rating,games
80,Rice,-4.5,4-8,4,8,21.3,22.3,-0.045,-0.045,0.374,0.4,-9.6,-1.0,12
81,Hawai'i,-4.7,6-7,6,7,25.6,28.2,-0.017,0.011,0.407,0.406,-7.7,-2.6,11
82,Washington State,-4.9,4-8,4,8,26.4,30.7,-0.002,0.023,0.39,0.436,-5.8,-4.4,11
83,Florida International,-5.0,8-5,8,5,22.0,27.2,-0.051,-0.005,0.403,0.418,-4.7,-5.2,13
84,Purdue,-5.4,7-6,7,6,22.7,29.7,-0.035,0.018,0.384,0.425,-3.0,-6.9,12
85,San Diego State,-5.6,8-5,8,5,20.9,29.5,-0.047,0.034,0.369,0.383,-1.0,-8.6,12
86,Navy,-5.8,5-7,5,7,33.4,42.9,0.05,0.111,0.433,0.515,-0.3,-9.5,11
87,Air Force,-5.8,7-6,7,6,32.3,41.4,0.04,0.1,0.429,0.505,-0.9,-9.1,11
88,Boston College,-6.6,4-8,4,8,20.2,26.9,-0.059,-0.004,0.381,0.409,-6.6,-6.7,11
89,Minnesota,-6.9,3-9,3,9,23.0,30.4,-0.032,0.02,0.383,0.434,-6.3,-7.4,11
90,San José State,-7.2,5-7,5,7,22.8,30.7,-0.035,0.02,0.384,0.444,-6.1,-7.9,12
91,Marshall,-7.3,7-6,7,6,17.1,24.8,-0.077,-0.027,0.352,0.416,-6.8,-7.7,12
92,Army,-7.5,3-9,3,9,31.6,37.2,0.039,0.071,0.416,0.473,-10.4,-5.6,11
93,UTEP,-8.1,5-7,5,7,28.0,35.9,0.017,0.067,0.385,0.454,-8.6,-7.8,11
94,Eastern Michigan,-8.9,6-6,6,6,21.1,29.2,-0.043,0.017,0.363,0.414,-10.0,-8.2,10
95,Colorado,-9.4,3-10,3,10,27.4,36.5,0.017,0.085,0.372,0.425,-9.8,-9.1,13
96,Kent State,-9.7,5-7,5,7,8.6,19.3,-0.149,-0.072,0.322,0.392,-8.1,-10.7,11
97,New Mexico State,-9.9,4-9,4,9,27.3,35.1,0.018,0.059,0.365,0.451,-13.0,-7.8,12
98,Kansas,-10.1,2-10,2,10,22.7,34.3,-0.038,0.043,0.391,0.472,-7.8,-11.6,11
99,Maryland,-10.2,2-10,2,10,25.7,35.0,-0.016,0.061,0.409,0.447,-11.6,-9.3,11
100,Ole Miss,-11.2,2-10,2,10,19.3,33.0,-0.068,0.045,0.382,0.437,-7.4,-13.7,11
101,Kentucky,-11.9,5-7,5,7,11.2,27.9,-0.128,-0.002,0.333,0.427,-4.7,-16.7,11
102,Buffalo,-11.9,3-9,3,9,17.5,27.7,-0.078,-0.002,0.363,0.424,-14.4,-10.3,11
103,Duke,-12.1,3-9,3,9,26.9,41.5,0.003,0.115,0.389,0.471,-8.2,-14.7,11
104,Indiana,-12.9,1-11,1,11,26.8,39.7,0.003,0.093,0.387,0.48,-13.0,-12.9,11
105,Bowling Green,-12.9,5-7,5,7,18.4,35.3,-0.08,0.057,0.389,0.462,-7.0,-16.9,11
106,North Texas,-13.5,5-7,5,7,17.2,32.6,-0.085,0.046,0.373,0.424,-10.7,-15.3,12
107,Ball State,-15.0,6-6,6,6,21.0,41.0,-0.057,0.11,0.395,0.471,-7.4,-20.0,12
108,Central Michigan,-15.5,3-9,3,9,24.1,40.3,-0.025,0.1,0.392,0.478,-14.5,-16.2,11
109,Wyoming,-16.4,8-5,8,5,19.0,42.6,-0.068,0.117,0.374,0.492,-5.7,-23.5,11
110,Troy,-16.6,3-9,3,9,19.1,35.6,-0.062,0.074,0.361,0.429,-16.6,-16.6,11
111,Tulane,-16.7,2-11,2,11,17.0,30.4,-0.081,0.028,0.359,0.416,-21.7,-13.4,12
112,Idaho,-17.1,2-10,2,10,13.1,31.0,-0.118,0.03,0.354,0.427,-15.8,-17.9,11
113,Middle Tennessee,-19.5,2-10,2,10,16.8,35.9,-0.096,0.06,0.388,0.468,-20.1,-19.1,11
114,Memphis,-20.2,2-10,2,10,12.6,31.5,-0.105,0.039,0.313,0.416,-22.2,-18.9,9
115,Colorado State,-20.3,3-9,3,9,17.2,41.3,-0.083,0.114,0.366,0.47,-14.6,-24.2,11
116,UAB,-21.8,3-9,3,9,23.4,48.5,-0.047,0.147,0.427,0.558,-16.7,-25.1,11
117,UNLV,-22.6,2-10,2,10,11.2,37.0,-0.129,0.074,0.337,0.463,-17.8,-25.8,10
118,Florida Atlantic,-23.7,1-11,1,11,11.7,35.1,-0.114,0.065,0.314,0.44,-24.1,-23.3,12
119,Akron,-27.2,1-11,1,11,9.9,38.7,-0.134,0.076,0.318,0.497,-24.6,-28.8,10
120,New Mexico,-28.5,1-11,1,11,12.7,45.9,-0.114,0.14,0.336,0.514,-21.3,-33.2,11
