rank,team,power_rating,record,wins,losses,off_rating,def_rating,adj_off_ppa,adj_def_ppa,adj_off_sr,adj_def_sr,srs,epa_rating,games
21,Clemson,11.5,9-5,9,5,25.0,14.8,-0.01,-0.088,0.405,0.348,13.3,10.3,13
22,South Carolina,11.2,7-6,7,6,27.9,13.4,0.023,-0.105,0.394,0.355,6.2,14.5,12
23,Tennessee,10.9,7-6,7,6,34.4,22.5,0.064,-0.038,0.449,0.413,9.4,11.9,13
24,Nebraska,10.7,10-4,10,4,22.9,13.7,-0.023,-0.091,0.384,0.331,12.9,9.2,14
25,Mississippi State,10.6,5-7,5,7,29.5,15.5,0.016,-0.104,0.447,0.402,5.4,14.0,11
26,Cincinnati,8.9,12-1,12,1,38.0,32.2,0.088,0.051,0.479,0.431,13.4,5.9,12
27,Texas A&M,8.3,6-7,6,7,36.5,24.5,0.086,-0.021,0.449,0.421,2.9,12.0,13
28,North Carolina,8.3,8-5,8,5,20.1,12.5,-0.051,-0.118,0.385,0.364,9.4,7.7,11
29,Florida State,8.2,7-6,7,6,43.0,33.9,0.125,0.074,0.51,0.418,6.8,9.0,12
30,Iowa,8.1,11-2,11,2,19.4,12.8,-0.059,-0.101,0.386,0.334,10.6,6.5,12
31,Pittsburgh,7.7,10-3,10,3,28.8,24.6,0.02,-0.011,0.423,0.4,12.9,4.2,12
32,Stanford,7.4,8-5,8,5,40.3,34.7,0.117,0.067,0.465,0.454,10.2,5.6,12
33,Oregon State,6.7,8-5,8,5,33.8,27.8,0.067,0.013,0.429,0.419,7.7,6.0,12
34,Oklahoma State,6.6,9-4,9,4,24.3,17.5,-0.022,-0.07,0.414,0.371,6.3,6.8,12
35,Nevada,6.5,8-5,8,5,36.9,26.9,0.083,0.016,0.465,0.39,1.2,10.0,13
36,Air Force,6.4,8-5,8,5,23.1,17.3,-0.022,-0.076,0.385,0.379,7.4,5.8,12
37,Kansas,6.3,5-7,5,7,35.2,25.6,0.068,0.006,0.46,0.382,1.2,9.6,11
38,Utah,5.8,10-3,10,3,22.4,17.1,-0.045,-0.072,0.422,0.365,6.6,5.3,13
39,USC,5.7,9-4,9,4,31.3,26.9,0.047,0.0,0.418,0.426,7.6,4.4,13
40,Arizona,5.7,8-5,8,5,24.2,19.0,-0.019,-0.059,0.404,0.379,6.4,5.2,12
41,Notre Dame,5.2,6-6,6,6,35.9,30.9,0.07,0.041,0.471,0.423,5.4,5.0,12
42,West Virginia,4.7,9-4,9,4,24.9,21.8,-0.009,-0.034,0.398,0.386,7.0,3.1,12
43,Arizona State,4.2,4-8,4,8,22.3,15.2,-0.025,-0.089,0.375,0.361,-0.3,7.1,10
44,California,4.0,8-5,8,5,24.7,19.6,-0.001,-0.054,0.373,0.384,2.4,5.0,12
45,East Carolina,3.5,9-5,9,5,28.2,25.2,0.013,-0.011,0.424,0.414,4.4,2.9,13
46,Central Michigan,3.5,12-2,12,2,32.7,29.9,0.047,0.022,0.45,0.447,4.5,2.8,12
47,Houston,3.4,10-4,10,4,42.0,38.6,0.112,0.102,0.518,0.464,3.5,3.4,13
48,Northwestern,3.4,8-5,8,5,29.3,21.8,0.019,-0.044,0.434,0.41,-2.8,7.5,12
49,Kentucky,3.3,7-6,7,6,27.1,25.3,0.012,-0.002,0.4,0.395,5.6,1.8,11
50,Navy,3.0,10-4,10,4,30.5,28.6,0.045,0.013,0.403,0.435,4.6,1.9,13
51,UCLA,2.8,7-6,7,6,22.8,19.6,-0.028,-0.064,0.393,0.405,2.2,3.3,13
52,Missouri,2.0,8-5,8,5,26.7,25.2,-0.009,-0.012,0.441,0.417,2.8,1.5,12
53,Michigan State,1.9,6-7,6,7,25.8,23.9,-0.007,-0.009,0.414,0.378,2.0,1.8,12
54,Boston College,1.9,8-5,8,5,19.1,19.2,-0.055,-0.062,0.368,0.391,4.8,-0.1,12
55,South Florida,1.4,8-5,8,5,20.7,20.4,-0.033,-0.053,0.357,0.397,2.9,0.4,11
56,Purdue,1.1,5-7,5,7,24.0,22.0,-0.017,-0.025,0.395,0.371,-0.2,1.9,12
57,Wake Forest,0.8,5-7,5,7,30.3,30.8,0.036,0.045,0.419,0.413,2.6,-0.4,11
58,Louisiana Tech,0.7,4-8,4,8,23.5,20.9,-0.013,-0.052,0.374,0.406,-2.4,2.7,10
59,UConn,0.5,8-5,8,5,28.5,33.3,0.016,0.067,0.423,0.42,8.3,-4.8,12
60,Troy,0.0,9-4,9,4,29.4,30.7,0.027,0.044,0.42,0.412,2.0,-1.3,13
61,Minnesota,-0.2,6-7,6,7,26.2,26.5,0.007,0.004,0.391,0.41,0.0,-0.4,12
62,Fresno State,-0.2,8-5,8,5,31.5,31.4,0.047,0.053,0.422,0.41,-0.7,0.1,12
63,Washington,-0.7,5-7,5,7,30.7,33.1,0.04,0.057,0.42,0.441,1.9,-2.4,12
64,Colorado,-0.9,3-9,3,9,19.3,17.6,-0.043,-0.063,0.346,0.355,-4.9,1.7,12
65,Syracuse,-0.9,4-8,4,8,20.0,17.4,-0.06,-0.064,0.402,0.354,-6.3,2.6,11
66,UAB,-1.0,5-7,5,7,34.1,31.6,0.067,0.038,0.438,0.449,-6.1,2.5,10
67,Kansas State,-1.5,6-6,6,6,29.5,31.1,0.029,0.04,0.416,0.431,-1.3,-1.6,10
68,Virginia,-1.6,3-9,3,9,22.1,24.9,-0.031,-0.01,0.384,0.405,0.2,-2.9,11
69,NC State,-2.0,5-7,5,7,29.2,30.4,0.025,0.026,0.419,0.45,-3.2,-1.2,10
70,Tulsa,-2.5,5-7,5,7,21.3,21.8,-0.039,-0.035,0.385,0.388,-5.6,-0.4,11
71,SMU,-2.7,8-5,8,5,26.0,28.3,0.003,0.017,0.395,0.419,-3.2,-2.3,12
72,Maryland,-2.8,2-10,2,10,22.7,23.6,-0.025,-0.027,0.383,0.412,-5.7,-0.9,11
73,Michigan,-2.8,5-7,5,7,25.0,27.6,-0.027,0.015,0.442,0.41,-3.1,-2.7,11
74,Rutgers,-3.4,9-4,9,4,11.4,20.8,-0.115,-0.034,0.33,0.362,5.6,-9.4,11
75,Northern Illinois,-3.6,7-6,7,6,24.0,26.7,-0.018,0.007,0.397,0.407,-4.9,-2.7,11
76,Middle Tennessee,-3.7,10-3,10,3,13.5,19.9,-0.109,-0.044,0.363,0.364,0.4,-6.4,13
77,Iowa State,-3.8,7-6,7,6,29.2,33.6,0.016,0.046,0.441,0.478,-2.8,-4.4,12
78,Vanderbilt,-3.8,2-10,2,10,20.7,23.1,-0.038,-0.024,0.366,0.395,-5.7,-2.5,11
79,Duke,-3.8,5-7,5,7,22.3,27.9,-0.033,0.015,0.394,0.417,-1.1,-5.6,10
80,Idaho,-4.2,8-5,8,5,34.2,35.9,0.069,0.074,0.433,0.466,-7.9,-1.7,13
81,Baylor,-4.3,4-8,4,8,25.1,29.0,-0.009,0.022,0.402,0.425,-4.8,-3.9,11
82,Illinois,-4.6,3-9,3,9,30.1,33.9,0.033,0.07,0.423,0.426,-5.8,-3.7,11
83,UCF,-4.6,8-5,8,5,20.1,26.9,-0.046,0.024,0.372,0.371,-1.3,-6.8,12
84,Southern Miss,-4.8,7-6,7,6,27.1,34.3,0.007,0.073,0.413,0.43,-1.2,-7.1,12
85,Marshall,-5.2,7-6,7,6,20.6,26.7,-0.047,0.012,0.386,0.396,-3.8,-6.1,12
86,San Diego State,-5.3,4-8,4,8,25.9,28.1,0.006,0.029,0.387,0.389,-10.0,-2.2,10
87,Indiana,-5.4,4-8,4,8,26.5,31.9,-0.004,0.039,0.425,0.454,-5.3,-5.4,11
88,Toledo,-5.9,5-7,5,7,28.9,29.9,0.029,0.03,0.403,0.426,-13.3,-1.0,12
89,Bowling Green,-6.7,7-6,7,6,24.3,32.6,-0.006,0.066,0.377,0.405,-4.2,-8.3,13
90,Miami (OH),-7.5,1-11,1,11,27.5,28.0,0.019,0.007,0.394,0.437,-18.0,-0.5,9
91,Colorado State,-7.9,3-9,3,9,28.1,35.3,0.01,0.07,0.428,0.461,-9.1,-7.2,11
92,Temple,-8.3,9-4,9,4,17.8,30.3,-0.071,0.02,0.376,0.459,-1.9,-12.5,11
93,Hawai'i,-8.3,6-7,6,7,31.0,38.2,0.032,0.086,0.444,0.491,-10.0,-7.2,11
94,Wyoming,-9.6,7-6,7,6,18.5,29.8,-0.061,0.019,0.37,0.449,-7.2,-11.3,12
95,Louisville,-9.9,4-8,4,8,24.2,36.5,-0.01,0.094,0.384,0.434,-6.3,-12.3,11
96,Ohio,-10.4,9-5,9,5,13.0,28.1,-0.095,0.023,0.318,0.4,-3.4,-15.1,11
97,Buffalo,-10.4,5-7,5,7,20.6,32.5,-0.05,0.035,0.393,0.475,-8.2,-11.9,10
98,New Mexico,-10.6,1-11,1,11,21.3,27.3,-0.032,0.006,0.369,0.423,-17.6,-5.9,12
99,UL Monroe,-10.7,6-6,6,6,18.8,29.8,-0.067,0.025,0.391,0.437,-10.3,-10.9,11
100,Utah State,-10.8,4-8,4,8,26.4,38.9,0.018,0.122,0.372,0.424,-8.4,-12.4,11
101,UTEP,-11.7,4-8,4,8,24.4,38.7,-0.011,0.106,0.391,0.456,-7.8,-14.3,10
102,Kent State,-12.5,5-7,5,7,11.2,23.6,-0.117,-0.025,0.329,0.407,-12.6,-12.4,11
103,Florida Atlantic,-12.5,5-7,5,7,29.2,43.1,0.031,0.137,0.405,0.486,-10.5,-13.8,12
104,Arkansas State,-13.4,4-8,4,8,16.1,31.3,-0.082,0.046,0.362,0.423,-10.9,-15.1,11
105,North Texas,-13.9,2-10,2,10,21.7,35.3,-0.041,0.064,0.397,0.473,-14.3,-13.6,11
106,Louisiana,-14.2,6-6,6,6,19.0,33.9,-0.054,0.062,0.365,0.446,-13.0,-14.9,11
107,Army,-14.3,5-7,5,7,12.7,27.4,-0.098,0.015,0.321,0.404,-13.8,-14.7,11
108,Memphis,-14.8,2-10,2,10,21.2,36.2,-0.055,0.081,0.42,0.457,-14.6,-15.0,9
109,UNLV,-15.4,5-7,5,7,22.1,41.6,-0.034,0.125,0.39,0.48,-9.2,-19.5,11
110,Ball State,-15.6,2-10,2,10,16.4,32.0,-0.078,0.028,0.361,0.484,-15.5,-15.6,10
111,Western Michigan,-16.6,5-7,5,7,18.1,38.0,-0.074,0.098,0.39,0.459,-11.6,-20.0,11
112,Tulane,-17.4,3-9,3,9,20.1,35.8,-0.05,0.063,0.381,0.49,-19.9,-15.8,11
113,Florida International,-17.4,3-9,3,9,15.0,35.8,-0.089,0.076,0.354,0.458,-12.4,-20.8,12
114,Akron,-19.0,3-9,3,9,14.8,34.8,-0.101,0.064,0.378,0.464,-17.6,-20.0,10
115,Rice,-20.8,2-10,2,10,14.8,37.0,-0.095,0.088,0.363,0.458,-18.8,-22.2,12
116,Western Kentucky,-21.6,0-12,0,12,21.0,43.6,-0.036,0.132,0.369,0.511,-20.0,-22.6,11
117,San José State,-23.1,2-10,2,10,15.1,41.6,-0.086,0.124,0.349,0.482,-17.9,-26.5,8
118,Washington State,-24.2,1-11,1,11,10.6,38.4,-0.11,0.082,0.298,0.505,-18.8,-27.9,11
119,New Mexico State,-24.5,3-10,3,10,7.0,33.5,-0.148,0.071,0.304,0.417,-21.6,-26.5,11
120,Eastern Michigan,-25.6,0-12,0,12,13.2,39.8,-0.1,0.109,0.338,0.475,-24.2,-26.5,11
