rank,team,power_rating,record,wins,losses,off_rating,def_rating,adj_off_ppa,adj_def_ppa,adj_off_sr,adj_def_sr,srs,epa_rating,games
39,Texas Tech,6.7,Preseason,0,0,28.9,22.2,,,,,6.4,7.0,0
40,Illinois,6.6,Preseason,0,0,29.1,22.6,,,,,1.6,7.0,0
41,West Virginia,6.5,Preseason,0,0,33.6,27.2,,,,,3.9,6.8,0
42,Miami,6.2,Preseason,0,0,31.4,25.3,,,,,2.8,6.5,0
43,NC State,5.8,Preseason,0,0,25.8,20.1,,,,,6.9,6.1,0
44,Nebraska,5.6,Preseason,0,0,28.4,22.8,,,,,0.5,5.9,0
45,Iowa,5.5,Preseason,0,0,16.8,11.3,,,,,5.8,5.8,0
46,Memphis,4.8,Preseason,0,0,32.3,27.6,,,,,3.0,5.1,0
47,James Madison,4.5,Preseason,0,0,26.3,21.9,,,,,7.3,4.7,0
48,Baylor,4.2,Preseason,0,0,29.8,25.7,,,,,-0.3,4.4,0
49,Virginia Tech,4.1,Preseason,0,0,29.3,25.2,,,,,0.1,4.3,0
50,California,3.7,Preseason,0,0,28.6,24.9,,,,,0.8,3.9,0
51,North Carolina,3.6,Preseason,0,0,33.2,29.6,,,,,4.3,3.8,0
52,Purdue,3.6,Preseason,0,0,29.9,26.4,,,,,0.7,3.8,0
53,Liberty,3.5,Preseason,0,0,31.4,27.9,,,,,4.6,3.7,0
54,Pittsburgh,3.3,Preseason,0,0,22.9,19.6,,,,,1.2,3.4,0
55,Washington State,3.2,Preseason,0,0,26.7,23.5,,,,,5.2,3.3,0
56,Minnesota,2.8,Preseason,0,0,27.8,25.0,,,,,2.6,3.0,0
57,Mississippi State,2.8,Preseason,0,0,24.9,22.2,,,,,2.6,2.9,0
58,Virginia,2.2,Preseason,0,0,28.2,26.0,,,,,-4.7,2.3,0
59,App State,2.1,Preseason,0,0,30.5,28.4,,,,,2.3,2.2,0
60,Cincinnati,1.3,Preseason,0,0,29.5,28.3,,,,,-0.8,1.4,0
61,Tulane,1.2,Preseason,0,0,27.1,25.9,,,,,2.4,1.2,0
62,Arizona State,1.1,Preseason,0,0,28.4,27.3,,,,,-2.9,1.1,0
63,Houston,1.0,Preseason,0,0,28.7,27.8,,,,,-0.4,1.0,0
64,UTSA,0.3,Preseason,0,0,26.9,26.6,,,,,2.4,0.3,0
65,Duke,0.1,Preseason,0,0,28.0,27.9,,,,,4.9,0.1,0
66,Georgia Tech,0.1,Preseason,0,0,29.6,29.5,,,,,-0.9,0.1,0
67,Fresno State,-0.3,Preseason,0,0,26.9,27.2,,,,,2.2,-0.3,0
68,South Alabama,-0.8,Preseason,0,0,26.1,26.9,,,,,0.9,-0.8,0
69,Syracuse,-0.9,Preseason,0,0,24.3,25.2,,,,,-2.2,-1.0,0
70,Boston College,-1.3,Preseason,0,0,27.6,28.9,,,,,-5.1,-1.3,0
71,BYU,-1.5,Preseason,0,0,26.5,28.0,,,,,-0.6,-1.6,0
72,Wake Forest,-1.6,Preseason,0,0,28.4,30.0,,,,,2.0,-1.7,0
73,Troy,-1.6,Preseason,0,0,21.6,23.2,,,,,5.9,-1.8,0
74,Rutgers,-1.7,Preseason,0,0,21.7,23.4,,,,,-1.4,-1.8,0
75,UAB,-1.9,Preseason,0,0,32.5,34.4,,,,,-7.7,-2.1,0
76,Stanford,-2.3,Preseason,0,0,26.1,28.4,,,,,-4.9,-2.4,0
77,Western Kentucky,-2.4,Preseason,0,0,28.8,31.1,,,,,0.9,-2.5,0
78,Louisiana,-2.9,Preseason,0,0,27.3,30.3,,,,,-0.9,-3.1,0
79,Northwestern,-3.3,Preseason,0,0,22.4,25.7,,,,,-2.4,-3.5,0
80,South Florida,-3.7,Preseason,0,0,29.0,32.7,,,,,-9.5,-4.0,0
81,Michigan State,-3.8,Preseason,0,0,21.9,25.8,,,,,-0.9,-4.1,0
82,Air Force,-3.9,Preseason,0,0,26.2,30.1,,,,,4.2,-4.2,0
83,Toledo,-4.0,Preseason,0,0,23.9,27.9,,,,,-0.2,-4.2,0
84,Colorado,-4.3,Preseason,0,0,25.0,29.4,,,,,-5.2,-4.6,0
85,Marshall,-4.4,Preseason,0,0,20.1,24.4,,,,,-3.1,-4.6,0
86,Coastal Carolina,-4.6,Preseason,0,0,28.7,33.3,,,,,-1.4,-4.9,0
87,Jacksonville State,-4.7,Preseason,0,0,17.4,22.0,,,,,-1.0,-5.0,0
88,Indiana,-4.7,Preseason,0,0,25.2,29.9,,,,,-5.1,-5.0,0
89,Wyoming,-5.1,Preseason,0,0,22.6,27.7,,,,,-2.9,-5.4,0
90,Rice,-5.4,Preseason,0,0,23.7,29.2,,,,,-10.0,-5.8,0
91,UNLV,-5.7,Preseason,0,0,26.5,32.2,,,,,-3.7,-6.0,0
92,Texas State,-6.6,Preseason,0,0,23.5,30.2,,,,,-7.1,-7.0,0
93,East Carolina,-6.7,Preseason,0,0,21.4,28.1,,,,,-5.4,-7.1,0
94,San José State,-6.7,Preseason,0,0,23.9,30.6,,,,,-2.2,-7.1,0
95,Georgia State,-7.1,Preseason,0,0,21.7,28.7,,,,,-4.0,-7.5,0
96,Old Dominion,-7.1,Preseason,0,0,20.8,27.9,,,,,-6.5,-7.5,0
97,Navy,-7.1,Preseason,0,0,17.8,25.0,,,,,-6.0,-7.6,0
98,Northern Illinois,-7.9,Preseason,0,0,24.7,32.6,,,,,-8.3,-8.3,0
99,Vanderbilt,-8.5,Preseason,0,0,22.1,30.6,,,,,-7.9,-9.0,0
100,Ohio,-8.9,Preseason,0,0,22.4,31.3,,,,,-3.5,-9.4,0
101,Bowling Green,-8.9,Preseason,0,0,21.3,30.2,,,,,-8.0,-9.5,0
102,Miami (OH),-8.9,Preseason,0,0,17.9,26.9,,,,,-2.7,-9.5,0
103,Georgia Southern,-9.2,Preseason,0,0,24.9,34.1,,,,,-7.8,-9.8,0
104,Colorado State,-10.2,Preseason,0,0,20.6,30.7,,,,,-9.3,-10.8,0
105,Hawai'i,-10.2,Preseason,0,0,22.3,32.5,,,,,-12.9,-10.8,0
106,Utah State,-10.2,Preseason,0,0,23.1,33.4,,,,,-6.4,-10.8,0
107,Sam Houston,-10.6,Preseason,0,0,19.2,29.7,,,,,-11.1,-11.2,0
108,Tulsa,-11.2,Preseason,0,0,23.7,35.0,,,,,-8.8,-11.9,0
109,Florida Atlantic,-11.4,Preseason,0,0,19.9,31.3,,,,,-8.9,-12.1,0
110,San Diego State,-11.4,Preseason,0,0,19.9,31.3,,,,,-5.6,-12.1,0
111,Middle Tennessee,-11.5,Preseason,0,0,18.9,30.4,,,,,-7.1,-12.2,0
112,North Texas,-11.8,Preseason,0,0,25.6,37.5,,,,,-7.8,-12.5,0
113,Western Michigan,-12.0,Preseason,0,0,20.4,32.5,,,,,-12.1,-12.7,0
114,Arkansas State,-13.1,Preseason,0,0,21.6,34.7,,,,,-8.9,-13.9,0
115,New Mexico State,-13.3,Preseason,0,0,23.8,37.1,,,,,-8.1,-14.1,0
116,Central Michigan,-13.7,Preseason,0,0,21.3,35.0,,,,,-11.6,-14.5,0
117,UTEP,-14.2,Preseason,0,0,19.5,33.7,,,,,-11.2,-15.0,0
118,Army,-14.7,Preseason,0,0,21.8,36.5,,,,,-2.8,-15.5,0
119,Buffalo,-15.3,Preseason,0,0,14.0,29.3,,,,,-10.6,-16.2,0
120,Nevada,-15.7,Preseason,0,0,15.6,31.4,,,,,-12.2,-16.6,0
121,Ball State,-16.0,Preseason,0,0,17.5,33.5,,,,,-11.4,-16.9,0
122,Southern Miss,-16.2,Preseason,0,0,15.3,31.5,,,,,-10.6,-17.2,0
123,UConn,-18.6,Preseason,0,0,15.1,33.7,,,,,-12.8,-19.7,0
124,Louisiana Tech,-18.8,Preseason,0,0,18.9,37.7,,,,,-13.8,-19.9,0
125,Charlotte,-18.8,Preseason,0,0,17.9,36.7,,,,,-17.1,-19.9,0
126,New Mexico,-20.4,Preseason,0,0,15.8,36.2,,,,,-15.7,-21.6,0
127,Florida International,-20.4,Preseason,0,0,15.8,36.2,,,,,-20.0,-21.6,0
128,Eastern Michigan,-20.8,Preseason,0,0,17.1,37.9,,,,,-12.6,-22.0,0
129,Kent State,-20.9,Preseason,0,0,19.5,40.5,,,,,-18.2,-22.2,0
130,Temple,-21.5,Preseason,0,0,16.5,38.0,,,,,-16.9,-22.8,0
131,UL Monroe,-22.3,Preseason,0,0,13.7,36.0,,,,,-13.4,-23.6,0
132,Akron,-22.4,Preseason,0,0,13.3,35.8,,,,,-18.0,-23.7,0
133,Massachusetts,-22.6,Preseason,0,0,16.5,39.1,,,,,-17.6,-23.9,0
