rank,team,power_rating,record,wins,losses,off_rating,def_rating,adj_off_ppa,adj_def_ppa,adj_off_sr,adj_def_sr,srs,epa_rating,games
1,Ohio State,27.9,Preseason,0,0,41.7,13.9,,,,,23.8,31.4,0
2,Penn State,24.6,Preseason,0,0,38.4,13.9,,,,,19.1,27.7,0
3,Notre Dame,23.5,Preseason,0,0,36.7,13.4,,,,,19.3,26.4,0
4,Georgia,22.6,Preseason,0,0,39.1,16.6,,,,,19.8,25.4,0
5,Alabama,22.5,Preseason,0,0,36.7,14.4,,,,,18.0,25.2,0
6,Oregon,21.2,Preseason,0,0,40.7,19.6,,,,,20.5,23.8,0
7,LSU,20.2,Preseason,0,0,42.2,22.1,,,,,14.0,22.7,0
8,Texas,19.9,Preseason,0,0,34.0,14.2,,,,,19.2,22.3,0
9,Michigan,18.7,Preseason,0,0,33.9,15.4,,,,,15.6,21.0,0
10,Kansas State,18.1,Preseason,0,0,36.7,18.7,,,,,13.5,20.3,0
11,Ole Miss,17.7,Preseason,0,0,37.6,20.1,,,,,15.5,19.8,0
12,Tennessee,17.4,Preseason,0,0,34.6,17.4,,,,,13.0,19.5,0
13,Oklahoma,16.2,Preseason,0,0,32.4,16.4,,,,,9.0,18.1,0
14,Texas A&M,16.1,Preseason,0,0,32.4,16.5,,,,,9.3,18.0,0
15,Louisville,15.0,Preseason,0,0,34.5,19.6,,,,,12.1,16.8,0
16,Clemson,14.8,Preseason,0,0,32.8,18.1,,,,,11.4,16.6,0
17,Florida,14.7,Preseason,0,0,35.3,20.7,,,,,8.0,16.5,0
18,Arizona State,13.5,Preseason,0,0,34.8,21.4,,,,,4.7,15.2,0
19,USC,13.2,Preseason,0,0,39.3,26.2,,,,,11.1,14.8,0
20,Kansas,13.1,Preseason,0,0,40.8,27.8,,,,,8.8,14.6,0
21,Auburn,13.0,Preseason,0,0,31.4,18.5,,,,,3.6,14.6,0
22,Miami,12.8,Preseason,0,0,36.3,23.6,,,,,9.8,14.4,0
23,TCU,12.7,Preseason,0,0,36.0,23.5,,,,,8.8,14.2,0
24,SMU,12.6,Preseason,0,0,32.5,20.1,,,,,10.3,14.1,0
25,Washington,12.5,Preseason,0,0,35.8,23.5,,,,,9.5,14.0,0
26,Missouri,12.4,Preseason,0,0,30.3,18.1,,,,,10.2,13.8,0
27,Arkansas,11.6,Preseason,0,0,33.9,22.4,,,,,3.2,13.0,0
28,South Carolina,11.5,Preseason,0,0,32.8,21.4,,,,,10.4,12.9,0
29,Illinois,11.0,Preseason,0,0,34.1,23.2,,,,,5.5,12.3,0
30,Texas Tech,10.5,Preseason,0,0,31.4,21.0,,,,,5.4,11.7,0
31,Indiana,10.3,Preseason,0,0,32.8,22.6,,,,,7.4,11.5,0
32,Utah,9.6,Preseason,0,0,26.4,16.9,,,,,6.0,10.7,0
33,UCF,9.6,Preseason,0,0,33.2,23.7,,,,,3.0,10.7,0
34,Boise State,9.0,Preseason,0,0,33.4,24.6,,,,,7.5,10.0,0
35,Iowa State,8.9,Preseason,0,0,30.1,21.3,,,,,9.0,9.9,0
36,Tulane,8.6,Preseason,0,0,29.9,21.5,,,,,5.0,9.5,0
37,Georgia Tech,8.4,Preseason,0,0,31.9,23.6,,,,,2.8,9.4,0
38,Baylor,8.2,Preseason,0,0,33.7,25.6,,,,,3.9,9.1,0
39,Wisconsin,7.5,Preseason,0,0,28.9,21.6,,,,,4.1,8.3,0
40,Minnesota,7.4,Preseason,0,0,28.4,21.0,,,,,6.8,8.3,0
41,Colorado,6.9,Preseason,0,0,29.1,22.3,,,,,4.8,7.7,0
42,Kentucky,6.8,Preseason,0,0,28.3,21.6,,,,,3.8,7.5,0
43,Arizona,6.7,Preseason,0,0,33.2,26.7,,,,,1.3,7.4,0
44,UCLA,6.4,Preseason,0,0,29.5,23.3,,,,,4.6,7.1,0
45,Nebraska,6.2,Preseason,0,0,28.9,22.9,,,,,4.8,6.9,0
46,Cincinnati,5.7,Preseason,0,0,29.6,24.0,,,,,0.4,6.3,0
47,NC State,5.5,Preseason,0,0,29.0,23.6,,,,,1.7,6.1,0
48,Iowa,4.3,Preseason,0,0,23.1,18.9,,,,,8.7,4.8,0
49,Virginia Tech,4.1,Preseason,0,0,26.2,22.3,,,,,5.7,4.5,0
50,Duke,3.7,Preseason,0,0,26.9,23.3,,,,,5.1,4.1,0
