rank,team,power_rating,record,wins,losses,off_rating,def_rating,adj_off_ppa,adj_def_ppa,adj_off_sr,adj_def_sr,srs,epa_rating,games
1,Georgia,31.7,Preseason,0,0,42.8,11.2,,,,,25.6,33.2,0
2,Ohio State,27.6,Preseason,0,0,47.2,19.7,,,,,19.8,28.9,0
3,Alabama,25.9,Preseason,0,0,40.8,15.0,,,,,22.4,27.1,0
4,Michigan,20.7,Preseason,0,0,38.8,18.2,,,,,16.0,21.6,0
5,Utah,19.1,Preseason,0,0,37.0,17.9,,,,,15.5,20.0,0
6,Tennessee,18.9,Preseason,0,0,41.1,22.2,,,,,12.7,19.8,0
7,LSU,18.6,Preseason,0,0,38.6,20.1,,,,,8.9,19.4,0
8,Texas,18.4,Preseason,0,0,39.4,21.1,,,,,12.6,19.3,0
9,Florida State,16.0,Preseason,0,0,38.1,22.2,,,,,7.0,16.7,0
10,Texas A&M,15.5,Preseason,0,0,30.6,15.2,,,,,6.3,16.2,0
11,Penn State,15.0,Preseason,0,0,30.2,15.3,,,,,13.5,15.7,0
12,Clemson,14.8,Preseason,0,0,29.1,14.5,,,,,14.1,15.4,0
13,Wisconsin,14.5,Preseason,0,0,31.1,16.7,,,,,6.6,15.2,0
14,Mississippi State,14.1,Preseason,0,0,33.6,19.6,,,,,7.9,14.7,0
15,Ole Miss,14.1,Preseason,0,0,40.8,26.8,,,,,8.0,14.7,0
16,Auburn,13.5,Preseason,0,0,33.4,20.0,,,,,4.1,14.1,0
17,Kansas State,13.4,Preseason,0,0,36.4,23.0,,,,,12.4,14.0,0
18,Oregon,13.2,Preseason,0,0,38.6,25.5,,,,,9.5,13.7,0
19,Notre Dame,12.7,Preseason,0,0,31.5,18.9,,,,,11.8,13.3,0
20,UCLA,12.5,Preseason,0,0,38.8,26.4,,,,,7.9,13.0,0
21,Louisville,11.4,Preseason,0,0,34.0,22.7,,,,,7.0,11.9,0
22,Oklahoma,11.3,Preseason,0,0,37.2,26.1,,,,,11.6,11.7,0
23,USC,10.8,Preseason,0,0,41.3,30.6,,,,,7.2,11.3,0
24,Iowa State,10.8,Preseason,0,0,30.9,20.1,,,,,9.5,11.3,0
25,Oregon State,10.7,Preseason,0,0,34.6,23.9,,,,,7.4,11.2,0
26,TCU,10.7,Preseason,0,0,33.9,23.3,,,,,9.8,11.1,0
27,Arkansas,10.3,Preseason,0,0,34.9,24.7,,,,,7.3,10.7,0
28,Texas Tech,9.6,Preseason,0,0,33.9,24.4,,,,,5.3,10.0,0
29,Washington,9.2,Preseason,0,0,35.6,26.5,,,,,6.1,9.5,0
30,Pittsburgh,8.9,Preseason,0,0,27.0,18.2,,,,,7.3,9.3,0
31,Maryland,8.9,Preseason,0,0,31.5,22.7,,,,,3.5,9.2,0
