rank,team,power_rating,record,wins,losses,off_rating,def_rating,adj_off_ppa,adj_def_ppa,adj_off_sr,adj_def_sr,srs,epa_rating,games
49,Memphis,4.2,10-3,10,3,34.6,30.0,0.108,0.038,0.461,0.459,3.8,4.5,12
50,California,4.1,6-7,6,7,29.4,24.6,0.043,-0.03,0.421,0.416,2.9,4.8,12
51,Virginia Tech,3.9,7-6,7,6,30.0,26.9,0.047,0.021,0.434,0.384,5.2,3.1,13
52,Georgia Tech,2.9,7-6,7,6,33.1,30.1,0.087,0.042,0.454,0.452,2.9,3.0,12
53,App State,2.0,9-5,9,5,31.3,29.8,0.06,0.037,0.449,0.452,2.8,1.5,13
54,Nebraska,1.9,5-7,5,7,23.6,21.2,-0.033,-0.071,0.38,0.383,1.2,2.4,12
55,Illinois,1.6,5-7,5,7,31.8,27.3,0.061,0.002,0.465,0.442,-2.7,4.4,12
56,Northwestern,1.1,8-5,8,5,24.6,24.2,-0.028,-0.047,0.408,0.438,2.1,0.4,12
57,Arkansas,1.1,4-8,4,8,24.4,21.4,-0.031,-0.077,0.405,0.405,-1.8,3.0,11
58,Rutgers,1.0,7-6,7,6,24.4,25.2,-0.036,-0.041,0.416,0.463,3.6,-0.8,12
59,UTSA,0.7,9-4,9,4,25.7,25.4,-0.011,-0.006,0.408,0.39,1.3,0.3,13
60,Air Force,0.5,9-4,9,4,26.7,27.7,-0.003,0.015,0.428,0.427,2.8,-1.0,12
61,Toledo,0.4,11-3,11,3,28.2,28.1,0.03,0.015,0.408,0.44,0.8,0.1,13
62,San José State,0.4,7-6,7,6,29.0,28.8,0.032,0.032,0.431,0.427,0.7,0.2,12
63,Colorado,0.2,4-8,4,8,28.4,28.8,0.026,0.024,0.423,0.443,0.9,-0.3,12
64,Iowa,0.1,10-4,10,4,10.8,12.9,-0.217,-0.185,0.333,0.339,3.5,-2.1,14
65,Purdue,-0.5,4-8,4,8,27.0,26.2,-0.004,0.003,0.438,0.398,-2.4,0.8,12
66,Tulane,-0.8,11-3,11,3,23.7,25.3,-0.045,-0.024,0.412,0.427,0.3,-1.6,13
67,UNLV,-0.9,9-5,9,5,30.4,32.4,0.058,0.092,0.423,0.42,0.6,-1.9,13
68,Ohio,-1.1,10-3,10,3,23.0,23.7,-0.055,-0.046,0.41,0.419,-1.7,-0.8,12
69,Wyoming,-1.8,9-4,9,4,24.2,27.2,-0.038,0.007,0.415,0.424,-0.2,-3.0,12
70,Jacksonville State,-2.2,9-4,9,4,17.3,20.2,-0.134,-0.086,0.384,0.381,-1.0,-2.9,12
71,Texas State,-2.3,8-5,8,5,26.9,29.2,-0.005,0.027,0.439,0.453,-2.3,-2.3,12
72,Coastal Carolina,-2.3,8-5,8,5,27.0,30.5,0.011,0.044,0.405,0.461,-0.6,-3.5,12
73,Boston College,-2.7,7-6,7,6,28.7,30.9,0.032,0.068,0.419,0.422,-3.4,-2.2,12
74,Mississippi State,-2.7,5-7,5,7,18.8,21.1,-0.101,-0.081,0.362,0.404,-3.3,-2.3,11
75,Virginia,-2.9,3-9,3,9,26.2,28.1,-0.009,0.019,0.423,0.431,-4.4,-1.9,11
76,New Mexico State,-2.9,10-5,10,5,28.9,31.8,0.025,0.067,0.445,0.457,-3.1,-2.8,14
77,Arizona State,-3.1,3-9,3,9,24.9,27.3,-0.016,0.007,0.39,0.432,-4.1,-2.4,11
78,Fresno State,-3.3,9-4,9,4,22.6,28.0,-0.056,0.02,0.397,0.425,0.0,-5.5,12
79,Pittsburgh,-3.4,3-9,3,9,18.1,20.7,-0.126,-0.081,0.394,0.387,-4.6,-2.6,11
80,Old Dominion,-3.8,6-7,6,7,20.5,23.9,-0.079,-0.058,0.373,0.453,-4.4,-3.4,12
81,Western Kentucky,-4.4,8-5,8,5,25.9,32.4,-0.0,0.076,0.39,0.458,-1.3,-6.5,12
82,Rice,-4.5,6-7,6,7,26.0,28.5,-0.014,0.026,0.426,0.428,-7.5,-2.5,12
83,Louisiana,-4.8,6-7,6,7,28.4,34.4,0.018,0.086,0.442,0.51,-2.9,-6.0,12
84,Minnesota,-4.9,6-7,6,7,23.5,30.3,-0.048,0.054,0.413,0.43,-2.2,-6.8,13
85,BYU,-4.9,5-7,5,7,19.0,25.0,-0.11,-0.026,0.39,0.421,-3.4,-6.0,11
86,Houston,-5.2,4-8,4,8,23.5,28.8,-0.045,0.029,0.406,0.435,-4.9,-5.3,12
87,Miami (OH),-5.2,11-3,11,3,15.1,24.3,-0.139,-0.045,0.312,0.437,0.8,-9.1,13
88,Marshall,-5.5,6-7,6,7,20.5,25.0,-0.08,-0.016,0.375,0.4,-6.8,-4.6,12
89,Indiana,-5.6,3-9,3,9,26.6,33.2,-0.004,0.088,0.427,0.458,-4.1,-6.5,11
90,Bowling Green,-5.8,7-6,7,6,21.6,29.3,-0.066,0.022,0.384,0.47,-3.0,-7.7,12
91,Georgia State,-6.0,7-6,7,6,22.8,30.2,-0.049,0.051,0.388,0.434,-4.0,-7.4,12
92,Stanford,-6.3,3-9,3,9,22.9,30.7,-0.047,0.044,0.388,0.47,-4.2,-7.8,11
93,Northern Illinois,-6.5,7-6,7,6,24.3,30.8,-0.028,0.051,0.396,0.456,-6.5,-6.5,12
94,Middle Tennessee,-6.6,4-8,4,8,21.7,28.2,-0.073,0.012,0.401,0.449,-6.8,-6.5,11
95,South Florida,-6.7,7-6,7,6,24.0,29.6,-0.033,0.053,0.394,0.409,-8.2,-5.7,12
96,Cincinnati,-6.9,3-9,3,9,28.1,34.0,0.017,0.117,0.432,0.421,-8.4,-5.9,11
97,Wake Forest,-7.0,4-8,4,8,22.3,31.2,-0.069,0.071,0.419,0.422,-4.2,-8.8,11
98,Baylor,-7.0,3-9,3,9,25.3,31.7,-0.021,0.072,0.418,0.441,-8.0,-6.3,11
99,Arkansas State,-7.5,6-7,6,7,22.2,32.0,-0.053,0.075,0.378,0.447,-4.2,-9.8,12
100,Syracuse,-7.9,6-7,6,7,17.9,27.1,-0.117,-0.003,0.364,0.446,-6.0,-9.2,12
101,Michigan State,-8.1,4-8,4,8,17.2,27.6,-0.129,0.01,0.366,0.432,-4.6,-10.4,11
102,Georgia Southern,-8.6,6-7,6,7,25.9,35.2,-0.014,0.116,0.422,0.47,-7.4,-9.4,12
103,UAB,-9.0,4-8,4,8,30.2,36.1,0.049,0.119,0.437,0.496,-13.7,-5.9,11
104,Utah State,-9.7,6-7,6,7,23.8,34.3,-0.033,0.103,0.389,0.466,-8.4,-10.5,12
105,Florida Atlantic,-9.7,4-8,4,8,21.3,30.6,-0.075,0.053,0.392,0.446,-10.2,-9.4,11
106,Colorado State,-9.8,5-7,5,7,20.9,31.3,-0.082,0.061,0.393,0.453,-8.9,-10.4,11
107,Vanderbilt,-10.8,2-10,2,10,20.7,31.7,-0.08,0.078,0.386,0.425,-10.6,-10.9,11
108,North Texas,-11.2,5-7,5,7,29.0,41.1,0.036,0.194,0.424,0.506,-10.0,-12.0,11
109,Navy,-11.7,5-7,5,7,12.0,25.0,-0.203,-0.025,0.345,0.416,-9.8,-13.0,11
110,East Carolina,-12.2,2-10,2,10,14.0,26.5,-0.167,0.02,0.336,0.368,-11.8,-12.5,11
111,Sam Houston,-12.2,3-9,3,9,16.7,29.7,-0.127,0.039,0.343,0.443,-11.1,-13.0,11
112,New Mexico,-12.4,4-8,4,8,28.6,40.4,0.019,0.19,0.446,0.49,-13.3,-11.8,11
113,Ball State,-12.7,4-8,4,8,16.7,29.1,-0.13,0.027,0.349,0.449,-13.0,-12.4,11
114,Army,-12.7,6-6,6,6,18.5,36.3,-0.116,0.127,0.384,0.484,-5.1,-17.9,10
115,San Diego State,-12.8,4-8,4,8,20.8,36.4,-0.09,0.125,0.408,0.493,-8.5,-15.6,11
116,UTEP,-13.0,3-9,3,9,20.4,33.6,-0.078,0.099,0.367,0.449,-12.7,-13.2,11
117,Hawai'i,-13.2,5-8,5,8,19.9,33.0,-0.1,0.093,0.399,0.441,-13.3,-13.1,12
118,Southern Miss,-13.4,3-9,3,9,19.3,34.3,-0.09,0.106,0.356,0.46,-11.1,-15.0,11
119,Louisiana Tech,-13.9,3-9,3,9,20.4,34.1,-0.094,0.11,0.404,0.444,-14.0,-13.8,11
120,Tulsa,-14.4,4-8,4,8,22.9,38.5,-0.049,0.168,0.393,0.47,-12.7,-15.6,11
121,Buffalo,-14.7,3-9,3,9,11.6,27.6,-0.203,0.013,0.331,0.427,-12.8,-16.0,11
122,UConn,-15.8,3-9,3,9,15.6,33.7,-0.161,0.087,0.382,0.481,-12.4,-18.2,11
123,Charlotte,-16.0,3-9,3,9,13.5,28.8,-0.177,0.028,0.34,0.436,-17.0,-15.3,11
124,Central Michigan,-16.0,5-7,5,7,22.2,39.5,-0.057,0.177,0.385,0.487,-14.0,-17.3,11
125,Western Michigan,-16.4,4-8,4,8,19.6,37.9,-0.087,0.144,0.356,0.504,-13.6,-18.3,11
126,Florida International,-17.3,4-8,4,8,15.5,32.5,-0.145,0.085,0.34,0.442,-17.7,-17.1,11
127,Massachusetts,-17.4,3-9,3,9,21.4,41.1,-0.072,0.19,0.391,0.516,-13.8,-19.7,11
128,UL Monroe,-18.1,2-10,2,10,12.8,33.0,-0.183,0.078,0.329,0.477,-15.0,-20.2,11
129,Nevada,-18.6,2-10,2,10,9.6,30.6,-0.234,0.044,0.328,0.465,-15.1,-21.0,11
130,Akron,-21.0,2-10,2,10,13.2,35.1,-0.176,0.116,0.327,0.465,-19.6,-21.9,11
131,Eastern Michigan,-21.0,6-7,6,7,11.4,35.3,-0.201,0.109,0.319,0.49,-16.6,-23.9,12
132,Temple,-21.1,3-9,3,9,15.9,37.6,-0.147,0.149,0.36,0.481,-20.3,-21.6,11
133,Kent State,-29.4,1-11,1,11,11.3,42.8,-0.194,0.223,0.299,0.504,-26.2,-31.5,11
