rank,team,power_rating,record,wins,losses,off_rating,def_rating,adj_off_ppa,adj_def_ppa,adj_off_sr,adj_def_sr,srs,epa_rating,games
33,Iowa,8.4,Preseason,0,0,30.9,22.6,,,,,7.5,7.9,0
34,Pittsburgh,8.1,Preseason,0,0,35.5,27.5,,,,,5.2,7.6,0
35,Boise State,8.0,Preseason,0,0,32.5,24.6,,,,,6.8,7.5,0
36,Texas,7.7,Preseason,0,0,27.5,19.9,,,,,3.2,7.2,0
37,App State,7.0,Preseason,0,0,31.1,24.2,,,,,0.0,6.5,0
38,Utah,6.7,Preseason,0,0,25.0,18.5,,,,,9.6,6.3,0
39,North Carolina,6.5,Preseason,0,0,38.0,31.6,,,,,8.4,6.1,0
40,Virginia Tech,6.2,Preseason,0,0,24.0,17.9,,,,,5.7,5.8,0
41,Boston College,6.0,Preseason,0,0,23.1,17.2,,,,,1.1,5.6,0
42,Miami,5.5,Preseason,0,0,33.9,28.5,,,,,6.0,5.2,0
43,Kansas State,5.3,Preseason,0,0,34.0,28.8,,,,,7.0,4.9,0
44,Texas Tech,5.0,Preseason,0,0,42.1,37.2,,,,,2.0,4.6,0
45,Minnesota,4.8,Preseason,0,0,32.7,28.0,,,,,2.4,4.5,0
46,California,4.6,Preseason,0,0,36.8,32.3,,,,,4.1,4.2,0
47,Missouri,4.5,Preseason,0,0,23.5,19.0,,,,,6.8,4.2,0
48,Western Kentucky,4.5,Preseason,0,0,38.7,34.3,,,,,5.1,4.2,0
49,Cincinnati,4.4,Preseason,0,0,35.2,30.9,,,,,0.6,4.1,0
50,NC State,4.4,Preseason,0,0,31.5,27.2,,,,,2.8,4.1,0
51,Marshall,4.1,Preseason,0,0,30.5,26.5,,,,,5.1,3.8,0
52,Arizona,3.8,Preseason,0,0,34.0,30.3,,,,,5.1,3.5,0
53,Penn State,3.2,Preseason,0,0,24.3,21.2,,,,,2.8,2.9,0
54,Houston,2.8,Preseason,0,0,30.9,28.2,,,,,7.2,2.6,0
55,San Diego State,2.7,Preseason,0,0,23.3,20.7,,,,,1.2,2.5,0
56,Arizona State,2.4,Preseason,0,0,29.8,27.5,,,,,9.6,2.2,0
57,Virginia,2.3,Preseason,0,0,27.2,25.0,,,,,-0.0,2.1,0
58,Bowling Green,2.2,Preseason,0,0,32.0,30.0,,,,,2.0,2.0,0
59,Western Michigan,1.7,Preseason,0,0,34.5,32.9,,,,,-1.5,1.5,0
60,Navy,1.7,Preseason,0,0,36.1,34.5,,,,,7.1,1.5,0
61,South Florida,1.3,Preseason,0,0,26.9,25.7,,,,,-2.4,1.2,0
62,South Carolina,0.9,Preseason,0,0,34.9,34.2,,,,,4.7,0.7,0
63,Syracuse,0.9,Preseason,0,0,27.2,26.5,,,,,-2.5,0.7,0
64,Toledo,0.8,Preseason,0,0,32.8,32.1,,,,,4.6,0.6,0
65,Northwestern,0.8,Preseason,0,0,23.2,22.6,,,,,2.1,0.6,0
66,Colorado,0.7,Preseason,0,0,27.8,27.2,,,,,-4.8,0.6,0
67,Indiana,0.3,Preseason,0,0,31.3,31.1,,,,,-0.6,0.2,0
68,Memphis,0.1,Preseason,0,0,25.6,25.7,,,,,5.1,-0.0,0
69,Vanderbilt,0.0,Preseason,0,0,19.5,19.6,,,,,-3.1,-0.1,0
70,Maryland,-0.2,Preseason,0,0,27.4,27.7,,,,,-2.4,-0.3,0
71,Rutgers,-0.7,Preseason,0,0,30.9,31.7,,,,,-4.5,-0.8,0
72,East Carolina,-0.8,Preseason,0,0,29.5,30.5,,,,,1.6,-0.9,0
73,Northern Illinois,-1.0,Preseason,0,0,28.5,29.7,,,,,0.4,-1.1,0
74,Georgia Southern,-1.0,Preseason,0,0,32.8,33.9,,,,,3.7,-1.1,0
75,Central Michigan,-1.3,Preseason,0,0,27.3,28.6,,,,,-3.8,-1.3,0
76,Duke,-1.3,Preseason,0,0,28.2,29.6,,,,,4.1,-1.3,0
77,Louisiana Tech,-1.3,Preseason,0,0,28.3,29.7,,,,,0.3,-1.3,0
78,Southern Miss,-1.4,Preseason,0,0,28.2,29.6,,,,,-6.0,-1.4,0
79,Temple,-1.7,Preseason,0,0,22.8,24.7,,,,,1.1,-1.8,0
80,Iowa State,-1.9,Preseason,0,0,28.6,30.6,,,,,-3.2,-1.9,0
81,Kentucky,-1.9,Preseason,0,0,28.7,30.7,,,,,-2.9,-1.9,0
82,Utah State,-2.8,Preseason,0,0,25.2,28.2,,,,,1.7,-2.8,0
83,Oregon State,-2.9,Preseason,0,0,28.9,31.9,,,,,-4.7,-2.8,0
84,Air Force,-3.3,Preseason,0,0,26.0,29.4,,,,,-2.8,-3.3,0
85,Illinois,-3.4,Preseason,0,0,27.1,30.5,,,,,-2.9,-3.3,0
86,Middle Tennessee,-4.1,Preseason,0,0,28.5,32.7,,,,,-4.8,-4.0,0
87,Wake Forest,-5.6,Preseason,0,0,18.5,24.2,,,,,-5.6,-5.4,0
88,Purdue,-6.3,Preseason,0,0,24.9,31.3,,,,,-9.6,-6.1,0
89,UConn,-6.4,Preseason,0,0,20.4,26.9,,,,,-8.8,-6.2,0
90,Colorado State,-6.4,Preseason,0,0,30.0,36.5,,,,,-3.4,-6.2,0
91,San José State,-6.4,Preseason,0,0,28.2,34.7,,,,,-8.2,-6.2,0
92,Nevada,-6.6,Preseason,0,0,28.1,34.8,,,,,-6.0,-6.4,0
93,UAB,-8.2,Preseason,0,0,26.2,34.5,,,,,-6.9,-7.9,0
94,UCF,-8.6,Preseason,0,0,21.2,29.9,,,,,-9.6,-8.3,0
95,Tulsa,-9.2,Preseason,0,0,28.3,37.6,,,,,-10.1,-8.9,0
96,Arkansas State,-9.2,Preseason,0,0,22.1,31.4,,,,,-2.8,-8.9,0
97,Buffalo,-10.1,Preseason,0,0,22.2,32.4,,,,,-8.0,-9.7,0
98,New Mexico,-11.2,Preseason,0,0,27.2,38.5,,,,,-11.2,-10.8,0
99,Kansas,-11.6,Preseason,0,0,17.8,29.5,,,,,-12.9,-11.1,0
100,Old Dominion,-11.8,Preseason,0,0,27.3,39.3,,,,,-15.5,-11.4,0
101,Akron,-12.3,Preseason,0,0,17.8,30.2,,,,,-6.7,-11.8,0
102,Louisiana,-12.6,Preseason,0,0,23.1,35.8,,,,,-10.6,-12.1,0
103,Florida Atlantic,-12.9,Preseason,0,0,18.5,31.5,,,,,-10.5,-12.4,0
104,Army,-12.9,Preseason,0,0,22.9,35.9,,,,,-12.4,-12.4,0
105,SMU,-13.4,Preseason,0,0,24.9,38.4,,,,,-13.9,-12.9,0
106,Ohio,-13.7,Preseason,0,0,19.7,33.6,,,,,-6.2,-13.2,0
107,Rice,-14.0,Preseason,0,0,23.7,37.8,,,,,-9.0,-13.5,0
108,Ball State,-14.5,Preseason,0,0,22.9,37.5,,,,,-9.1,-14.0,0
109,Wyoming,-14.9,Preseason,0,0,22.5,37.5,,,,,-14.3,-14.3,0
110,UTSA,-15.6,Preseason,0,0,17.2,32.9,,,,,-12.9,-15.0,0
111,Miami (OH),-15.8,Preseason,0,0,18.4,34.3,,,,,-16.7,-15.2,0
112,Kent State,-16.4,Preseason,0,0,13.1,29.6,,,,,-14.2,-15.7,0
113,Georgia State,-17.0,Preseason,0,0,18.9,36.0,,,,,-14.2,-16.3,0
114,Troy,-17.1,Preseason,0,0,21.6,38.8,,,,,-10.9,-16.4,0
115,Idaho,-17.3,Preseason,0,0,24.7,42.0,,,,,-17.9,-16.6,0
116,Fresno State,-18.3,Preseason,0,0,18.2,36.6,,,,,-10.7,-17.5,0
117,Hawai'i,-18.3,Preseason,0,0,17.3,35.7,,,,,-15.7,-17.6,0
118,Florida International,-18.6,Preseason,0,0,18.3,37.0,,,,,-12.4,-17.8,0
119,Tulane,-19.2,Preseason,0,0,11.9,31.2,,,,,-14.5,-18.4,0
120,UL Monroe,-19.3,Preseason,0,0,14.5,33.9,,,,,-16.1,-18.5,0
121,South Alabama,-19.4,Preseason,0,0,15.5,35.0,,,,,-10.7,-18.6,0
122,UNLV,-19.7,Preseason,0,0,20.8,40.6,,,,,-14.4,-18.9,0
123,Charlotte,-20.3,Preseason,0,0,12.5,32.9,,,,,-24.1,-19.4,0
124,UTEP,-20.3,Preseason,0,0,15.7,36.1,,,,,-14.6,-19.5,0
125,Massachusetts,-20.4,Preseason,0,0,16.7,37.2,,,,,-13.9,-19.5,0
126,North Texas,-22.1,Preseason,0,0,13.7,35.9,,,,,-15.3,-21.1,0
127,New Mexico State,-22.2,Preseason,0,0,21.9,44.3,,,,,-20.2,-21.3,0
128,Texas State,-23.8,Preseason,0,0,18.0,41.9,,,,,-15.0,-22.8,0
129,Eastern Michigan,-25.3,Preseason,0,0,19.6,45.0,,,,,-22.1,-24.2,0
