rank,team,power_rating,record,wins,losses,off_rating,def_rating,adj_off_ppa,adj_def_ppa,adj_off_sr,adj_def_sr,srs,epa_rating,games
23,Oklahoma State,11.2,Preseason,0,0,31.5,20.8,,,,,9.4,10.4,0
24,Miami,10.4,Preseason,0,0,32.3,22.4,,,,,4.7,9.6,0
25,Washington State,10.2,Preseason,0,0,38.8,29.1,,,,,6.9,9.5,0
26,UCF,10.0,Preseason,0,0,39.2,29.8,,,,,11.3,9.3,0
27,Mississippi State,9.7,Preseason,0,0,27.2,18.1,,,,,2.6,9.0,0
28,BYU,9.4,Preseason,0,0,36.5,27.6,,,,,11.8,8.7,0
29,Penn State,9.3,Preseason,0,0,30.3,21.5,,,,,8.4,8.6,0
30,West Virginia,8.8,Preseason,0,0,29.5,21.2,,,,,4.9,8.1,0
31,USC,8.7,Preseason,0,0,35.9,27.8,,,,,5.9,8.0,0
32,UCLA,8.5,Preseason,0,0,35.3,27.3,,,,,1.0,7.8,0
33,Baylor,7.7,Preseason,0,0,27.6,20.5,,,,,4.9,7.0,0
34,Buffalo,7.2,Preseason,0,0,33.0,26.3,,,,,9.2,6.5,0
35,Michigan,6.8,Preseason,0,0,35.0,28.7,,,,,4.5,6.1,0
36,Ole Miss,6.8,Preseason,0,0,39.0,32.7,,,,,2.7,6.1,0
37,California,6.5,Preseason,0,0,24.3,18.3,,,,,1.9,5.9,0
38,Arizona State,5.7,Preseason,0,0,31.0,25.8,,,,,4.3,5.1,0
39,Pittsburgh,5.3,Preseason,0,0,25.1,20.2,,,,,1.4,4.7,0
40,Boise State,4.4,Preseason,0,0,34.3,30.4,,,,,8.6,3.8,0
41,Coastal Carolina,4.1,Preseason,0,0,32.5,28.9,,,,,4.1,3.5,0
42,Air Force,4.0,Preseason,0,0,32.5,29.0,,,,,6.3,3.4,0
43,Arkansas,3.9,Preseason,0,0,30.0,26.7,,,,,-3.7,3.3,0
44,Missouri,3.8,Preseason,0,0,29.5,26.2,,,,,0.8,3.2,0
45,Texas Tech,3.7,Preseason,0,0,30.6,27.4,,,,,0.1,3.1,0
46,Colorado,3.7,Preseason,0,0,27.5,24.3,,,,,-1.9,3.1,0
47,Indiana,3.7,Preseason,0,0,26.5,23.3,,,,,7.0,3.1,0
48,Army,3.5,Preseason,0,0,27.6,24.6,,,,,1.6,2.9,0
49,Ball State,3.4,Preseason,0,0,31.1,28.2,,,,,5.0,2.8,0
50,Virginia Tech,2.7,Preseason,0,0,33.2,31.0,,,,,1.9,2.1,0
51,Minnesota,2.4,Preseason,0,0,35.0,33.0,,,,,2.7,1.9,0
52,Kansas State,2.4,Preseason,0,0,30.0,28.1,,,,,3.5,1.9,0
53,Nebraska,2.4,Preseason,0,0,28.1,26.2,,,,,-0.5,1.8,0
54,Wake Forest,2.3,Preseason,0,0,30.6,28.8,,,,,0.1,1.7,0
55,Central Michigan,2.1,Preseason,0,0,25.5,24.0,,,,,-0.6,1.5,0
56,Wyoming,1.9,Preseason,0,0,22.3,21.0,,,,,1.6,1.3,0
57,Virginia,1.8,Preseason,0,0,29.8,28.5,,,,,1.9,1.2,0
58,Memphis,1.6,Preseason,0,0,30.5,29.4,,,,,3.4,1.0,0
59,Boston College,1.4,Preseason,0,0,32.4,31.5,,,,,-0.6,0.9,0
60,Georgia Tech,1.2,Preseason,0,0,30.0,29.3,,,,,-7.8,0.7,0
61,Purdue,1.1,Preseason,0,0,31.5,30.9,,,,,-1.6,0.6,0
62,Western Michigan,1.1,Preseason,0,0,35.8,35.2,,,,,1.7,0.5,0
63,Louisville,1.0,Preseason,0,0,34.0,33.6,,,,,-2.0,0.4,0
64,Tulane,0.8,Preseason,0,0,28.8,28.6,,,,,2.4,0.2,0
65,Stanford,0.5,Preseason,0,0,29.3,29.3,,,,,0.3,0.0,0
66,Arizona,0.3,Preseason,0,0,29.5,29.7,,,,,-5.2,-0.2,0
67,Oregon State,0.3,Preseason,0,0,33.8,34.1,,,,,-5.2,-0.3,0
68,UAB,0.2,Preseason,0,0,23.8,24.1,,,,,1.9,-0.4,0
69,Maryland,-0.0,Preseason,0,0,25.4,26.0,,,,,-2.2,-0.6,0
70,NC State,-0.2,Preseason,0,0,24.9,25.7,,,,,-3.0,-0.8,0
71,Kentucky,-0.3,Preseason,0,0,25.2,26.0,,,,,3.6,-0.8,0
72,Fresno State,-0.3,Preseason,0,0,28.4,29.3,,,,,-1.9,-0.8,0
73,Florida State,-0.6,Preseason,0,0,29.3,30.4,,,,,-6.6,-1.1,0
74,Toledo,-0.8,Preseason,0,0,28.1,29.4,,,,,1.5,-1.3,0
75,Tulsa,-0.8,Preseason,0,0,22.5,23.8,,,,,2.5,-1.3,0
76,Tennessee,-1.3,Preseason,0,0,24.9,26.7,,,,,-1.9,-1.8,0
77,Troy,-1.3,Preseason,0,0,25.3,27.1,,,,,0.8,-1.8,0
78,Liberty,-1.5,Preseason,0,0,31.9,33.9,,,,,-2.4,-2.0,0
79,Northwestern,-1.8,Preseason,0,0,20.0,22.3,,,,,4.3,-2.3,0
80,Eastern Michigan,-2.0,Preseason,0,0,31.1,33.6,,,,,-0.9,-2.5,0
81,Michigan State,-2.2,Preseason,0,0,20.1,22.8,,,,,-2.2,-2.7,0
82,Houston,-2.5,Preseason,0,0,29.7,32.7,,,,,0.0,-3.0,0
83,Hawai'i,-2.8,Preseason,0,0,28.9,32.3,,,,,-2.8,-3.3,0
84,Nevada,-2.9,Preseason,0,0,28.0,31.5,,,,,-1.6,-3.4,0
85,Georgia Southern,-3.6,Preseason,0,0,24.3,28.4,,,,,2.0,-4.0,0
86,Ohio,-3.6,Preseason,0,0,32.7,36.8,,,,,-0.3,-4.0,0
87,Navy,-3.7,Preseason,0,0,24.8,29.0,,,,,-2.4,-4.1,0
88,Florida Atlantic,-4.2,Preseason,0,0,23.9,28.6,,,,,-1.1,-4.6,0
89,San José State,-4.4,Preseason,0,0,26.2,31.1,,,,,1.4,-4.8,0
90,Georgia State,-4.5,Preseason,0,0,28.5,33.5,,,,,-2.8,-4.9,0
91,San Diego State,-4.6,Preseason,0,0,17.5,22.5,,,,,2.8,-5.0,0
92,Arkansas State,-4.8,Preseason,0,0,27.3,32.7,,,,,-4.3,-5.3,0
93,SMU,-4.9,Preseason,0,0,29.2,34.6,,,,,2.0,-5.3,0
94,Marshall,-4.9,Preseason,0,0,22.1,27.5,,,,,1.8,-5.3,0
95,Northern Illinois,-5.0,Preseason,0,0,20.5,26.0,,,,,-6.6,-5.4,0
96,Syracuse,-6.9,Preseason,0,0,20.9,28.3,,,,,-7.3,-7.2,0
97,Western Kentucky,-7.7,Preseason,0,0,20.1,28.3,,,,,-6.2,-8.0,0
98,Illinois,-8.1,Preseason,0,0,28.2,36.8,,,,,-7.5,-8.5,0
99,UTSA,-8.1,Preseason,0,0,24.1,32.7,,,,,-9.6,-8.5,0
100,Colorado State,-8.5,Preseason,0,0,25.3,34.4,,,,,-10.4,-8.8,0
101,South Carolina,-9.4,Preseason,0,0,24.5,34.4,,,,,-4.1,-9.7,0
102,Florida International,-9.4,Preseason,0,0,23.4,33.4,,,,,-7.7,-9.8,0
103,Southern Miss,-9.5,Preseason,0,0,22.7,32.7,,,,,-9.2,-9.8,0
104,East Carolina,-10.0,Preseason,0,0,23.8,34.3,,,,,-7.9,-10.3,0
105,Kansas,-10.7,Preseason,0,0,21.3,32.5,,,,,-10.1,-11.0,0
106,Texas State,-11.0,Preseason,0,0,22.3,33.8,,,,,-11.0,-11.3,0
107,Middle Tennessee,-11.1,Preseason,0,0,25.2,36.9,,,,,-8.8,-11.4,0
108,Duke,-11.2,Preseason,0,0,18.9,30.7,,,,,-6.9,-11.5,0
109,Miami (OH),-11.4,Preseason,0,0,20.0,31.9,,,,,-4.3,-11.7,0
110,Louisiana Tech,-11.9,Preseason,0,0,18.2,30.6,,,,,-6.4,-12.1,0
111,South Florida,-12.2,Preseason,0,0,20.2,32.9,,,,,-11.1,-12.4,0
112,North Texas,-12.8,Preseason,0,0,27.4,40.6,,,,,-13.1,-13.0,0
113,South Alabama,-13.3,Preseason,0,0,19.8,33.7,,,,,-11.0,-13.6,0
114,Rutgers,-14.7,Preseason,0,0,16.1,31.3,,,,,-9.5,-14.9,0
115,Utah State,-15.5,Preseason,0,0,19.3,35.3,,,,,-9.4,-15.7,0
116,Charlotte,-16.0,Preseason,0,0,24.1,40.6,,,,,-10.8,-16.2,0
117,Vanderbilt,-17.4,Preseason,0,0,22.0,39.9,,,,,-13.2,-17.5,0
118,Temple,-17.4,Preseason,0,0,16.2,34.2,,,,,-9.6,-17.6,0
119,Kent State,-17.5,Preseason,0,0,22.2,40.2,,,,,-9.3,-17.6,0
120,UNLV,-18.1,Preseason,0,0,22.1,40.7,,,,,-16.2,-18.2,0
121,New Mexico State,-18.2,Preseason,0,0,18.5,37.3,,,,,-19.4,-18.4,0
122,Old Dominion,-18.8,Preseason,0,0,14.4,33.8,,,,,-17.6,-18.9,0
123,Rice,-19.0,Preseason,0,0,15.4,34.9,,,,,-15.4,-19.1,0
124,New Mexico,-19.4,Preseason,0,0,19.3,39.2,,,,,-12.0,-19.5,0
125,UTEP,-19.7,Preseason,0,0,19.1,39.4,,,,,-19.2,-19.8,0
126,UL Monroe,-19.7,Preseason,0,0,21.0,41.3,,,,,-15.1,-19.8,0
127,Akron,-23.6,Preseason,0,0,10.6,34.8,,,,,-19.1,-23.6,0
128,UConn,-27.9,Preseason,0,0,18.6,47.0,,,,,-20.2,-27.8,0
129,Bowling Green,-28.5,Preseason,0,0,13.3,42.3,,,,,-20.6,-28.4,0
130,Massachusetts,-31.3,Preseason,0,0,16.4,48.2,,,,,-27.8,-31.1,0
