rank,team,power_rating,record,wins,losses,off_rating,def_rating,adj_off_ppa,adj_def_ppa,adj_off_sr,adj_def_sr,srs,epa_rating,games
59,NC State,1.6,6-7,6,7,31.0,27.0,0.057,0.014,0.449,0.398,-2.1,4.0,12
60,Boston College,1.5,7-6,7,6,25.7,25.6,-0.022,-0.023,0.43,0.429,3.4,0.2,12
61,South Alabama,1.3,7-6,7,6,29.5,27.0,0.038,-0.004,0.434,0.442,-0.5,2.4,12
62,Pittsburgh,1.1,7-6,7,6,22.2,21.5,-0.074,-0.069,0.417,0.384,1.8,0.7,12
63,Memphis,1.0,11-2,11,2,31.1,31.1,0.069,0.066,0.425,0.435,2.4,0.0,12
64,James Madison,0.2,9-4,9,4,19.2,21.3,-0.11,-0.076,0.386,0.39,3.6,-2.1,12
65,Maryland,-0.1,4-8,4,8,25.6,24.3,-0.016,-0.031,0.413,0.4,-2.1,1.3,11
66,Marshall,-0.6,10-3,10,3,23.2,27.0,-0.044,-0.003,0.385,0.439,4.2,-3.8,12
67,West Virginia,-0.8,6-7,6,7,29.3,30.6,0.03,0.064,0.448,0.42,-0.1,-1.3,12
68,North Carolina,-0.9,6-7,6,7,28.6,29.7,0.03,0.048,0.421,0.426,-0.5,-1.1,12
69,Old Dominion,-0.9,5-7,5,7,28.6,29.9,0.036,0.052,0.404,0.42,-0.3,-1.3,12
70,Michigan State,-1.2,5-7,5,7,25.2,24.9,-0.032,-0.022,0.434,0.404,-3.5,0.2,11
71,Bowling Green,-1.9,7-6,7,6,22.8,26.2,-0.05,-0.003,0.383,0.407,0.4,-3.4,12
72,Northern Illinois,-2.2,8-5,8,5,20.6,24.0,-0.087,-0.046,0.386,0.424,-0.5,-3.4,12
73,Mississippi State,-2.2,2-10,2,10,32.1,32.8,0.084,0.076,0.43,0.476,-4.6,-0.7,11
74,Miami (OH),-2.3,9-5,9,5,23.9,28.3,-0.039,0.008,0.402,0.465,1.0,-4.4,13
75,Houston,-2.4,4-8,4,8,18.8,20.5,-0.123,-0.088,0.399,0.388,-3.3,-1.8,12
76,Washington State,-2.4,8-5,8,5,29.9,32.9,0.034,0.078,0.462,0.475,-1.5,-3.0,12
77,UTSA,-2.5,7-6,7,6,22.1,24.2,-0.057,-0.023,0.376,0.377,-3.1,-2.0,12
78,UConn,-3.0,9-4,9,4,20.4,23.9,-0.087,-0.046,0.379,0.422,-2.2,-3.5,12
79,Arizona,-3.2,4-8,4,8,26.5,28.5,-0.008,0.031,0.426,0.416,-5.0,-2.0,11
80,Jacksonville State,-3.3,9-5,9,5,27.9,32.0,0.02,0.064,0.417,0.476,-2.1,-4.1,14
81,Louisiana,-3.3,10-4,10,4,29.0,34.0,0.048,0.085,0.392,0.5,-0.9,-5.0,13
82,Oklahoma State,-4.0,3-9,3,9,30.7,34.3,0.046,0.116,0.462,0.44,-4.7,-3.6,11
83,San José State,-4.2,7-6,7,6,24.1,26.5,-0.045,-0.011,0.421,0.44,-6.8,-2.4,12
84,Virginia,-4.2,5-7,5,7,24.9,30.0,-0.03,0.059,0.418,0.41,-3.0,-5.1,11
85,Fresno State,-4.5,6-7,6,7,19.8,23.7,-0.099,-0.051,0.384,0.425,-5.4,-3.9,12
86,East Carolina,-4.5,8-5,8,5,26.7,31.2,-0.002,0.064,0.419,0.441,-4.6,-4.5,12
87,Northwestern,-5.2,4-8,4,8,17.0,24.1,-0.137,-0.05,0.366,0.438,-2.5,-7.1,11
88,South Florida,-5.4,7-6,7,6,22.4,27.8,-0.055,0.016,0.378,0.426,-5.2,-5.5,12
89,Georgia Southern,-5.8,8-5,8,5,25.1,33.5,-0.025,0.086,0.414,0.482,-1.9,-8.4,12
90,Stanford,-5.9,3-9,3,9,24.9,30.3,-0.033,0.05,0.424,0.441,-6.6,-5.4,11
91,North Texas,-6.3,6-7,6,7,26.9,34.1,0.002,0.096,0.419,0.481,-4.8,-7.3,12
92,Colorado State,-6.7,8-5,8,5,22.5,29.2,-0.055,0.033,0.384,0.442,-6.7,-6.7,12
93,Toledo,-7.3,8-5,8,5,15.6,26.3,-0.16,-0.015,0.362,0.44,-2.2,-10.7,12
94,Florida State,-7.3,2-10,2,10,19.2,26.4,-0.104,0.011,0.37,0.386,-7.5,-7.3,11
95,Liberty,-7.6,8-4,8,4,22.2,30.2,-0.078,0.043,0.427,0.453,-7.1,-7.9,11
96,Utah State,-7.8,4-8,4,8,28.7,33.9,0.017,0.094,0.456,0.477,-11.7,-5.1,11
97,Troy,-8.0,4-8,4,8,22.5,30.0,-0.06,0.037,0.396,0.46,-8.9,-7.5,11
98,Sam Houston,-8.4,10-3,10,3,16.5,27.3,-0.143,-0.007,0.36,0.458,-4.8,-10.7,12
99,Nevada,-8.5,3-10,3,10,27.6,34.8,0.007,0.104,0.438,0.489,-10.5,-7.2,12
100,Wake Forest,-8.8,4-8,4,8,22.3,32.6,-0.076,0.062,0.423,0.501,-6.4,-10.3,11
101,Western Kentucky,-9.9,8-6,8,6,24.4,37.9,-0.024,0.152,0.386,0.494,-4.6,-13.4,13
102,UAB,-10.1,3-9,3,9,25.8,34.1,-0.016,0.095,0.42,0.483,-12.8,-8.3,11
103,Air Force,-10.2,5-7,5,7,21.5,31.1,-0.077,0.066,0.397,0.437,-11.0,-9.6,11
104,Buffalo,-10.4,9-4,9,4,17.0,32.1,-0.123,0.069,0.331,0.466,-3.3,-15.1,12
105,UL Monroe,-10.4,5-7,5,7,20.1,31.3,-0.078,0.047,0.345,0.489,-9.1,-11.3,11
106,App State,-10.4,5-6,5,6,24.8,37.2,-0.031,0.132,0.416,0.518,-7.4,-12.4,10
107,Rice,-10.5,4-8,4,8,16.8,27.1,-0.135,0.017,0.353,0.397,-10.8,-10.3,11
108,Hawai'i,-10.5,5-7,5,7,20.9,30.5,-0.083,0.052,0.387,0.445,-11.8,-9.7,10
109,Charlotte,-11.4,5-7,5,7,19.3,30.7,-0.1,0.045,0.363,0.469,-11.3,-11.4,11
110,Coastal Carolina,-11.7,6-7,6,7,20.0,34.4,-0.086,0.105,0.36,0.472,-7.7,-14.4,12
111,Florida International,-11.8,4-8,4,8,17.2,30.7,-0.13,0.047,0.355,0.466,-9.1,-13.5,11
112,Western Michigan,-12.1,6-7,6,7,24.9,41.5,-0.023,0.194,0.402,0.534,-5.5,-16.5,11
113,Oregon State,-12.3,5-7,5,7,20.7,35.0,-0.087,0.107,0.391,0.488,-9.3,-14.2,11
114,Georgia State,-13.1,3-9,3,9,22.1,36.4,-0.064,0.124,0.388,0.506,-11.1,-14.4,11
115,Purdue,-13.2,1-11,1,11,21.9,37.5,-0.071,0.16,0.398,0.463,-9.6,-15.6,11
116,New Mexico,-13.3,5-7,5,7,31.0,44.8,0.05,0.25,0.465,0.53,-12.7,-13.8,11
117,Louisiana Tech,-13.6,5-8,5,8,10.5,26.0,-0.232,-0.009,0.337,0.413,-10.7,-15.5,12
118,Akron,-13.6,4-8,4,8,17.2,33.8,-0.136,0.095,0.368,0.471,-9.0,-16.6,11
119,Arkansas State,-13.8,8-5,8,5,23.0,40.1,-0.053,0.177,0.398,0.523,-9.0,-17.1,12
120,Wyoming,-14.4,3-9,3,9,13.3,29.8,-0.188,0.049,0.342,0.426,-11.3,-16.5,11
121,Florida Atlantic,-15.3,3-9,3,9,21.3,36.9,-0.068,0.147,0.369,0.469,-14.7,-15.6,11
122,Central Michigan,-15.3,4-8,4,8,17.7,33.2,-0.119,0.106,0.349,0.422,-15.0,-15.5,11
123,Massachusetts,-16.1,2-10,2,10,22.7,38.8,-0.05,0.168,0.379,0.492,-16.2,-16.1,10
124,UTEP,-17.0,3-9,3,9,14.1,30.5,-0.175,0.051,0.339,0.449,-17.7,-16.5,11
125,Eastern Michigan,-17.9,5-7,5,7,16.0,38.3,-0.164,0.156,0.387,0.501,-11.2,-22.3,10
126,Ball State,-18.4,3-9,3,9,20.3,43.1,-0.095,0.231,0.394,0.51,-11.9,-22.7,11
127,San Diego State,-18.4,3-9,3,9,17.9,37.1,-0.116,0.141,0.349,0.491,-17.3,-19.2,11
128,Temple,-18.4,3-9,3,9,12.0,31.7,-0.196,0.079,0.309,0.429,-16.5,-19.7,12
129,Middle Tennessee,-23.2,3-9,3,9,19.6,43.2,-0.102,0.223,0.382,0.533,-22.5,-23.6,11
130,New Mexico State,-23.3,3-9,3,9,13.7,38.9,-0.189,0.185,0.358,0.456,-20.6,-25.2,10
131,Kennesaw State,-27.0,2-10,2,10,7.8,38.8,-0.256,0.159,0.29,0.513,-21.2,-30.9,11
132,Tulsa,-27.5,3-9,3,9,12.4,42.4,-0.195,0.241,0.321,0.462,-23.6,-30.1,11
133,Southern Miss,-28.6,1-11,1,11,9.7,41.2,-0.237,0.211,0.316,0.485,-24.1,-31.6,11
134,Kent State,-29.7,0-12,0,12,8.5,42.7,-0.238,0.222,0.274,0.515,-23.0,-34.1,10
