sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
1,Oregon,Big Ten,98.4,13,0,13-0,10.57,2.43,1.9,22.8,4,13
2,Georgia,SEC,95.0,11,2,11-2,8.57,2.43,8.2,19.5,10,13
3,Notre Dame,FBS Independents,76.7,11,1,11-1,10.06,0.94,2.5,25.3,2,12
4,Texas,SEC,73.4,11,2,11-2,10.07,0.93,5.8,22.9,3,13
5,BYU,Big 12,72.5,10,2,10-2,9.16,0.84,3.6,12.7,22,12
6,Penn State,Big Ten,71.8,11,2,11-2,10.23,0.77,3.2,20.8,6,13
7,Indiana,Big Ten,70.8,11,1,11-1,10.41,0.59,-1.9,18.9,11,12
8,Ohio State,Big Ten,64.4,10,2,10-2,9.54,0.46,2.6,27.2,1,12
9,Tennessee,SEC,63.2,10,2,10-2,9.52,0.48,0.5,16.4,17,12
10,Arizona State,Big 12,60.8,11,2,11-2,10.55,0.45,4.7,17.3,13,13
11,Boise State,Mountain West,57.4,12,1,12-1,11.79,0.21,-5.7,8.9,36,13
12,Miami,ACC,49.4,10,2,10-2,9.96,0.04,-0.1,19.8,8,12
13,South Carolina,SEC,49.4,9,3,9-3,8.98,0.02,5.2,16.6,16,12
14,SMU,ACC,48.0,11,2,11-2,11.0,0.0,1.6,19.6,9,13
15,Alabama,SEC,44.1,9,3,9-3,9.17,-0.17,4.7,20.6,7,12
16,Clemson,ACC,38.8,10,3,10-3,10.35,-0.35,2.6,13.0,21,13
17,Ole Miss,SEC,37.2,9,3,9-3,9.41,-0.41,1.8,21.3,5,12
18,LSU,SEC,37.1,8,4,8-4,8.47,-0.47,8.1,13.8,18,12
19,Iowa State,Big 12,36.8,10,3,10-3,10.42,-0.42,3.9,9.7,33,13
20,Missouri,SEC,34.2,9,3,9-3,9.49,-0.49,2.2,7.6,38,12
21,Texas A&M,SEC,33.8,8,4,8-4,8.58,-0.58,5.6,13.1,20,12
22,Illinois,Big Ten,30.9,9,3,9-3,9.57,-0.57,1.1,4.6,49,12
23,Colorado,Big 12,25.7,9,3,9-3,9.84,-0.84,3.2,17.8,12,12
24,Louisville,ACC,21.4,8,4,8-4,9.04,-1.04,5.1,16.9,14,12
25,Florida,SEC,21.3,7,5,7-5,8.16,-1.16,8.6,12.4,23,12
26,Army,American Athletic,20.9,11,2,11-2,11.72,-0.72,-7.3,6.4,44,13
27,Duke,ACC,20.1,9,3,9-3,9.98,-0.98,-0.6,4.9,47,12
28,Kansas State,Big 12,18.9,8,4,8-4,9.22,-1.22,4.6,16.7,15,12
29,Syracuse,ACC,18.7,9,3,9-3,10.11,-1.11,2.1,4.4,50,12
30,Michigan,Big Ten,15.2,7,5,7-5,8.39,-1.39,8.0,8.5,37,12
31,Baylor,Big 12,10.5,8,4,8-4,9.7,-1.7,2.7,12.1,25,12
32,Georgia Tech,ACC,10.4,7,5,7-5,8.71,-1.71,5.2,10.7,30,12
33,Oklahoma,SEC,9.7,6,6,6-6,7.98,-1.98,7.9,9.5,34,12
34,TCU,Big 12,9.5,8,4,8-4,9.73,-1.73,2.8,10.5,32,12
35,Texas Tech,Big 12,8.7,8,4,8-4,9.82,-1.82,2.7,7.1,40,12
36,Memphis,American Athletic,8.4,10,2,10-2,11.23,-1.23,-7.8,0.9,64,12
37,Marshall,Sun Belt,6.7,10,3,10-3,11.45,-1.45,-5.8,0.0,65,13
38,Navy,American Athletic,5.5,9,3,9-3,10.59,-1.59,-4.3,5.3,46,12
39,Iowa,Big Ten,5.4,8,4,8-4,9.94,-1.94,1.7,7.1,41,12
40,UNLV,Mountain West,4.4,10,3,10-3,11.88,-1.88,-4.5,4.8,48,13
41,Vanderbilt,SEC,3.7,6,6,6-6,8.66,-2.66,5.3,2.2,58,12
42,Pittsburgh,ACC,1.9,7,5,7-5,9.74,-2.74,0.8,3.7,55,12
43,USC,Big Ten,1.8,6,6,6-6,9.04,-3.04,7.4,11.9,26,12
44,Arkansas,SEC,1.5,6,6,6-6,9.08,-3.08,4.1,11.7,27,12
45,Tulane,American Athletic,1.2,9,4,9-4,11.65,-2.65,-4.0,13.4,19,13
46,West Virginia,Big 12,1.2,6,6,6-6,9.38,-3.38,5.5,-0.1,67,12
47,Minnesota,Big Ten,1.1,7,5,7-5,10.09,-3.09,2.0,10.8,29,12
48,Boston College,ACC,1.0,7,5,7-5,9.96,-2.96,1.4,3.0,57,12
49,Washington,Big Ten,0.9,6,6,6-6,9.07,-3.07,3.3,7.1,42,12
50,Kansas,Big 12,0.9,5,7,5-7,8.61,-3.61,6.4,12.1,24,12
51,Louisiana,Sun Belt,0.8,10,3,10-3,12.33,-2.33,-9.3,-2.0,73,13
52,Rutgers,Big Ten,0.8,7,5,7-5,10.26,-3.26,0.9,-0.4,68,12
53,UCLA,Big Ten,0.8,5,7,5-7,8.6,-3.6,8.7,3.9,51,12
54,Nebraska,Big Ten,0.6,6,6,6-6,9.18,-3.18,2.9,6.6,43,12
55,Georgia Southern,Sun Belt,0.5,8,4,8-4,10.73,-2.73,-3.4,-5.1,87,12
56,Ohio,Mid-American,0.4,10,3,10-3,12.49,-2.49,-11.5,1.2,62,13
57,Sam Houston,Conference USA,0.4,9,3,9-3,11.43,-2.43,-9.3,-7.5,96,12
58,Kentucky,SEC,0.3,4,8,4-8,8.03,-4.03,7.1,3.1,56,12
59,Virginia Tech,ACC,0.2,6,6,6-6,9.99,-3.99,4.2,10.9,28,12
60,Cincinnati,Big 12,0.2,5,7,5-7,9.16,-4.16,4.9,7.3,39,12
61,Michigan State,Big Ten,0.1,5,7,5-7,9.2,-4.2,2.6,-3.1,79,12
62,NC State,ACC,0.1,6,6,6-6,10.21,-4.21,0.1,3.7,54,12
63,Utah,Big 12,0.1,5,7,5-7,9.42,-4.42,3.9,5.6,45,12
64,Wisconsin,Big Ten,0.1,5,7,5-7,9.15,-4.15,3.2,2.2,59,12
65,Auburn,SEC,0.1,5,7,5-7,9.39,-4.39,3.4,10.6,31,12
66,Washington State,Pac-12,0.1,8,4,8-4,11.25,-3.25,-7.3,-1.1,69,12
67,Virginia,ACC,0.1,5,7,5-7,9.14,-4.14,4.2,-2.4,74,12
68,Colorado State,Mountain West,0.1,8,4,8-4,10.69,-2.69,-6.3,-5.3,89,12
