sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
69,South Alabama,Sun Belt,0.0,6,6,6-6,11.2,-5.2,-7.7,0.9,63,12
70,Western Michigan,Mid-American,0.0,6,6,6-6,10.81,-4.81,-9.7,-13.0,115,12
71,Western Kentucky,Conference USA,0.0,8,5,8-5,12.0,-4.0,-10.0,-9.1,101,13
72,San Diego State,Mountain West,0.0,3,9,3-9,11.25,-8.25,-7.8,-18.1,125,12
73,San José State,Mountain West,0.0,7,5,7-5,11.47,-4.47,-8.3,-3.6,81,12
74,Wake Forest,ACC,0.0,4,8,4-8,9.87,-5.87,2.3,-7.4,95,12
75,Utah State,Mountain West,0.0,4,8,4-8,10.96,-6.96,-6.4,-7.6,97,12
76,Texas State,Sun Belt,0.0,7,5,7-5,11.25,-4.25,-8.1,3.8,53,12
77,Toledo,Mid-American,0.0,7,5,7-5,11.71,-4.71,-10.6,-9.3,102,12
78,South Florida,American Athletic,0.0,6,6,6-6,10.17,-4.17,-5.9,-5.2,88,12
79,Southern Miss,Sun Belt,0.0,1,11,1-11,11.29,-10.29,-5.0,-28.1,133,12
80,Stanford,ACC,0.0,3,9,3-9,8.87,-5.87,5.8,-4.5,83,12
81,UTSA,American Athletic,0.0,6,6,6-6,10.75,-4.75,-8.7,-5.9,91,12
82,UTEP,Conference USA,0.0,3,9,3-9,11.11,-8.11,-10.4,-16.1,122,12
83,UL Monroe,Sun Belt,0.0,5,7,5-7,10.49,-5.49,-4.2,-10.1,106,12
84,UConn,FBS Independents,0.0,8,4,8-4,11.51,-3.51,-10.4,-4.7,85,12
85,Temple,American Athletic,0.0,3,9,3-9,10.77,-7.77,-4.0,-18.7,126,12
86,UCF,Big 12,0.0,4,8,4-8,9.28,-5.28,4.7,9.4,35,12
87,Tulsa,American Athletic,0.0,3,9,3-9,11.69,-8.69,-10.0,-28.0,132,12
88,Troy,Sun Belt,0.0,4,8,4-8,11.29,-7.29,-7.6,-7.6,98,12
89,UAB,American Athletic,0.0,3,9,3-9,10.78,-7.78,-4.9,-10.1,107,12
90,Air Force,Mountain West,0.0,5,7,5-7,11.16,-6.16,-6.8,-9.8,104,12
91,Rice,American Athletic,0.0,4,8,4-8,10.93,-6.93,-4.0,-10.0,105,12
92,Purdue,Big Ten,0.0,1,11,1-11,8.22,-7.22,6.6,-15.0,119,12
93,Houston,Big 12,0.0,4,8,4-8,9.22,-5.22,7.4,-1.9,72,12
94,Hawai'i,Mountain West,0.0,5,7,5-7,11.41,-6.41,-8.1,-10.3,108,12
95,Georgia State,Sun Belt,0.0,3,9,3-9,11.05,-8.05,-4.3,-12.4,113,12
96,Fresno State,Mountain West,0.0,6,6,6-6,11.22,-5.22,-7.0,-4.6,84,12
97,Florida State,ACC,0.0,2,10,2-10,8.61,-6.61,7.4,-6.0,92,12
98,Florida International,Conference USA,0.0,4,8,4-8,11.24,-7.24,-12.9,-11.1,110,12
99,Florida Atlantic,American Athletic,0.0,3,9,3-9,11.63,-8.63,-10.1,-16.0,121,12
100,Eastern Michigan,Mid-American,0.0,5,7,5-7,11.55,-6.55,-11.6,-19.1,128,12
101,East Carolina,American Athletic,0.0,7,5,7-5,11.45,-4.45,-9.7,-5.6,90,12
102,Coastal Carolina,Sun Belt,0.0,6,6,6-6,11.53,-5.53,-7.2,-7.9,99,12
103,Charlotte,American Athletic,0.0,5,7,5-7,10.52,-5.52,-2.7,-11.0,109,12
104,Central Michigan,Mid-American,0.0,4,8,4-8,11.57,-7.57,-10.0,-16.2,123,12
105,California,ACC,0.0,6,6,6-6,10.08,-4.08,-1.1,3.9,52,12
106,Buffalo,Mid-American,0.0,8,4,8-4,11.5,-3.5,-12.4,-13.6,116,12
107,Bowling Green,Mid-American,0.0,7,5,7-5,10.78,-3.78,-8.6,-1.6,70,12
108,Ball State,Mid-American,0.0,3,9,3-9,10.88,-7.88,-7.0,-19.0,127,12
109,Arkansas State,Sun Belt,0.0,7,5,7-5,11.03,-4.03,-7.7,-15.0,120,12
110,Arizona,Big 12,0.0,4,8,4-8,9.13,-5.13,4.6,-2.6,76,12
111,App State,Sun Belt,0.0,5,6,5-6,10.13,-5.13,-4.1,-9.4,103,11
112,Jacksonville State,Conference USA,0.0,9,4,9-4,12.34,-3.34,-12.5,-2.5,75,13
113,James Madison,Sun Belt,0.0,8,4,8-4,11.61,-3.61,-10.7,1.3,61,12
114,Kennesaw State,Conference USA,0.0,2,10,2-10,11.76,-9.76,-10.4,-26.2,131,12
115,New Mexico,Mountain West,0.0,5,7,5-7,11.43,-6.43,-9.4,-12.8,114,12
116,Oregon State,Pac-12,0.0,5,7,5-7,10.7,-5.7,-4.0,-11.9,111,12
117,Old Dominion,Sun Belt,0.0,5,7,5-7,10.85,-5.85,-2.0,-0.1,66,12
118,Oklahoma State,Big 12,0.0,3,9,3-9,8.78,-5.78,4.7,-3.5,80,12
119,Northwestern,Big Ten,0.0,4,8,4-8,9.41,-5.41,2.7,-7.0,93,12
120,Northern Illinois,Mid-American,0.0,7,5,7-5,10.89,-3.89,-8.9,-3.0,78,12
121,North Texas,American Athletic,0.0,6,6,6-6,11.04,-5.04,-7.2,-7.2,94,12
122,North Carolina,ACC,0.0,6,6,6-6,10.72,-4.72,-1.3,2.1,60,12
123,New Mexico State,Conference USA,0.0,3,9,3-9,11.39,-8.39,-9.8,-22.5,130,12
124,Nevada,Mountain West,0.0,3,10,3-10,11.51,-8.51,-3.2,-8.2,100,13
125,Kent State,Mid-American,0.0,0,12,0-12,10.43,-10.43,-5.9,-30.5,134,12
126,Akron,Mid-American,0.0,4,8,4-8,10.3,-6.3,-6.1,-15.0,118,12
127,Mississippi State,SEC,0.0,2,10,2-10,7.91,-5.91,7.4,-2.8,77,12
128,Middle Tennessee,Conference USA,0.0,3,9,3-9,10.98,-7.98,-8.7,-22.1,129,12
129,Miami (OH),Mid-American,0.0,8,5,8-5,11.76,-3.76,-6.7,-3.8,82,13
130,Massachusetts,FBS Independents,0.0,2,10,2-10,10.97,-8.97,-7.4,-16.8,124,12
131,Maryland,Big Ten,0.0,4,8,4-8,9.07,-5.07,4.0,-1.8,71,12
132,Louisiana Tech,Conference USA,0.0,5,7,5-7,11.37,-6.37,-13.1,-12.3,112,12
133,Liberty,Conference USA,0.0,8,3,8-3,10.9,-2.9,-15.2,-4.9,86,11
134,Wyoming,Mountain West,0.0,3,9,3-9,10.74,-7.74,-4.5,-14.0,117,12
