sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
1,Washington,Pac-12,99.7,14,1,14-1,10.06,3.94,9.5,18.2,12,15
2,Michigan,Big Ten,99.5,15,0,15-0,11.81,3.19,4.1,25.5,3,15
3,Georgia,SEC,93.2,13,1,13-1,10.9,2.1,4.0,27.7,2,14
4,Alabama,SEC,93.0,12,2,12-2,9.82,2.18,7.7,20.3,9,14
5,Florida State,ACC,92.2,13,1,13-1,11.2,1.8,2.6,14.2,19,14
6,Missouri,SEC,87.4,11,2,11-2,9.43,1.57,6.8,20.8,7,13
7,Ohio State,Big Ten,86.1,11,2,11-2,9.63,1.37,4.6,25.0,4,13
8,Ole Miss,SEC,85.8,11,2,11-2,9.62,1.38,4.2,13.6,21,13
9,Texas,Big 12,81.0,12,2,12-2,10.71,1.29,6.5,19.2,11,14
10,Oregon,Pac-12,68.6,12,2,12-2,11.27,0.73,3.5,30.3,1,14
11,Liberty,Conference USA,53.6,13,1,13-1,12.91,0.09,-6.2,7.3,36,14
12,LSU,SEC,46.3,10,3,10-3,10.09,-0.09,4.1,20.4,8,13
13,Notre Dame,FBS Independents,37.6,10,3,10-3,10.39,-0.39,1.5,24.4,5,13
14,Arizona,Pac-12,36.7,10,3,10-3,10.42,-0.42,3.0,17.0,13,13
15,Penn State,Big Ten,35.9,10,3,10-3,10.41,-0.41,2.0,22.3,6,13
16,Oklahoma,Big 12,33.2,10,3,10-3,10.54,-0.54,4.5,20.3,10,13
17,Tennessee,SEC,24.2,9,4,9-4,9.9,-0.9,3.8,15.7,15,13
18,Oklahoma State,Big 12,24.2,10,4,10-4,11.0,-1.0,4.5,4.7,47,14
19,Kansas State,Big 12,21.5,9,4,9-4,10.08,-1.08,5.0,15.8,14,13
20,Iowa,Big Ten,14.8,10,4,10-4,11.3,-1.3,3.0,0.1,64,14
21,USC,Pac-12,14.0,8,5,8-5,9.46,-1.46,7.4,14.4,17,13
22,Louisville,ACC,13.3,10,4,10-4,11.51,-1.51,3.4,14.1,20,14
23,Utah,Pac-12,12.6,8,5,8-5,9.57,-1.57,6.2,7.6,34,13
24,Oregon State,Pac-12,12.2,8,5,8-5,9.55,-1.55,5.5,15.5,16,13
25,James Madison,Sun Belt,10.6,11,2,11-2,12.2,-1.2,-4.9,9.6,24,13
26,Kansas,Big 12,10.3,9,4,9-4,10.65,-1.65,2.0,14.2,18,13
27,NC State,ACC,10.2,9,4,9-4,10.68,-1.68,2.4,6.2,37,13
28,Clemson,ACC,10.0,9,4,9-4,10.72,-1.72,2.4,9.1,26,13
29,West Virginia,Big 12,8.9,9,4,9-4,10.65,-1.65,1.6,5.4,43,13
30,Troy,Sun Belt,4.9,11,3,11-3,12.81,-1.81,-4.0,9.4,25,14
31,Memphis,American Athletic,4.4,10,3,10-3,11.76,-1.76,-5.2,4.2,49,13
32,SMU,American Athletic,4.2,11,3,11-3,12.74,-1.74,-7.3,8.1,30,14
33,Tulane,American Athletic,3.5,11,3,11-3,13.0,-2.0,-4.6,-0.8,66,14
34,Duke,ACC,2.8,8,5,8-5,10.57,-2.57,2.3,5.9,40,13
35,Maryland,Big Ten,2.6,8,5,8-5,10.35,-2.35,2.0,10.0,23,13
36,Kentucky,SEC,2.6,7,6,7-6,9.68,-2.68,3.7,8.3,27,13
37,UCLA,Pac-12,1.7,8,5,8-5,10.78,-2.78,1.5,8.0,31,13
38,Texas Tech,Big 12,1.5,7,6,7-6,10.0,-3.0,4.6,5.1,45,13
39,Rutgers,Big Ten,1.0,7,6,7-6,9.98,-2.98,3.1,1.0,58,13
40,Texas A&M,SEC,1.0,7,6,7-6,10.18,-3.18,2.8,12.9,22,13
41,Northwestern,Big Ten,0.9,8,5,8-5,11.17,-3.17,0.8,1.1,56,13
42,Miami (OH),Mid-American,0.8,11,3,11-3,13.37,-2.37,-10.0,-5.2,87,14
43,Wyoming,Mountain West,0.7,9,4,9-4,11.74,-2.74,-4.0,-1.8,69,13
44,Georgia Tech,ACC,0.6,7,6,7-6,10.45,-3.45,2.7,2.9,52,13
45,Florida,SEC,0.6,5,7,5-7,8.47,-3.47,5.8,7.4,35,12
46,Iowa State,Big 12,0.5,7,6,7-6,10.5,-3.5,3.1,8.1,29,13
47,North Carolina,ACC,0.4,8,5,8-5,11.59,-3.59,0.1,6.0,38,13
48,Auburn,SEC,0.3,6,7,6-7,9.82,-3.82,3.9,5.7,42,13
49,California,Pac-12,0.3,6,7,6-7,9.92,-3.92,5.0,4.1,50,13
50,South Carolina,SEC,0.2,5,7,5-7,8.9,-3.9,5.5,5.8,41,12
51,Toledo,Mid-American,0.2,11,3,11-3,13.64,-2.64,-10.5,0.4,61,14
52,Mississippi State,SEC,0.2,5,7,5-7,9.21,-4.21,4.1,-2.7,74,12
53,Miami,ACC,0.2,7,6,7-6,11.11,-4.11,0.7,8.3,28,13
54,BYU,Big 12,0.1,5,7,5-7,9.43,-4.43,3.4,-4.9,85,12
55,Ohio,Mid-American,0.1,10,3,10-3,12.7,-2.7,-12.6,-1.1,68,13
56,UNLV,Mountain West,0.1,9,5,9-5,12.46,-3.46,-4.5,-0.9,67,14
57,Air Force,Mountain West,0.1,9,4,9-4,12.34,-3.34,-7.4,0.5,60,13
58,Washington State,Pac-12,0.1,5,7,5-7,9.13,-4.13,4.4,6.0,39,12
59,Wisconsin,Big Ten,0.1,7,6,7-6,11.03,-4.03,1.8,4.7,48,13
60,Fresno State,Mountain West,0.1,9,4,9-4,12.47,-3.47,-8.7,-3.3,78,13
61,Temple,American Athletic,0.0,3,9,3-9,11.34,-8.34,-6.4,-21.1,132,12
62,TCU,Big 12,0.0,5,7,5-7,9.55,-4.55,3.3,7.8,33,12
63,Boston College,ACC,0.0,7,6,7-6,11.51,-4.51,-1.8,-2.7,73,13
64,Boise State,Mountain West,0.0,8,6,8-6,12.57,-4.57,-2.6,4.8,46,14
65,Baylor,Big 12,0.0,3,9,3-9,9.92,-6.92,3.1,-7.0,98,12
66,Texas State,Sun Belt,0.0,8,5,8-5,12.39,-4.39,-7.3,-2.3,71,13
67,Syracuse,ACC,0.0,6,7,6-7,11.67,-5.67,-3.0,-7.9,100,13
68,Stanford,Pac-12,0.0,3,9,3-9,8.23,-5.23,8.3,-6.3,92,12
69,Southern Miss,Sun Belt,0.0,3,9,3-9,10.83,-7.83,-2.9,-13.4,118,12
70,Ball State,Mid-American,0.0,4,8,4-8,10.75,-6.75,-8.2,-12.7,113,12
71,South Florida,American Athletic,0.0,7,6,7-6,12.1,-5.1,-7.7,-6.7,95,13
72,UConn,FBS Independents,0.0,3,9,3-9,10.79,-7.79,-4.4,-15.8,122,12
73,Tulsa,American Athletic,0.0,4,8,4-8,10.49,-6.49,-5.1,-14.4,120,12
74,UAB,American Athletic,0.0,4,8,4-8,10.8,-6.8,-5.6,-9.0,103,12
75,Western Michigan,Mid-American,0.0,4,8,4-8,11.56,-7.56,-8.7,-16.4,125,12
76,Western Kentucky,Conference USA,0.0,8,5,8-5,11.61,-3.61,-4.8,-4.4,81,13
77,App State,Sun Belt,0.0,9,5,9-5,12.94,-3.94,-5.5,2.0,53,14
78,Arizona State,Pac-12,0.0,3,9,3-9,8.94,-5.94,6.8,-3.1,77,12
79,Wake Forest,ACC,0.0,4,8,4-8,9.97,-5.97,1.3,-7.0,97,12
80,Virginia Tech,ACC,0.0,7,6,7-6,11.54,-4.54,0.1,3.9,51,13
81,Virginia,ACC,0.0,3,9,3-9,9.69,-6.69,4.5,-2.9,75,12
82,Vanderbilt,SEC,0.0,2,10,2-10,8.99,-6.99,4.9,-10.8,107,12
83,Utah State,Mountain West,0.0,6,7,6-7,12.33,-6.33,-6.8,-9.7,104,13
84,Arkansas,SEC,0.0,4,8,4-8,9.03,-5.03,1.8,1.1,57,12
85,UTSA,American Athletic,0.0,9,4,9-4,12.24,-3.24,-6.6,0.7,59,13
86,UTEP,Conference USA,0.0,3,9,3-9,11.0,-8.0,-5.1,-13.0,116,12
87,Arkansas State,Sun Belt,0.0,6,7,6-7,11.63,-5.63,-4.4,-7.5,99,13
88,UL Monroe,Sun Belt,0.0,2,10,2-10,10.66,-8.66,-2.7,-18.1,128,12
89,San José State,Mountain West,0.0,7,6,7-6,11.68,-4.68,-3.4,0.4,62,13
90,Army,FBS Independents,0.0,6,6,6-6,10.89,-4.89,-6.7,-12.7,114,12
91,UCF,Big 12,0.0,6,7,6-7,10.67,-4.67,-0.1,8.0,32,13
92,South Alabama,Sun Belt,0.0,7,6,7-6,12.02,-5.02,-7.0,5.1,44,13
93,Jacksonville State,Conference USA,0.0,9,4,9-4,12.43,-3.43,-8.5,-2.2,70,13
94,San Diego State,Mountain West,0.0,4,8,4-8,10.95,-6.95,-4.3,-12.8,115,12
95,Sam Houston,Conference USA,0.0,3,9,3-9,11.44,-8.44,-7.4,-12.2,111,12
96,Akron,Mid-American,0.0,2,10,2-10,11.56,-9.56,-12.0,-21.0,130,12
97,Minnesota,Big Ten,0.0,6,7,6-7,10.77,-4.77,2.0,-4.9,84,13
98,Middle Tennessee,Conference USA,0.0,4,8,4-8,10.3,-6.3,-4.4,-6.6,94,12
99,Michigan State,Big Ten,0.0,4,8,4-8,8.93,-4.93,4.3,-8.1,101,12
100,Florida Atlantic,American Athletic,0.0,4,8,4-8,11.35,-7.35,-6.6,-9.7,105,12
101,Florida International,Conference USA,0.0,4,8,4-8,11.57,-7.57,-8.3,-17.3,126,12
