sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
1,Florida State,ACC,96.9,14,0,14-0,11.86,2.14,0.2,35.4,1,14
2,Auburn,SEC,93.6,12,2,12-2,9.87,2.13,8.1,17.1,13,14
3,Oklahoma,Big 12,82.8,11,2,11-2,9.75,1.25,5.7,11.8,25,13
4,UCF,American Athletic,82.5,12,1,12-1,10.94,1.06,-0.7,7.6,35,13
5,Michigan State,Big Ten,81.3,13,1,13-1,11.82,1.18,-0.1,15.0,18,14
6,Stanford,Pac-12,77.3,11,3,11-3,9.77,1.23,9.7,17.5,11,14
7,Missouri,SEC,75.4,12,2,12-2,10.98,1.02,3.7,12.0,24,14
8,UCLA,Pac-12,75.4,10,3,10-3,8.96,1.04,7.5,13.9,22,13
9,Clemson,ACC,74.8,11,2,11-2,10.14,0.86,3.0,20.1,5,13
10,South Carolina,SEC,73.1,11,2,11-2,10.09,0.91,5.3,15.4,17,13
11,Oregon,Pac-12,69.9,11,2,11-2,10.25,0.75,4.6,27.6,2,13
12,Alabama,SEC,67.9,11,2,11-2,10.31,0.69,3.1,26.4,3,13
13,LSU,SEC,58.9,10,3,10-3,9.64,0.36,4.8,17.9,9,13
14,Ohio State,Big Ten,56.0,12,2,12-2,11.74,0.26,1.8,17.4,12,14
15,Arizona State,Pac-12,53.1,10,4,10-4,9.83,0.17,9.4,14.1,21,14
16,Baylor,Big 12,51.8,11,2,11-2,10.88,0.12,1.7,24.0,4,13
17,Oklahoma State,Big 12,37.0,10,3,10-3,10.41,-0.41,4.3,16.0,15,13
18,Washington,Pac-12,36.0,9,4,9-4,9.5,-0.5,6.9,18.7,6,13
19,Louisville,American Athletic,30.1,12,1,12-1,12.38,-0.38,-6.8,18.5,7,13
20,Texas A&M,SEC,20.9,9,4,9-4,10.09,-1.09,3.8,14.7,19,13
21,USC,Pac-12,20.2,10,4,10-4,11.21,-1.21,6.0,17.7,10,14
22,Texas,Big 12,19.4,8,5,8-5,9.25,-1.25,7.7,3.5,51,13
