sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
1,Florida,SEC,98.8,13,1,13-1,9.64,3.36,6.2,21.6,2,14
2,Boise State,Western Athletic,93.9,13,0,13-0,11.23,1.77,-4.6,13.8,13,13
3,Ohio State,Big Ten,89.9,12,1,12-1,10.33,1.67,2.0,18.9,6,13
4,Auburn,SEC,88.5,11,2,11-2,9.28,1.72,3.8,9.2,27,13
5,USC,Pac-10,88.1,11,2,11-2,9.11,1.89,6.7,18.5,7,13
6,Louisville,Big East,79.6,12,1,12-1,10.86,1.14,0.3,20.9,4,13
7,Michigan,Big Ten,76.1,11,2,11-2,10.01,0.99,2.9,15.8,8,13
8,Wisconsin,Big Ten,76.0,12,1,12-1,11.15,0.85,-3.2,14.8,9,13
9,LSU,SEC,75.2,11,2,11-2,10.08,0.92,2.1,25.6,1,13
10,BYU,Mountain West,62.5,11,2,11-2,10.54,0.46,0.2,21.0,3,13
11,Rutgers,Big East,61.9,11,2,11-2,10.56,0.44,-0.3,10.3,20,13
12,Arkansas,SEC,59.2,10,4,10-4,9.64,0.36,4.2,13.8,12,14
13,California,Pac-10,53.5,10,3,10-3,9.83,0.17,2.8,14.3,10,13
14,West Virginia,Big East,52.4,11,2,11-2,10.86,0.14,-0.6,13.3,15,13
15,Tennessee,SEC,51.9,9,4,9-4,8.91,0.09,6.0,10.2,22,13
16,Notre Dame,FBS Independents,48.2,10,3,10-3,10.02,-0.02,1.4,9.4,26,13
17,Oklahoma,Big 12,44.9,11,3,11-3,11.13,-0.13,2.1,13.5,14,14
18,Oregon State,Pac-10,42.2,10,4,10-4,10.27,-0.27,3.5,9.7,24,14
19,Texas,Big 12,36.2,10,3,10-3,10.44,-0.44,-0.8,9.6,25,13
20,Wake Forest,ACC,34.8,11,3,11-3,11.47,-0.47,-0.6,3.1,43,14
21,TCU,Mountain West,34.2,11,2,11-2,11.4,-0.4,-4.1,19.9,5,13
