sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
22,Boston College,ACC,30.5,10,3,10-3,10.63,-0.63,-1.0,11.0,19,13
23,Kentucky,SEC,25.7,8,5,8-5,8.88,-0.88,5.1,-0.6,59,13
24,Virginia Tech,ACC,24.2,10,3,10-3,10.89,-0.89,-0.7,11.4,17,13
25,Georgia,SEC,20.3,9,4,9-4,10.13,-1.13,1.8,11.3,18,13
26,Penn State,Big Ten,20.1,9,4,9-4,10.1,-1.1,0.1,3.6,42,13
27,Texas A&M,Big 12,14.6,9,4,9-4,10.46,-1.46,-1.0,5.0,38,13
28,Arizona,Pac-10,11.7,6,6,6-6,7.77,-1.77,7.1,-0.1,55,12
29,Maryland,ACC,10.9,9,4,9-4,10.66,-1.66,-0.7,-4.9,69,13
30,South Florida,Big East,9.7,9,4,9-4,10.62,-1.62,-1.7,5.7,35,13
31,South Carolina,SEC,8.8,8,5,8-5,9.94,-1.94,2.5,14.0,11,13
32,Nebraska,Big 12,8.8,9,5,9-5,10.96,-1.96,0.7,7.2,31,14
33,Cincinnati,Big East,8.7,8,5,8-5,9.79,-1.79,1.5,5.7,34,13
34,Oregon,Pac-10,7.5,7,6,7-6,9.11,-2.11,4.1,12.1,16,13
35,UCLA,Pac-10,5.1,7,6,7-6,9.51,-2.51,4.5,4.7,40,13
36,Georgia Tech,ACC,4.3,9,5,9-5,11.42,-2.42,-0.1,4.7,41,14
37,Arizona State,Pac-10,3.6,7,6,7-6,9.68,-2.68,3.1,8.4,29,13
38,Utah,Mountain West,3.6,8,5,8-5,10.41,-2.41,-0.4,2.5,47,13
39,Texas Tech,Big 12,3.4,8,5,8-5,10.44,-2.44,-0.2,8.0,30,13
40,Missouri,Big 12,2.3,8,5,8-5,10.8,-2.8,-0.4,9.8,23,13
41,Clemson,ACC,1.9,8,5,8-5,10.79,-2.79,-2.2,9.1,28,13
42,Washington State,Pac-10,1.7,6,6,6-6,9.07,-3.07,3.1,10.3,21,12
43,Houston,Conference USA,1.3,10,4,10-4,12.65,-2.65,-5.7,3.0,44,14
44,Washington,Pac-10,1.1,5,7,5-7,8.38,-3.38,5.7,-4.5,67,12
45,Navy,FBS Independents,1.0,9,4,9-4,11.71,-2.71,-7.4,1.9,48,13
46,Southern Miss,Conference USA,0.7,9,5,9-5,11.97,-2.97,-3.9,-0.7,60,14
47,Oklahoma State,Big 12,0.7,7,6,7-6,10.61,-3.61,-0.2,5.0,39,13
48,Kansas State,Big 12,0.6,7,6,7-6,10.53,-3.53,-0.0,0.9,53,13
49,Alabama,SEC,0.6,6,7,6-7,9.4,-3.4,3.3,6.3,32,13
50,Central Michigan,Mid-American,0.5,10,4,10-4,12.73,-2.73,-8.5,-6.1,73,14
51,Purdue,Big Ten,0.4,8,6,8-6,11.78,-3.78,-1.9,-5.5,70,14
52,Nevada,Western Athletic,0.4,8,5,8-5,11.3,-3.3,-4.2,0.0,54,13
53,Miami,ACC,0.3,7,6,7-6,10.7,-3.7,-1.4,5.1,37,13
54,Minnesota,Big Ten,0.3,6,7,6-7,9.82,-3.82,0.8,-2.8,62,13
55,Pittsburgh,Big East,0.2,6,6,6-6,9.81,-3.81,-0.3,2.7,46,12
56,Tulsa,Conference USA,0.2,8,5,8-5,11.41,-3.41,-6.0,2.8,45,13
57,Wyoming,Mountain West,0.2,6,6,6-6,9.53,-3.53,0.0,1.0,52,12
58,Florida State,ACC,0.2,7,6,7-6,10.86,-3.86,0.2,6.2,33,13
59,Ohio,Mid-American,0.1,9,5,9-5,12.74,-3.74,-8.0,-11.1,88,14
60,Illinois,Big Ten,0.0,2,10,2-10,9.69,-7.69,-0.2,-0.3,57,12
61,Toledo,Mid-American,0.0,5,7,5-7,11.47,-6.47,-9.6,-13.7,97,12
62,Tulane,Conference USA,0.0,4,8,4-8,10.1,-6.1,-3.6,-9.2,82,12
63,Eastern Michigan,Mid-American,0.0,1,11,1-11,11.42,-10.42,-8.0,-21.3,102,12
64,UAB,Conference USA,0.0,3,9,3-9,10.65,-7.65,-5.3,-13.6,95,12
65,UCF,Conference USA,0.0,4,8,4-8,10.48,-6.48,-4.6,-8.2,80,12
66,East Carolina,Conference USA,0.0,7,6,7-6,11.69,-4.69,-4.5,-1.7,61,13
67,UConn,Big East,0.0,4,8,4-8,9.48,-5.48,0.7,-6.8,77,12
68,UNLV,Mountain West,0.0,2,10,2-10,9.5,-7.5,0.5,-10.5,87,12
69,Duke,ACC,0.0,0,12,0-12,9.66,-9.66,1.4,-12.9,93,12
70,Northwestern,Big Ten,0.0,4,8,4-8,9.39,-5.39,-0.5,-3.5,64,12
71,Colorado State,Mountain West,0.0,4,8,4-8,9.88,-5.88,-0.7,-3.5,63,12
72,Vanderbilt,SEC,0.0,4,8,4-8,8.64,-4.64,2.3,1.9,49,12
73,Virginia,ACC,0.0,5,7,5-7,10.23,-5.23,-0.6,-3.6,65,12
74,Colorado,Big 12,0.0,2,10,2-10,9.38,-7.38,1.4,-0.4,58,12
75,Buffalo,Mid-American,0.0,2,10,2-10,10.41,-8.41,-6.3,-21.7,103,12
76,Bowling Green,Mid-American,0.0,4,8,4-8,10.7,-6.7,-10.1,-10.0,84,12
77,Baylor,Big 12,0.0,4,8,4-8,9.04,-5.04,2.6,-6.2,74,12
78,Ball State,Mid-American,0.0,5,7,5-7,11.15,-6.15,-10.3,-13.7,96,12
79,Western Michigan,Mid-American,0.0,8,5,8-5,12.16,-4.16,-9.7,-4.8,68,13
80,Army,FBS Independents,0.0,3,9,3-9,10.33,-7.33,-4.6,-20.3,101,12
81,UTEP,Conference USA,0.0,5,7,5-7,11.01,-6.01,-6.4,-11.3,90,12
82,Indiana,Big Ten,0.0,5,7,5-7,9.75,-4.75,-0.1,-7.9,79,12
83,Iowa,Big Ten,0.0,6,7,6-7,10.59,-4.59,-0.9,5.2,36,13
84,Temple,FBS Independents,0.0,1,11,1-11,10.22,-9.22,-2.4,-24.8,104,12
85,Northern Illinois,Mid-American,0.0,7,6,7-6,11.2,-4.2,-8.5,-11.2,89,13
86,North Carolina,ACC,0.0,3,9,3-9,9.69,-6.69,1.4,-10.0,85,12
87,New Mexico,Mountain West,0.0,6,7,6-7,10.81,-4.81,-1.4,1.0,51,13
88,Ole Miss,SEC,0.0,4,8,4-8,8.88,-4.88,2.9,-6.0,72,12
89,Akron,Mid-American,0.0,5,7,5-7,11.2,-6.2,-8.9,-8.7,81,12
90,NC State,ACC,0.0,3,9,3-9,10.39,-7.39,-1.4,-3.8,66,12
91,Mississippi State,SEC,0.0,3,9,3-9,8.73,-5.73,3.5,-6.9,78,12
92,Michigan State,Big Ten,0.0,4,8,4-8,9.8,-5.8,-0.5,-0.3,56,12
93,Miami (OH),Mid-American,0.0,2,10,2-10,11.34,-9.34,-8.4,-15.6,99,12
94,Rice,Conference USA,0.0,7,6,7-6,11.6,-4.6,-4.4,-14.5,98,13
95,Memphis,Conference USA,0.0,2,10,2-10,11.1,-9.1,-6.1,-16.6,100,12
96,SMU,Conference USA,0.0,6,6,6-6,11.17,-5.17,-8.7,-11.4,91,12
97,San Diego State,Mountain West,0.0,3,9,3-9,9.26,-6.26,0.4,-6.5,75,12
98,Marshall,Conference USA,0.0,5,7,5-7,10.53,-5.53,-5.8,-10.1,86,12
99,Kent State,Mid-American,0.0,6,6,6-6,11.38,-5.38,-12.7,-9.9,83,12
100,Kansas,Big 12,0.0,6,6,6-6,10.45,-4.45,-2.4,1.0,50,12
101,Stanford,Pac-10,0.0,1,11,1-11,8.41,-7.41,6.9,-13.4,94,12
102,Syracuse,Big East,0.0,4,8,4-8,9.05,-5.05,3.8,-5.9,71,12
103,Iowa State,Big 12,0.0,4,8,4-8,9.62,-5.62,0.8,-12.2,92,12
104,Air Force,Mountain West,0.0,4,8,4-8,9.3,-5.3,2.2,-6.8,76,12
