sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
1,Indiana,Big Ten,100.0,16,0,16-0,11.13,4.87,8.2,32.3,1,16
2,Oregon,Big Ten,96.8,13,2,13-2,10.4,2.6,7.4,26.4,4,15
3,Miami,ACC,93.7,13,3,13-3,10.61,2.39,10.2,25.1,5,16
4,Ohio State,Big Ten,86.6,12,2,12-2,10.52,1.48,5.9,29.7,2,14
5,Texas A&M,SEC,82.8,11,2,11-2,9.67,1.33,7.4,19.6,10,13
6,Ole Miss,SEC,82.0,13,2,13-2,11.67,1.33,5.9,20.2,8,15
7,BYU,Big 12,81.9,12,2,12-2,10.71,1.29,5.8,16.2,16,14
8,Georgia,SEC,81.4,12,2,12-2,10.63,1.37,5.7,19.9,9,14
9,Texas Tech,Big 12,74.2,12,2,12-2,11.13,0.87,2.0,24.3,6,14
10,Alabama,SEC,71.6,11,4,11-4,10.03,0.97,9.6,17.9,13,15
11,Texas,SEC,65.1,10,3,10-3,9.42,0.58,6.1,13.6,21,13
12,Notre Dame,FBS Independents,64.1,10,2,10-2,9.49,0.51,6.3,27.5,3,12
13,Oklahoma,SEC,53.5,10,3,10-3,9.82,0.18,6.1,16.1,17,13
14,Utah,Big 12,47.0,11,2,11-2,11.03,-0.03,1.9,21.8,7,13
15,Vanderbilt,SEC,40.0,10,3,10-3,10.31,-0.31,4.3,19.5,11,13
16,Navy,American Athletic,33.4,11,2,11-2,11.39,-0.39,-4.2,3.2,56,13
17,Iowa,Big Ten,30.1,9,4,9-4,9.67,-0.67,3.9,14.9,19,13
18,James Madison,Sun Belt,30.1,12,2,12-2,12.48,-0.48,-4.9,12.8,23,14
19,Illinois,Big Ten,27.6,9,4,9-4,9.72,-0.72,5.9,8.8,37,13
20,Michigan,Big Ten,19.6,9,4,9-4,10.12,-1.12,6.4,11.2,28,13
21,USC,Big Ten,17.0,9,4,9-4,10.16,-1.16,5.6,16.5,15,13
22,Tulane,American Athletic,16.2,11,3,11-3,12.11,-1.11,-0.3,4.5,53,14
23,Virginia,ACC,16.0,11,3,11-3,12.25,-1.25,1.0,9.4,34,14
24,Houston,Big 12,11.9,10,3,10-3,11.37,-1.37,-1.2,2.3,59,13
25,North Texas,American Athletic,11.6,12,2,12-2,13.17,-1.17,-5.9,10.1,32,14
26,Louisville,ACC,10.8,9,4,9-4,10.58,-1.58,2.8,11.3,27,13
27,Washington,Big Ten,10.4,9,4,9-4,10.53,-1.53,3.0,18.9,12,13
28,TCU,Big 12,9.6,9,4,9-4,10.76,-1.76,3.4,9.8,33,13
29,Missouri,SEC,8.3,8,5,8-5,10.0,-2.0,3.2,14.3,20,13
30,Old Dominion,Sun Belt,8.2,10,3,10-3,11.32,-1.32,-5.4,8.6,38,13
31,SMU,ACC,6.8,9,4,9-4,10.93,-1.93,1.4,16.8,14,13
32,Georgia Tech,ACC,6.5,9,4,9-4,10.98,-1.98,1.4,8.2,41,13
33,NC State,ACC,6.3,8,5,8-5,10.04,-2.04,5.8,8.3,40,13
34,Arizona,Big 12,5.4,9,4,9-4,11.13,-2.13,1.9,11.5,26,13
35,Iowa State,Big 12,4.4,8,4,8-4,10.24,-2.24,1.6,8.3,39,12
36,Tennessee,SEC,4.0,8,5,8-5,10.45,-2.45,2.4,13.1,22,13
37,LSU,SEC,3.7,7,6,7-6,9.6,-2.6,6.6,7.6,44,13
38,South Florida,American Athletic,3.1,9,4,9-4,11.21,-2.21,-2.7,12.5,25,13
