sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
90,Western Kentucky,Sun Belt,0.0,0,12,0-12,11.16,-11.16,-9.0,-22.8,118,12
91,Western Michigan,Mid-American,0.0,5,7,5-7,11.26,-6.26,-8.3,-15.8,111,12
92,Arizona State,Pac-10,0.0,4,8,4-8,9.24,-5.24,1.9,6.3,37,12
93,Toledo,Mid-American,0.0,5,7,5-7,11.03,-6.03,-6.6,-5.4,83,12
94,New Mexico State,Western Athletic,0.0,3,10,3-10,11.22,-8.22,-4.2,-24.0,119,13
95,Florida Atlantic,Sun Belt,0.0,5,7,5-7,10.93,-5.93,-8.2,-13.7,103,12
96,Florida International,Sun Belt,0.0,3,9,3-9,10.05,-7.05,-4.9,-18.7,114,12
97,North Texas,Sun Belt,0.0,2,10,2-10,10.92,-8.92,-9.7,-14.8,106,12
98,Northern Illinois,Mid-American,0.0,7,5,7-5,10.92,-3.92,-8.7,-0.7,62,12
99,Akron,Mid-American,0.0,3,9,3-9,10.85,-7.85,-6.9,-18.4,113,12
100,NC State,ACC,0.0,5,7,5-7,9.81,-4.81,0.3,-2.8,71,12
101,Michigan,Big Ten,0.0,5,7,5-7,9.92,-4.92,-1.4,-2.6,70,12
102,Miami (OH),Mid-American,0.0,1,11,1-11,10.52,-9.52,-2.6,-7.1,90,12
103,Memphis,Conference USA,0.0,2,10,2-10,10.42,-8.42,-2.4,-15.1,107,12
104,Maryland,ACC,0.0,2,10,2-10,10.27,-8.27,-0.5,-3.8,78,12
105,Marshall,Conference USA,0.0,6,6,6-6,10.88,-4.88,-5.9,-6.5,88,12
106,Louisville,Big East,0.0,4,8,4-8,10.33,-6.33,-1.7,-10.5,97,12
107,Louisiana Tech,Western Athletic,0.0,4,8,4-8,9.61,-5.61,-2.8,1.3,56,12
108,Louisiana,Sun Belt,0.0,6,6,6-6,10.91,-4.91,-8.8,-15.4,108,12
109,Purdue,Big Ten,0.0,5,7,5-7,9.72,-4.72,3.2,1.8,54,12
110,Rice,Conference USA,0.0,2,10,2-10,10.45,-8.45,-1.9,-21.7,115,12
111,Kent State,Mid-American,0.0,5,7,5-7,11.6,-6.6,-11.0,-12.1,101,12
112,San Diego State,Mountain West,0.0,4,8,4-8,10.16,-6.16,-4.2,-6.0,85,12
113,San José State,Western Athletic,0.0,2,10,2-10,9.86,-7.86,-1.4,-22.0,116,12
114,Kansas,Big 12,0.0,5,7,5-7,9.51,-4.51,1.0,5.9,39,12
115,Southern Miss,Conference USA,0.0,7,5,7-5,11.02,-4.02,-6.1,-3.5,74,12
116,Indiana,Big Ten,0.0,4,8,4-8,9.95,-5.95,-1.3,-5.3,81,12
117,Syracuse,Big East,0.0,4,8,4-8,10.33,-6.33,-1.8,-1.5,65,12
118,Illinois,Big Ten,0.0,3,9,3-9,9.8,-6.8,1.7,-3.7,76,12
119,New Mexico,Mountain West,0.0,1,11,1-11,9.57,-8.57,-0.4,-11.5,99,12
120,Hawai'i,Western Athletic,0.0,6,7,6-7,11.32,-5.32,-6.0,-7.8,91,13
