sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
33,Miami,ACC,9.6,8,4,8-4,9.79,-1.79,1.0,12.9,16,12
34,Iowa,Big Ten,9.5,8,4,8-4,9.61,-1.61,1.6,9.7,23,12
35,Minnesota,Big Ten,7.0,8,4,8-4,9.87,-1.87,0.9,5.6,42,12
36,North Carolina,ACC,6.7,8,4,8-4,9.93,-1.93,-0.1,9.2,24,12
37,Temple,American Athletic,5.9,10,3,10-3,11.69,-1.69,-5.2,8.3,28,13
38,Kansas State,Big 12,4.6,8,4,8-4,10.14,-2.14,-1.6,6.1,38,12
39,Western Kentucky,Conference USA,3.5,10,3,10-3,11.59,-1.59,-7.3,8.4,27,13
40,Kentucky,SEC,3.1,7,5,7-5,9.23,-2.23,2.9,0.7,63,12
41,BYU,FBS Independents,3.1,8,4,8-4,10.39,-2.39,-0.8,7.6,30,12
42,Toledo,Mid-American,1.7,9,3,9-3,11.07,-2.07,-7.4,6.1,39,12
43,Navy,American Athletic,1.3,9,4,9-4,11.76,-2.76,-2.8,2.4,59,13
44,Georgia,SEC,1.2,7,5,7-5,10.11,-3.11,1.7,3.3,55,12
45,Old Dominion,Conference USA,1.2,9,3,9-3,11.19,-2.19,-11.5,-6.9,92,12
46,Troy,Sun Belt,1.0,9,3,9-3,11.04,-2.04,-8.9,-6.9,91,12
47,Air Force,Mountain West,1.0,9,3,9-3,11.35,-2.35,-7.1,0.7,64,12
48,App State,Sun Belt,0.9,9,3,9-3,11.26,-2.26,-8.7,4.6,48,12
49,Ole Miss,SEC,0.8,5,7,5-7,8.3,-3.3,7.5,4.9,45,12
50,Maryland,Big Ten,0.8,6,6,6-6,9.02,-3.02,2.3,-0.5,67,12
51,Memphis,American Athletic,0.8,8,4,8-4,10.91,-2.91,-3.7,3.7,52,12
52,Northwestern,Big Ten,0.7,6,6,6-6,9.35,-3.35,3.4,8.1,29,12
53,NC State,ACC,0.4,6,6,6-6,9.32,-3.32,2.2,7.1,34,12
54,Idaho,Sun Belt,0.4,8,4,8-4,10.37,-2.37,-7.7,-8.3,98,12
55,San Diego State,Mountain West,0.4,10,3,10-3,12.53,-2.53,-9.1,4.7,47,13
56,Indiana,Big Ten,0.3,6,6,6-6,9.23,-3.23,2.7,3.5,53,12
57,California,Pac-12,0.2,5,7,5-7,9.03,-4.03,6.4,1.1,62,12
58,Vanderbilt,SEC,0.2,6,6,6-6,9.97,-3.97,1.8,3.2,56,12
59,Boston College,ACC,0.2,6,6,6-6,9.5,-3.5,-0.7,-3.9,76,12
60,Colorado State,Mountain West,0.2,7,5,7-5,10.47,-3.47,-3.0,3.8,51,12
61,South Carolina,SEC,0.2,6,6,6-6,9.8,-3.8,1.0,-1.5,68,12
62,New Mexico,Mountain West,0.1,8,4,8-4,11.35,-3.35,-8.8,-3.1,75,12
63,Oregon,Pac-12,0.1,4,8,4-8,8.67,-4.67,5.5,0.4,66,12
64,Wyoming,Mountain West,0.1,8,5,8-5,11.89,-3.89,-3.5,-2.3,73,13
65,Mississippi State,SEC,0.1,5,7,5-7,8.83,-3.83,4.4,5.6,41,12
66,Wake Forest,ACC,0.1,6,6,6-6,9.6,-3.6,0.4,-4.7,80,12
67,Arizona State,Pac-12,0.1,5,7,5-7,8.96,-3.96,4.6,-5.1,82,12
68,Charlotte,Conference USA,0.0,4,8,4-8,10.9,-6.9,-9.5,-18.0,120,12
69,Buffalo,Mid-American,0.0,2,10,2-10,11.32,-9.32,-8.0,-18.0,119,12
70,Texas,Big 12,0.0,5,7,5-7,10.25,-5.25,0.6,0.4,65,12
71,Texas State,Sun Belt,0.0,2,10,2-10,11.28,-9.28,-7.2,-28.0,128,12
72,Texas Tech,Big 12,0.0,5,7,5-7,10.32,-5.32,-0.1,-2.3,74,12
73,Central Michigan,Mid-American,0.0,6,6,6-6,10.97,-4.97,-5.0,-5.7,84,12
74,Cincinnati,American Athletic,0.0,4,8,4-8,10.67,-6.67,-2.1,-8.7,101,12
75,TCU,Big 12,0.0,6,6,6-6,10.49,-4.49,-0.5,4.2,49,12
76,Tulane,American Athletic,0.0,4,8,4-8,10.87,-6.87,-3.7,-8.6,99,12
77,Bowling Green,Mid-American,0.0,4,8,4-8,10.55,-6.55,-4.4,-15.5,115,12
78,UCF,American Athletic,0.0,6,6,6-6,10.25,-4.25,-2.9,3.0,57,12
79,UCLA,Pac-12,0.0,4,8,4-8,9.09,-5.09,5.6,6.5,35,12
80,UConn,American Athletic,0.0,3,9,3-9,10.91,-7.91,-3.6,-15.7,117,12
81,UL Monroe,Sun Belt,0.0,4,8,4-8,10.48,-6.48,-5.5,-21.5,124,12
82,UNLV,Mountain West,0.0,4,8,4-8,10.96,-6.96,-6.2,-13.0,111,12
83,Duke,ACC,0.0,4,8,4-8,9.31,-5.31,2.9,-2.1,72,12
84,UTEP,Conference USA,0.0,4,8,4-8,11.64,-7.64,-12.0,-25.0,127,12
85,UTSA,Conference USA,0.0,6,6,6-6,11.13,-5.13,-9.3,-5.1,83,12
86,Utah State,Mountain West,0.0,3,9,3-9,10.2,-7.2,-1.5,-6.2,88,12
87,Virginia,ACC,0.0,2,10,2-10,9.87,-7.87,1.2,-7.1,93,12
88,Baylor,Big 12,0.0,6,6,6-6,10.44,-4.44,-2.4,1.4,61,12
89,Ball State,Mid-American,0.0,4,8,4-8,11.12,-7.12,-7.5,-11.1,109,12
90,Army,FBS Independents,0.0,7,5,7-5,11.2,-4.2,-9.9,-8.1,95,12
91,Arkansas State,Sun Belt,0.0,7,5,7-5,11.15,-4.15,-9.8,-1.7,69,12
92,Arizona,Pac-12,0.0,3,9,3-9,8.69,-5.69,5.9,-4.0,77,12
93,Syracuse,ACC,0.0,4,8,4-8,9.1,-5.1,4.1,-7.7,94,12
94,Kent State,Mid-American,0.0,3,9,3-9,9.99,-6.99,-4.1,-6.2,87,12
95,Southern Miss,Conference USA,0.0,6,6,6-6,10.95,-4.95,-9.9,-8.2,97,12
96,Middle Tennessee,Conference USA,0.0,8,4,8-4,11.43,-3.43,-10.6,-4.9,81,12
97,Hawai'i,Mountain West,0.0,6,7,6-7,11.41,-5.41,-5.1,-10.0,104,13
98,New Mexico State,Sun Belt,0.0,3,9,3-9,11.11,-8.11,-6.8,-15.7,116,12
99,Nevada,Mountain West,0.0,5,7,5-7,11.47,-6.47,-9.5,-12.5,110,12
100,Akron,Mid-American,0.0,5,7,5-7,10.74,-5.74,-5.5,-10.9,107,12
101,Missouri,SEC,0.0,4,8,4-8,9.8,-5.8,1.7,-1.9,71,12
102,Illinois,Big Ten,0.0,3,9,3-9,9.09,-6.09,4.4,-6.7,89,12
103,Michigan State,Big Ten,0.0,3,9,3-9,8.65,-5.65,5.7,5.6,40,12
104,East Carolina,American Athletic,0.0,3,9,3-9,10.41,-7.41,-1.2,-9.8,103,12
105,Miami (OH),Mid-American,0.0,6,6,6-6,11.31,-5.31,-8.0,-4.5,79,12
106,Iowa State,Big 12,0.0,3,9,3-9,10.22,-7.22,-0.4,-1.8,70,12
107,Massachusetts,FBS Independents,0.0,2,10,2-10,10.9,-8.9,-4.7,-15.0,114,12
108,Marshall,Conference USA,0.0,3,9,3-9,10.77,-7.77,-7.4,-20.1,123,12
109,Kansas,Big 12,0.0,2,10,2-10,10.11,-8.11,1.1,-14.0,113,12
110,Louisiana Tech,Conference USA,0.0,8,5,8-5,12.13,-4.13,-9.2,1.6,60,13
111,North Texas,Conference USA,0.0,5,7,5-7,11.1,-6.1,-8.6,-13.7,112,12
112,Northern Illinois,Mid-American,0.0,5,7,5-7,10.83,-5.83,-5.2,-6.2,86,12
113,Notre Dame,FBS Independents,0.0,4,8,4-8,9.89,-5.89,3.0,5.5,43,12
114,Ohio,Mid-American,0.0,8,5,8-5,11.95,-3.95,-8.5,-4.5,78,13
115,Georgia State,Sun Belt,0.0,3,9,3-9,10.98,-7.98,-8.3,-10.9,108,12
116,Georgia Southern,Sun Belt,0.0,5,7,5-7,10.92,-5.92,-6.2,-8.7,100,12
117,Fresno State,Mountain West,0.0,1,11,1-11,10.98,-9.98,-4.9,-19.3,122,12
118,Florida International,Conference USA,0.0,4,8,4-8,11.3,-7.3,-8.0,-18.8,121,12
119,Oregon State,Pac-12,0.0,4,8,4-8,8.89,-4.89,5.7,3.9,50,12
120,Florida Atlantic,Conference USA,0.0,3,9,3-9,11.05,-8.05,-10.4,-22.2,126,12
121,Eastern Michigan,Mid-American,0.0,7,5,7-5,11.15,-4.15,-6.4,-8.2,96,12
122,Purdue,Big Ten,0.0,3,9,3-9,9.96,-6.96,1.0,-10.7,106,12
123,Rice,Conference USA,0.0,3,9,3-9,11.08,-8.08,-8.8,-22.1,125,12
124,Rutgers,Big Ten,0.0,2,10,2-10,8.23,-6.23,7.1,-9.8,102,12
125,Louisiana,Sun Belt,0.0,6,6,6-6,11.35,-5.35,-9.2,-6.9,90,12
126,San José State,Mountain West,0.0,4,8,4-8,10.84,-6.84,-4.8,-16.5,118,12
127,South Alabama,Sun Belt,0.0,6,6,6-6,11.46,-5.46,-10.1,-10.2,105,12
128,SMU,American Athletic,0.0,5,7,5-7,10.68,-5.68,-1.6,-6.1,85,12
