sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
1,Alabama,SEC,99.2,13,0,13-0,9.78,3.22,5.2,34.0,1,13
2,Ohio State,Big Ten,89.6,7,1,7-1,5.79,1.21,5.1,18.3,7,8
3,Texas A&M,SEC,87.6,9,1,9-1,7.73,1.27,2.1,13.7,13,10
4,Louisiana,Sun Belt,86.3,10,1,10-1,8.66,1.34,0.7,10.4,19,11
5,Ball State,Mid-American,85.2,7,1,7-1,5.66,1.34,7.2,11.7,14,8
6,Notre Dame,FBS Independents,85.1,10,2,10-2,8.74,1.26,3.4,15.3,10,12
7,Oklahoma,Big 12,83.2,9,2,9-2,7.67,1.33,4.9,23.1,3,11
8,Coastal Carolina,Sun Belt,81.6,11,1,11-1,9.9,1.1,-0.7,15.8,9,12
9,Iowa State,Big 12,73.9,9,3,9-3,8.03,0.97,8.2,19.7,6,12
10,Georgia,SEC,71.2,8,2,8-2,7.33,0.67,5.0,14.8,12,10
11,BYU,FBS Independents,70.2,11,1,11-1,10.36,0.64,-2.7,23.5,2,12
12,Clemson,ACC,66.3,10,2,10-2,9.42,0.58,1.7,20.4,4,12
13,Cincinnati,American Athletic,63.0,9,1,9-1,8.58,0.42,-1.6,20.2,5,10
14,Oklahoma State,Big 12,58.9,8,3,8-3,7.64,0.36,7.2,10.3,20,11
15,San José State,Mountain West,55.3,7,1,7-1,6.79,0.21,-0.4,4.7,36,8
16,Buffalo,Mid-American,47.7,6,1,6-1,5.99,0.01,-3.3,17.8,8,7
17,Liberty,FBS Independents,44.9,10,1,10-1,10.08,-0.08,-11.6,0.4,55,11
18,Texas,Big 12,44.1,7,3,7-3,7.16,-0.16,6.2,15.1,11,10
19,Northwestern,Big Ten,34.2,7,2,7-2,7.4,-0.4,0.6,6.5,30,9
20,Miami,ACC,30.1,8,3,8-3,8.63,-0.63,3.2,6.4,31,11
21,Boise State,Mountain West,28.4,5,2,5-2,5.54,-0.54,-0.0,7.1,28,7
22,Florida,SEC,27.0,8,4,8-4,8.72,-0.72,3.7,10.2,21,12
23,Indiana,Big Ten,23.5,6,2,6-2,6.68,-0.68,-0.5,2.2,44,8
24,Western Michigan,Mid-American,22.0,4,2,4-2,4.77,-0.77,1.3,10.0,22,6
25,Toledo,Mid-American,21.3,4,2,4-2,4.8,-0.8,0.1,11.6,15,6
26,TCU,Big 12,18.9,6,4,6-4,7.14,-1.14,5.3,11.1,16,10
27,Colorado,Pac-12,15.1,4,2,4-2,4.98,-0.98,1.4,0.6,54,6
28,Tulsa,American Athletic,13.5,6,3,6-3,7.19,-1.19,0.7,6.2,32,9
29,West Virginia,Big 12,12.8,6,4,6-4,7.43,-1.43,2.7,7.7,26,10
30,App State,Sun Belt,10.5,9,3,9-3,10.42,-1.42,-4.6,10.4,18,12
31,Army,FBS Independents,10.0,9,3,9-3,10.38,-1.38,-6.5,3.5,39,12
32,Iowa,Big Ten,9.4,6,2,6-2,7.25,-1.25,-3.0,9.8,23,8
33,Nevada,Mountain West,8.9,7,2,7-2,8.27,-1.27,-5.9,2.3,41,9
34,Central Michigan,Mid-American,8.4,3,3,3-3,4.55,-1.55,5.6,5.7,34,6
35,Memphis,American Athletic,6.3,8,3,8-3,9.58,-1.58,-4.7,-4.7,77,11
36,Oregon,Pac-12,5.5,4,3,4-3,5.64,-1.64,1.3,7.9,24,7
37,North Carolina,ACC,4.3,8,4,8-4,10.17,-2.17,-1.5,10.8,17,12
38,SMU,American Athletic,3.9,7,3,7-3,8.77,-1.77,-6.0,-1.1,64,10
39,UCF,American Athletic,3.9,6,4,6-4,7.99,-1.99,0.2,7.9,25,10
40,Auburn,SEC,3.7,6,5,6-5,8.24,-2.24,4.9,3.2,40,11
41,Marshall,Conference USA,3.7,7,3,7-3,8.79,-1.79,-5.7,2.0,47,10
42,UAB,Conference USA,3.1,6,3,6-3,7.99,-1.99,-4.3,6.0,33,9
