sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
1,Georgia,SEC,100.0,15,0,15-0,10.25,4.75,7.6,33.4,1,15
2,TCU,Big 12,96.6,13,2,13-2,10.28,2.72,7.6,17.5,10,15
3,Michigan,Big Ten,94.4,13,1,13-1,10.97,2.03,2.4,22.6,5,14
4,Tennessee,SEC,93.1,11,2,11-2,9.03,1.97,5.8,23.9,4,13
5,Alabama,SEC,93.0,11,2,11-2,8.9,2.1,5.8,25.8,3,13
6,Ohio State,Big Ten,85.0,11,2,11-2,9.68,1.32,5.6,25.8,2,13
7,Penn State,Big Ten,77.7,11,2,11-2,9.99,1.01,4.5,19.7,7,13
8,LSU,SEC,68.0,10,4,10-4,9.26,0.74,7.8,21.0,6,14
9,Mississippi State,SEC,55.2,9,4,9-4,8.79,0.21,7.8,15.3,13,13
10,Washington,Pac-12,53.9,11,2,11-2,10.83,0.17,-0.4,11.7,21,13
11,Kansas State,Big 12,53.9,10,4,10-4,9.8,0.2,8.2,17.9,9,14
12,Tulane,American Athletic,47.9,12,2,12-2,12.0,0.0,-1.0,11.0,22,14
13,Oregon,Pac-12,43.9,10,3,10-3,10.14,-0.14,2.9,13.4,17,13
14,Clemson,ACC,43.2,11,3,11-3,11.18,-0.18,2.1,14.5,14,14
15,USC,Pac-12,43.1,11,3,11-3,11.2,-0.2,2.6,11.9,20,14
16,Florida State,ACC,34.6,10,3,10-3,10.49,-0.49,2.7,17.2,11,13
17,Oregon State,Pac-12,29.4,10,3,10-3,10.68,-0.68,1.3,14.1,15,13
18,Utah,Pac-12,23.5,10,4,10-4,11.02,-1.02,2.3,16.8,12,14
19,Texas,Big 12,17.1,8,5,8-5,9.42,-1.42,8.1,19.5,8,13
20,Troy,Sun Belt,16.8,12,2,12-2,12.96,-0.96,-5.6,1.5,62,14
21,South Carolina,SEC,15.5,8,5,8-5,9.42,-1.42,5.0,6.2,42,13
22,Texas Tech,Big 12,13.7,8,5,8-5,9.65,-1.65,6.5,10.9,23,13
23,Ole Miss,SEC,10.8,8,5,8-5,9.76,-1.76,5.3,12.2,19,13
24,Notre Dame,FBS Independents,10.4,9,4,9-4,10.59,-1.59,2.9,9.4,28,13
25,Iowa,Big Ten,7.1,8,5,8-5,9.96,-1.96,2.9,8.6,30,13
26,Purdue,Big Ten,7.0,8,6,8-6,10.23,-2.23,5.1,2.8,57,14
27,Pittsburgh,ACC,6.6,9,4,9-4,10.9,-1.9,0.2,10.8,24,13
28,Minnesota,Big Ten,6.1,9,4,9-4,10.93,-1.93,-1.4,9.6,26,13
29,UCLA,Pac-12,6.1,9,4,9-4,11.0,-2.0,-0.3,10.5,25,13
30,Kentucky,SEC,5.3,7,6,7-6,9.28,-2.28,5.4,8.5,31,13
31,Louisville,ACC,4.8,8,5,8-5,10.45,-2.45,4.6,13.0,18,13
32,NC State,ACC,4.7,8,5,8-5,10.4,-2.4,2.3,3.8,51,13
33,Arkansas,SEC,4.4,7,6,7-6,9.59,-2.59,6.5,8.5,32,13
34,Florida,SEC,4.0,6,7,6-7,8.56,-2.56,8.7,8.9,29,13
35,Maryland,Big Ten,3.9,8,5,8-5,10.14,-2.14,2.9,9.6,27,13
36,Oklahoma State,Big 12,3.3,7,6,7-6,9.76,-2.76,4.8,2.3,58,13
37,UTSA,Conference USA,3.1,11,3,11-3,12.85,-1.85,-7.8,2.0,61,14
38,Wake Forest,ACC,2.7,8,5,8-5,10.66,-2.66,2.0,7.7,36,13
39,Auburn,SEC,2.6,5,7,5-7,7.67,-2.67,9.8,7.9,35,12
40,North Carolina,ACC,2.5,9,5,9-5,11.79,-2.79,1.1,3.7,53,14
41,Cincinnati,American Athletic,2.4,9,4,9-4,11.47,-2.47,-2.1,5.0,47,13
42,Illinois,Big Ten,1.7,8,5,8-5,10.76,-2.76,1.0,13.9,16,13
43,Duke,ACC,1.6,9,4,9-4,11.63,-2.63,-2.4,6.9,38,13
44,Kansas,Big 12,1.4,6,7,6-7,9.52,-3.52,6.7,8.3,33,13
45,Fresno State,Mountain West,1.1,10,4,10-4,12.65,-2.65,-6.9,3.2,54,14
46,UCF,American Athletic,1.1,9,5,9-5,12.11,-3.11,-0.4,5.7,44,14
47,Syracuse,ACC,1.1,7,6,7-6,10.37,-3.37,3.0,4.3,49,13
48,Oklahoma,Big 12,1.0,6,7,6-7,9.57,-3.57,6.7,7.3,37,13
49,Missouri,SEC,0.9,6,7,6-7,9.28,-3.28,4.4,6.1,43,13
50,South Alabama,Sun Belt,0.8,10,3,10-3,12.33,-2.33,-9.2,0.3,65,13
51,James Madison,Sun Belt,0.8,8,3,8-3,10.26,-2.26,-7.2,5.4,46,11
52,Michigan State,Big Ten,0.8,5,7,5-7,8.26,-3.26,6.3,0.0,66,12
53,Washington State,Pac-12,0.7,7,6,7-6,10.5,-3.5,1.6,2.8,56,13
54,Vanderbilt,SEC,0.7,5,7,5-7,8.24,-3.24,5.9,-3.7,78,12
55,West Virginia,Big 12,0.6,5,7,5-7,8.8,-3.8,6.1,3.7,52,12
56,Houston,American Athletic,0.5,8,5,8-5,11.44,-3.44,-0.7,6.8,39,13
57,Baylor,Big 12,0.5,6,7,6-7,9.9,-3.9,4.4,6.3,41,13
58,Wisconsin,Big Ten,0.5,7,6,7-6,10.57,-3.57,2.0,7.9,34,13
59,BYU,FBS Independents,0.4,8,5,8-5,11.42,-3.42,-1.8,-1.3,70,13
60,Texas A&M,SEC,0.3,5,7,5-7,8.78,-3.78,4.1,6.4,40,12
61,Air Force,Mountain West,0.3,10,3,10-3,12.53,-2.53,-10.7,4.1,50,13
62,Georgia Tech,ACC,0.3,5,7,5-7,8.77,-3.77,5.1,-3.1,76,12
