sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
1,LSU,SEC,99.7,13,0,13-0,9.62,3.38,5.3,31.3,2,13
2,Ohio State,Big Ten,99.1,13,0,13-0,10.09,2.91,5.8,33.3,1,13
3,Oklahoma,Big 12,82.2,12,1,12-1,10.75,1.25,3.4,23.4,5,13
4,Clemson,ACC,80.3,13,0,13-0,12.14,0.86,-3.2,27.5,4,13
5,Georgia,SEC,77.8,11,2,11-2,10.03,0.97,4.7,19.0,10,13
6,Auburn,SEC,74.7,9,3,9-3,8.09,0.91,8.8,22.0,8,12
7,Penn State,Big Ten,69.2,10,2,10-2,9.36,0.64,3.8,16.4,13,12
8,Florida,SEC,68.1,10,2,10-2,9.42,0.58,2.3,18.0,12,12
9,Baylor,Big 12,66.5,11,2,11-2,10.4,0.6,2.6,15.5,16,13
10,Alabama,SEC,63.6,10,2,10-2,9.57,0.43,1.9,28.4,3,12
11,Oregon,Pac-12,63.2,11,2,11-2,10.53,0.47,3.0,20.3,9,13
12,Wisconsin,Big Ten,63.0,10,3,10-3,9.56,0.44,8.1,23.3,7,13
13,Memphis,American Athletic,55.1,12,1,12-1,11.76,0.24,-0.3,15.6,15,13
14,Notre Dame,FBS Independents,51.3,10,2,10-2,9.92,0.08,1.7,15.4,17,12
15,Michigan,Big Ten,50.8,9,3,9-3,8.94,0.06,6.5,18.6,11,12
16,Utah,Pac-12,41.4,11,2,11-2,11.2,-0.2,0.9,23.3,6,13
17,Iowa,Big Ten,40.4,9,3,9-3,9.29,-0.29,5.0,11.4,25,12
18,Minnesota,Big Ten,36.2,10,2,10-2,10.35,-0.35,0.0,16.3,14,12
19,App State,Sun Belt,36.0,12,1,12-1,12.25,-0.25,-6.2,10.8,26,13
20,Navy,American Athletic,33.0,10,2,10-2,10.45,-0.45,-1.7,15.1,18,12
21,SMU,American Athletic,32.8,10,2,10-2,10.46,-0.46,-0.8,6.9,32,12
22,Cincinnati,American Athletic,28.0,10,3,10-3,10.62,-0.62,1.2,6.8,33,13
23,Boise State,Mountain West,27.0,12,1,12-1,12.45,-0.45,-6.2,6.2,36,13
24,Texas A&M,SEC,19.8,7,5,7-5,8.04,-1.04,6.3,11.7,22,12
25,Air Force,Mountain West,12.1,10,2,10-2,11.09,-1.09,-4.8,9.9,27,12
26,Kansas State,Big 12,11.7,8,4,8-4,9.61,-1.61,2.7,6.7,34,12
27,Oklahoma State,Big 12,11.1,8,4,8-4,9.64,-1.64,4.4,8.9,28,12
28,USC,Pac-12,11.0,8,4,8-4,9.59,-1.59,5.3,11.5,23,12
29,Texas,Big 12,6.3,7,5,7-5,8.99,-1.99,7.0,12.4,21,12
30,Indiana,Big Ten,6.3,8,4,8-4,9.74,-1.74,0.0,6.3,35,12
31,Virginia,ACC,4.0,9,4,9-4,11.05,-2.05,-0.4,2.1,53,13
32,UCF,American Athletic,3.5,9,3,9-3,11.01,-2.01,-4.0,12.7,20,12
33,Florida Atlantic,Conference USA,3.1,10,3,10-3,11.61,-1.61,-4.5,4.7,42,13
34,Iowa State,Big 12,2.4,7,5,7-5,9.64,-2.64,4.1,13.2,19,12
35,California,Pac-12,2.4,7,5,7-5,9.55,-2.55,3.5,3.4,50,12
36,Louisiana,Sun Belt,2.3,10,3,10-3,12.09,-2.09,-5.6,7.3,31,13
37,Mississippi State,SEC,1.6,6,6,6-6,8.76,-2.76,6.9,8.6,30,12
38,Tennessee,SEC,1.4,7,5,7-5,9.61,-2.61,2.4,4.3,44,12
39,Temple,American Athletic,1.1,8,4,8-4,10.73,-2.73,-2.8,1.5,55,12
40,Arizona State,Pac-12,1.0,7,5,7-5,9.93,-2.93,2.4,4.1,47,12
41,Washington,Pac-12,0.8,7,5,7-5,10.1,-3.1,2.8,11.5,24,12
42,Michigan State,Big Ten,0.5,6,6,6-6,9.04,-3.04,6.3,5.2,40,12
43,Virginia Tech,ACC,0.4,8,4,8-4,10.96,-2.96,-4.6,5.1,41,12
44,Wake Forest,ACC,0.4,8,4,8-4,10.67,-2.67,-2.8,-1.7,71,12
45,Louisville,ACC,0.3,7,5,7-5,10.32,-3.32,0.6,-0.2,61,12
46,Tulane,American Athletic,0.2,6,6,6-6,9.72,-3.72,0.9,6.2,37,12
47,Kentucky,SEC,0.2,7,5,7-5,10.43,-3.43,-1.4,4.2,45,12
48,South Carolina,SEC,0.1,4,8,4-8,8.49,-4.49,8.0,1.2,56,12
49,BYU,FBS Independents,0.1,7,5,7-5,10.59,-3.59,-4.0,-1.0,68,12
50,Pittsburgh,ACC,0.1,7,5,7-5,10.7,-3.7,-0.5,2.8,52,12
51,San Diego State,Mountain West,0.1,9,3,9-3,11.74,-2.74,-9.1,-4.5,85,12
52,TCU,Big 12,0.1,5,7,5-7,9.5,-4.5,4.6,8.8,29,12
53,West Virginia,Big 12,0.1,5,7,5-7,9.44,-4.44,4.4,-2.3,74,12
54,Washington State,Pac-12,0.1,6,6,6-6,9.83,-3.83,1.2,4.5,43,12
55,Georgia Southern,Sun Belt,0.1,7,5,7-5,10.08,-3.08,-2.7,-2.2,72,12
56,Miami (OH),Mid-American,0.1,8,5,8-5,11.31,-3.31,-5.4,-9.4,107,13
57,Illinois,Big Ten,0.1,6,6,6-6,9.79,-3.79,-0.3,1.2,57,12
58,Marshall,Conference USA,0.1,8,4,8-4,11.37,-3.37,-6.0,-5.1,88,12
