sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
1,Georgia,SEC,96.8,12,1,12-1,9.63,2.37,6.4,29.9,1,13
2,Oklahoma,Big 12,95.7,12,1,12-1,9.71,2.29,5.7,26.3,4,13
3,Clemson,ACC,95.1,12,1,12-1,9.61,2.39,6.5,26.6,3,13
4,Auburn,SEC,86.4,10,3,10-3,8.51,1.49,8.2,25.3,6,13
5,Alabama,SEC,84.1,11,1,11-1,9.82,1.18,3.1,27.0,2,12
6,Wisconsin,Big Ten,82.8,12,1,12-1,10.81,1.19,3.9,23.0,7,13
7,Ohio State,Big Ten,82.0,11,2,11-2,9.75,1.25,6.1,26.0,5,13
8,UCF,American Athletic,78.9,12,0,12-0,11.2,0.8,-4.8,16.2,14,12
9,Miami,ACC,65.8,10,2,10-2,9.42,0.58,5.7,14.2,16,12
10,Penn State,Big Ten,62.2,10,2,10-2,9.57,0.43,4.0,22.7,8,12
11,TCU,Big 12,59.3,10,3,10-3,9.66,0.34,5.6,18.4,11,13
12,Michigan State,Big Ten,54.0,9,3,9-3,8.84,0.16,6.5,9.9,27,12
13,USC,Pac-12,51.8,11,2,11-2,10.87,0.13,4.1,12.5,23,13
14,Notre Dame,FBS Independents,48.2,9,3,9-3,9.01,-0.01,8.2,21.2,9,12
15,Oklahoma State,Big 12,36.4,9,3,9-3,9.42,-0.42,4.3,18.1,12,12
16,LSU,SEC,33.0,9,3,9-3,9.49,-0.49,3.4,14.0,18,12
17,Virginia Tech,ACC,26.1,9,3,9-3,9.77,-0.77,1.3,13.3,19,12
18,Northwestern,Big Ten,26.0,9,3,9-3,9.75,-0.75,3.3,11.6,25,12
19,Memphis,American Athletic,25.5,10,2,10-2,10.65,-0.65,-3.9,9.8,29,12
20,NC State,ACC,25.5,8,4,8-4,8.89,-0.89,6.4,12.6,22,12
21,Washington,Pac-12,20.9,10,2,10-2,10.84,-0.84,-0.5,18.8,10,12
22,Michigan,Big Ten,20.4,8,4,8-4,9.02,-1.02,5.6,14.1,17,12
23,Mississippi State,SEC,19.9,8,4,8-4,8.94,-0.94,4.7,15.2,15,12
24,Washington State,Pac-12,17.4,9,3,9-3,10.13,-1.13,1.1,9.1,34,12
25,Stanford,Pac-12,16.5,9,4,9-4,10.37,-1.37,5.0,9.5,31,13
26,South Carolina,SEC,11.7,8,4,8-4,9.39,-1.39,4.2,7.2,39,12
27,Louisville,ACC,10.4,8,4,8-4,9.63,-1.63,2.7,16.2,13,12
28,Iowa,Big Ten,10.2,7,5,7-5,8.72,-1.72,7.4,13.1,21,12
29,Boston College,ACC,8.4,7,5,7-5,8.92,-1.92,8.0,9.3,32,12
30,Wake Forest,ACC,7.7,7,5,7-5,8.94,-1.94,6.4,13.3,20,12
31,Toledo,Mid-American,6.4,11,2,11-2,12.31,-1.31,-8.6,3.1,54,13
32,West Virginia,Big 12,6.0,7,5,7-5,9.08,-2.08,4.3,8.4,36,12
33,Troy,Sun Belt,5.8,10,2,10-2,11.33,-1.33,-10.5,0.5,61,12
34,Iowa State,Big 12,5.4,7,5,7-5,9.2,-2.2,4.5,12.5,24,12
35,San Diego State,Mountain West,5.1,10,2,10-2,11.46,-1.46,-8.5,2.4,55,12
36,South Florida,American Athletic,4.4,9,2,9-2,10.34,-1.34,-9.3,7.2,38,11
37,Florida State,ACC,4.3,6,6,6-6,8.45,-2.45,7.6,8.3,37,12
38,Texas A&M,SEC,4.2,7,5,7-5,9.27,-2.27,3.2,5.5,44,12
39,Kansas State,Big 12,4.1,7,5,7-5,9.32,-2.32,2.6,4.7,48,12
40,Kentucky,SEC,1.8,7,5,7-5,9.6,-2.6,3.6,-1.0,68,12
41,Boise State,Mountain West,1.8,10,3,10-3,12.21,-2.21,-3.7,3.7,52,13
42,Texas,Big 12,1.5,6,6,6-6,8.97,-2.97,5.1,10.1,26,12
43,Fresno State,Mountain West,1.3,9,4,9-4,11.21,-2.21,-5.5,1.6,58,13
44,Army,FBS Independents,1.3,9,3,9-3,10.92,-1.92,-6.8,-0.3,65,12
45,Texas Tech,Big 12,1.2,6,6,6-6,9.16,-3.16,5.6,6.1,41,12
