sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
114,Kent State,Mid-American,0.0,3,9,3-9,10.72,-7.72,-4.0,-18.1,114,12
115,Rice,Conference USA,0.0,5,7,5-7,10.74,-5.74,-8.5,-19.3,117,12
116,New Mexico,Mountain West,0.0,7,6,7-6,12.13,-5.13,-7.7,-10.4,99,13
117,Rutgers,Big Ten,0.0,4,8,4-8,9.35,-5.35,1.6,-6.0,91,12
118,SMU,American Athletic,0.0,2,10,2-10,9.47,-7.47,-0.3,-12.7,103,12
119,Kansas,Big 12,0.0,0,12,0-12,9.21,-9.21,3.8,-19.7,118,12
120,San José State,Mountain West,0.0,6,7,6-7,11.8,-5.8,-6.7,-4.5,88,13
121,South Alabama,Sun Belt,0.0,5,7,5-7,10.86,-5.86,-6.6,-16.8,110,12
122,South Carolina,SEC,0.0,3,9,3-9,8.25,-5.25,4.9,0.2,67,12
123,Iowa State,Big 12,0.0,3,9,3-9,8.72,-5.72,3.9,-1.2,78,12
124,Indiana,Big Ten,0.0,6,7,6-7,10.6,-4.6,0.3,2.7,56,13
125,Syracuse,ACC,0.0,4,8,4-8,8.99,-4.99,4.3,-3.9,85,12
126,Idaho,Sun Belt,0.0,4,8,4-8,10.71,-6.71,-7.8,-17.3,113,12
127,Hawai'i,Mountain West,0.0,3,10,3-10,11.3,-8.3,-5.1,-20.3,119,13
128,Wyoming,Mountain West,0.0,2,10,2-10,10.57,-8.57,-5.3,-17.1,112,12
