sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
1,Indiana,Big Ten,99.6,13,0,13-0,10.08,2.92,4.8,29.3,2,13
2,Oregon,Big Ten,91.7,11,1,11-1,9.28,1.72,3.3,28.2,3,12
3,Georgia,SEC,91.3,12,1,12-1,10.1,1.9,4.8,20.7,9,13
4,Texas A&M,SEC,91.2,11,1,11-1,9.26,1.74,6.3,19.6,11,12
5,Ohio State,Big Ten,91.0,12,1,12-1,10.34,1.66,4.0,29.8,1,13
6,Texas Tech,Big 12,83.1,12,1,12-1,10.8,1.2,0.5,24.9,5,13
7,BYU,Big 12,80.8,11,2,11-2,9.81,1.19,5.9,16.6,16,13
8,Ole Miss,SEC,80.6,11,1,11-1,9.91,1.09,3.6,18.5,12,12
9,Oklahoma,SEC,72.7,10,2,10-2,9.09,0.91,5.6,17.1,15,12
10,Alabama,SEC,69.7,10,3,10-3,9.17,0.83,8.0,19.6,10,13
11,Vanderbilt,SEC,61.9,10,2,10-2,9.55,0.45,4.0,20.9,8,12
12,Texas,SEC,61.8,9,3,9-3,8.57,0.43,6.2,12.6,25,12
13,Notre Dame,FBS Independents,60.2,10,2,10-2,9.63,0.37,5.7,26.7,4,12
14,Miami,ACC,59.9,10,2,10-2,9.62,0.38,4.4,23.0,6,12
15,Utah,Big 12,47.9,10,2,10-2,10.01,-0.01,2.5,22.3,7,12
16,Michigan,Big Ten,36.5,9,3,9-3,9.4,-0.4,6.0,13.0,24,12
17,USC,Big Ten,35.3,9,3,9-3,9.39,-0.39,5.3,18.0,14,12
18,James Madison,Sun Belt,29.8,12,1,12-1,12.39,-0.39,-7.9,11.9,27,13
19,Navy,American Athletic,29.6,10,2,10-2,10.49,-0.49,-4.7,0.9,65,12
20,Missouri,SEC,22.0,8,4,8-4,9.06,-1.06,3.3,16.1,17,12
21,Tulane,American Athletic,20.2,11,2,11-2,11.82,-0.82,-2.3,4.9,53,13
22,Iowa,Big Ten,16.9,8,4,8-4,9.18,-1.18,2.7,14.1,21,12
23,Illinois,Big Ten,16.4,8,4,8-4,9.12,-1.12,4.8,7.5,39,12
24,Tennessee,SEC,13.0,8,4,8-4,9.48,-1.48,2.6,14.7,20,12
25,LSU,SEC,12.3,7,5,7-5,8.65,-1.65,7.3,8.3,37,12
26,Arizona,Big 12,11.6,9,3,9-3,10.46,-1.46,1.2,12.2,26,12
27,Arizona State,Big 12,9.6,8,4,8-4,9.65,-1.65,4.4,7.0,42,12
28,Houston,Big 12,8.6,9,3,9-3,10.52,-1.52,-1.5,2.5,59,12
29,South Florida,American Athletic,8.3,9,3,9-3,10.49,-1.49,-3.7,14.1,22,12
30,Georgia Tech,ACC,8.1,9,3,9-3,10.58,-1.58,-0.7,7.1,41,12
31,Washington,Big Ten,8.0,8,4,8-4,9.62,-1.62,2.9,18.1,13,12
32,North Texas,American Athletic,7.5,11,2,11-2,12.32,-1.32,-7.1,10.1,30,13
33,Pittsburgh,ACC,5.7,8,4,8-4,9.9,-1.9,1.8,8.7,33,12
34,Virginia,ACC,5.0,10,3,10-3,11.88,-1.88,-1.5,6.8,43,13
35,Louisville,ACC,4.9,8,4,8-4,10.0,-2.0,1.5,10.1,29,12
36,TCU,Big 12,4.9,8,4,8-4,10.15,-2.15,2.6,8.4,35,12
37,Iowa State,Big 12,4.7,8,4,8-4,10.21,-2.21,2.1,8.7,34,12
38,NC State,ACC,2.7,7,5,7-5,9.46,-2.46,4.8,6.0,46,12
39,SMU,ACC,2.2,8,4,8-4,10.43,-2.43,-0.3,15.6,18,12
40,Old Dominion,Sun Belt,1.7,9,3,9-3,10.72,-1.72,-7.4,6.2,45,12
41,New Mexico,Mountain West,1.5,9,3,9-3,11.18,-2.18,-5.9,1.2,64,12
42,Wake Forest,ACC,1.0,8,4,8-4,10.79,-2.79,-1.7,5.8,48,12
43,Cincinnati,Big 12,1.0,7,5,7-5,10.02,-3.02,1.7,7.4,40,12
44,Boise State,Mountain West,0.8,9,4,9-4,11.47,-2.47,-3.1,5.7,50,13
45,Nebraska,Big Ten,0.7,7,5,7-5,10.23,-3.23,1.2,1.3,63,12
46,Auburn,SEC,0.6,5,7,5-7,8.55,-3.55,5.7,13.4,23,12
47,Kentucky,SEC,0.6,5,7,5-7,8.73,-3.73,7.5,3.0,56,12
48,Kennesaw State,Conference USA,0.6,10,3,10-3,11.91,-1.91,-8.8,-4.9,84,13
49,Minnesota,Big Ten,0.5,7,5,7-5,9.64,-2.64,1.6,-3.3,78,12
50,Northwestern,Big Ten,0.4,6,6,6-6,9.48,-3.48,2.9,1.8,61,12
51,Penn State,Big Ten,0.4,6,6,6-6,8.97,-2.97,4.3,15.0,19,12
52,UNLV,Mountain West,0.4,10,3,10-3,12.49,-2.49,-8.2,1.4,62,13
53,Clemson,ACC,0.3,7,5,7-5,10.54,-3.54,-0.0,8.4,36,12
54,San Diego State,Mountain West,0.3,9,3,9-3,11.56,-2.56,-8.4,2.3,60,12
55,Mississippi State,SEC,0.3,5,7,5-7,8.96,-3.96,5.6,3.7,55,12
56,Florida,SEC,0.3,4,8,4-8,8.25,-4.25,10.0,6.4,44,12
57,Kansas State,Big 12,0.2,6,6,6-6,9.64,-3.64,3.2,10.3,28,12
58,Duke,ACC,0.2,8,5,8-5,11.8,-3.8,-0.4,2.6,58,13
59,East Carolina,American Athletic,0.2,8,4,8-4,11.13,-3.13,-6.0,5.8,49,12
60,Wisconsin,Big Ten,0.2,4,8,4-8,7.77,-3.77,10.8,0.7,66,12
61,South Carolina,SEC,0.1,4,8,4-8,8.65,-4.65,7.2,8.2,38,12
62,Rutgers,Big Ten,0.1,5,7,5-7,8.99,-3.99,5.0,-2.2,73,12
63,Memphis,American Athletic,0.1,8,4,8-4,11.21,-3.21,-6.0,3.0,57,12
64,Washington State,Pac-12,0.1,6,6,6-6,10.06,-4.06,0.4,4.8,54,12
65,Baylor,Big 12,0.1,5,7,5-7,9.58,-4.58,4.9,5.5,51,12
66,Kansas,Big 12,0.1,5,7,5-7,9.27,-4.27,4.3,4.9,52,12
67,San José State,Mountain West,0.0,3,9,3-9,11.33,-8.33,-6.2,-9.9,99,12
68,Western Michigan,Mid-American,0.0,9,4,9-4,12.38,-3.38,-10.2,-6.4,92,13
69,Western Kentucky,Conference USA,0.0,8,4,8-4,11.52,-3.52,-11.2,-6.4,91,12
70,West Virginia,Big 12,0.0,4,8,4-8,9.49,-5.49,4.8,-3.6,79,12
71,Virginia Tech,ACC,0.0,3,9,3-9,9.53,-6.53,5.9,-2.4,75,12
72,Sam Houston,Conference USA,0.0,2,10,2-10,11.45,-9.45,-8.1,-26.3,135,12
73,Utah State,Mountain West,0.0,6,6,6-6,10.44,-4.44,-3.8,-1.9,72,12
74,UTSA,American Athletic,0.0,6,6,6-6,10.48,-4.48,-3.5,0.4,67,12
75,UTEP,Conference USA,0.0,2,10,2-10,11.52,-9.52,-11.1,-19.6,130,12
76,UL Monroe,Sun Belt,0.0,3,9,3-9,11.1,-8.1,-7.6,-17.9,127,12
77,UConn,FBS Independents,0.0,9,3,9-3,11.87,-2.87,-13.3,-5.2,87,12
78,UCLA,Big Ten,0.0,3,9,3-9,8.15,-5.15,11.3,-0.2,69,12
79,Syracuse,ACC,0.0,3,9,3-9,9.05,-6.05,5.0,-11.5,105,12
80,South Alabama,Sun Belt,0.0,4,8,4-8,11.15,-7.15,-7.7,-11.9,108,12
81,UCF,Big 12,0.0,5,7,5-7,9.94,-4.94,0.8,-0.3,70,12
82,UAB,American Athletic,0.0,4,8,4-8,10.91,-6.91,-4.7,-14.4,121,12
83,Tulsa,American Athletic,0.0,4,8,4-8,11.51,-7.51,-7.8,-12.0,109,12
84,Troy,Sun Belt,0.0,8,5,8-5,12.08,-4.08,-7.5,-9.1,96,13
85,Rice,American Athletic,0.0,5,7,5-7,11.1,-6.1,-5.3,-17.8,126,12
86,Southern Miss,Sun Belt,0.0,7,5,7-5,11.82,-4.82,-11.2,-8.2,94,12
87,Toledo,Mid-American,0.0,8,4,8-4,11.66,-3.66,-12.8,6.0,47,12
