sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
99,Idaho,Sun Belt,0.0,1,10,1-10,10.73,-9.73,-9.9,-21.7,124,11
100,Indiana,Big Ten,0.0,4,8,4-8,9.89,-5.89,0.4,-4.3,81,12
101,Iowa,Big Ten,0.0,7,6,7-6,11.65,-4.65,-0.9,2.9,49,13
102,Middle Tennessee,Conference USA,0.0,6,6,6-6,10.98,-4.98,-3.9,-6.7,90,12
103,Iowa State,Big 12,0.0,2,10,2-10,9.17,-7.17,6.2,-6.1,88,12
104,Michigan,Big Ten,0.0,5,7,5-7,9.82,-4.82,3.9,2.8,51,12
105,Miami (OH),Mid-American,0.0,2,10,2-10,11.22,-9.22,-6.7,-12.6,103,12
106,Kansas,Big 12,0.0,3,9,3-9,8.9,-5.9,6.0,-4.5,82,12
107,Massachusetts,Mid-American,0.0,3,9,3-9,11.61,-8.61,-9.9,-14.0,113,12
108,Kent State,Mid-American,0.0,2,9,2-9,9.99,-7.99,-6.8,-17.1,118,11
109,North Texas,Conference USA,0.0,4,8,4-8,11.33,-7.33,-7.6,-19.2,121,12
110,Northwestern,Big Ten,0.0,5,7,5-7,10.5,-5.5,1.4,-0.6,68,12
111,South Alabama,Sun Belt,0.0,6,7,6-7,12.08,-6.08,-7.4,-12.9,106,13
112,Hawai'i,Mountain West,0.0,4,9,4-9,12.42,-8.42,-6.7,-14.5,114,13
113,San Diego State,Mountain West,0.0,7,6,7-6,12.43,-5.43,-9.2,-5.7,87,13
114,SMU,American Athletic,0.0,1,11,1-11,10.2,-9.2,-1.0,-24.5,125,12
115,East Carolina,American Athletic,0.0,8,5,8-5,12.15,-4.15,-7.9,1.6,58,13
116,Rice,Conference USA,0.0,8,5,8-5,11.65,-3.65,-5.5,-4.6,84,13
117,Purdue,Big Ten,0.0,3,9,3-9,10.17,-7.17,2.4,-3.9,79,12
118,Pittsburgh,ACC,0.0,6,7,6-7,11.35,-5.35,0.1,2.6,53,13
119,Penn State,Big Ten,0.0,7,6,7-6,11.25,-4.25,0.6,2.5,54,13
120,Oregon State,Pac-12,0.0,5,7,5-7,9.55,-4.55,3.4,-2.1,74,12
121,Eastern Michigan,Mid-American,0.0,2,10,2-10,10.9,-8.9,-5.6,-27.7,128,12
122,Florida Atlantic,Conference USA,0.0,3,9,3-9,10.18,-7.18,-2.7,-11.4,97,12
123,Old Dominion,Conference USA,0.0,6,6,6-6,11.05,-5.05,-5.9,-10.6,95,12
124,Florida International,Conference USA,0.0,4,8,4-8,11.17,-7.17,-6.9,-8.0,92,12
125,Fresno State,Mountain West,0.0,6,8,6-8,12.42,-6.42,-4.1,-12.7,105,14
126,Georgia State,Sun Belt,0.0,1,11,1-11,11.15,-10.15,-7.3,-26.1,127,12
127,Ohio,Mid-American,0.0,6,6,6-6,11.25,-5.25,-8.9,-13.3,109,12
128,Wyoming,Mountain West,0.0,4,8,4-8,10.14,-6.14,-2.4,-12.6,104,12
