sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
1,LSU,SEC,100.0,15,0,15-0,10.16,4.84,8.2,34.5,1,15
2,Ohio State,Big Ten,97.7,13,1,13-1,10.27,2.73,7.7,32.8,2,14
3,Clemson,ACC,95.6,14,1,14-1,12.31,1.69,1.8,27.6,4,15
4,Georgia,SEC,85.5,12,2,12-2,10.59,1.41,5.9,20.1,8,14
5,Penn State,Big Ten,79.1,11,2,11-2,9.94,1.06,4.8,17.4,14,13
6,Oklahoma,Big 12,78.3,12,2,12-2,10.91,1.09,5.3,21.8,6,14
7,Alabama,SEC,76.9,11,2,11-2,10.07,0.93,3.5,30.2,3,13
8,Oregon,Pac-12,73.3,12,2,12-2,11.14,0.86,3.9,19.4,10,14
9,Florida,SEC,71.7,11,2,11-2,10.28,0.72,2.7,18.1,11,13
10,Auburn,SEC,61.7,9,4,9-4,8.56,0.44,9.9,21.2,7,13
11,Minnesota,Big Ten,58.7,11,2,11-2,10.69,0.31,1.8,17.9,13,13
12,Notre Dame,FBS Independents,57.9,11,2,11-2,10.7,0.3,2.3,16.7,15,13
13,Baylor,Big 12,49.4,11,3,11-3,10.98,0.02,3.7,14.8,18,14
14,Wisconsin,Big Ten,48.7,10,4,10-4,10.01,-0.01,8.9,23.6,5,14
15,Michigan,Big Ten,48.6,9,4,9-4,9.03,-0.03,8.7,18.0,12,13
16,Iowa,Big Ten,46.6,10,3,10-3,10.08,-0.08,5.4,13.4,20,13
17,Navy,American Athletic,36.5,11,2,11-2,11.35,-0.35,-1.3,15.3,16,13
18,Memphis,American Athletic,36.3,12,2,12-2,12.35,-0.35,0.6,14.6,19,14
19,App State,Sun Belt,35.4,13,1,13-1,13.27,-0.27,-6.8,8.7,28,14
20,Texas A&M,SEC,27.7,8,5,8-5,8.74,-0.74,7.0,11.8,23,13
21,Cincinnati,American Athletic,25.5,11,3,11-3,11.71,-0.71,0.4,8.0,32,14
22,Utah,Pac-12,21.4,11,3,11-3,11.98,-0.98,1.3,19.9,9,14
23,Air Force,Mountain West,15.7,11,2,11-2,11.98,-0.98,-3.7,10.3,25,13
24,Texas,Big 12,12.8,8,5,8-5,9.55,-1.55,8.0,15.2,17,13
25,Boise State,Mountain West,12.5,12,2,12-2,13.13,-1.13,-4.3,5.6,39,14
26,SMU,American Athletic,12.4,10,3,10-3,11.35,-1.35,-0.7,5.4,40,13
27,Kansas State,Big 12,5.6,8,5,8-5,10.3,-2.3,3.4,5.9,36,13
28,Florida Atlantic,Conference USA,5.2,11,3,11-3,12.51,-1.51,-3.4,6.4,34,14
29,Oklahoma State,Big 12,4.3,8,5,8-5,10.46,-2.46,4.7,9.2,27,13
30,USC,Pac-12,4.2,8,5,8-5,10.42,-2.42,5.5,9.2,26,13
31,UCF,American Athletic,3.6,10,3,10-3,12.0,-2.0,-4.2,12.7,21,13
32,Tennessee,SEC,2.7,8,5,8-5,10.39,-2.39,3.1,4.6,44,13
33,Virginia,ACC,2.3,9,5,9-5,11.53,-2.53,1.2,2.9,50,14
34,California,Pac-12,1.9,8,5,8-5,10.71,-2.71,2.6,3.8,48,13
35,Indiana,Big Ten,1.5,8,5,8-5,10.63,-2.63,0.4,6.5,33,13
36,Louisiana,Sun Belt,1.4,11,3,11-3,13.24,-2.24,-6.7,5.8,37,14
37,Iowa State,Big 12,1.3,7,6,7-6,10.21,-3.21,5.0,11.6,24,13
38,Arizona State,Pac-12,0.8,8,5,8-5,11.09,-3.09,1.6,2.6,51,13
39,Washington,Pac-12,0.8,8,5,8-5,11.22,-3.22,2.4,12.1,22,13
40,Louisville,ACC,0.7,8,5,8-5,11.11,-3.11,1.2,0.6,58,13
41,Michigan State,Big Ten,0.6,7,6,7-6,10.03,-3.03,5.5,5.3,41,13
42,Kentucky,SEC,0.4,8,5,8-5,11.28,-3.28,-0.7,5.2,42,13
43,Mississippi State,SEC,0.3,6,7,6-7,9.65,-3.65,6.9,8.2,31,13
44,Louisiana Tech,Conference USA,0.3,10,3,10-3,12.35,-2.35,-12.5,-1.1,66,13
45,Temple,American Athletic,0.2,8,5,8-5,11.6,-3.6,-2.2,-1.2,68,13
46,TCU,Big 12,0.1,5,7,5-7,9.61,-4.61,4.3,8.5,29,12
47,Pittsburgh,ACC,0.1,8,5,8-5,11.67,-3.67,-1.2,2.1,52,13
48,Tulane,American Athletic,0.1,7,6,7-6,10.83,-3.83,0.1,5.8,38,13
49,West Virginia,Big 12,0.1,5,7,5-7,9.53,-4.53,4.2,-2.6,74,12
50,South Carolina,SEC,0.1,4,8,4-8,8.4,-4.4,8.4,1.5,55,12
51,Hawai'i,Mountain West,0.1,10,5,10-5,13.87,-3.87,-3.8,-0.6,64,15
52,San Diego State,Mountain West,0.1,10,3,10-3,12.69,-2.69,-8.3,-1.3,69,13
53,Virginia Tech,ACC,0.1,8,5,8-5,11.81,-3.81,-3.8,4.8,43,13
54,Wake Forest,ACC,0.1,8,5,8-5,11.53,-3.53,-2.0,-1.9,72,13
55,South Florida,American Athletic,0.0,4,8,4-8,9.96,-5.96,0.4,-4.6,82,12
56,Rice,Conference USA,0.0,3,9,3-9,11.09,-8.09,-4.0,-14.1,115,12
57,Southern Miss,Conference USA,0.0,7,6,7-6,11.39,-4.39,-4.2,-2.9,76,13
58,Arkansas,SEC,0.0,2,10,2-10,8.76,-6.76,6.8,-8.9,104,12
59,Rutgers,Big Ten,0.0,2,10,2-10,8.88,-6.88,4.6,-16.1,120,12
60,Stanford,Pac-12,0.0,4,8,4-8,9.84,-5.84,5.7,-0.7,65,12
61,Syracuse,ACC,0.0,5,7,5-7,10.86,-5.86,-2.7,-8.7,102,12
62,South Alabama,Sun Belt,0.0,2,10,2-10,11.16,-9.16,-4.2,-16.0,119,12
63,San José State,Mountain West,0.0,5,7,5-7,11.35,-6.35,-6.0,-7.7,97,12
64,Colorado,Pac-12,0.0,5,7,5-7,9.76,-4.76,5.3,-1.6,71,12
65,UCLA,Pac-12,0.0,4,8,4-8,9.83,-5.83,5.3,-4.9,87,12
66,Texas State,Sun Belt,0.0,3,9,3-9,10.93,-7.93,-4.4,-18.4,123,12
67,Texas Tech,Big 12,0.0,4,8,4-8,9.67,-5.67,2.1,0.5,60,12
68,Arizona,Pac-12,0.0,4,8,4-8,9.98,-5.98,2.8,-4.6,81,12
69,Western Michigan,Mid-American,0.0,7,6,7-6,12.63,-5.63,-9.7,-4.2,79,13
70,Western Kentucky,Conference USA,0.0,9,4,9-4,12.61,-3.61,-6.9,0.9,57,13
71,Washington State,Pac-12,0.0,6,7,6-7,10.76,-4.76,1.3,3.9,47,13
72,Vanderbilt,SEC,0.0,3,9,3-9,9.4,-6.4,3.4,-12.2,111,12
73,Utah State,Mountain West,0.0,7,6,7-6,11.38,-4.38,-2.1,-6.9,93,13
74,UTSA,Conference USA,0.0,4,8,4-8,10.97,-6.97,-6.3,-15.9,118,12
75,UTEP,Conference USA,0.0,1,11,1-11,11.74,-10.74,-10.3,-24.5,127,12
76,UNLV,Mountain West,0.0,4,8,4-8,11.54,-7.54,-5.9,-15.0,116,12
77,UL Monroe,Sun Belt,0.0,5,7,5-7,10.75,-5.75,-4.1,-8.2,99,12
78,UConn,American Athletic,0.0,2,10,2-10,10.53,-8.53,-3.4,-22.8,126,12
79,UAB,Conference USA,0.0,9,5,9-5,13.24,-4.24,-10.2,-4.8,85,14
80,Tulsa,American Athletic,0.0,4,8,4-8,10.1,-6.1,4.2,0.6,59,12
81,Troy,Sun Belt,0.0,5,7,5-7,11.43,-6.43,-9.1,-8.3,101,12
82,Toledo,Mid-American,0.0,6,6,6-6,11.58,-5.58,-8.5,-15.4,117,12
83,Purdue,Big Ten,0.0,4,8,4-8,9.48,-5.48,4.8,-0.1,63,12
84,Ball State,Mid-American,0.0,5,7,5-7,11.6,-6.6,-7.7,-5.2,90,12
85,Arkansas State,Sun Belt,0.0,8,5,8-5,12.09,-4.09,-7.3,-5.3,91,13
86,Georgia Tech,ACC,0.0,3,9,3-9,10.06,-7.06,1.7,-7.9,98,12
87,Massachusetts,FBS Independents,0.0,1,11,1-11,11.74,-10.74,-11.9,-39.3,130,12
88,Maryland,Big Ten,0.0,3,9,3-9,9.23,-6.23,4.3,-7.0,94,12
89,Marshall,Conference USA,0.0,8,5,8-5,12.01,-4.01,-4.1,-4.7,83,13
90,Liberty,FBS Independents,0.0,8,5,8-5,12.54,-4.54,-12.6,-7.6,96,13
91,Kent State,Mid-American,0.0,7,6,7-6,11.38,-4.38,-6.8,-9.2,107,13
92,Kansas,Big 12,0.0,3,9,3-9,9.63,-6.63,3.7,-4.9,86,12
93,Central Michigan,Mid-American,0.0,8,6,8-6,12.95,-4.95,-9.7,-4.7,84,14
94,Illinois,Big Ten,0.0,6,7,6-7,10.59,-4.59,0.3,0.3,61,13
95,Houston,American Athletic,0.0,4,8,4-8,9.71,-5.71,2.4,-2.9,75,12
96,Georgia State,Sun Belt,0.0,7,6,7-6,12.46,-5.46,-7.1,-10.3,108,13
97,Oregon State,Pac-12,0.0,5,7,5-7,10.01,-5.01,2.9,2.9,49,12
98,Georgia Southern,Sun Belt,0.0,7,6,7-6,11.08,-4.08,-3.4,-4.0,78,13
99,Charlotte,Conference USA,0.0,7,6,7-6,11.6,-4.6,-7.3,-8.9,103,13
100,Fresno State,Mountain West,0.0,4,8,4-8,10.84,-6.84,-4.9,-3.0,77,12
101,Florida State,ACC,0.0,6,7,6-7,11.08,-5.08,0.1,1.7,53,13
102,Florida International,Conference USA,0.0,6,7,6-7,12.34,-6.34,-9.1,-8.3,100,13
103,Coastal Carolina,Sun Belt,0.0,5,7,5-7,11.49,-6.49,-9.9,-12.6,112,12
104,Eastern Michigan,Mid-American,0.0,6,7,6-7,12.52,-6.52,-8.8,-9.1,105,13
105,East Carolina,American Athletic,0.0,4,8,4-8,10.75,-6.75,-5.6,-16.2,121,12
106,Duke,ACC,0.0,5,7,5-7,10.06,-5.06,1.5,-5.0,88,12
107,Buffalo,Mid-American,0.0,8,5,8-5,12.33,-4.33,-10.6,-0.0,62,13
108,Miami,ACC,0.0,6,7,6-7,11.73,-5.73,-1.0,1.5,54,13
109,Miami (OH),Mid-American,0.0,8,6,8-6,12.12,-4.12,-4.7,-9.1,106,14
110,Bowling Green,Mid-American,0.0,3,9,3-9,11.09,-8.09,-6.9,-27.9,128,12
111,Army,FBS Independents,0.0,5,8,5-8,11.47,-6.47,-6.7,-5.1,89,13
112,Ole Miss,SEC,0.0,4,8,4-8,8.49,-4.49,5.3,6.1,35,12
113,Old Dominion,Conference USA,0.0,1,11,1-11,11.41,-10.41,-6.2,-18.9,125,12
