sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
24,Hawai'i,Western Athletic,9.2,10,3,10-3,11.37,-1.37,-4.1,11.5,22,13
25,NC State,ACC,8.5,8,4,8-4,9.86,-1.86,1.9,8.5,28,12
26,West Virginia,Big East,7.5,9,3,9-3,10.64,-1.64,-2.6,13.6,17,12
27,Maryland,ACC,6.8,8,4,8-4,9.95,-1.95,1.0,2.7,48,12
28,Tulsa,Conference USA,5.7,9,3,9-3,10.69,-1.69,-6.2,1.6,55,12
29,Washington,Pac-10,4.8,6,6,6-6,8.44,-2.44,8.7,0.7,61,12
30,Florida,SEC,4.5,7,5,7-5,9.27,-2.27,3.7,8.0,31,12
31,Miami,ACC,4.0,7,5,7-5,9.43,-2.43,3.7,12.3,21,12
32,Oregon State,Pac-10,3.5,5,7,5-7,7.54,-2.54,11.2,4.8,43,12
33,Baylor,Big 12,3.5,7,5,7-5,9.28,-2.28,0.7,4.4,44,12
34,Arizona,Pac-10,3.2,7,5,7-5,9.33,-2.33,3.6,15.1,15,12
35,Navy,FBS Independents,2.9,9,3,9-3,11.07,-2.07,-4.0,1.8,53,12
36,Fresno State,Western Athletic,2.9,8,4,8-4,10.16,-2.16,-1.5,1.0,59,12
37,Air Force,Mountain West,2.7,8,4,8-4,10.11,-2.11,-3.3,6.4,39,12
38,Arizona State,Pac-10,2.2,6,6,6-6,8.76,-2.76,3.7,13.2,20,12
39,Texas Tech,Big 12,2.2,7,5,7-5,9.68,-2.68,1.5,2.1,52,12
40,North Carolina,ACC,2.2,7,5,7-5,9.7,-2.7,2.2,9.8,26,12
41,UConn,Big East,1.5,8,4,8-4,10.66,-2.66,-3.3,-1.7,70,12
42,Notre Dame,FBS Independents,1.4,7,5,7-5,9.99,-2.99,3.2,7.1,35,12
43,UCF,Conference USA,1.4,10,3,10-3,12.29,-2.29,-7.1,5.9,40,13
44,San Diego State,Mountain West,1.2,8,4,8-4,10.38,-2.38,-6.0,2.7,47,12
45,Pittsburgh,Big East,1.2,7,5,7-5,10.14,-3.14,1.4,8.1,29,12
46,Penn State,Big Ten,1.2,7,5,7-5,9.69,-2.69,0.9,0.2,64,12
47,Michigan,Big Ten,1.1,7,5,7-5,9.95,-2.95,-0.4,5.7,41,12
48,Tennessee,SEC,1.0,6,6,6-6,8.98,-2.98,3.0,0.1,65,12
49,Iowa,Big Ten,0.9,7,5,7-5,9.96,-2.96,-0.7,7.8,33,12
50,Kansas State,Big 12,0.9,7,5,7-5,10.12,-3.12,0.2,0.9,60,12
51,South Florida,Big East,0.7,7,5,7-5,10.16,-3.16,-1.4,0.6,62,12
52,Clemson,ACC,0.7,6,6,6-6,9.31,-3.31,3.2,6.5,38,12
53,Boston College,ACC,0.7,7,5,7-5,10.15,-3.15,-0.1,-0.4,67,12
54,Georgia,SEC,0.5,6,6,6-6,9.36,-3.36,1.9,10.7,24,12
55,California,Pac-10,0.4,5,7,5-7,8.78,-3.78,5.7,4.2,45,12
56,Kentucky,SEC,0.3,6,6,6-6,9.73,-3.73,-0.7,1.6,56,12
57,Northern Illinois,Mid-American,0.2,10,3,10-3,12.54,-2.54,-13.1,1.2,58,13
58,Miami (OH),Mid-American,0.2,9,4,9-4,12.05,-3.05,-10.0,-7.0,83,13
59,Southern Miss,Conference USA,0.2,8,4,8-4,10.97,-2.97,-6.3,4.9,42,12
60,Toledo,Mid-American,0.2,8,4,8-4,10.58,-2.58,-8.2,-12.5,100,12
61,Colorado,Big 12,0.1,5,7,5-7,9.56,-4.56,3.2,-2.6,72,12
62,East Carolina,Conference USA,0.1,6,6,6-6,10.14,-4.14,0.2,-1.0,68,12
63,Northwestern,Big Ten,0.1,7,5,7-5,10.71,-3.71,-4.1,-3.3,74,12
64,BYU,Mountain West,0.1,6,6,6-6,9.78,-3.78,-1.0,1.5,57,12
65,UCLA,Pac-10,0.1,4,8,4-8,8.68,-4.68,7.7,-1.4,69,12
66,Syracuse,Big East,0.1,7,5,7-5,10.72,-3.72,-4.5,1.7,54,12
67,Illinois,Big Ten,0.1,6,6,6-6,10.29,-4.29,-0.8,8.1,30,12
68,Georgia Tech,ACC,0.1,6,6,6-6,9.88,-3.88,-0.5,0.4,63,12
69,Wake Forest,ACC,0.0,3,9,3-9,9.37,-6.37,2.5,-11.9,98,12
70,Western Kentucky,Sun Belt,0.0,2,10,2-10,10.86,-8.86,-4.6,-15.3,108,12
71,Vanderbilt,SEC,0.0,2,10,2-10,9.71,-7.71,2.0,-13.7,105,12
72,Temple,Mid-American,0.0,8,4,8-4,11.55,-3.55,-11.3,-7.6,86,12
73,Utah State,Western Athletic,0.0,4,8,4-8,9.61,-5.61,0.1,-9.2,91,12
74,Western Michigan,Mid-American,0.0,6,6,6-6,11.35,-5.35,-12.4,-7.7,87,12
75,Texas,Big 12,0.0,5,7,5-7,9.67,-4.67,1.6,7.3,34,12
76,Buffalo,Mid-American,0.0,2,10,2-10,11.37,-9.37,-11.3,-21.3,116,12
77,Ball State,Mid-American,0.0,4,8,4-8,11.57,-7.57,-13.7,-24.7,117,12
78,Arkansas State,Sun Belt,0.0,4,8,4-8,10.7,-6.7,-4.8,-3.5,75,12
79,Army,FBS Independents,0.0,6,6,6-6,11.15,-5.15,-6.7,-2.2,71,12
80,UTEP,Conference USA,0.0,6,6,6-6,11.02,-5.02,-8.9,-13.6,104,12
81,UNLV,Mountain West,0.0,2,11,2-11,10.01,-8.01,3.0,-17.9,113,13
82,Troy,Sun Belt,0.0,7,5,7-5,10.69,-3.69,-6.4,-6.2,81,12
83,Tulane,Conference USA,0.0,4,8,4-8,11.28,-7.28,-5.1,-11.5,97,12
84,Bowling Green,Mid-American,0.0,2,10,2-10,11.45,-9.45,-8.2,-24.8,118,12
85,UL Monroe,Sun Belt,0.0,5,7,5-7,9.96,-4.96,-3.7,-4.4,76,12
86,UAB,Conference USA,0.0,4,8,4-8,10.86,-6.86,-4.8,-8.9,90,12
87,Virginia,ACC,0.0,4,8,4-8,9.92,-5.92,-1.1,-4.5,77,12
88,Washington State,Pac-10,0.0,2,10,2-10,8.36,-6.36,7.4,-6.0,80,12
89,Purdue,Big Ten,0.0,4,8,4-8,9.89,-5.89,-1.3,-12.9,102,12
90,Central Michigan,Mid-American,0.0,3,9,3-9,10.99,-7.99,-9.5,-11.0,94,12
91,Florida Atlantic,Sun Belt,0.0,4,8,4-8,11.11,-7.11,-4.8,-17.6,112,12
92,Kansas,Big 12,0.0,3,9,3-9,9.68,-6.68,1.5,-15.3,110,12
93,Kent State,Mid-American,0.0,5,7,5-7,11.62,-6.62,-11.9,-12.5,99,12
94,Indiana,Big Ten,0.0,5,7,5-7,10.03,-5.03,-2.2,-8.0,89,12
95,Louisiana,Sun Belt,0.0,3,9,3-9,10.8,-7.8,-3.9,-14.5,107,12
96,Louisiana Tech,Western Athletic,0.0,5,7,5-7,9.63,-4.63,0.2,-7.0,82,12
97,Louisville,Big East,0.0,6,6,6-6,10.66,-4.66,-1.8,3.5,46,12
98,Marshall,Conference USA,0.0,5,7,5-7,10.37,-5.37,-3.2,-11.5,96,12
99,Memphis,Conference USA,0.0,1,11,1-11,10.89,-9.89,-1.9,-16.6,111,12
100,Idaho,Western Athletic,0.0,6,7,6-7,10.84,-4.84,-3.7,-4.9,78,13
101,Houston,Conference USA,0.0,5,7,5-7,10.93,-5.93,-4.4,-2.9,73,12
102,Middle Tennessee,Sun Belt,0.0,6,6,6-6,11.57,-5.57,-9.7,-10.4,93,12
103,Minnesota,Big Ten,0.0,3,9,3-9,9.83,-6.83,1.5,-7.3,85,12
104,Florida International,Sun Belt,0.0,6,6,6-6,10.83,-4.83,-5.5,2.5,49,12
105,Akron,Mid-American,0.0,1,11,1-11,11.57,-10.57,-9.5,-26.4,120,12
106,Cincinnati,Big East,0.0,4,8,4-8,10.09,-6.09,1.0,2.3,51,12
107,Eastern Michigan,Mid-American,0.0,2,10,2-10,11.08,-9.08,-7.7,-25.1,119,12
108,New Mexico,Mountain West,0.0,1,11,1-11,9.78,-8.78,-1.1,-21.1,114,12
109,New Mexico State,Western Athletic,0.0,2,10,2-10,10.29,-8.29,-2.6,-21.1,115,12
110,North Texas,Sun Belt,0.0,3,9,3-9,11.36,-8.36,-6.5,-11.5,95,12
111,Ohio,Mid-American,0.0,8,4,8-4,11.25,-3.25,-13.9,-7.8,88,12
112,Duke,ACC,0.0,3,9,3-9,9.66,-6.66,2.3,-7.2,84,12
113,Colorado State,Mountain West,0.0,3,9,3-9,10.06,-7.06,-1.2,-15.3,109,12
114,Ole Miss,SEC,0.0,4,8,4-8,9.01,-5.01,2.4,-0.0,66,12
115,Iowa State,Big 12,0.0,5,7,5-7,9.79,-4.79,2.3,-5.6,79,12
116,Rice,Conference USA,0.0,4,8,4-8,11.03,-7.03,-2.6,-13.3,103,12
117,Rutgers,Big East,0.0,4,8,4-8,10.31,-6.31,0.4,-10.1,92,12
118,SMU,Conference USA,0.0,7,6,7-6,11.5,-4.5,-2.5,2.3,50,13
119,San José State,Western Athletic,0.0,1,12,1-12,9.76,-8.76,0.8,-12.6,101,13
120,Wyoming,Mountain West,0.0,3,9,3-9,9.66,-6.66,-1.2,-14.3,106,12
