sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
32,Duke,ACC,8.2,9,3,9-3,10.51,-1.51,-2.4,3.7,48,12
33,Minnesota,Big Ten,8.1,8,4,8-4,9.69,-1.69,2.2,6.1,41,12
34,USC,Pac-12,6.9,8,4,8-4,9.98,-1.98,4.3,13.3,23,12
35,Florida,SEC,5.8,6,5,6-5,7.96,-1.96,4.6,9.1,33,11
36,Cincinnati,American Athletic,3.2,9,3,9-3,10.74,-1.74,-5.1,2.6,51,12
37,Memphis,American Athletic,3.0,9,3,9-3,10.72,-1.72,-7.8,1.6,56,12
38,Stanford,Pac-12,3.0,7,5,7-5,9.51,-2.51,3.3,15.3,18,12
39,Oklahoma State,Big 12,2.9,6,6,6-6,8.58,-2.58,6.1,1.9,53,12
40,Tennessee,SEC,2.1,6,6,6-6,8.57,-2.57,6.7,7.1,37,12
41,Texas,Big 12,1.7,6,6,6-6,9.01,-3.01,6.8,9.3,32,12
42,Notre Dame,FBS Independents,1.6,7,5,7-5,9.84,-2.84,4.8,6.4,40,12
43,Rutgers,Big Ten,1.6,7,5,7-5,9.69,-2.69,2.3,-2.3,73,12
44,Maryland,Big Ten,1.5,7,5,7-5,9.82,-2.82,2.5,0.6,61,12
45,Washington,Pac-12,1.1,8,5,8-5,10.89,-2.89,-0.0,9.6,31,13
46,Boston College,ACC,1.1,7,5,7-5,10.05,-3.05,2.2,7.9,36,12
47,UCF,American Athletic,0.9,9,3,9-3,11.28,-2.28,-8.8,-0.5,65,12
48,NC State,ACC,0.7,7,5,7-5,10.1,-3.1,0.2,4.8,44,12
49,Georgia Southern,Sun Belt,0.7,9,3,9-3,11.13,-2.13,-11.0,0.1,62,12
50,South Carolina,SEC,0.5,6,6,6-6,9.48,-3.48,3.8,5.1,42,12
51,Miami,ACC,0.5,6,6,6-6,9.59,-3.59,4.3,14.0,22,12
52,Air Force,Mountain West,0.5,9,3,9-3,11.47,-2.47,-8.5,-3.2,77,12
53,BYU,FBS Independents,0.4,8,4,8-4,10.98,-2.98,-3.9,3.3,49,12
54,North Carolina,ACC,0.3,6,6,6-6,9.91,-3.91,3.8,-2.9,76,12
55,Virginia Tech,ACC,0.2,6,6,6-6,9.92,-3.92,3.2,6.5,39,12
56,Louisiana,Sun Belt,0.2,8,4,8-4,10.73,-2.73,-8.0,-6.7,88,12
57,Kentucky,SEC,0.2,5,7,5-7,8.98,-3.98,4.1,-0.0,63,12
58,Utah State,Mountain West,0.2,9,4,9-4,12.06,-3.06,-6.6,0.7,60,13
59,Iowa,Big Ten,0.1,7,5,7-5,10.83,-3.83,-1.6,4.0,47,12
60,Virginia,ACC,0.1,5,7,5-7,9.43,-4.43,4.3,4.9,43,12
61,Illinois,Big Ten,0.1,6,6,6-6,9.86,-3.86,2.5,-4.3,83,12
62,Louisiana Tech,Conference USA,0.1,8,5,8-5,11.12,-3.12,-3.4,10.9,27,13
63,California,Pac-12,0.0,5,7,5-7,9.63,-4.63,4.7,2.8,50,12
64,Central Michigan,Mid-American,0.0,7,5,7-5,11.69,-4.69,-9.7,-2.3,72,12
65,Texas State,Sun Belt,0.0,7,5,7-5,11.82,-4.82,-13.0,-11.6,100,12
66,Bowling Green,Mid-American,0.0,7,6,7-6,12.23,-5.23,-7.8,-13.6,111,13
67,Colorado,Pac-12,0.0,2,10,2-10,9.53,-7.53,5.2,-3.3,78,12
68,Texas Tech,Big 12,0.0,4,8,4-8,8.75,-4.75,6.5,2.3,52,12
69,Temple,American Athletic,0.0,6,6,6-6,11.51,-5.51,-6.9,-7.6,91,12
70,East Carolina,American Athletic,0.0,8,4,8-4,11.4,-3.4,-9.4,1.3,59,12
71,Toledo,Mid-American,0.0,8,4,8-4,11.38,-3.38,-8.7,-2.8,75,12
72,Troy,Sun Belt,0.0,3,9,3-9,11.04,-8.04,-9.0,-18.5,120,12
73,Tulane,American Athletic,0.0,3,9,3-9,10.97,-7.97,-3.8,-13.8,112,12
74,Tulsa,American Athletic,0.0,2,10,2-10,11.07,-9.07,-5.0,-18.0,119,12
75,UAB,Conference USA,0.0,6,6,6-6,10.02,-4.02,-2.3,-1.6,69,12
76,Buffalo,Mid-American,0.0,5,6,5-6,10.49,-5.49,-13.1,-12.2,104,11
77,Massachusetts,Mid-American,0.0,3,9,3-9,11.63,-8.63,-10.0,-14.2,114,12
78,UConn,American Athletic,0.0,2,10,2-10,11.39,-9.39,-7.0,-19.6,123,12
79,UL Monroe,Sun Belt,0.0,4,8,4-8,10.97,-6.97,-6.7,-12.1,103,12
80,UNLV,Mountain West,0.0,2,11,2-11,12.29,-10.29,-5.7,-19.3,121,13
81,Ball State,Mid-American,0.0,5,7,5-7,11.63,-6.63,-11.5,-13.3,109,12
82,Eastern Michigan,Mid-American,0.0,2,10,2-10,10.89,-8.89,-5.6,-27.5,128,12
83,UTEP,Conference USA,0.0,7,5,7-5,10.87,-3.87,-5.9,-9.5,94,12
84,UTSA,Conference USA,0.0,4,8,4-8,11.16,-7.16,-4.6,-13.3,110,12
85,Vanderbilt,SEC,0.0,3,9,3-9,9.19,-6.19,3.7,-11.4,99,12
86,Wake Forest,ACC,0.0,3,9,3-9,10.1,-7.1,1.0,-12.1,102,12
87,Army,FBS Independents,0.0,4,8,4-8,11.31,-7.31,-9.6,-17.1,117,12
88,Washington State,Pac-12,0.0,3,9,3-9,9.59,-6.59,4.9,-1.3,67,12
89,Arkansas State,Sun Belt,0.0,7,5,7-5,11.24,-4.24,-10.1,-5.7,86,12
90,Western Kentucky,Conference USA,0.0,7,5,7-5,11.03,-4.03,-5.2,1.7,55,12
91,Western Michigan,Mid-American,0.0,8,4,8-4,11.61,-3.61,-10.9,1.6,57,12
92,App State,Sun Belt,0.0,7,5,7-5,11.71,-4.71,-13.2,-3.3,79,12
93,Syracuse,ACC,0.0,3,9,3-9,10.13,-7.13,2.7,-1.4,68,12
94,Florida Atlantic,Conference USA,0.0,3,9,3-9,10.17,-7.17,-2.5,-11.1,98,12
95,Southern Miss,Conference USA,0.0,3,9,3-9,9.77,-6.77,-0.4,-9.1,93,12
96,Akron,Mid-American,0.0,5,7,5-7,11.39,-6.39,-10.6,-15.3,115,12
97,Northwestern,Big Ten,0.0,5,7,5-7,10.57,-5.57,1.2,-0.8,66,12
98,Indiana,Big Ten,0.0,4,8,4-8,10.05,-6.05,-0.1,-5.0,84,12
99,North Texas,Conference USA,0.0,4,8,4-8,11.34,-7.34,-7.8,-19.4,122,12
100,New Mexico State,Sun Belt,0.0,2,10,2-10,11.38,-9.38,-11.0,-25.4,126,12
101,New Mexico,Mountain West,0.0,4,8,4-8,11.23,-7.23,-5.9,-12.6,105,12
102,Nevada,Mountain West,0.0,7,5,7-5,11.16,-4.16,-4.9,-2.2,71,12
103,Navy,FBS Independents,0.0,7,5,7-5,11.05,-4.05,-5.0,-0.3,64,12
104,South Florida,American Athletic,0.0,4,8,4-8,11.02,-7.02,-5.2,-15.5,116,12
105,Iowa State,Big 12,0.0,2,10,2-10,9.09,-7.09,6.5,-5.8,87,12
106,Kansas,Big 12,0.0,3,9,3-9,8.81,-5.81,6.3,-4.2,82,12
107,Kent State,Mid-American,0.0,2,9,2-9,10.1,-8.1,-7.2,-17.4,118,11
108,Middle Tennessee,Conference USA,0.0,6,6,6-6,11.03,-5.03,-3.9,-6.7,89,12
109,Michigan,Big Ten,0.0,5,7,5-7,10.06,-5.06,3.0,1.8,54,12
110,Miami (OH),Mid-American,0.0,2,10,2-10,11.27,-9.27,-6.8,-12.6,106,12
111,Ohio,Mid-American,0.0,6,6,6-6,11.27,-5.27,-8.8,-13.1,108,12
112,Idaho,Sun Belt,0.0,1,10,1-10,10.72,-9.72,-9.6,-21.4,124,11
113,Houston,American Athletic,0.0,7,5,7-5,11.56,-4.56,-10.8,-1.8,70,12
114,Hawai'i,Mountain West,0.0,4,9,4-9,12.36,-8.36,-6.1,-13.9,113,13
115,Old Dominion,Conference USA,0.0,6,6,6-6,11.12,-5.12,-6.1,-10.7,97,12
116,Georgia State,Sun Belt,0.0,1,11,1-11,11.24,-10.24,-7.6,-26.3,127,12
117,Fresno State,Mountain West,0.0,6,7,6-7,11.54,-5.54,-3.9,-10.3,96,13
118,Oregon State,Pac-12,0.0,5,7,5-7,9.75,-4.75,2.8,-2.7,74,12
119,Penn State,Big Ten,0.0,6,6,6-6,10.61,-4.61,-0.6,1.4,58,12
120,Pittsburgh,ACC,0.0,6,6,6-6,10.35,-4.35,0.7,4.5,45,12
121,Purdue,Big Ten,0.0,3,9,3-9,10.2,-7.2,2.4,-3.8,81,12
122,Rice,Conference USA,0.0,7,5,7-5,10.73,-3.73,-5.1,-6.8,90,12
123,Florida International,Conference USA,0.0,4,8,4-8,11.18,-7.18,-7.0,-8.3,92,12
124,SMU,American Athletic,0.0,1,11,1-11,10.35,-9.35,-1.6,-24.9,125,12
125,San Diego State,Mountain West,0.0,7,5,7-5,11.48,-4.48,-9.4,-5.4,85,12
126,San José State,Mountain West,0.0,3,9,3-9,10.69,-7.69,-4.2,-10.3,95,12
127,South Alabama,Sun Belt,0.0,6,6,6-6,11.06,-5.06,-7.0,-12.6,107,12
128,Wyoming,Mountain West,0.0,4,8,4-8,10.12,-6.12,-1.9,-11.9,101,12
