sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
1,Florida State,ACC,94.3,13,0,13-0,11.31,1.69,-1.0,36.0,1,13
2,Auburn,SEC,94.1,12,1,12-1,9.89,2.11,5.5,15.9,13,13
3,Stanford,Pac-12,90.4,11,2,11-2,9.0,2.0,9.5,18.1,10,13
4,Alabama,SEC,83.4,11,1,11-1,9.74,1.26,1.7,26.1,3,12
5,Ohio State,Big Ten,76.1,12,1,12-1,11.08,0.92,1.1,18.2,9,13
6,Arizona State,Pac-12,75.0,10,3,10-3,8.88,1.12,9.6,16.0,12,13
7,Baylor,Big 12,73.8,11,1,11-1,10.19,0.81,0.8,25.2,4,12
8,Michigan State,Big Ten,73.7,12,1,12-1,11.17,0.83,-1.0,15.1,18,13
9,UCLA,Pac-12,72.8,9,3,9-3,8.12,0.88,7.5,13.3,20,12
10,Oregon,Pac-12,71.3,10,2,10-2,9.22,0.78,5.0,27.0,2,12
11,Oklahoma,Big 12,62.0,10,2,10-2,9.58,0.42,3.5,10.8,26,12
12,Missouri,SEC,61.6,11,2,11-2,10.56,0.44,2.2,11.4,25,13
13,Clemson,ACC,60.2,10,2,10-2,9.66,0.34,1.7,19.9,6,12
14,South Carolina,SEC,58.5,10,2,10-2,9.67,0.33,3.6,12.6,22,12
15,UCF,American Athletic,56.0,11,1,11-1,10.78,0.22,-3.5,5.3,47,12
16,Oklahoma State,Big 12,53.2,10,2,10-2,9.83,0.17,3.0,15.3,17,12
17,LSU,SEC,48.5,9,3,9-3,9.01,-0.01,3.8,17.1,11,12
18,Washington,Pac-12,31.1,8,4,8-4,8.67,-0.67,6.7,20.6,5,12
19,Northern Illinois,Mid-American,26.8,12,1,12-1,12.46,-0.46,-13.3,-0.5,62,13
20,Miami,ACC,25.2,9,3,9-3,9.72,-0.72,3.7,5.5,45,12
21,Wisconsin,Big Ten,24.0,9,3,9-3,9.85,-0.85,0.6,19.5,7,12
22,Duke,ACC,22.5,10,3,10-3,10.81,-0.81,1.7,2.6,56,13
23,Louisville,American Athletic,22.4,11,1,11-1,11.55,-0.55,-8.2,15.9,14,12
24,Georgia,SEC,20.7,8,4,8-4,9.13,-1.13,5.1,18.4,8,12
25,USC,Pac-12,20.3,9,4,9-4,10.19,-1.19,6.5,15.5,15,13
26,Fresno State,Mountain West,20.0,11,1,11-1,11.59,-0.59,-8.6,9.3,29,12
27,Notre Dame,FBS Independents,19.2,8,4,8-4,9.22,-1.22,4.9,5.0,48,12
28,Texas,Big 12,19.2,8,4,8-4,9.18,-1.18,5.4,3.7,54,12
29,Texas A&M,SEC,15.3,8,4,8-4,9.34,-1.34,3.3,14.3,19,12
30,Washington State,Pac-12,12.3,6,6,6-6,7.72,-1.72,8.8,7.9,35,12
31,Arizona,Pac-12,9.1,7,5,7-5,8.79,-1.79,5.7,15.4,16,12
32,Iowa,Big Ten,9.0,8,4,8-4,9.74,-1.74,1.4,9.5,28,12
33,Vanderbilt,SEC,7.2,8,4,8-4,9.88,-1.88,-0.1,5.8,43,12
