sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
1,LSU,SEC,99.3,13,1,13-1,9.77,3.23,5.1,20.5,5,14
2,Oklahoma State,Big 12,99.0,12,1,12-1,8.62,3.38,8.6,20.4,6,13
3,Oregon,Pac-12,89.2,12,2,12-2,10.27,1.73,5.1,23.6,3,14
4,Alabama,SEC,88.1,12,1,12-1,10.48,1.52,0.7,26.8,1,13
5,Arkansas,SEC,85.3,11,2,11-2,9.66,1.34,1.1,11.9,20,13
6,USC,Pac-12,77.9,10,2,10-2,9.01,0.99,5.0,12.7,14,12
7,Stanford,Pac-12,76.5,11,2,11-2,10.0,1.0,4.0,24.5,2,13
8,Kansas State,Big 12,76.3,10,3,10-3,8.89,1.11,6.3,6.3,32,13
9,Oklahoma,Big 12,72.6,10,3,10-3,9.05,0.95,7.1,20.3,7,13
10,Boise State,Mountain West,69.5,12,1,12-1,11.33,0.67,-4.4,12.3,18,13
11,Baylor,Big 12,67.8,10,3,10-3,9.3,0.7,5.6,13.9,12,13
12,Michigan State,Big Ten,58.7,11,3,11-3,10.65,0.35,0.8,12.2,19,14
13,Houston,Conference USA,51.0,13,1,13-1,12.88,0.12,-5.5,13.5,13,14
14,Michigan,Big Ten,50.7,11,2,11-2,10.9,0.1,1.8,11.1,23,13
15,South Carolina,SEC,50.1,11,2,11-2,10.93,0.07,0.3,17.6,8,13
16,TCU,Mountain West,35.3,11,2,11-2,11.38,-0.38,-6.9,9.3,26,13
17,Wisconsin,Big Ten,35.0,11,3,11-3,11.45,-0.45,-0.4,21.6,4,14
18,Southern Miss,Conference USA,33.5,12,2,12-2,12.43,-0.43,-4.5,10.1,24,14
19,Texas,Big 12,27.0,8,5,8-5,8.93,-0.93,7.8,17.1,9,13
20,Georgia,SEC,23.5,10,4,10-4,11.01,-1.01,1.8,12.5,17,14
21,Virginia Tech,ACC,20.9,11,3,11-3,12.04,-1.04,-0.3,9.2,27,14
22,Missouri,Big 12,20.4,8,5,8-5,9.21,-1.21,5.4,15.4,11,13
23,Penn State,Big Ten,19.2,9,4,9-4,10.09,-1.09,2.3,2.5,50,13
24,Nebraska,Big Ten,17.8,9,4,9-4,10.21,-1.21,2.1,5.6,37,13
25,Cincinnati,Big East,17.7,10,3,10-3,11.18,-1.18,-1.8,1.0,59,13
26,Clemson,ACC,17.6,10,4,10-4,11.29,-1.29,0.7,5.0,39,14
27,Auburn,SEC,16.4,8,5,8-5,9.33,-1.33,3.2,-3.1,78,13
28,West Virginia,Big East,15.7,10,3,10-3,11.21,-1.21,-1.4,12.6,15,13
29,BYU,FBS Independents,12.0,10,3,10-3,11.35,-1.35,-2.9,9.2,28,13
30,Texas A&M,Big 12,7.2,7,6,7-6,9.24,-2.24,6.5,16.0,10,13
31,Notre Dame,FBS Independents,6.1,8,5,8-5,10.13,-2.13,3.5,12.6,16,13
32,Florida State,ACC,5.8,9,4,9-4,11.01,-2.01,-0.7,11.8,21,13
33,Tulsa,Conference USA,5.2,8,5,8-5,10.16,-2.16,0.7,5.6,35,13
34,Northern Illinois,Mid-American,4.6,11,3,11-3,12.7,-1.7,-6.5,3.5,45,14
35,Iowa State,Big 12,3.3,6,7,6-7,8.84,-2.84,6.5,2.2,53,13
36,Arkansas State,Sun Belt,3.0,10,3,10-3,12.01,-2.01,-8.7,6.1,34,13
37,Washington,Pac-12,2.9,7,6,7-6,9.63,-2.63,3.8,2.4,51,13
38,Rutgers,Big East,2.9,9,4,9-4,11.46,-2.46,-1.0,4.4,40,13
39,Utah,Pac-12,2.9,8,5,8-5,10.71,-2.71,1.1,0.3,64,13
40,SMU,Conference USA,2.8,8,5,8-5,10.55,-2.55,-1.3,1.9,54,13
41,Florida,SEC,2.5,7,6,7-6,9.63,-2.63,1.4,4.3,41,13
42,California,Pac-12,2.0,7,6,7-6,9.72,-2.72,3.5,10.0,25,13
43,Texas Tech,Big 12,1.7,5,7,5-7,8.05,-3.05,5.0,1.7,55,12
44,Louisiana Tech,Western Athletic,1.0,8,5,8-5,11.06,-3.06,-2.4,-0.3,66,13
45,Mississippi State,SEC,0.9,7,6,7-6,9.98,-2.98,-0.4,0.3,62,13
46,Virginia,ACC,0.9,8,5,8-5,11.14,-3.14,-2.3,1.2,57,13
47,Louisiana,Sun Belt,0.9,9,4,9-4,11.57,-2.57,-7.3,-2.4,73,13
48,Toledo,Mid-American,0.6,9,4,9-4,11.97,-2.97,-5.4,2.3,52,13
