sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
1,Texas,Big 12,99.9,13,0,13-0,9.59,3.41,3.1,25.1,3,13
2,USC,Pac-10,98.6,12,1,12-1,8.91,3.09,7.1,27.4,1,13
3,Penn State,Big Ten,94.2,11,1,11-1,8.86,2.14,5.5,20.0,4,12
4,Ohio State,Big Ten,90.4,10,2,10-2,8.11,1.89,7.8,26.3,2,12
5,West Virginia,Big East,83.8,11,1,11-1,9.73,1.27,-0.2,9.6,21,12
6,Oregon,Pac-10,80.9,10,2,10-2,8.74,1.26,4.6,18.8,5,12
7,UCLA,Pac-10,78.7,10,2,10-2,8.86,1.14,4.6,2.5,40,12
8,Virginia Tech,ACC,73.7,11,2,11-2,10.05,0.95,2.0,16.6,8,13
9,TCU,Mountain West,70.6,11,1,11-1,10.27,0.73,-0.8,8.2,26,12
10,LSU,SEC,69.0,11,2,11-2,10.26,0.74,0.3,18.3,7,13
11,Notre Dame,FBS Independents,61.8,9,3,9-3,8.55,0.45,6.0,13.8,10,12
12,Alabama,SEC,58.3,10,2,10-2,9.69,0.31,-0.5,11.6,13,12
13,Wisconsin,Big Ten,48.0,10,3,10-3,10.02,-0.02,2.3,5.1,35,13
14,Georgia,SEC,43.4,10,3,10-3,10.18,-0.18,1.4,8.3,25,13
15,Miami,ACC,40.3,9,3,9-3,9.29,-0.29,1.6,12.4,12,12
16,Florida,SEC,36.2,9,3,9-3,9.42,-0.42,2.3,10.7,19,12
17,Boston College,ACC,29.6,9,3,9-3,9.66,-0.66,1.1,11.3,15,12
18,Oklahoma,Big 12,26.4,8,4,8-4,8.8,-0.8,4.8,11.2,16,12
19,Michigan,Big Ten,23.3,7,5,7-5,8.08,-1.08,7.2,6.4,30,12
20,Auburn,SEC,22.5,9,3,9-3,9.89,-0.89,-2.5,9.1,22,12
21,Texas Tech,Big 12,22.2,9,3,9-3,9.84,-0.84,-2.4,15.6,9,12
22,Northwestern,Big Ten,21.9,7,5,7-5,8.12,-1.12,7.0,6.2,31,12
23,Louisville,Big East,16.5,9,3,9-3,10.16,-1.16,-1.7,18.7,6,12
24,California,Pac-10,14.1,8,4,8-4,9.33,-1.33,0.8,11.2,18,12
25,Minnesota,Big Ten,14.0,7,5,7-5,8.51,-1.51,5.1,10.3,20,12
26,Florida State,ACC,12.9,8,5,8-5,9.64,-1.64,2.6,7.0,29,13
27,Arizona State,Pac-10,12.3,7,5,7-5,8.65,-1.65,5.2,12.4,11,12
28,Clemson,ACC,10.1,8,4,8-4,9.79,-1.79,0.5,8.9,23,12
29,Iowa,Big Ten,7.0,7,5,7-5,9.03,-2.03,1.9,11.6,14,12
30,Georgia Tech,ACC,6.8,7,5,7-5,9.14,-2.14,3.9,5.5,33,12
31,Virginia,ACC,5.0,7,5,7-5,9.3,-2.3,0.4,-1.2,60,12
32,Stanford,Pac-10,4.7,5,6,5-6,7.44,-2.44,6.6,-1.4,63,11
33,Nebraska,Big 12,4.7,8,4,8-4,10.19,-2.19,-0.6,-1.4,64,12
34,NC State,ACC,3.4,7,5,7-5,9.56,-2.56,0.9,1.0,51,12
35,North Carolina,ACC,3.1,5,6,5-6,7.7,-2.7,6.0,0.1,54,11
36,South Carolina,SEC,3.0,7,5,7-5,9.66,-2.66,0.6,-1.6,67,12
37,Purdue,Big Ten,2.8,5,6,5-6,7.82,-2.82,6.1,7.7,28,11
