sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
70,UConn,American Athletic,0.1,6,6,6-6,10.33,-4.33,-2.9,-3.9,86,12
71,Air Force,Mountain West,0.1,8,5,8-5,11.64,-3.64,-8.2,0.3,70,13
72,Minnesota,Big Ten,0.1,5,7,5-7,9.19,-4.19,3.9,2.0,61,12
73,Illinois,Big Ten,0.1,5,7,5-7,9.39,-4.39,1.9,-0.3,72,12
74,Akron,Mid-American,0.1,7,5,7-5,10.22,-3.22,-5.5,-4.0,88,12
75,Missouri,SEC,0.1,5,7,5-7,9.48,-4.48,2.8,-1.6,79,12
76,Middle Tennessee,Conference USA,0.1,7,5,7-5,10.42,-3.42,-7.1,0.6,67,12
77,Fresno State,Mountain West,0.0,3,9,3-9,10.42,-7.42,-5.1,-23.1,126,12
78,Florida Atlantic,Conference USA,0.0,3,9,3-9,10.88,-7.88,-7.1,-13.0,104,12
79,UNLV,Mountain West,0.0,3,9,3-9,10.69,-7.69,-7.0,-17.9,113,12
80,UL Monroe,Sun Belt,0.0,2,11,2-11,11.38,-9.38,-8.4,-21.5,122,13
81,Florida International,Conference USA,0.0,5,7,5-7,11.15,-6.15,-10.3,-16.0,107,12
82,North Texas,Conference USA,0.0,1,11,1-11,10.23,-9.23,-4.8,-22.5,125,12
83,UCF,American Athletic,0.0,0,12,0-12,10.18,-10.18,-2.1,-22.0,123,12
84,UTSA,Conference USA,0.0,3,9,3-9,10.96,-7.96,-8.1,-16.8,108,12
85,Tulsa,American Athletic,0.0,6,6,6-6,10.05,-4.05,-3.3,-4.9,89,12
86,Tulane,American Athletic,0.0,3,9,3-9,10.39,-7.39,-3.7,-18.1,115,12
87,Troy,Sun Belt,0.0,4,8,4-8,10.57,-6.57,-8.3,-12.0,102,12
88,UTEP,Conference USA,0.0,5,7,5-7,10.95,-5.95,-10.8,-21.3,120,12
89,East Carolina,American Athletic,0.0,5,7,5-7,10.16,-5.16,-1.5,0.9,66,12
90,Eastern Michigan,Mid-American,0.0,1,11,1-11,10.47,-9.47,-4.8,-20.5,119,12
91,Utah State,Mountain West,0.0,6,6,6-6,10.61,-4.61,-5.8,-2.6,82,12
92,Georgia Tech,ACC,0.0,3,9,3-9,8.83,-5.83,4.0,4.1,53,12
93,Virginia,ACC,0.0,4,8,4-8,9.44,-5.44,3.0,-0.4,73,12
94,Colorado State,Mountain West,0.0,7,5,7-5,11.46,-4.46,-9.5,-10.3,97,12
95,Wake Forest,ACC,0.0,3,9,3-9,8.94,-5.94,3.6,-6.6,92,12
96,Colorado,Pac-12,0.0,4,9,4-9,10.47,-6.47,-0.5,-2.9,83,13
97,Charlotte,Conference USA,0.0,2,10,2-10,11.35,-9.35,-9.1,-23.5,127,12
98,Buffalo,Mid-American,0.0,5,7,5-7,10.9,-5.9,-6.2,-5.9,91,12
99,Boston College,ACC,0.0,3,9,3-9,9.44,-6.44,0.7,2.1,60,12
100,Ball State,Mid-American,0.0,3,9,3-9,10.05,-7.05,-1.5,-15.5,106,12
101,Army,FBS Independents,0.0,2,10,2-10,11.15,-9.15,-9.6,-12.3,103,12
102,Georgia State,Sun Belt,0.0,6,6,6-6,11.18,-5.18,-12.1,-8.0,95,12
103,Idaho,Sun Belt,0.0,4,8,4-8,10.85,-6.85,-8.7,-18.3,116,12
104,Texas State,Sun Belt,0.0,3,9,3-9,10.81,-7.81,-9.1,-23.9,128,12
105,SMU,American Athletic,0.0,2,10,2-10,9.14,-7.14,0.7,-11.7,100,12
106,New Mexico,Mountain West,0.0,7,5,7-5,11.4,-4.4,-9.9,-11.7,101,12
107,Nevada,Mountain West,0.0,6,6,6-6,11.25,-5.25,-10.5,-10.6,98,12
108,Nebraska,Big Ten,0.0,5,7,5-7,10.17,-5.17,1.8,6.9,42,12
109,Old Dominion,Conference USA,0.0,5,7,5-7,11.07,-6.07,-9.4,-18.1,114,12
110,Oregon State,Pac-12,0.0,2,10,2-10,8.72,-6.72,4.7,-10.1,96,12
111,Miami (OH),Mid-American,0.0,3,9,3-9,10.62,-7.62,-4.7,-14.3,105,12
112,Massachusetts,Mid-American,0.0,3,9,3-9,10.17,-7.17,-3.8,-11.2,99,12
113,Purdue,Big Ten,0.0,2,10,2-10,9.39,-7.39,3.6,-6.9,93,12
114,Rice,Conference USA,0.0,5,7,5-7,10.63,-5.63,-8.2,-19.0,118,12
115,Rutgers,Big Ten,0.0,4,8,4-8,9.31,-5.31,1.9,-5.7,90,12
116,Maryland,Big Ten,0.0,3,9,3-9,8.25,-5.25,6.9,-1.4,76,12
117,Hawai'i,Mountain West,0.0,3,10,3-10,11.52,-8.52,-6.8,-22.2,124,13
118,San José State,Mountain West,0.0,5,7,5-7,11.15,-6.15,-8.7,-7.3,94,12
119,South Alabama,Sun Belt,0.0,5,7,5-7,11.0,-6.0,-7.4,-17.7,112,12
120,South Carolina,SEC,0.0,3,9,3-9,8.47,-5.47,4.1,-0.7,74,12
121,Louisiana,Sun Belt,0.0,4,8,4-8,11.35,-7.35,-11.2,-17.2,111,12
122,Kentucky,SEC,0.0,5,7,5-7,9.73,-4.73,-0.3,-1.5,78,12
123,Kent State,Mid-American,0.0,3,9,3-9,10.49,-7.49,-2.9,-16.9,109,12
124,Syracuse,ACC,0.0,4,8,4-8,9.02,-5.02,4.3,-3.9,87,12
125,Kansas,Big 12,0.0,0,12,0-12,8.45,-8.45,6.3,-17.0,110,12
126,Iowa State,Big 12,0.0,3,9,3-9,7.99,-4.99,6.4,1.5,64,12
127,New Mexico State,Sun Belt,0.0,3,9,3-9,10.72,-7.72,-9.0,-21.5,121,12
128,Wyoming,Mountain West,0.0,2,10,2-10,10.83,-8.83,-6.8,-18.9,117,12
