sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
1,Clemson,ACC,97.8,13,0,13-0,10.41,2.59,2.7,24.1,3,13
2,Alabama,SEC,97.0,12,1,12-1,9.11,2.89,5.7,24.4,1,13
3,Oklahoma,Big 12,93.6,11,1,11-1,8.94,2.06,5.2,24.1,2,12
4,Michigan State,Big Ten,93.1,12,1,12-1,9.99,2.01,5.2,13.5,15,13
5,Stanford,Pac-12,78.7,11,2,11-2,9.76,1.24,5.1,16.2,10,13
6,Ohio State,Big Ten,78.5,11,1,11-1,9.96,1.04,1.9,20.0,4,12
7,Notre Dame,FBS Independents,78.3,10,2,10-2,8.9,1.1,5.9,16.4,9,12
8,TCU,Big 12,77.5,10,2,10-2,8.97,1.03,2.4,16.9,7,12
9,Iowa,Big Ten,77.5,12,1,12-1,10.97,1.03,-0.8,11.5,26,13
10,Oklahoma State,Big 12,77.4,10,2,10-2,8.95,1.05,2.2,13.2,18,12
11,Florida,SEC,60.1,10,3,10-3,9.6,0.4,4.7,11.9,24,13
12,Florida State,ACC,59.6,10,2,10-2,9.64,0.36,0.4,13.4,16,12
13,Northwestern,Big Ten,59.3,10,2,10-2,9.64,0.36,1.2,4.4,51,12
14,Ole Miss,SEC,59.1,9,3,9-3,8.64,0.36,2.5,18.8,6,12
15,LSU,SEC,59.0,8,3,8-3,7.65,0.35,7.4,14.9,13,11
16,Houston,American Athletic,57.9,12,1,12-1,11.69,0.31,-5.7,9.6,32,13
17,North Carolina,ACC,51.4,11,2,11-2,10.89,0.11,-1.3,15.3,12,13
18,Oregon,Pac-12,46.0,9,3,9-3,9.1,-0.1,3.3,12.6,22,12
19,Navy,American Athletic,41.6,10,2,10-2,10.2,-0.2,-2.8,10.9,28,12
20,Utah,Pac-12,40.4,9,3,9-3,9.3,-0.3,3.3,9.2,33,12
21,Baylor,Big 12,39.9,9,3,9-3,9.3,-0.3,0.4,19.5,5,12
22,Memphis,American Athletic,36.2,9,3,9-3,9.43,-0.43,-0.3,8.8,35,12
23,Toledo,Mid-American,35.9,9,2,9-2,9.36,-0.36,-2.3,11.4,27,11
24,Tennessee,SEC,34.5,8,4,8-4,8.52,-0.52,4.2,13.1,20,12
25,Georgia,SEC,31.2,9,3,9-3,9.59,-0.59,0.6,13.2,17,12
26,Michigan,Big Ten,27.8,9,3,9-3,9.74,-0.74,2.2,16.1,11,12
27,Mississippi State,SEC,27.5,8,4,8-4,8.83,-0.83,4.1,12.5,23,12
28,Texas A&M,SEC,27.0,8,4,8-4,8.82,-0.82,3.5,8.7,36,12
29,Western Kentucky,Conference USA,21.4,11,2,11-2,11.78,-0.78,-6.2,9.7,31,13
30,Arkansas,SEC,19.8,7,5,7-5,8.21,-1.21,5.7,12.6,21,12
31,Miami,ACC,19.2,8,4,8-4,9.16,-1.16,3.1,1.7,63,12
32,Temple,American Athletic,19.2,10,3,10-3,11.08,-1.08,-2.9,6.2,45,13
33,USC,Pac-12,18.0,8,5,8-5,9.41,-1.41,6.3,13.8,14,13
34,Wisconsin,Big Ten,16.9,9,3,9-3,10.09,-1.09,-1.1,8.9,34,12
35,BYU,FBS Independents,15.3,9,3,9-3,10.2,-1.2,-2.1,5.8,48,12
36,Texas Tech,Big 12,14.5,7,5,7-5,8.46,-1.46,3.3,6.5,44,12
37,Bowling Green,Mid-American,12.8,10,3,10-3,11.37,-1.37,-1.7,16.9,8,13
38,Washington State,Pac-12,12.5,8,4,8-4,9.53,-1.53,0.0,8.1,38,12
39,California,Pac-12,12.2,7,5,7-5,8.75,-1.75,4.8,10.5,30,12
40,UCLA,Pac-12,12.1,8,4,8-4,9.57,-1.57,3.0,10.8,29,12
41,Pittsburgh,ACC,10.3,8,4,8-4,9.72,-1.72,1.9,7.2,41,12
42,West Virginia,Big 12,6.3,7,5,7-5,8.95,-1.95,3.2,13.2,19,12
43,App State,Sun Belt,6.1,10,2,10-2,11.05,-1.05,-11.6,5.8,47,12
44,Auburn,SEC,5.1,6,6,6-6,8.41,-2.41,4.9,7.6,39,12
45,Arkansas State,Sun Belt,4.0,9,3,9-3,10.75,-1.75,-10.5,-3.2,85,12
46,Louisville,ACC,3.9,7,5,7-5,9.42,-2.42,2.6,7.3,40,12
47,South Florida,American Athletic,3.9,8,4,8-4,10.23,-2.23,-2.1,8.4,37,12
48,Penn State,Big Ten,3.1,7,5,7-5,9.48,-2.48,3.4,4.0,54,12
49,Texas,Big 12,2.3,5,7,5-7,7.89,-2.89,7.2,4.0,55,12
50,Kansas State,Big 12,2.2,6,6,6-6,8.82,-2.82,3.2,0.3,69,12
51,Western Michigan,Mid-American,2.1,7,5,7-5,9.6,-2.6,-1.3,5.9,46,12
52,Arizona State,Pac-12,1.7,6,6,6-6,9.17,-3.17,3.5,4.6,49,12
53,NC State,ACC,1.3,7,5,7-5,9.76,-2.76,-1.6,6.7,43,12
54,Northern Illinois,Mid-American,1.2,8,5,8-5,10.77,-2.77,-3.6,3.5,57,13
55,San Diego State,Mountain West,1.1,10,3,10-3,12.2,-2.2,-11.0,3.2,58,13
56,Marshall,Conference USA,1.1,9,3,9-3,11.24,-2.24,-11.0,-1.0,75,12
57,Washington,Pac-12,0.9,6,6,6-6,9.39,-3.39,3.0,11.7,25,12
58,Ohio,Mid-American,0.8,8,4,8-4,10.69,-2.69,-6.2,-3.1,84,12
59,Cincinnati,American Athletic,0.7,7,5,7-5,10.24,-3.24,-2.6,4.5,50,12
60,Georgia Southern,Sun Belt,0.7,8,4,8-4,10.59,-2.59,-9.3,-1.8,80,12
61,Southern Miss,Conference USA,0.6,9,4,9-4,11.77,-2.77,-11.1,4.4,52,13
62,Arizona,Pac-12,0.6,6,6,6-6,9.44,-3.44,0.6,-1.4,77,12
63,Indiana,Big Ten,0.5,6,6,6-6,9.54,-3.54,0.9,3.2,59,12
64,Louisiana Tech,Conference USA,0.4,8,4,8-4,10.82,-2.82,-9.4,0.3,68,12
65,Virginia Tech,ACC,0.4,6,6,6-6,9.77,-3.77,1.8,3.8,56,12
66,Central Michigan,Mid-American,0.4,7,5,7-5,10.32,-3.32,-3.9,1.4,65,12
67,Duke,ACC,0.4,7,5,7-5,10.44,-3.44,-2.2,-1.9,81,12
68,Boise State,Mountain West,0.2,8,4,8-4,11.09,-3.09,-8.4,1.7,62,12
69,Vanderbilt,SEC,0.1,4,8,4-8,8.89,-4.89,4.6,0.3,71,12
