sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
73,Troy,Sun Belt,0.0,3,9,3-9,10.63,-7.63,-6.1,-16.6,111,12
74,Tulane,Conference USA,0.0,2,11,2-11,12.06,-10.06,-7.1,-17.2,112,13
75,Colorado State,Mountain West,0.0,3,9,3-9,11.07,-8.07,-8.7,-20.2,114,12
76,UCF,Conference USA,0.0,5,7,5-7,10.8,-5.8,-6.2,2.9,50,12
77,UNLV,Mountain West,0.0,2,10,2-10,9.96,-7.96,-4.5,-22.4,117,12
78,Duke,ACC,0.0,3,9,3-9,9.69,-6.69,0.9,-12.2,103,12
79,UAB,Conference USA,0.0,3,9,3-9,10.6,-7.6,-4.3,-21.9,116,12
80,Minnesota,Big Ten,0.0,3,9,3-9,9.32,-6.32,2.5,-7.0,90,12
81,Colorado,Pac-12,0.0,3,10,3-10,9.84,-6.84,4.1,-9.2,95,13
82,UTEP,Conference USA,0.0,5,7,5-7,10.62,-5.62,-3.8,-8.7,94,12
83,East Carolina,Conference USA,0.0,5,7,5-7,10.11,-5.11,-2.1,-2.3,70,12
84,Utah State,Western Athletic,0.0,7,5,7-5,10.94,-3.94,-6.8,1.6,58,12
85,Buffalo,Mid-American,0.0,3,9,3-9,11.07,-8.07,-7.2,-12.1,102,12
86,Bowling Green,Mid-American,0.0,5,7,5-7,11.02,-6.02,-5.8,-13.0,104,12
87,Boston College,ACC,0.0,4,8,4-8,9.97,-5.97,-0.4,-6.9,88,12
88,Ball State,Mid-American,0.0,6,6,6-6,10.41,-4.41,-2.6,-14.8,107,12
89,Washington State,Pac-12,0.0,4,8,4-8,9.4,-5.4,0.6,-4.7,81,12
90,Army,FBS Independents,0.0,3,9,3-9,11.0,-8.0,-5.5,-7.9,91,12
91,Western Kentucky,Sun Belt,0.0,7,5,7-5,10.85,-3.85,-8.2,-1.9,69,12
92,Arizona,Pac-12,0.0,4,8,4-8,8.6,-4.6,4.6,1.8,57,12
93,Central Michigan,Mid-American,0.0,3,9,3-9,11.02,-8.02,-7.1,-15.4,109,12
94,Fresno State,Western Athletic,0.0,4,9,4-9,11.24,-7.24,-2.8,-1.7,68,13
95,Eastern Michigan,Mid-American,0.0,6,6,6-6,10.84,-4.84,-8.9,-8.5,93,12
96,Florida Atlantic,Sun Belt,0.0,1,11,1-11,10.81,-9.81,-5.5,-23.8,118,12
97,Miami (OH),Mid-American,0.0,4,8,4-8,10.85,-6.85,-5.4,-2.9,72,12
98,Navy,FBS Independents,0.0,5,7,5-7,10.09,-5.09,-2.0,-6.3,85,12
99,Akron,Mid-American,0.0,1,11,1-11,11.3,-10.3,-6.8,-27.2,119,12
100,New Mexico,Mountain West,0.0,1,11,1-11,10.09,-9.09,-4.6,-28.2,120,12
101,New Mexico State,Western Athletic,0.0,4,9,4-9,11.34,-7.34,-3.2,-9.6,97,13
102,North Texas,Sun Belt,0.0,5,7,5-7,10.08,-5.08,-3.2,-13.8,106,12
103,Memphis,Conference USA,0.0,2,10,2-10,10.88,-8.88,-6.5,-20.6,115,12
104,Northwestern,Big Ten,0.0,6,6,6-6,10.37,-4.37,-1.8,-0.5,65,12
105,Maryland,ACC,0.0,2,10,2-10,9.87,-7.87,1.7,-10.4,99,12
106,Ohio,Mid-American,0.0,9,4,9-4,12.46,-3.46,-10.2,-4.1,78,13
107,Ole Miss,SEC,0.0,2,10,2-10,8.98,-6.98,4.2,-10.6,100,12
108,Kent State,Mid-American,0.0,5,7,5-7,10.41,-5.41,-5.4,-10.1,98,12
109,Oregon State,Pac-12,0.0,3,9,3-9,8.42,-5.42,5.9,1.1,60,12
110,Kansas,Big 12,0.0,2,10,2-10,7.64,-5.64,8.8,-9.5,96,12
111,Rice,Conference USA,0.0,4,8,4-8,9.57,-5.57,-0.3,-5.2,83,12
112,Indiana,Big Ten,0.0,1,11,1-11,9.94,-8.94,-0.8,-13.1,105,12
113,San José State,Western Athletic,0.0,5,7,5-7,9.9,-4.9,-0.9,-6.9,86,12
114,Idaho,Western Athletic,0.0,2,10,2-10,10.06,-8.06,-1.4,-16.5,110,12
115,South Florida,Big East,0.0,5,7,5-7,10.26,-5.26,-1.1,3.8,44,12
116,Hawai'i,Western Athletic,0.0,6,7,6-7,11.76,-5.76,-6.3,-4.3,80,13
117,Middle Tennessee,Sun Belt,0.0,2,10,2-10,11.11,-9.11,-6.3,-19.8,113,12
118,Syracuse,Big East,0.0,5,7,5-7,10.27,-5.27,-0.5,-3.1,74,12
119,Temple,Mid-American,0.0,8,4,8-4,11.58,-3.58,-10.0,-1.0,67,12
120,Air Force,Mountain West,0.0,7,5,7-5,10.75,-3.75,-10.0,-6.9,87,12
