sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
1,LSU,SEC,99.8,13,0,13-0,9.59,3.41,3.5,22.6,4,13
2,Oklahoma State,Big 12,97.3,11,1,11-1,8.28,2.72,7.6,21.9,6,12
3,Kansas State,Big 12,90.4,10,2,10-2,8.13,1.87,6.3,6.2,36,12
4,Stanford,Pac-12,86.2,11,1,11-1,9.61,1.39,2.8,23.5,2,12
5,Arkansas,SEC,83.9,10,2,10-2,8.79,1.21,1.0,12.8,16,12
6,Oregon,Pac-12,80.2,11,2,11-2,9.84,1.16,4.2,23.2,3,13
7,Alabama,SEC,79.6,11,1,11-1,9.96,1.04,-0.4,25.0,1,12
8,USC,Pac-12,78.6,10,2,10-2,8.96,1.04,5.2,12.8,15,12
9,Oklahoma,Big 12,69.7,9,3,9-3,8.21,0.79,7.4,21.5,7,12
10,Baylor,Big 12,68.4,9,3,9-3,8.3,0.7,6.3,14.0,12,12
11,Boise State,Mountain West,68.1,11,1,11-1,10.4,0.6,-4.6,10.8,22,12
12,Michigan State,Big Ten,49.3,10,3,10-3,9.99,0.01,-0.0,11.7,20,13
13,South Carolina,SEC,48.7,10,2,10-2,9.98,0.02,0.3,17.4,9,12
14,Houston,Conference USA,43.2,12,1,12-1,12.08,-0.08,-6.6,12.1,19,13
15,Michigan,Big Ten,41.3,10,2,10-2,10.2,-0.2,1.2,12.5,17,12
16,Wisconsin,Big Ten,40.3,11,2,11-2,11.23,-0.23,-2.4,21.9,5,13
17,Georgia,SEC,39.7,10,3,10-3,10.31,-0.31,1.4,13.3,13,13
18,Virginia Tech,ACC,38.1,11,2,11-2,11.3,-0.3,-1.0,8.0,28,13
19,TCU,Mountain West,29.5,10,2,10-2,10.55,-0.55,-7.6,9.2,25,12
20,Penn State,Big Ten,28.6,9,3,9-3,9.62,-0.62,0.8,3.0,49,12
21,Clemson,ACC,26.2,10,3,10-3,10.78,-0.78,-0.7,6.4,33,13
22,Nebraska,Big Ten,26.1,9,3,9-3,9.75,-0.75,0.9,6.4,32,12
23,Texas,Big 12,22.2,7,5,7-5,8.12,-1.12,8.1,17.7,8,12
24,Missouri,Big 12,19.6,7,5,7-5,8.21,-1.21,6.1,14.4,11,12
25,Southern Miss,Conference USA,19.5,11,2,11-2,11.86,-0.86,-6.1,9.0,27,13
26,Auburn,SEC,17.1,7,5,7-5,8.29,-1.29,4.0,-4.2,79,12
27,Cincinnati,Big East,11.5,9,3,9-3,10.47,-1.47,-2.8,0.1,62,12
28,Notre Dame,FBS Independents,11.4,8,4,8-4,9.52,-1.52,2.4,13.3,14,12
29,West Virginia,Big East,11.1,9,3,9-3,10.39,-1.39,-2.1,10.4,23,12
30,Tulsa,Conference USA,10.3,8,4,8-4,9.51,-1.51,-0.5,5.4,39,12
31,Arkansas State,Sun Belt,9.9,10,2,10-2,11.21,-1.21,-10.1,6.2,35,12
32,Iowa State,Big 12,9.8,6,6,6-6,7.92,-1.92,6.9,3.9,43,12
33,BYU,FBS Independents,8.5,9,3,9-3,10.51,-1.51,-3.2,9.1,26,12
34,Texas A&M,Big 12,7.0,6,6,6-6,8.21,-2.21,7.4,16.9,10,12
35,Washington,Pac-12,5.8,7,5,7-5,9.05,-2.05,3.1,2.8,51,12
36,California,Pac-12,3.9,7,5,7-5,9.22,-2.22,2.6,10.0,24,12
37,Virginia,ACC,3.8,8,4,8-4,10.26,-2.26,-2.5,2.8,52,12
38,Louisiana Tech,Western Athletic,2.9,8,4,8-4,10.34,-2.34,-3.1,-0.1,64,12
39,Florida State,ACC,2.7,8,4,8-4,10.32,-2.32,-1.6,10.8,21,12
40,Georgia Tech,ACC,2.5,8,4,8-4,10.46,-2.46,-2.8,7.6,30,12
41,Texas Tech,Big 12,2.2,5,7,5-7,7.9,-2.9,5.6,2.3,54,12
42,Northern Illinois,Mid-American,2.2,10,3,10-3,11.88,-1.88,-7.3,3.1,48,13
43,UCLA,Pac-12,1.8,6,7,6-7,9.07,-3.07,6.7,1.4,59,13
44,Utah,Pac-12,1.8,7,5,7-5,9.88,-2.88,0.9,0.8,61,12
45,Rutgers,Big East,1.8,8,4,8-4,10.63,-2.63,-1.6,2.7,53,12
46,Florida,SEC,1.5,6,6,6-6,8.76,-2.76,1.3,5.4,40,12
47,SMU,Conference USA,1.3,7,5,7-5,9.8,-2.8,-2.2,0.0,63,12
48,Louisiana,Sun Belt,0.7,8,4,8-4,10.57,-2.57,-7.4,-3.2,76,12
49,North Carolina,ACC,0.7,7,5,7-5,10.34,-3.34,-0.6,7.6,29,12
50,Vanderbilt,SEC,0.6,6,6,6-6,9.19,-3.19,1.6,6.3,34,12
51,Iowa,Big Ten,0.6,7,5,7-5,10.33,-3.33,-1.0,5.7,37,12
52,Mississippi State,SEC,0.6,6,6,6-6,8.99,-2.99,-0.1,2.1,55,12
53,Arizona State,Pac-12,0.6,6,6,6-6,9.46,-3.46,2.6,4.8,42,12
54,Ohio State,Big Ten,0.5,6,6,6-6,9.54,-3.54,1.0,1.9,56,12
55,Wyoming,Mountain West,0.5,8,4,8-4,10.89,-2.89,-9.6,-15.0,108,12
56,San Diego State,Mountain West,0.4,8,4,8-4,10.84,-2.84,-8.2,-4.8,82,12
57,Toledo,Mid-American,0.3,8,4,8-4,11.08,-3.08,-5.6,3.2,47,12
58,NC State,ACC,0.3,7,5,7-5,10.55,-3.55,-4.0,-2.9,71,12
59,Louisville,Big East,0.3,7,5,7-5,10.51,-3.51,-2.1,3.4,46,12
60,Marshall,Conference USA,0.3,6,6,6-6,9.92,-3.92,-0.2,-8.0,92,12
61,Florida International,Sun Belt,0.2,8,4,8-4,11.17,-3.17,-9.1,-5.3,84,12
62,Purdue,Big Ten,0.2,6,6,6-6,9.77,-3.77,-0.6,-7.0,89,12
63,Nevada,Western Athletic,0.2,7,5,7-5,10.23,-3.23,-4.3,12.3,18,12
64,Tennessee,SEC,0.2,5,7,5-7,8.68,-3.68,3.0,5.4,38,12
65,Kentucky,SEC,0.1,5,7,5-7,9.23,-4.23,2.0,-11.0,101,12
66,Miami,ACC,0.1,6,6,6-6,10.12,-4.12,-0.4,6.7,31,12
67,Pittsburgh,Big East,0.1,6,6,6-6,10.24,-4.24,-0.2,5.0,41,12
68,Wake Forest,ACC,0.1,6,6,6-6,10.19,-4.19,-0.6,-2.9,73,12
69,Illinois,Big Ten,0.1,6,6,6-6,10.2,-4.2,-0.2,3.4,45,12
70,Western Michigan,Mid-American,0.1,7,5,7-5,10.73,-3.73,-7.3,-0.5,66,12
71,UL Monroe,Sun Belt,0.0,4,8,4-8,10.62,-6.62,-6.4,-3.1,75,12
72,UConn,Big East,0.0,5,7,5-7,10.36,-5.36,-0.4,-3.7,77,12
