sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
1,Alabama,SEC,98.8,13,1,13-1,10.05,2.95,7.4,29.4,2,14
2,Georgia,SEC,98.3,13,2,13-2,9.93,3.07,9.9,30.0,1,15
3,UCF,American Athletic,94.2,13,0,13-0,11.43,1.57,-2.4,18.0,12,13
4,Oklahoma,Big 12,92.8,12,2,12-2,9.94,2.06,7.1,26.5,3,14
5,Clemson,ACC,92.7,12,2,12-2,9.78,2.22,8.0,25.7,4,14
6,Wisconsin,Big Ten,87.2,13,1,13-1,11.52,1.48,4.1,22.2,7,14
7,Ohio State,Big Ten,84.2,12,2,12-2,10.57,1.43,6.0,25.2,5,14
8,Auburn,SEC,79.8,10,4,10-4,8.77,1.23,9.6,24.9,6,14
9,Penn State,Big Ten,72.1,11,2,11-2,10.19,0.81,4.4,22.0,8,13
10,TCU,Big 12,64.6,11,3,11-3,10.45,0.55,5.6,18.1,11,14
11,Notre Dame,FBS Independents,60.4,10,3,10-3,9.55,0.45,9.0,21.1,9,13
12,Michigan State,Big Ten,54.6,10,3,10-3,9.81,0.19,5.8,10.1,27,13
13,Miami,ACC,50.3,10,3,10-3,9.95,0.05,6.2,13.8,17,13
14,Oklahoma State,Big 12,44.0,10,3,10-3,10.16,-0.16,4.7,17.9,13,13
15,USC,Pac-12,42.9,11,3,11-3,11.19,-0.19,5.3,12.6,21,14
16,Mississippi State,SEC,39.3,9,4,9-4,9.32,-0.32,6.5,16.8,14,13
17,NC State,ACC,28.7,9,4,9-4,9.78,-0.78,6.2,13.3,18,13
18,LSU,SEC,28.5,9,4,9-4,9.71,-0.71,5.6,15.4,16,13
19,Northwestern,Big Ten,25.5,10,3,10-3,10.77,-0.77,2.5,10.7,25,13
20,South Carolina,SEC,22.3,9,4,9-4,9.96,-0.96,5.6,9.2,32,13
21,Washington,Pac-12,14.6,10,3,10-3,11.24,-1.24,1.1,18.6,10,13
22,Virginia Tech,ACC,14.4,9,4,9-4,10.41,-1.41,2.0,12.6,20,13
23,Iowa,Big Ten,12.7,8,5,8-5,9.61,-1.61,7.1,12.0,24,13
24,Memphis,American Athletic,12.3,10,3,10-3,11.28,-1.28,-2.4,9.9,28,13
25,Wake Forest,ACC,11.5,8,5,8-5,9.72,-1.72,6.7,12.7,19,13
26,Stanford,Pac-12,10.6,9,5,9-5,10.88,-1.88,5.8,9.4,30,14
27,South Florida,American Athletic,9.7,10,2,10-2,11.12,-1.12,-7.8,7.6,39,12
28,Iowa State,Big 12,8.3,8,5,8-5,9.97,-1.97,4.5,12.1,23,13
29,Washington State,Pac-12,8.2,9,4,9-4,10.86,-1.86,1.8,7.9,37,13
30,Michigan,Big Ten,7.8,8,5,8-5,9.89,-1.89,5.5,12.5,22,13
31,Troy,Sun Belt,7.4,11,2,11-2,12.24,-1.24,-9.9,1.9,59,13
32,Louisville,ACC,5.7,8,5,8-5,10.21,-2.21,3.4,15.5,15,13
33,Florida State,ACC,4.8,7,6,7-6,9.38,-2.38,6.7,9.1,33,13
34,Kansas State,Big 12,4.8,8,5,8-5,10.27,-2.27,2.4,5.5,45,13
35,Boise State,Mountain West,3.9,11,3,11-3,12.98,-1.98,-2.6,4.6,50,14
36,Boston College,ACC,3.2,7,6,7-6,9.71,-2.71,7.6,9.2,31,13
37,Fresno State,Mountain West,3.0,10,4,10-4,12.0,-2.0,-4.3,3.1,56,14
38,Army,FBS Independents,2.9,10,3,10-3,11.78,-1.78,-5.9,-0.2,63,13
39,Texas,Big 12,2.8,7,6,7-6,9.76,-2.76,5.3,9.8,29,13
40,Texas A&M,SEC,2.7,7,6,7-6,9.72,-2.72,4.7,7.3,40,13
41,West Virginia,Big 12,2.0,7,6,7-6,9.92,-2.92,4.5,6.7,42,13
42,Purdue,Big Ten,1.2,7,6,7-6,10.25,-3.25,5.7,8.6,35,13
43,San Diego State,Mountain West,0.9,10,3,10-3,12.38,-2.38,-7.8,3.0,57,13
44,Kentucky,SEC,0.9,7,6,7-6,10.2,-3.2,4.5,-0.3,65,13
45,Toledo,Mid-American,0.8,11,3,11-3,13.25,-2.25,-8.9,-0.6,66,14
46,Georgia Tech,ACC,0.8,5,6,5-6,8.08,-3.08,6.6,8.6,34,11
47,Florida Atlantic,Conference USA,0.7,11,3,11-3,13.08,-2.08,-8.4,6.8,41,14
48,Arizona State,Pac-12,0.5,7,6,7-6,10.75,-3.75,4.6,3.5,51,13
49,Ole Miss,SEC,0.4,6,6,6-6,9.12,-3.12,2.9,3.2,54,12
50,Missouri,SEC,0.3,7,6,7-6,10.51,-3.51,2.4,10.3,26,13
51,Texas Tech,Big 12,0.3,6,7,6-7,10.04,-4.04,5.5,5.7,43,13
52,Utah,Pac-12,0.2,7,6,7-6,10.93,-3.93,0.7,7.7,38,13
53,Duke,ACC,0.2,7,6,7-6,11.01,-4.01,2.9,5.4,47,13
54,UCLA,Pac-12,0.2,6,7,6-7,10.46,-4.46,5.0,2.5,58,13
55,Syracuse,ACC,0.1,4,8,4-8,8.71,-4.71,7.0,0.7,62,12
