sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
1,Notre Dame,FBS Independents,98.8,12,0,12-0,9.16,2.84,4.3,19.3,5,12
2,Florida,SEC,98.2,11,1,11-1,8.22,2.78,6.3,16.8,8,12
3,Ohio State,Big Ten,97.4,12,0,12-0,9.67,2.33,1.3,15.0,12,12
4,Alabama,SEC,96.1,12,1,12-1,9.56,2.44,4.9,29.8,1,13
5,Kansas State,Big 12,92.4,11,1,11-1,9.05,1.95,2.9,14.8,13,12
6,LSU,SEC,89.8,10,2,10-2,8.36,1.64,5.0,17.2,7,12
7,Oregon,Pac-12,85.6,11,1,11-1,9.51,1.49,2.1,22.5,3,12
8,Stanford,Pac-12,83.9,11,2,11-2,9.56,1.44,5.5,12.8,17,13
9,Oklahoma,Big 12,80.5,10,2,10-2,8.71,1.29,4.6,18.1,6,12
10,Georgia,SEC,78.9,11,2,11-2,9.94,1.06,2.9,16.4,10,13
11,Texas A&M,SEC,78.4,10,2,10-2,8.96,1.04,2.8,25.1,2,12
12,South Carolina,SEC,73.6,10,2,10-2,9.13,0.87,2.7,16.1,11,12
13,Oregon State,Pac-12,55.4,9,3,9-3,8.76,0.24,5.3,10.3,26,12
14,Nebraska,Big Ten,48.1,10,3,10-3,10.02,-0.02,2.7,16.7,9,13
15,Clemson,ACC,36.5,10,2,10-2,10.32,-0.32,-2.1,12.3,19,12
16,Texas,Big 12,34.4,8,4,8-4,8.57,-0.57,5.4,9.9,28,12
17,Florida State,ACC,31.1,11,2,11-2,11.51,-0.51,-4.4,20.8,4,13
18,Michigan,Big Ten,29.9,8,4,8-4,8.65,-0.65,2.8,9.8,29,12
19,Boise State,Mountain West,29.2,10,2,10-2,10.56,-0.56,-4.6,5.9,45,12
20,San José State,Western Athletic,27.8,10,2,10-2,10.61,-0.61,-5.9,6.8,36,12
21,Northwestern,Big Ten,26.5,9,3,9-3,9.78,-0.78,-0.2,3.8,53,12
22,Utah State,Western Athletic,26.4,10,2,10-2,10.64,-0.64,-7.6,7.6,34,12
23,Louisville,Big East,25.3,10,2,10-2,10.69,-0.69,-4.2,5.5,46,12
24,Mississippi State,SEC,25.1,8,4,8-4,8.79,-0.79,3.3,5.0,50,12
25,UCLA,Pac-12,17.3,9,4,9-4,10.32,-1.32,2.7,10.0,27,13
26,Arkansas State,Sun Belt,16.2,9,3,9-3,10.04,-1.04,-2.2,6.3,39,12
27,Vanderbilt,SEC,13.4,8,4,8-4,9.46,-1.46,-0.7,6.3,40,12
28,Northern Illinois,Mid-American,12.6,12,1,12-1,12.75,-0.75,-12.7,1.9,57,13
