sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
71,Illinois,Big Ten,0.1,5,7,5-7,9.51,-4.51,2.1,-3.2,85,12
72,Colorado,Pac-12,0.1,4,8,4-8,8.7,-4.7,4.9,-6.5,92,12
73,Central Michigan,Mid-American,0.1,8,4,8-4,11.21,-3.21,-9.4,-5.4,88,12
74,Rutgers,Big Ten,0.1,5,7,5-7,9.16,-4.16,0.8,-7.6,97,12
75,Boston College,ACC,0.1,6,6,6-6,10.15,-4.15,-2.8,-2.5,81,12
76,Virginia Tech,ACC,0.1,6,6,6-6,10.12,-4.12,-1.4,1.0,65,12
77,Western Michigan,Mid-American,0.0,7,5,7-5,10.53,-3.53,-7.5,-3.2,84,12
78,Western Kentucky,Conference USA,0.0,8,5,8-5,12.04,-4.04,-8.6,5.2,49,13
79,Stanford,Pac-12,0.0,3,9,3-9,8.6,-5.6,7.2,-6.1,91,12
80,Southern Miss,Conference USA,0.0,3,9,3-9,10.66,-7.66,-7.1,-19.3,122,12
81,USC,Pac-12,0.0,4,8,4-8,8.93,-4.93,5.3,1.1,64,12
82,Temple,American Athletic,0.0,3,9,3-9,10.64,-7.64,-4.3,-21.4,125,12
83,Washington,Pac-12,0.0,4,8,4-8,9.55,-5.55,0.7,-0.8,74,12
84,Texas State,Sun Belt,0.0,4,8,4-8,11.15,-7.15,-10.0,-18.9,121,12
85,Troy,Sun Belt,0.0,5,7,5-7,11.07,-6.07,-7.0,-10.1,104,12
86,Vanderbilt,SEC,0.0,2,10,2-10,8.77,-6.77,2.9,-13.6,111,12
87,Tulane,American Athletic,0.0,2,10,2-10,9.57,-7.57,1.7,-3.0,83,12
88,South Florida,American Athletic,0.0,2,10,2-10,9.55,-7.55,1.0,-11.3,106,12
89,UConn,FBS Independents,0.0,1,11,1-11,10.54,-9.54,-5.6,-24.1,127,12
90,UL Monroe,Sun Belt,0.0,4,8,4-8,10.24,-6.24,-3.9,-13.9,112,12
91,UTEP,Conference USA,0.0,7,5,7-5,11.14,-4.14,-9.4,-3.4,86,12
92,UNLV,Mountain West,0.0,2,10,2-10,9.74,-7.74,0.5,-8.1,98,12
93,Toledo,Mid-American,0.0,7,5,7-5,11.16,-4.16,-11.5,1.8,62,12
94,Navy,American Athletic,0.0,4,8,4-8,9.68,-5.68,2.4,-3.7,87,12
95,South Alabama,Sun Belt,0.0,5,7,5-7,10.92,-5.92,-9.5,-8.4,99,12
96,San José State,Mountain West,0.0,5,7,5-7,10.72,-5.72,-3.1,-6.9,93,12
97,Hawai'i,Mountain West,0.0,6,7,6-7,11.14,-5.14,-2.9,-1.8,76,13
98,Georgia Tech,ACC,0.0,3,9,3-9,8.99,-5.99,2.4,-9.7,103,12
99,Georgia Southern,Sun Belt,0.0,3,9,3-9,10.48,-7.48,-4.5,-15.1,113,12
100,Florida International,Conference USA,0.0,1,11,1-11,11.41,-10.41,-9.5,-28.8,130,12
101,Florida Atlantic,Conference USA,0.0,5,7,5-7,10.6,-5.6,-6.6,-7.5,96,12
102,Eastern Michigan,Mid-American,0.0,7,5,7-5,11.08,-4.08,-10.2,-13.2,110,12
103,Duke,ACC,0.0,3,9,3-9,10.27,-7.27,-3.1,-20.3,123,12
104,Colorado State,Mountain West,0.0,3,9,3-9,10.53,-7.53,-2.8,-0.5,71,12
105,Charlotte,Conference USA,0.0,5,7,5-7,11.4,-6.4,-10.5,-20.4,124,12
106,California,Pac-12,0.0,5,7,5-7,10.09,-5.09,0.0,3.6,53,12
107,Buffalo,Mid-American,0.0,4,8,4-8,11.26,-7.26,-9.8,-17.2,116,12
108,Bowling Green,Mid-American,0.0,4,8,4-8,11.0,-7.0,-9.0,-18.8,119,12
109,Ball State,Mid-American,0.0,6,6,6-6,11.09,-5.09,-7.7,-12.2,109,12
110,Arkansas State,Sun Belt,0.0,2,10,2-10,11.07,-9.07,-5.8,-22.0,126,12
111,Arizona,Pac-12,0.0,1,11,1-11,9.17,-8.17,3.9,-7.3,94,12
112,Indiana,Big Ten,0.0,2,10,2-10,8.24,-6.24,6.3,-8.8,100,12
113,Kansas,Big 12,0.0,2,10,2-10,9.3,-7.3,2.2,-17.5,117,12
114,Kent State,Mid-American,0.0,7,6,7-6,11.91,-4.91,-9.0,-10.3,105,13
115,New Mexico,Mountain West,0.0,3,9,3-9,9.99,-6.99,-1.0,-18.5,118,12
116,Rice,Conference USA,0.0,4,8,4-8,10.33,-6.33,-3.7,-16.5,115,12
117,Old Dominion,Conference USA,0.0,6,6,6-6,11.04,-5.04,-8.8,-7.4,95,12
118,Ohio,Mid-American,0.0,3,9,3-9,11.52,-8.52,-10.5,-15.6,114,12
119,Northwestern,Big Ten,0.0,3,9,3-9,9.35,-6.35,0.4,-12.0,108,12
120,North Texas,Conference USA,0.0,6,6,6-6,11.22,-5.22,-7.8,-5.8,90,12
121,New Mexico State,FBS Independents,0.0,2,10,2-10,9.87,-7.87,-2.8,-18.9,120,12
122,Nebraska,Big Ten,0.0,3,9,3-9,8.62,-5.62,3.6,10.1,29,12
123,Louisiana Tech,Conference USA,0.0,3,9,3-9,10.36,-7.36,-5.0,-11.3,107,12
124,Akron,Mid-American,0.0,2,10,2-10,10.4,-8.4,-7.6,-25.5,128,12
125,Middle Tennessee,Conference USA,0.0,6,6,6-6,11.1,-5.1,-10.0,-9.7,101,12
126,Miami (OH),Mid-American,0.0,6,6,6-6,10.82,-4.82,-9.8,-5.8,89,12
127,Memphis,American Athletic,0.0,6,6,6-6,10.71,-4.71,-4.1,-2.0,78,12
128,Massachusetts,FBS Independents,0.0,1,11,1-11,10.47,-9.47,-6.4,-26.7,129,12
129,Marshall,Conference USA,0.0,7,5,7-5,11.06,-4.06,-7.4,0.5,66,12
130,Wyoming,Mountain West,0.0,6,6,6-6,10.71,-4.71,-5.9,-2.2,79,12
