sor_rank,team,conference,sor,wins,losses,record,bench_exp_wins,win_diff,avg_opp_rating,power_rating,power_rank,games
1,USC,Pac-10,99.5,12,0,12-0,8.69,3.31,6.0,28.4,1,12
2,Texas,Big 12,99.1,12,0,12-0,9.44,2.56,1.5,25.2,3,12
3,Oregon,Pac-10,93.6,10,1,10-1,8.02,1.98,4.9,20.7,4,11
4,Penn State,Big Ten,91.4,10,1,10-1,8.23,1.77,5.3,19.6,5,11
5,Ohio State,Big Ten,82.8,9,2,9-2,7.7,1.3,7.1,26.3,2,11
6,West Virginia,Big East,78.1,10,1,10-1,9.05,0.95,-0.5,11.5,16,11
7,UCLA,Pac-10,72.9,9,2,9-2,8.16,0.84,4.8,1.7,44,11
8,Notre Dame,FBS Independents,63.5,9,2,9-2,8.5,0.5,4.0,13.6,11,11
9,Georgia,SEC,62.9,10,2,10-2,9.51,0.49,1.1,7.5,27,12
10,Virginia Tech,ACC,60.2,10,2,10-2,9.59,0.41,1.2,16.9,7,12
11,LSU,SEC,57.5,10,2,10-2,9.7,0.3,-0.4,15.3,10,12
12,TCU,Mountain West,55.9,10,1,10-1,9.75,0.25,-2.3,5.4,33,11
13,Miami,ACC,51.5,9,2,9-2,8.89,0.11,0.5,16.1,9,11
14,Auburn,SEC,40.3,9,2,9-2,9.24,-0.24,-3.2,12.8,13,11
15,Alabama,SEC,39.3,9,2,9-2,9.27,-0.27,-1.8,11.1,18,11
16,Michigan,Big Ten,39.1,7,4,7-4,7.38,-0.38,7.6,6.6,30,11
17,Wisconsin,Big Ten,35.4,9,3,9-3,9.45,-0.45,1.5,2.1,42,12
18,Northwestern,Big Ten,35.3,7,4,7-4,7.5,-0.5,6.8,6.9,29,11
19,Texas Tech,Big 12,34.8,9,2,9-2,9.33,-0.33,-3.8,16.2,8,11
20,Minnesota,Big Ten,25.7,7,4,7-4,7.85,-0.85,5.0,12.0,15,11
21,Louisville,Big East,25.3,9,2,9-2,9.68,-0.68,-2.9,19.5,6,11
22,Boston College,ACC,19.7,8,3,8-3,9.03,-1.03,0.4,10.7,20,11
23,Florida,SEC,18.9,8,3,8-3,9.06,-1.06,1.1,11.1,19,11
24,Florida State,ACC,15.5,8,4,8-4,9.37,-1.37,1.3,7.5,26,12
25,Georgia Tech,ACC,14.5,7,4,7-4,8.37,-1.37,4.0,8.6,24,11
26,Iowa,Big Ten,11.7,7,4,7-4,8.49,-1.49,1.1,10.6,21,11
27,California,Pac-10,9.7,7,4,7-4,8.51,-1.51,0.9,12.6,14,11
28,Clemson,ACC,9.4,7,4,7-4,8.8,-1.8,1.2,7.9,25,11
29,South Carolina,SEC,9.3,7,4,7-4,8.77,-1.77,1.2,-0.8,59,11
30,Oklahoma,Big 12,8.8,7,4,7-4,8.61,-1.61,3.2,10.3,22,11
31,Arizona State,Pac-10,8.2,6,5,6-5,7.9,-1.9,5.5,13.2,12,11
32,Stanford,Pac-10,4.6,5,6,5-6,7.42,-2.42,7.1,-1.0,60,11
33,Colorado,Big 12,4.2,7,5,7-5,9.07,-2.07,2.5,3.5,40,12
34,South Florida,Big East,3.5,6,5,6-5,8.26,-2.26,1.4,3.6,39,11
35,Virginia,ACC,2.4,6,5,6-5,8.58,-2.58,-0.1,-3.2,72,11
36,North Carolina,ACC,2.3,5,6,5-6,7.77,-2.77,5.8,0.0,55,11
37,Nebraska,Big 12,2.3,7,4,7-4,9.47,-2.47,-0.9,-1.7,63,11
38,Michigan State,Big Ten,2.2,5,6,5-6,7.68,-2.68,5.6,11.2,17,11
39,NC State,ACC,2.0,6,5,6-5,8.75,-2.75,0.9,1.0,48,11
40,Purdue,Big Ten,1.9,5,6,5-6,8.0,-3.0,5.8,7.4,28,11
41,Oregon State,Pac-10,1.7,5,6,5-6,7.88,-2.88,4.9,5.3,35,11
42,Rutgers,Big East,1.4,7,4,7-4,9.45,-2.45,-3.3,1.8,43,11
43,Fresno State,Western Athletic,1.3,8,4,8-4,10.03,-2.03,-6.0,10.3,23,12
44,Kansas,Big 12,1.0,6,5,6-5,8.71,-2.71,-0.2,-2.2,66,11
45,Iowa State,Big 12,0.8,7,4,7-4,9.86,-2.86,-3.3,2.2,41,11
46,Tulsa,Conference USA,0.8,8,4,8-4,10.72,-2.72,-5.8,-0.0,56,12
