rank,team,conference,power_rating,record,wins,losses,off_rating,def_rating,srs,epa_rating,games,blend_weight
1,Ohio State,,27.0,10-2,10,2,41.4,10.3,20.9,31.0,12,1.0
2,Notre Dame,,25.3,11-1,11,1,39.1,11.0,21.1,28.1,12,1.0
3,Texas,,23.3,11-1,11,1,36.1,10.3,19.5,25.8,12,1.0
4,Oregon,,22.8,12-0,12,0,40.8,16.2,20.2,24.6,11,1.0
5,Ole Miss,,21.3,9-3,9,3,38.4,14.7,17.7,23.7,11,1.0
6,Alabama,,20.7,9-3,9,3,37.9,15.6,18.4,22.3,11,1.0
7,Penn State,,20.7,11-1,11,1,38.4,14.6,16.0,23.8,12,1.0
8,SMU,,20.1,11-1,11,1,36.5,15.0,17.9,21.5,11,1.0
9,Miami,,19.8,10-2,10,2,44.3,22.4,16.5,21.9,11,1.0
10,Georgia,,19.1,10-2,10,2,38.0,17.3,16.6,20.7,11,1.0
11,Indiana,,18.9,11-1,11,1,38.1,17.2,16.0,20.9,11,1.0
12,Colorado,,18.0,9-3,9,3,34.5,14.2,14.6,20.3,11,1.0
13,Kansas State,,17.1,8-4,8,4,36.9,15.8,11.2,21.1,11,1.0
14,Louisville,,16.8,8-4,8,4,38.4,20.6,15.1,17.9,11,1.0
15,South Carolina,,16.5,9-3,9,3,32.8,16.5,16.8,16.3,11,1.0
16,Arizona State,,16.4,10-2,10,2,38.3,18.0,10.5,20.3,12,1.0
17,Tennessee,,16.4,10-2,10,2,33.3,14.4,12.6,18.9,11,1.0
18,Tulane,,15.2,9-3,9,3,34.8,16.0,9.8,18.8,11,1.0
19,LSU,,13.8,8-4,8,4,36.6,21.7,12.2,14.9,11,1.0
20,Texas A&M,,13.2,8-4,8,4,32.7,18.2,11.1,14.6,11,1.0
21,BYU,,12.9,10-2,10,2,33.6,20.7,12.9,12.9,11,1.0
22,Clemson,,12.5,9-3,9,3,34.3,22.0,12.8,12.3,11,1.0
23,Kansas,,12.5,5-7,5,7,41.6,27.0,9.3,14.6,11,1.0
24,Baylor,,12.5,8-4,8,4,36.9,23.4,10.8,13.6,11,1.0
25,Florida,,12.4,7-5,7,5,34.5,20.0,9.2,14.5,11,1.0
26,USC,,12.0,6-6,6,6,36.6,23.3,10.0,13.3,12,1.0
27,Arkansas,,11.7,6-6,6,6,38.0,20.9,3.6,17.2,11,1.0
28,Iowa State,,11.3,10-2,10,2,30.4,20.3,13.0,10.1,11,1.0
29,Minnesota,,10.9,7-5,7,5,30.0,17.9,9.1,12.1,11,1.0
30,TCU,,10.7,8-4,8,4,38.2,24.7,6.6,13.5,11,1.0
31,Georgia Tech,,10.6,7-5,7,5,34.1,21.0,6.8,13.1,11,1.0
32,Virginia Tech,,10.6,6-6,6,6,27.6,17.5,11.4,10.1,12,1.0
33,Auburn,,10.6,5-7,5,7,32.2,17.2,4.0,15.0,11,1.0
34,Oklahoma,,9.7,6-6,6,6,25.9,13.6,5.8,12.3,11,1.0
35,UCF,,9.7,4-8,4,8,35.5,21.2,2.7,14.3,11,1.0
36,Michigan,,8.6,7-5,7,5,29.3,19.2,6.3,10.1,12,1.0
37,Boise State,,8.2,11-1,11,1,33.8,27.0,10.4,6.8,11,1.0
38,Cincinnati,,7.8,5-7,5,7,31.7,21.7,4.5,10.0,11,1.0
39,Missouri,,7.7,9-3,9,3,29.4,21.6,7.3,7.9,11,1.0
40,Texas Tech,,7.4,8-4,8,4,32.5,24.1,5.8,8.4,11,1.0
41,Iowa,,7.3,8-4,8,4,26.8,22.0,11.0,4.8,11,1.0
42,Washington,,7.1,6-6,6,6,33.0,23.1,2.9,9.9,11,1.0
43,Nebraska,,6.7,6-6,6,6,28.6,22.8,8.0,5.9,11,1.0
44,Utah,,5.9,5-7,5,7,21.4,13.7,3.1,7.7,11,1.0
45,UNLV,,5.7,10-2,10,2,28.1,23.4,7.2,4.7,11,1.0
46,Duke,,5.0,9-3,9,3,24.3,18.8,4.1,5.5,11,1.0
47,Illinois,,4.7,9-3,9,3,32.3,28.6,6.3,3.7,11,1.0
48,Navy,,4.6,8-3,8,3,30.6,26.1,4.7,4.5,10,1.0
49,Army,,4.5,10-1,10,1,33.3,29.7,6.0,3.6,10,1.0
50,Syracuse,,4.2,9-3,9,3,34.7,31.3,5.4,3.4,11,1.0
51,UCLA,,4.0,5-7,5,7,28.9,22.9,1.0,6.1,12,1.0
52,California,,4.0,6-6,6,6,28.7,23.6,2.3,5.1,11,1.0
53,Texas State,,4.0,7-5,7,5,30.3,26.4,4.0,4.0,11,1.0
54,Pittsburgh,,3.7,7-5,7,5,23.6,19.7,3.4,3.9,11,1.0
55,NC State,,3.7,6-6,6,6,31.6,25.2,-0.5,6.4,11,1.0
56,Boston College,,3.2,7-5,7,5,27.0,24.6,4.6,2.4,11,1.0
57,Kentucky,,2.8,4-8,4,8,25.4,21.8,1.6,3.7,11,1.0
58,Wisconsin,,2.2,5-7,5,7,26.1,24.3,2.9,1.8,11,1.0
59,Vanderbilt,,2.2,6-6,6,6,30.3,30.6,5.9,-0.3,11,1.0
60,North Carolina,,2.1,6-6,6,6,31.0,28.6,1.7,2.4,11,1.0
61,Memphis,,0.9,10-2,10,2,29.7,29.9,2.4,-0.2,11,1.0
62,South Alabama,,0.9,6-6,6,6,28.7,26.9,-0.5,1.8,11,1.0
63,James Madison,,0.8,8-4,8,4,19.4,20.6,3.7,-1.2,11,1.0
64,Louisiana,,0.7,10-2,10,2,34.0,35.5,4.1,-1.5,11,1.0
65,West Virginia,,0.2,6-6,6,6,28.9,28.9,0.5,0.0,11,1.0
66,Rutgers,,-0.4,7-5,7,5,27.9,31.3,4.0,-3.4,11,1.0
67,Old Dominion,,-0.5,5-7,5,7,28.8,29.6,-0.0,-0.9,12,1.0
68,Washington State,,-1.1,8-4,8,4,30.2,31.9,-0.1,-1.7,11,1.0
69,Miami (OH),,-1.4,8-4,8,4,24.3,26.9,0.5,-2.6,11,1.0
70,Ohio,,-1.5,9-3,9,3,24.0,27.6,1.6,-3.7,11,1.0
71,Bowling Green,,-1.5,7-5,7,5,22.5,25.6,0.8,-3.1,11,1.0
72,Houston,,-1.5,4-8,4,8,19.2,19.7,-3.0,-0.5,12,1.0
73,Maryland,,-1.7,4-8,4,8,24.9,25.5,-3.3,-0.6,11,1.0
74,Virginia,,-2.4,5-7,5,7,25.9,28.7,-1.7,-2.9,11,1.0
75,Arizona,,-2.5,4-8,4,8,26.9,27.8,-4.9,-0.9,11,1.0
76,Northern Illinois,,-2.8,7-5,7,5,20.0,23.7,-1.6,-3.6,11,1.0
77,Marshall,,-2.9,9-3,9,3,23.6,29.7,1.8,-6.1,11,1.0
78,Mississippi State,,-2.9,2-10,2,10,32.0,33.2,-5.4,-1.2,11,1.0
79,Michigan State,,-3.0,5-7,5,7,24.2,26.1,-4.8,-1.8,11,1.0
80,Oklahoma State,,-3.4,3-9,3,9,31.0,33.5,-4.7,-2.5,11,1.0
81,San José State,,-3.5,7-5,7,5,24.4,26.4,-5.8,-2.0,11,1.0
82,Jacksonville State,,-4.5,8-4,8,4,26.7,31.8,-3.6,-5.0,12,1.0
83,Stanford,,-4.5,3-9,3,9,25.5,29.2,-5.6,-3.7,11,1.0
84,Fresno State,,-4.5,6-6,6,6,18.8,23.2,-4.6,-4.4,11,1.0
85,Liberty,,-4.7,8-3,8,3,25.8,30.1,-5.4,-4.3,10,1.0
86,UConn,,-4.8,8-4,8,4,19.8,25.3,-3.8,-5.5,11,1.0
87,South Florida,,-5.2,6-6,6,6,22.4,27.9,-4.9,-5.4,11,1.0
88,Colorado State,,-5.3,8-4,8,4,22.5,28.5,-4.2,-5.9,11,1.0
89,Georgia Southern,,-5.6,8-4,8,4,25.5,34.0,-1.0,-8.6,11,1.0
90,Florida State,,-6.0,2-10,2,10,19.8,25.5,-6.4,-5.7,11,1.0
91,East Carolina,,-6.0,7-5,7,5,25.0,31.2,-5.6,-6.2,11,1.0
92,UTSA,,-6.2,6-6,6,6,19.7,26.5,-5.2,-6.8,11,1.0
93,Western Kentucky,,-6.6,8-4,8,4,25.7,35.5,-1.9,-9.7,11,1.0
94,Northwestern,,-6.8,4-8,4,8,16.2,25.0,-3.8,-8.8,11,1.0
95,Wake Forest,,-7.2,4-8,4,8,22.9,31.5,-5.1,-8.6,11,1.0
96,North Texas,,-7.3,6-6,6,6,26.4,35.2,-5.3,-8.7,11,1.0
97,Sam Houston,,-7.4,9-3,9,3,17.9,26.9,-4.9,-9.1,11,1.0
98,Troy,,-7.4,4-8,4,8,22.7,29.6,-8.1,-6.9,11,1.0
