rank,team,conference,power_rating,record,wins,losses,off_rating,def_rating,srs,epa_rating,games,blend_weight
1,Georgia,,26.0,3-0,3,0,41.5,15.9,20.5,26.9,2,0.3
2,Oregon,,21.8,3-0,3,0,39.4,19.6,19.5,20.8,2,0.3
3,Alabama,,21.5,3-0,3,0,34.9,16.5,25.1,19.0,3,0.45
4,Ohio State,,21.4,2-0,2,0,39.0,17.0,16.3,23.0,2,0.3
5,Penn State,,17.9,2-0,2,0,31.5,15.3,17.6,17.1,2,0.3
6,LSU,,17.8,2-1,2,1,41.5,24.9,13.2,17.4,2,0.3
7,Missouri,,16.7,3-0,3,0,34.1,19.9,16.2,14.9,2,0.3
8,Texas,,16.0,3-0,3,0,35.1,20.0,16.7,15.5,3,0.45
9,Notre Dame,,13.8,2-1,2,1,31.2,18.2,14.0,13.6,3,0.45
10,Louisville,,13.6,2-0,2,0,31.2,17.9,8.9,14.1,1,0.15
11,Michigan,,13.5,2-1,2,1,33.0,18.8,14.6,14.8,3,0.45
12,Tennessee,,13.1,3-0,3,0,36.2,23.2,11.0,13.6,2,0.3
13,Ole Miss,,12.8,3-0,3,0,35.7,23.0,10.0,13.3,2,0.3
14,Kansas State,,12.6,3-0,3,0,33.0,20.9,13.8,12.7,2,0.3
15,Iowa State,,12.0,2-0,2,0,30.7,18.9,7.6,12.4,1,0.15
16,USC,,11.8,2-0,2,0,37.6,26.9,11.0,11.1,2,0.3
17,Washington,,11.1,2-1,2,1,33.9,23.9,14.8,10.4,2,0.3
18,Utah,,11.1,3-0,3,0,28.3,18.5,11.4,10.3,2,0.3
19,TCU,,10.8,2-1,2,1,34.0,24.2,10.2,10.3,2,0.3
20,Oklahoma,,10.7,3-0,3,0,29.9,20.2,10.1,10.2,3,0.45
21,Oklahoma State,,9.8,3-0,3,0,30.3,21.5,9.2,9.2,2,0.3
22,Texas A&M,,9.7,2-1,2,1,29.0,18.8,4.2,10.8,2,0.3
23,UCF,,9.6,3-0,3,0,32.1,23.8,7.9,8.6,2,0.3
24,Florida State,,8.4,0-3,0,3,29.8,21.6,9.5,8.5,3,0.45
25,Kansas,,8.3,1-2,1,2,36.1,28.2,5.9,8.3,2,0.3
26,Texas Tech,,7.8,2-1,2,1,28.4,21.2,8.4,7.5,2,0.3
27,Clemson,,7.5,1-1,1,1,27.3,19.3,6.3,8.5,2,0.3
28,Maryland,,7.4,2-1,2,1,31.0,24.9,8.6,6.4,3,0.45
29,Boise State,,7.3,1-1,1,1,29.4,23.7,8.7,6.0,2,0.3
30,Kentucky,,6.9,1-2,1,2,28.9,20.5,1.7,8.8,3,0.45
31,Arkansas,,6.8,2-1,2,1,29.3,22.4,4.1,7.1,2,0.3
32,Washington State,,6.8,3-0,3,0,28.0,22.8,10.5,5.3,2,0.3
33,Florida,,6.6,1-2,1,2,32.7,24.6,-0.8,8.6,2,0.3
34,Arizona,,6.4,2-1,2,1,33.1,25.8,1.7,7.7,2,0.3
35,SMU,,6.4,2-1,2,1,29.8,23.7,3.9,6.5,2,0.3
36,Oregon State,,6.4,2-1,2,1,31.6,25.0,6.4,7.0,2,0.3
37,UCLA,,6.4,1-1,1,1,30.1,22.5,2.1,8.0,2,0.3
38,South Carolina,,6.3,2-1,2,1,27.5,21.2,3.6,6.5,3,0.45
39,Auburn,,6.0,2-1,2,1,27.8,21.3,0.9,7.0,2,0.3
40,Miami,,5.9,3-0,3,0,30.0,24.4,3.8,5.9,2,0.3
41,Wisconsin,,5.8,2-1,2,1,28.1,21.9,2.0,6.6,2,0.3
42,Illinois,,5.5,3-0,3,0,28.6,22.7,1.3,6.2,2,0.3
43,Nebraska,,5.4,3-0,3,0,27.5,23.7,4.2,4.0,2,0.3
44,James Madison,,4.9,2-0,2,0,25.9,22.2,8.7,4.0,1,0.15
45,West Virginia,,4.9,1-2,1,2,31.5,27.3,4.1,4.5,2,0.3
46,Memphis,,4.5,3-0,3,0,29.9,26.2,4.3,4.0,2,0.3
47,Minnesota,,4.5,2-1,2,1,27.2,24.1,6.4,3.2,2,0.3
48,Iowa,,4.2,2-1,2,1,19.0,14.7,4.1,4.6,2,0.3
49,Georgia Tech,,3.9,3-1,3,1,31.2,26.8,2.7,4.3,3,0.45
50,North Carolina,,3.8,3-0,3,0,30.8,28.2,5.9,2.7,2,0.3
51,Baylor,,3.6,2-1,2,1,28.0,25.4,1.9,2.8,2,0.3
52,Virginia Tech,,3.0,2-1,2,1,27.8,25.2,1.3,2.8,3,0.45
53,NC State,,2.7,2-1,2,1,23.9,20.3,2.1,3.9,2,0.3
54,Boston College,,2.6,2-1,2,1,27.9,26.6,2.0,1.3,2,0.3
55,California,,2.1,3-0,3,0,27.9,25.9,0.2,2.2,2,0.3
56,Houston,,1.7,1-2,1,2,26.9,25.5,1.1,1.5,3,0.45
57,Tulane,,1.6,1-2,1,2,26.9,25.4,2.6,1.5,2,0.3
58,Arizona State,,1.5,3-0,3,0,26.5,24.6,-1.2,1.9,3,0.45
59,Purdue,,1.3,1-1,1,1,28.8,26.8,-2.5,2.3,1,0.15
60,Cincinnati,,1.1,2-1,2,1,28.5,28.1,0.5,0.5,2,0.3
61,Pittsburgh,,1.1,3-0,3,0,23.5,22.8,0.5,0.7,3,0.45
62,Syracuse,,1.1,2-0,2,0,25.8,24.6,0.1,1.1,2,0.3
63,Liberty,,1.0,3-0,3,0,28.9,26.7,-0.0,2.3,2,0.3
64,Mississippi State,,0.7,1-2,1,2,25.6,24.5,-0.2,1.2,2,0.3
65,Indiana,,0.2,3-0,3,0,26.5,28.0,2.6,-1.7,2,0.3
66,Virginia,,-0.2,2-1,2,1,26.1,25.1,-6.7,1.1,2,0.3
67,Michigan State,,-0.4,3-0,3,0,22.3,24.3,4.0,-2.1,2,0.3
68,Rutgers,,-1.0,2-0,2,0,22.7,23.9,-0.6,-1.2,1,0.15
69,BYU,,-1.1,3-0,3,0,25.6,26.7,-0.4,-1.2,2,0.3
70,Fresno State,,-1.1,2-1,2,1,25.8,25.5,-1.2,0.2,2,0.3
71,UAB,,-1.1,1-2,1,2,31.8,32.4,-5.8,-0.8,2,0.3
72,Stanford,,-1.6,1-1,1,1,26.0,27.7,-3.5,-1.9,1,0.15
73,Duke,,-1.7,3-0,3,0,26.3,27.7,1.3,-1.4,2,0.3
74,App State,,-2.0,2-1,2,1,28.5,29.3,-3.7,-0.7,2,0.3
75,Colorado,,-2.3,2-1,2,1,25.0,28.0,-2.0,-3.1,2,0.3
76,Louisiana,,-2.3,2-0,2,0,27.1,29.8,-0.1,-2.8,1,0.15
77,UNLV,,-2.3,3-0,3,0,25.7,29.4,1.2,-3.9,2,0.3
78,South Florida,,-2.5,2-1,2,1,27.9,30.5,-6.3,-2.9,2,0.3
79,Florida Atlantic,,-2.5,1-2,1,2,22.7,26.8,1.3,-4.5,3,0.45
80,Western Kentucky,,-2.7,2-1,2,1,26.9,31.1,1.9,-4.4,2,0.3
81,Toledo,,-3.3,3-0,3,0,23.3,27.3,0.5,-4.2,2,0.3
82,South Alabama,,-3.5,1-2,1,2,25.6,26.9,-5.6,-1.3,2,0.3
83,Coastal Carolina,,-3.5,3-0,3,0,27.5,32.0,0.2,-4.7,2,0.3
84,Texas State,,-3.5,2-1,2,1,24.9,29.4,-2.5,-4.7,2,0.3
85,Troy,,-3.6,0-3,0,3,24.2,26.8,-1.0,-2.7,3,0.45
86,Wake Forest,,-3.7,1-2,1,2,28.0,30.5,-3.0,-2.6,2,0.3
87,Northwestern,,-4.1,2-1,2,1,22.1,25.9,-4.0,-3.9,2,0.3
88,UTSA,,-4.3,1-2,1,2,23.1,26.2,-5.0,-3.0,3,0.45
89,Marshall,,-4.4,1-1,1,1,20.6,24.5,-3.9,-4.2,1,0.15
90,Vanderbilt,,-5.5,2-1,2,1,23.8,29.3,-4.9,-5.9,2,0.3
91,Georgia State,,-5.6,2-1,2,1,22.6,27.6,-4.2,-5.4,2,0.3
92,Navy,,-5.6,2-0,2,0,18.9,25.3,-3.5,-6.8,1,0.15
93,Old Dominion,,-5.7,0-3,0,3,23.0,27.0,-7.9,-4.2,3,0.45
94,Air Force,,-5.8,1-2,1,2,24.9,29.7,-1.8,-4.9,2,0.3
95,Northern Illinois,,-5.8,2-0,2,0,25.0,31.6,-4.9,-6.9,1,0.15
96,Bowling Green,,-6.0,1-1,1,1,22.4,29.5,-3.5,-7.6,1,0.15
