rank,team,conference,power_rating,record,wins,losses,off_rating,def_rating,srs,epa_rating,games,blend_weight
1,Ohio State,,27.2,10-2,10,2,41.3,10.0,21.1,31.3,12,1.0
2,Notre Dame,,25.3,11-1,11,1,39.1,11.0,21.1,28.1,12,1.0
3,Texas,,23.0,11-2,11,2,35.8,10.3,19.2,25.5,13,1.0
4,Oregon,,22.9,13-0,13,0,42.3,17.8,20.5,24.4,12,1.0
5,Ole Miss,,21.3,9-3,9,3,38.4,14.7,17.8,23.7,11,1.0
6,Penn State,,20.8,11-2,11,2,40.1,15.8,15.7,24.3,13,1.0
7,Alabama,,20.6,9-3,9,3,37.8,15.7,18.2,22.2,11,1.0
8,Miami,,19.8,10-2,10,2,44.3,22.3,16.6,22.0,11,1.0
9,SMU,,19.6,11-2,11,2,36.1,14.9,17.2,21.2,12,1.0
10,Georgia,,19.5,11-2,11,2,38.2,17.1,17.1,21.2,12,1.0
11,Indiana,,18.9,11-1,11,1,38.2,17.3,16.0,20.9,11,1.0
12,Colorado,,17.8,9-3,9,3,34.5,14.4,14.4,20.1,11,1.0
13,Arizona State,,17.4,11-2,11,2,39.3,18.7,12.4,20.7,13,1.0
14,Louisville,,17.0,8-4,8,4,38.6,20.5,15.3,18.1,11,1.0
15,Kansas State,,16.8,8-4,8,4,36.5,15.7,10.8,20.7,11,1.0
16,South Carolina,,16.6,9-3,9,3,32.9,16.4,16.9,16.5,11,1.0
17,Tennessee,,16.5,10-2,10,2,33.3,14.3,12.7,19.0,11,1.0
18,LSU,,13.8,8-4,8,4,36.6,21.7,12.2,14.9,11,1.0
19,Tulane,,13.1,9-4,9,4,34.3,17.6,7.8,16.7,12,1.0
20,Clemson,,13.1,10-3,10,3,34.2,21.4,13.6,12.8,12,1.0
21,Texas A&M,,13.1,8-4,8,4,32.7,18.2,11.1,14.5,11,1.0
22,BYU,,12.8,10-2,10,2,33.5,20.8,12.9,12.7,11,1.0
23,Florida,,12.4,7-5,7,5,34.6,20.0,9.3,14.6,11,1.0
24,Kansas,,12.2,5-7,5,7,41.3,27.0,9.0,14.3,11,1.0
25,Baylor,,12.2,8-4,8,4,36.7,23.4,10.5,13.3,11,1.0
26,USC,,12.0,6-6,6,6,36.5,23.2,10.0,13.3,12,1.0
27,Arkansas,,11.7,6-6,6,6,38.0,20.9,3.5,17.1,11,1.0
28,Virginia Tech,,10.9,6-6,6,6,27.8,17.5,11.8,10.4,12,1.0
29,Minnesota,,10.9,7-5,7,5,29.9,17.8,9.0,12.2,11,1.0
30,Georgia Tech,,10.8,7-5,7,5,34.2,20.9,7.0,13.3,11,1.0
31,Auburn,,10.7,5-7,5,7,32.1,17.1,4.1,15.0,11,1.0
32,TCU,,10.5,8-4,8,4,38.2,24.9,6.4,13.3,11,1.0
33,Iowa State,,9.7,10-3,10,3,30.9,21.7,10.5,9.2,12,1.0
34,Oklahoma,,9.5,6-6,6,6,25.7,13.6,5.6,12.1,11,1.0
35,UCF,,9.5,4-8,4,8,35.3,21.2,2.5,14.1,11,1.0
36,Boise State,,9.0,12-1,12,1,33.4,25.8,11.1,7.6,12,1.0
37,Michigan,,8.5,7-5,7,5,29.2,19.1,6.3,10.1,12,1.0
38,Missouri,,7.7,9-3,9,3,29.4,21.6,7.3,7.9,11,1.0
39,Cincinnati,,7.4,5-7,5,7,31.3,21.7,4.1,9.6,11,1.0
40,Texas Tech,,7.2,8-4,8,4,32.2,24.0,5.6,8.2,11,1.0
41,Washington,,7.1,6-6,6,6,32.7,22.7,2.9,10.0,11,1.0
42,Iowa,,7.1,8-4,8,4,26.9,22.1,10.7,4.8,11,1.0
43,Nebraska,,6.7,6-6,6,6,28.7,22.8,7.9,5.9,11,1.0
44,Army,,6.5,11-1,11,1,34.6,29.1,7.9,5.5,11,1.0
45,Utah,,5.7,5-7,5,7,21.1,13.6,2.9,7.5,11,1.0
46,Duke,,4.9,9-3,9,3,24.3,18.8,4.1,5.5,11,1.0
47,UNLV,,4.8,10-3,10,3,26.9,23.2,6.6,3.6,12,1.0
48,Illinois,,4.7,9-3,9,3,32.0,28.4,6.2,3.7,11,1.0
49,Syracuse,,4.4,9-3,9,3,34.8,31.2,5.6,3.6,11,1.0
50,Navy,,4.3,8-3,8,3,30.4,26.3,4.4,4.2,10,1.0
51,UCLA,,4.0,5-7,5,7,28.7,22.6,0.9,6.1,12,1.0
52,California,,3.9,6-6,6,6,28.6,23.6,2.2,5.1,11,1.0
53,Texas State,,3.8,7-5,7,5,30.2,26.5,3.9,3.8,11,1.0
54,Pittsburgh,,3.7,7-5,7,5,23.7,19.8,3.4,3.9,11,1.0
55,NC State,,3.7,6-6,6,6,31.6,25.2,-0.4,6.4,11,1.0
56,Kentucky,,3.1,4-8,4,8,25.6,21.6,1.8,4.0,11,1.0
57,Boston College,,3.0,7-5,7,5,26.9,24.7,4.4,2.2,11,1.0
58,Vanderbilt,,2.3,6-6,6,6,30.4,30.6,6.0,-0.2,11,1.0
59,Wisconsin,,2.3,5-7,5,7,25.8,23.9,2.8,1.9,11,1.0
60,North Carolina,,2.1,6-6,6,6,31.0,28.5,1.7,2.4,11,1.0
61,James Madison,,1.3,8-4,8,4,19.7,20.4,4.2,-0.6,11,1.0
62,Ohio,,1.2,10-3,10,3,25.9,26.4,3.7,-0.5,12,1.0
63,South Alabama,,0.9,6-6,6,6,28.8,27.0,-0.5,1.8,11,1.0
64,Memphis,,0.6,10-2,10,2,29.5,30.0,2.1,-0.5,11,1.0
65,Marshall,,0.0,10-3,10,3,23.5,26.5,4.6,-3.0,12,1.0
66,West Virginia,,-0.1,6-6,6,6,28.6,28.9,0.1,-0.2,11,1.0
67,Old Dominion,,-0.1,5-7,5,7,29.1,29.5,0.4,-0.4,12,1.0
68,Rutgers,,-0.4,7-5,7,5,28.0,31.4,4.0,-3.3,11,1.0
69,Washington State,,-1.0,8-4,8,4,30.3,32.0,0.0,-1.7,11,1.0
70,Bowling Green,,-1.6,7-5,7,5,22.4,25.5,0.7,-3.1,11,1.0
71,Maryland,,-1.7,4-8,4,8,24.5,25.1,-3.4,-0.6,11,1.0
72,Houston,,-1.9,4-8,4,8,19.0,19.9,-3.5,-0.9,12,1.0
73,Louisiana,,-2.1,10-3,10,3,31.0,35.3,1.4,-4.3,12,1.0
74,Virginia,,-2.3,5-7,5,7,25.9,28.7,-1.6,-2.8,11,1.0
75,Jacksonville State,,-2.5,9-4,9,4,28.0,31.0,-1.7,-3.0,13,1.0
76,Arizona,,-2.6,4-8,4,8,26.8,27.8,-4.9,-1.0,11,1.0
77,Mississippi State,,-2.8,2-10,2,10,32.0,33.1,-5.2,-1.2,11,1.0
78,Northern Illinois,,-2.9,7-5,7,5,19.9,23.7,-1.6,-3.8,11,1.0
79,Michigan State,,-3.0,5-7,5,7,24.2,26.0,-4.8,-1.8,11,1.0
80,Oklahoma State,,-3.4,3-9,3,9,30.9,33.5,-4.7,-2.6,11,1.0
81,San José State,,-3.5,7-5,7,5,24.5,26.5,-5.8,-2.0,11,1.0
82,Miami (OH),,-3.8,8-5,8,5,23.3,28.7,-1.2,-5.5,12,1.0
83,Stanford,,-4.5,3-9,3,9,25.5,29.2,-5.6,-3.7,11,1.0
84,Fresno State,,-4.6,6-6,6,6,18.7,23.3,-4.7,-4.5,11,1.0
85,UConn,,-4.8,8-4,8,4,19.9,25.3,-3.8,-5.4,11,1.0
86,Liberty,,-4.9,8-3,8,3,25.7,30.1,-5.4,-4.5,10,1.0
87,Georgia Southern,,-5.0,8-4,8,4,25.8,33.9,-0.6,-8.0,11,1.0
88,Colorado State,,-5.3,8-4,8,4,22.5,28.5,-4.3,-6.0,11,1.0
89,South Florida,,-5.5,6-6,6,6,22.3,27.9,-5.1,-5.7,11,1.0
90,East Carolina,,-5.7,7-5,7,5,25.1,31.0,-5.4,-6.0,11,1.0
91,UTSA,,-6.0,6-6,6,6,19.7,26.4,-5.0,-6.7,11,1.0
92,Florida State,,-6.0,2-10,2,10,19.9,25.6,-6.4,-5.7,11,1.0
93,Northwestern,,-7.0,4-8,4,8,16.2,25.2,-4.0,-9.0,11,1.0
94,North Texas,,-7.3,6-6,6,6,26.4,35.1,-5.2,-8.7,11,1.0
95,Wake Forest,,-7.4,4-8,4,8,22.9,31.7,-5.3,-8.8,11,1.0
96,Utah State,,-7.5,4-8,4,8,28.6,33.7,-11.2,-5.1,11,1.0
97,Sam Houston,,-7.6,9-3,9,3,17.7,27.0,-5.0,-9.3,11,1.0
98,Troy,,-7.6,4-8,4,8,22.6,29.7,-8.4,-7.1,11,1.0
99,Coastal Carolina,,-7.9,6-6,6,6,21.9,31.7,-5.1,-9.8,11,1.0
100,Nevada,,-8.2,3-10,3,10,27.4,34.6,-9.7,-7.2,12,1.0
101,Western Kentucky,,-9.1,8-5,8,5,24.6,37.0,-4.0,-12.5,12,1.0
102,Toledo,,-9.3,7-5,7,5,14.5,27.5,-3.7,-13.0,11,1.0
103,App State,,-9.4,5-6,5,6,25.2,36.5,-6.5,-11.4,10,1.0
104,Air Force,,-9.8,5-7,5,7,21.5,31.0,-10.3,-9.5,11,1.0
105,UL Monroe,,-10.1,5-7,5,7,20.3,31.2,-8.8,-10.9,11,1.0
106,Hawai'i,,-10.3,5-7,5,7,20.7,30.4,-11.3,-9.7,10,1.0
107,UAB,,-10.4,3-9,3,9,25.5,34.2,-13.0,-8.6,11,1.0
108,Rice,,-10.8,4-8,4,8,16.6,27.3,-11.0,-10.7,11,1.0
109,Florida International,,-11.1,4-8,4,8,17.5,30.0,-8.9,-12.6,11,1.0
110,Charlotte,,-11.3,5-7,5,7,19.4,30.6,-11.3,-11.3,11,1.0
111,Oregon State,,-11.9,5-7,5,7,20.6,34.7,-8.6,-14.1,11,1.0
112,Louisiana Tech,,-12.2,5-7,5,7,11.9,25.6,-10.1,-13.7,11,1.0
113,Georgia State,,-12.4,3-9,3,9,22.5,36.0,-10.6,-13.5,11,1.0
114,New Mexico,,-12.8,5-7,5,7,31.2,44.5,-12.0,-13.3,11,1.0
115,Western Michigan,,-12.9,6-6,6,6,24.6,41.8,-6.6,-17.2,10,1.0
116,Buffalo,,-13.5,8-4,8,4,16.7,35.4,-5.8,-18.7,11,1.0
117,Wyoming,,-14.0,3-9,3,9,13.3,29.6,-10.6,-16.3,11,1.0
118,Akron,,-14.9,4-8,4,8,16.6,34.7,-10.3,-18.0,11,1.0
119,Purdue,,-15.0,1-11,1,11,20.9,38.5,-11.1,-17.6,11,1.0
120,Arkansas State,,-15.0,7-5,7,5,21.7,39.8,-10.3,-18.2,11,1.0
121,Central Michigan,,-16.1,4-8,4,8,17.5,33.8,-15.8,-16.3,11,1.0
122,Florida Atlantic,,-16.1,3-9,3,9,20.6,37.4,-15.2,-16.8,11,1.0
123,UTEP,,-16.1,3-9,3,9,14.5,29.9,-17.1,-15.4,11,1.0
124,Massachusetts,,-16.8,2-10,2,10,21.9,38.6,-17.0,-16.7,10,1.0
125,San Diego State,,-18.0,3-9,3,9,17.7,36.7,-16.6,-19.0,11,1.0
126,Temple,,-18.8,3-9,3,9,11.6,31.9,-16.6,-20.3,12,1.0
