rank,team,conference,power_rating,record,wins,losses,off_rating,def_rating,srs,epa_rating,games,blend_weight
1,Ohio State,,32.0,14-2,14,2,45.9,9.6,25.6,36.3,16,1.0
2,Notre Dame,,26.1,14-2,14,2,40.1,10.9,21.5,29.1,16,1.0
3,Penn State,,24.0,13-3,13,3,40.1,12.9,19.2,27.2,16,1.0
4,Oregon,,23.7,13-1,13,1,43.1,17.5,20.8,25.7,13,1.0
5,Ole Miss,,23.4,10-3,10,3,40.6,14.2,18.8,26.4,12,1.0
6,Texas,,22.8,13-3,13,3,36.4,11.3,19.3,25.2,16,1.0
7,Indiana,,20.2,11-2,11,2,38.7,16.5,17.2,22.2,12,1.0
8,Alabama,,19.9,9-4,9,4,36.3,14.4,16.9,21.9,12,1.0
9,Georgia,,19.3,11-3,11,3,37.1,15.8,16.3,21.3,13,1.0
10,Miami,,18.5,10-3,10,3,44.2,23.7,15.3,20.6,12,1.0
11,Arizona State,,16.8,11-3,11,3,39.0,19.2,12.3,19.8,14,1.0
12,Colorado,,16.5,9-4,9,4,33.5,14.2,12.3,19.2,12,1.0
13,SMU,,16.2,11-3,11,3,33.0,15.8,14.6,17.2,13,1.0
14,Tennessee,,15.9,10-3,10,3,34.2,15.6,11.9,18.6,12,1.0
15,South Carolina,,15.8,9-4,9,4,32.5,16.8,16.0,15.7,12,1.0
16,LSU,,15.4,9-4,9,4,37.2,20.5,13.4,16.7,12,1.0
17,Kansas State,,15.3,9-4,9,4,36.1,17.6,10.4,18.5,12,1.0
18,Louisville,,14.9,9-4,9,4,37.6,21.8,13.5,15.8,12,1.0
19,Florida,,14.8,8-5,8,5,35.2,17.9,11.1,17.3,12,1.0
20,Minnesota,,14.2,8-5,8,5,32.2,16.0,11.3,16.2,12,1.0
21,USC,,14.0,7-6,7,6,38.0,22.4,11.6,15.6,13,1.0
22,Texas A&M,,13.2,8-5,8,5,32.9,18.2,11.1,14.7,12,1.0
23,BYU,,12.8,11-2,11,2,32.6,20.7,14.3,11.9,12,1.0
24,Arkansas,,12.2,7-6,7,6,38.1,21.0,4.8,17.1,12,1.0
25,Kansas,,11.9,5-7,5,7,41.3,27.7,9.2,13.6,11,1.0
26,Clemson,,11.4,10-4,10,4,33.9,22.9,11.8,11.0,13,1.0
27,Michigan,,11.3,8-5,8,5,29.0,16.1,8.9,12.9,13,1.0
28,Tulane,,11.2,9-5,9,5,32.8,18.1,6.0,14.7,13,1.0
29,Baylor,,10.8,8-5,8,5,35.5,23.9,9.6,11.6,12,1.0
30,Auburn,,10.5,5-7,5,7,32.5,17.5,3.9,15.0,11,1.0
31,TCU,,10.2,9-4,9,4,35.9,24.1,7.7,11.8,12,1.0
32,Iowa State,,9.7,11-3,11,3,31.1,22.3,11.0,8.8,13,1.0
33,Oklahoma,,9.5,6-7,6,7,25.8,13.6,5.4,12.2,12,1.0
34,Washington,,9.4,6-7,6,7,34.4,22.0,4.8,12.5,12,1.0
35,Boise State,,9.3,12-2,12,2,33.8,24.8,9.8,9.0,13,1.0
36,UCF,,9.3,4-8,4,8,35.3,21.7,2.8,13.6,11,1.0
37,Georgia Tech,,8.8,7-6,7,6,33.1,21.9,5.2,11.2,12,1.0
38,Iowa,,8.7,8-5,8,5,27.8,21.0,11.5,6.9,12,1.0
39,Nebraska,,8.5,7-6,7,6,29.5,21.2,9.0,8.2,12,1.0
40,Virginia Tech,,8.3,6-7,6,7,26.1,18.9,9.9,7.3,13,1.0
41,Missouri,,8.1,10-3,10,3,30.0,21.8,8.1,8.2,12,1.0
42,Illinois,,7.8,10-3,10,3,34.0,26.9,8.7,7.1,12,1.0
43,Army,,7.1,12-2,12,2,35.2,27.9,6.8,7.4,12,1.0
44,Cincinnati,,6.8,5-7,5,7,30.9,22.3,4.0,8.6,11,1.0
