rank,team,conference,power_rating,record,wins,losses,off_rating,def_rating,srs,epa_rating,games,blend_weight
1,Georgia,,29.0,7-0,7,0,48.0,15.2,22.8,32.8,6,0.9
2,Ohio State,,28.9,6-0,6,0,50.0,17.0,22.0,32.9,6,0.9
3,Alabama,,24.5,6-1,6,1,38.0,10.1,19.4,28.0,7,1.0
4,Texas,,24.0,5-2,5,2,44.4,16.5,18.1,27.9,7,1.0
5,Michigan,,22.6,7-0,7,0,43.4,17.4,17.6,26.0,7,1.0
6,Tennessee,,19.0,6-0,6,0,44.7,23.4,14.6,21.2,6,0.9
7,Ole Miss,,15.8,7-0,7,0,42.5,25.7,13.9,16.9,6,0.9
8,Clemson,,15.7,7-0,7,0,33.6,19.8,18.1,13.7,6,0.9
9,TCU,,15.6,6-0,6,0,38.7,24.4,15.6,14.2,5,0.75
10,Maryland,,15.4,5-2,5,2,40.0,21.1,10.3,18.8,7,1.0
11,USC,,14.5,6-1,6,1,41.5,27.7,15.4,13.8,7,1.0
12,Illinois,,14.5,6-1,6,1,30.1,13.7,12.3,16.3,6,0.9
13,Mississippi State,,13.9,5-2,5,2,33.7,20.3,14.7,13.4,7,1.0
14,LSU,,13.6,5-2,5,2,37.5,20.4,8.0,17.1,6,0.9
15,Utah,,12.9,5-2,5,2,37.3,24.6,12.7,12.6,6,0.9
16,UCF,,12.9,5-1,5,1,37.5,25.0,12.8,12.5,5,0.75
17,Iowa State,,12.9,3-4,3,4,26.9,13.4,11.8,13.5,6,0.9
18,Kansas State,,12.2,5-1,5,1,34.7,22.7,12.6,11.9,5,0.75
19,Oregon,,11.2,5-1,5,1,36.9,26.6,11.3,10.1,5,0.75
20,Florida State,,11.0,4-3,4,3,38.6,26.5,8.2,12.0,6,0.9
21,Cincinnati,,10.3,5-1,5,1,31.0,19.2,7.6,11.7,5,0.75
22,Penn State,,10.1,5-1,5,1,29.5,19.3,10.1,10.2,6,0.9
23,Kentucky,,10.1,5-2,5,2,29.1,18.2,8.9,11.0,6,0.9
24,Purdue,,9.6,5-2,5,2,30.6,20.0,7.4,10.6,6,0.9
25,UCLA,,9.5,6-0,6,0,34.3,26.2,10.9,8.1,5,0.75
26,James Madison,,9.2,5-1,5,1,27.3,18.7,10.2,8.6,5,1.0
27,Oklahoma State,,8.9,5-1,5,1,30.9,24.9,13.2,5.8,5,0.75
28,Pittsburgh,,8.8,4-2,4,2,32.0,19.6,2.6,12.3,5,0.75
29,Kansas,,8.7,5-2,5,2,38.3,30.8,10.3,7.5,6,0.9
30,Wake Forest,,8.6,5-1,5,1,32.6,25.7,11.2,6.9,5,0.75
31,Syracuse,,8.4,6-0,6,0,33.0,26.4,9.9,6.5,5,0.75
32,Baylor,,8.3,3-3,3,3,33.1,24.9,8.4,8.2,5,0.75
33,Louisville,,8.0,3-3,3,3,29.8,21.1,6.1,8.6,6,0.9
34,Minnesota,,7.7,4-2,4,2,33.8,26.0,7.5,7.8,5,0.75
35,NC State,,7.6,5-2,5,2,26.8,21.1,9.8,5.7,6,0.9
36,Iowa,,7.6,3-3,3,3,25.5,18.7,9.2,6.7,5,0.75
37,Texas Tech,,7.3,3-3,3,3,31.1,23.0,5.7,8.1,5,0.75
38,Wisconsin,,7.1,3-4,3,4,34.6,24.0,1.4,10.5,6,0.9
39,Oklahoma,,6.9,4-3,4,3,32.6,26.7,8.4,5.9,7,1.0
40,Texas A&M,,6.8,3-3,3,3,25.6,19.1,5.9,6.4,5,0.75
41,Auburn,,6.3,3-4,3,4,31.3,21.0,-0.2,10.3,6,0.9
42,Florida,,6.2,4-3,4,3,34.7,26.7,3.0,8.1,6,0.9
43,Western Kentucky,,6.2,4-3,4,3,34.4,25.1,1.9,9.2,6,0.9
44,Arkansas,,5.8,4-3,4,3,38.1,33.0,6.2,5.0,6,0.9
45,North Carolina,,5.3,6-1,6,1,42.3,35.9,3.3,6.4,6,0.9
