rank,team,conference,power_rating,record,wins,losses,off_rating,def_rating,srs,epa_rating,games,blend_weight
1,Ohio State,,37.4,8-0,8,0,52.0,10.2,31.0,41.7,8,1.0
2,LSU,,27.3,8-0,8,0,46.0,16.1,23.4,30.0,7,1.0
3,Alabama,,27.2,8-0,8,0,45.9,16.1,23.4,29.7,8,1.0
4,Utah,,25.0,8-1,8,1,38.9,10.7,20.1,28.3,8,1.0
5,Oklahoma,,24.9,7-1,7,1,50.9,23.5,21.2,27.5,7,1.0
6,Clemson,,24.3,9-0,9,0,36.5,9.6,20.4,26.9,8,1.0
7,Wisconsin,,24.1,6-2,6,2,38.2,9.8,17.7,28.5,8,1.0
8,Penn State,,22.6,8-0,8,0,36.5,13.4,21.8,23.1,7,1.0
9,Navy,,20.6,7-1,7,1,42.4,18.4,15.4,24.0,7,1.0
10,Auburn,,20.3,7-2,7,2,32.7,11.8,19.3,20.9,9,1.0
11,Oregon,,19.2,8-1,8,1,39.5,18.8,17.1,20.6,8,1.0
12,Georgia,,18.7,7-1,7,1,38.0,18.2,16.9,19.9,7,1.0
13,Iowa State,,17.6,5-3,5,3,41.6,22.9,16.0,18.7,7,1.0
14,Minnesota,,17.3,8-0,8,0,39.5,19.1,12.6,20.4,7,1.0
15,Michigan,,16.9,7-2,7,2,33.9,15.1,14.1,18.8,9,1.0
16,Florida,,14.6,7-2,7,2,37.3,23.5,15.8,13.8,7,1.0
17,Memphis,,14.0,8-1,8,1,39.6,25.1,13.1,14.6,8,1.0
18,Baylor,,13.9,8-0,8,0,36.7,21.1,11.5,15.6,7,1.0
19,Iowa,,13.6,6-2,6,2,32.5,18.5,13.1,14.0,8,1.0
20,TCU,,13.3,4-4,4,4,32.4,17.5,11.0,14.9,7,1.0
21,UCF,,12.8,7-2,7,2,36.8,25.0,14.4,11.8,8,1.0
22,Washington,,11.9,5-4,5,4,33.9,22.7,13.0,11.2,8,1.0
23,Texas,,11.5,5-3,5,3,40.7,29.0,11.1,11.7,8,1.0
24,Oklahoma State,,11.4,6-3,6,3,34.3,23.3,12.1,10.9,8,1.0
25,Air Force,,11.0,7-2,7,2,35.6,23.8,9.8,11.7,8,1.0
26,Michigan State,,10.3,4-4,4,4,29.0,18.0,9.1,11.0,8,1.0
27,SMU,,9.9,8-1,8,1,32.8,24.8,12.7,8.0,9,1.0
28,Tulane,,9.8,6-3,6,3,38.1,26.3,6.7,11.8,8,1.0
29,Cincinnati,,9.6,7-1,7,1,30.3,22.0,11.4,8.3,8,1.0
30,Kansas State,,9.4,6-2,6,2,30.1,22.0,11.5,8.1,7,1.0
31,Texas A&M,,9.3,6-3,6,3,34.6,24.8,8.6,9.8,8,1.0
32,Notre Dame,,9.0,6-2,6,2,32.6,22.5,7.4,10.0,8,1.0
33,Mississippi State,,8.9,4-5,4,5,37.8,26.9,5.7,11.0,9,1.0
34,App State,,8.5,7-1,7,1,31.8,23.9,9.3,7.9,7,1.0
35,USC,,8.5,5-4,5,4,36.8,27.7,7.4,9.2,9,1.0
36,Washington State,,8.3,4-4,4,4,40.1,31.4,7.6,8.7,7,1.0
37,Indiana,,7.1,7-2,7,2,31.9,24.8,7.1,7.0,8,1.0
38,Louisiana,,6.9,6-2,6,2,32.2,26.7,9.1,5.5,7,1.0
39,Missouri,,6.9,5-3,5,3,28.5,19.9,4.4,8.5,7,1.0
40,Boise State,,6.3,7-1,7,1,31.2,26.1,8.2,5.1,7,1.0
41,Pittsburgh,,6.2,6-3,6,3,23.2,15.7,4.4,7.5,8,1.0
42,North Carolina,,6.2,4-5,4,5,34.5,27.5,4.9,7.0,9,1.0
43,Arizona State,,5.7,5-3,5,3,30.2,24.4,5.5,5.8,7,1.0
