rank,team,conference,power_rating,record,wins,losses,off_rating,def_rating,srs,epa_rating,games,blend_weight
1,Ohio State,,35.3,6-0,6,0,48.6,9.9,29.5,38.8,6,0.9
2,Alabama,,31.2,5-0,5,0,47.9,14.9,25.6,33.0,5,0.75
3,Oklahoma,,22.9,5-0,5,0,47.6,26.5,23.0,21.1,4,0.6
4,Clemson,,21.8,5-0,5,0,37.2,14.8,19.4,22.3,5,0.75
5,LSU,,21.0,5-0,5,0,37.3,17.6,19.9,19.7,4,0.6
6,Wisconsin,,20.9,5-0,5,0,37.5,15.2,16.9,22.3,5,0.75
7,Georgia,,20.5,5-0,5,0,39.7,19.4,18.2,20.2,4,0.6
8,Auburn,,20.1,5-1,5,1,33.2,13.6,20.1,19.6,6,0.9
9,Penn State,,18.1,5-0,5,0,34.6,16.7,18.5,17.8,4,0.6
10,Michigan State,,15.1,4-2,4,2,34.4,19.2,14.7,15.1,6,0.9
11,Missouri,,14.7,4-1,4,1,32.0,18.6,14.2,13.4,4,0.6
12,Iowa State,,14.6,3-2,3,2,36.6,22.9,15.4,13.7,4,0.6
13,Notre Dame,,14.1,4-1,4,1,35.6,21.0,13.2,14.6,5,0.75
14,Florida,,13.9,6-0,6,0,32.8,20.0,12.0,12.8,4,0.6
15,UCF,,13.4,4-2,4,2,36.5,23.1,14.1,13.4,5,0.75
16,Washington,,12.8,4-2,4,2,34.3,22.8,14.6,11.4,5,0.75
17,Oregon,,11.7,4-1,4,1,32.3,21.3,11.0,10.9,4,0.6
18,Utah,,11.4,4-1,4,1,34.1,22.4,9.1,11.7,4,0.6
19,Oklahoma State,,11.3,4-2,4,2,37.6,27.9,13.3,9.6,5,0.75
20,SMU,,11.2,6-0,6,0,38.1,27.2,11.6,10.9,6,0.9
21,Texas,,10.6,4-1,4,1,36.5,29.2,16.1,7.2,5,0.75
22,Iowa,,10.6,4-1,4,1,29.7,20.9,13.3,8.9,5,0.75
23,Memphis,,10.6,5-0,5,0,34.2,24.4,10.5,9.8,4,0.6
