rank,team,conference,power_rating,record,wins,losses,off_rating,def_rating,srs,epa_rating,games,blend_weight
1,Ohio State,,36.2,9-0,9,0,51.5,11.0,29.7,40.5,9,1.0
2,LSU,,27.6,9-0,9,0,47.0,16.9,23.8,30.2,8,1.0
3,Alabama,,27.2,8-1,8,1,47.1,16.6,22.2,30.5,9,1.0
4,Utah,,24.6,8-1,8,1,39.9,12.0,19.8,27.9,8,1.0
5,Clemson,,24.4,10-0,10,0,37.5,10.2,20.1,27.2,9,1.0
6,Oklahoma,,24.3,8-1,8,1,50.7,23.5,20.1,27.2,8,1.0
7,Wisconsin,,23.4,7-2,7,2,39.5,11.6,16.8,27.9,9,1.0
8,Penn State,,20.8,8-1,8,1,36.3,15.4,20.6,20.9,8,1.0
9,Georgia,,20.5,8-1,8,1,38.1,16.4,18.7,21.7,8,1.0
10,Navy,,20.5,7-1,7,1,42.4,18.6,15.7,23.8,7,1.0
11,Auburn,,20.5,7-2,7,2,33.0,11.4,19.0,21.5,9,1.0
12,Oregon,,19.5,8-1,8,1,40.5,19.5,17.2,21.0,8,1.0
13,Minnesota,,18.7,9-0,9,0,41.0,19.1,14.0,21.8,8,1.0
14,Iowa State,,17.8,5-4,5,4,41.6,23.4,17.2,18.2,8,1.0
15,Florida,,17.3,8-2,8,2,37.8,19.5,15.7,18.3,8,1.0
16,Michigan,,17.2,7-2,7,2,33.8,14.8,14.6,19.0,9,1.0
17,Baylor,,14.9,9-0,9,0,35.7,19.2,12.7,16.4,8,1.0
18,Memphis,,14.4,8-1,8,1,39.3,24.5,13.7,14.8,8,1.0
19,Iowa,,13.4,6-3,6,3,33.0,19.8,13.7,13.3,9,1.0
20,Washington,,13.3,6-4,6,4,31.2,18.0,13.4,13.2,9,1.0
21,UCF,,12.8,7-3,7,3,37.1,24.5,13.1,12.5,9,1.0
22,Texas,,12.2,6-3,6,3,41.0,28.1,11.2,12.8,9,1.0
23,Notre Dame,,11.9,7-2,7,2,33.0,20.3,10.6,12.7,9,1.0
24,TCU,,11.7,4-5,4,5,30.3,17.4,10.0,12.8,8,1.0
25,Oklahoma State,,11.4,6-3,6,3,34.7,24.1,12.6,10.6,8,1.0
26,Air Force,,10.8,7-2,7,2,34.8,23.2,9.6,11.7,8,1.0
27,Cincinnati,,10.4,8-1,8,1,30.8,20.8,11.2,9.9,9,1.0
28,Tulane,,9.6,6-3,6,3,38.2,26.7,6.7,11.5,8,1.0
29,USC,,9.4,6-4,6,4,37.4,27.0,7.9,10.4,10,1.0
30,Mississippi State,,9.4,4-5,4,5,38.1,26.3,5.8,11.8,9,1.0
31,Texas A&M,,9.3,6-3,6,3,33.8,23.7,8.0,10.1,8,1.0
32,Louisiana,,9.0,7-2,7,2,33.9,25.7,10.3,8.2,8,1.0
33,App State,,8.4,8-1,8,1,30.3,22.4,9.1,7.9,8,1.0
34,Kansas State,,8.3,6-3,6,3,29.5,23.3,11.3,6.3,8,1.0
