rank,team,conference,power_rating,record,wins,losses,off_rating,def_rating,srs,epa_rating,games,blend_weight
1,Ohio State,,33.3,13-0,13,0,49.5,13.8,29.8,35.7,13,1.0
2,LSU,,31.3,13-0,13,0,50.8,16.4,26.6,34.4,12,1.0
3,Alabama,,28.4,10-2,10,2,46.9,14.8,23.0,32.1,11,1.0
4,Clemson,,27.5,13-0,13,0,41.1,10.7,23.2,30.3,12,1.0
5,Oklahoma,,23.4,12-1,12,1,47.1,20.9,19.2,26.2,12,1.0
6,Wisconsin,,23.3,10-3,10,3,41.3,14.8,18.5,26.5,13,1.0
7,Utah,,23.3,11-2,11,2,38.7,12.1,18.4,26.6,12,1.0
8,Auburn,,22.0,9-3,9,3,34.7,10.8,19.0,24.0,11,1.0
9,Oregon,,20.3,11-2,11,2,38.2,16.1,17.7,22.1,12,1.0
10,Georgia,,19.0,11-2,11,2,34.3,14.7,18.0,19.6,12,1.0
11,Michigan,,18.6,9-3,9,3,36.2,15.9,16.1,20.3,12,1.0
12,Florida,,18.0,10-2,10,2,37.8,19.0,17.0,18.8,10,1.0
13,Penn State,,16.4,10-2,10,2,34.6,18.9,17.5,15.6,11,1.0
14,Minnesota,,16.3,10-2,10,2,41.7,22.6,12.1,19.1,11,1.0
15,Memphis,,15.6,12-1,12,1,39.5,23.6,15.1,15.9,12,1.0
16,Baylor,,15.5,11-2,11,2,33.2,16.6,13.9,16.6,12,1.0
17,Notre Dame,,15.4,10-2,10,2,33.6,17.9,15.1,15.7,12,1.0
18,Navy,,15.1,10-2,10,2,40.9,24.3,12.8,16.6,11,1.0
19,Iowa State,,13.2,7-5,7,5,36.8,23.7,13.3,13.1,11,1.0
20,UCF,,12.7,9-3,9,3,36.3,23.2,12.2,13.1,11,1.0
21,Texas,,12.4,7-5,7,5,39.3,26.2,11.2,13.2,12,1.0
22,Texas A&M,,11.7,7-5,7,5,33.4,20.2,9.6,13.2,11,1.0
23,USC,,11.5,8-4,8,4,39.9,27.4,9.9,12.5,12,1.0
24,Washington,,11.5,7-5,7,5,28.9,17.7,12.0,11.1,11,1.0
25,Iowa,,11.4,9-3,9,3,29.1,18.4,12.4,10.7,12,1.0
26,App State,,10.8,12-1,12,1,30.6,21.0,12.5,9.6,12,1.0
27,Air Force,,9.9,10-2,10,2,34.3,24.2,9.6,10.1,11,1.0
28,Oklahoma State,,8.9,8-4,8,4,33.0,24.5,9.6,8.5,11,1.0
29,TCU,,8.8,5-7,5,7,28.1,18.6,7.8,9.5,11,1.0
30,Mississippi State,,8.6,6-6,6,6,36.1,24.8,4.6,11.3,11,1.0
31,Louisiana,,7.3,10-3,10,3,33.8,27.5,9.0,6.2,12,1.0
32,SMU,,6.9,10-2,10,2,31.6,27.0,10.3,4.6,12,1.0
33,Cincinnati,,6.8,10-3,10,3,28.0,22.2,8.4,5.8,13,1.0
34,Kansas State,,6.7,8-4,8,4,29.2,24.1,9.0,5.1,11,1.0
35,Indiana,,6.3,8-4,8,4,33.3,26.6,5.7,6.8,11,1.0
