rank,team,conference,power_rating,record,wins,losses,off_rating,def_rating,srs,epa_rating,games,blend_weight
1,Ohio State,,33.4,12-0,12,0,49.5,13.4,29.4,36.1,12,1.0
2,LSU,,29.8,12-0,12,0,50.5,17.4,24.8,33.2,11,1.0
3,Alabama,,28.3,10-2,10,2,46.8,14.8,22.8,32.0,11,1.0
4,Clemson,,26.8,12-0,12,0,39.1,9.3,22.3,29.8,11,1.0
5,Utah,,25.8,11-1,11,1,40.7,11.4,20.6,29.3,11,1.0
6,Wisconsin,,22.9,10-2,10,2,40.7,14.9,18.6,25.8,12,1.0
7,Oklahoma,,22.7,11-1,11,1,47.8,22.6,19.0,25.2,11,1.0
8,Auburn,,21.7,9-3,9,3,34.5,10.8,18.7,23.7,11,1.0
9,Georgia,,20.5,11-1,11,1,35.3,14.4,19.8,20.9,11,1.0
10,Michigan,,18.7,9-3,9,3,36.2,15.9,16.2,20.3,12,1.0
11,Florida,,18.1,10-2,10,2,37.7,18.9,17.0,18.8,10,1.0
12,Oregon,,17.9,10-2,10,2,37.5,18.1,15.7,19.4,11,1.0
13,Penn State,,16.4,10-2,10,2,34.6,18.9,17.4,15.7,11,1.0
14,Baylor,,16.3,11-1,11,1,35.0,17.2,14.1,17.7,11,1.0
15,Minnesota,,16.2,10-2,10,2,41.6,22.6,12.1,19.0,11,1.0
16,Memphis,,16.1,11-1,11,1,40.1,23.4,15.3,16.7,11,1.0
17,Notre Dame,,15.6,10-2,10,2,33.6,17.9,15.3,15.7,12,1.0
18,Navy,,14.5,9-2,9,2,41.2,25.2,12.2,16.0,10,1.0
19,Iowa State,,13.2,7-5,7,5,36.7,23.6,13.3,13.1,11,1.0
20,UCF,,12.4,9-3,9,3,36.2,23.5,11.9,12.7,11,1.0
21,Texas,,12.3,7-5,7,5,39.2,26.0,11.1,13.2,12,1.0
22,Washington,,11.6,7-5,7,5,28.8,17.5,12.0,11.2,11,1.0
23,Texas A&M,,11.6,7-5,7,5,33.4,20.3,9.4,13.1,11,1.0
24,USC,,11.5,8-4,8,4,39.8,27.3,10.0,12.6,12,1.0
25,Iowa,,11.3,9-3,9,3,29.0,18.4,12.3,10.6,12,1.0
26,App State,,11.0,11-1,11,1,30.6,20.6,12.5,10.0,11,1.0
27,Air Force,,9.9,10-2,10,2,34.1,24.0,9.5,10.1,11,1.0
28,Oklahoma State,,9.0,8-4,8,4,32.9,24.4,9.6,8.5,11,1.0
29,TCU,,8.9,5-7,5,7,28.0,18.4,7.8,9.6,11,1.0
30,Mississippi State,,8.5,6-6,6,6,36.0,24.8,4.4,11.2,11,1.0
31,Louisiana,,7.3,10-2,10,2,33.6,27.4,9.1,6.2,11,1.0
32,SMU,,6.9,10-2,10,2,31.6,27.0,10.2,4.6,12,1.0
33,Kansas State,,6.7,8-4,8,4,29.1,23.9,9.0,5.1,11,1.0
34,Indiana,,6.3,8-4,8,4,33.3,26.6,5.6,6.8,11,1.0
35,North Carolina,,6.1,6-6,6,6,35.6,28.9,5.2,6.7,11,1.0
36,Tulane,,6.1,6-6,6,6,34.1,26.6,4.0,7.5,11,1.0
37,Cincinnati,,6.1,10-2,10,2,27.8,22.8,7.8,4.9,12,1.0
38,Ole Miss,,5.5,4-8,4,8,32.2,25.3,3.3,6.9,11,1.0
39,Boise State,,5.4,11-1,11,1,31.1,28.0,8.9,3.2,11,1.0
40,Michigan State,,5.2,6-6,6,6,24.6,19.4,5.1,5.2,12,1.0
41,Virginia Tech,,5.2,8-4,8,4,27.7,22.6,5.5,5.0,10,1.0
42,Tennessee,,4.7,7-5,7,5,30.7,24.5,2.5,6.2,11,1.0
43,Washington State,,4.5,6-6,6,6,35.7,31.6,5.0,4.1,11,1.0
44,Kentucky,,4.4,7-5,7,5,28.7,24.0,3.9,4.7,11,1.0
45,Nebraska,,4.1,5-7,5,7,30.0,24.3,1.8,5.6,12,1.0
46,Arizona State,,4.1,7-5,7,5,28.8,25.2,4.9,3.6,11,1.0
47,Missouri,,3.8,6-6,6,6,24.4,19.9,2.6,4.5,11,1.0
48,Oregon State,,3.6,5-7,5,7,33.3,28.5,1.8,4.8,11,1.0
49,California,,3.4,7-5,7,5,25.5,21.5,2.5,4.1,11,1.0
50,Miami,,3.1,6-6,6,6,25.9,22.7,3.0,3.2,11,1.0
51,Florida Atlantic,,2.9,9-3,9,3,26.5,25.0,5.1,1.5,11,1.0
52,Pittsburgh,,2.8,7-5,7,5,21.3,16.8,0.3,4.5,11,1.0
53,Virginia,,2.7,9-3,9,3,29.1,28.8,6.3,0.3,11,1.0
54,Florida State,,1.5,6-6,6,6,28.0,25.8,0.5,2.1,11,1.0
55,South Carolina,,1.4,4-8,4,8,24.6,22.4,0.0,2.3,11,1.0
56,Temple,,1.4,8-4,8,4,22.6,20.7,0.6,1.9,11,1.0
57,Illinois,,1.1,6-6,6,6,25.2,23.1,-0.4,2.1,12,1.0
58,Texas Tech,,0.9,4-8,4,8,30.2,29.7,1.4,0.5,11,1.0
59,Tulsa,,0.5,4-8,4,8,25.5,24.5,-0.2,1.0,12,1.0
60,Western Kentucky,,0.1,8-4,8,4,24.8,25.3,1.0,-0.5,11,1.0
61,Louisville,,-0.2,7-5,7,5,36.1,35.9,-0.8,0.2,11,1.0
62,Buffalo,,-0.3,7-5,7,5,24.9,24.7,-0.9,0.1,11,1.0
